Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1tr1m50,,,Collection,,,,,The Ilham abu Ghazaleh Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5g52dqk,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0001|~|164150|~|26394_ca_object_representations_media_118207_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة صديقتها في جامعة القاهرة في مصر,"A girl from Abu Ghazaleh Family with her friend at the University of Cairo, Egypt","Nida'a al-Nimry; right, and Ilham Abu Ghazaleh at the University of Cairo, Egypt|~|الاشخاص من جهة ""اليمين"" نداء النمري وبجانبها من جهة ""اليسار"" الهام أبو غزالة خلال دراستهما في جامعة القاهرة في مصر",,black-and-white photographs,,still image,early 1960s,1960/1965,فتاتان، صديقات، نظارة، ساعة يد، فساتين، شعر قصير، خارجي، جامعة القاهرة،,,Education and Extracurricular Activities|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/28436_ca_object_representations_media_118207_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/26394_ca_object_representations_media_118207_original.jpg,https://palarchive.org/index.php/Detail/objects/164150/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:01,9 March 2021 at 11:16:41,"Nida'a al-Nimry; right, and Ilham Abu Ghazaleh at the University of Cairo, Egypt","الاشخاص من جهة ""اليمين"" نداء النمري وبجانبها من جهة ""اليسار"" الهام أبو غزالة خلال دراستهما في جامعة القاهرة في مصر",black-and-white photographs,,,
ark:/13030/m56n0x8j,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0002|~|164151|~|57359_ca_object_representations_media_118208_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة اصدقائها خلال دراستها لتخصص ادب الانجليزي في جامعة القاهرة في مصر,A girl from Abu Ghazaleh Family with her friends at the University of Cairo where she studied English Literature,"Ilham Abu Ghazaleh with her friends at the University of Cairo where she studied English Literature. Ilham is seen in first row; to the right. Ayda Najjar, Laila handball, Na'ela Z'aiter, and others are seen in the photo|~|الشخص الثالث في الصف الاول من جهة "" اليمين"" الهام ابو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، نائلة زعيتر واخرين",,,,still image,early 1960s,1960/1965,مجموعة، اشخاص، اصدقاء، فتيات، اكسسوار، ساعة يد، حزام، نظارة، شاب، بدلة رسمية، ربطة عنق، شارب، خارجي، طبيعة، حديقة، اشجار، جمعة القاهرة، كتب,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/19979_ca_object_representations_media_118208_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/57359_ca_object_representations_media_118208_original.jpg,https://palarchive.org/index.php/Detail/objects/164151/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:01,9 March 2021 at 11:16:41,"Ilham Abu Ghazaleh with her friends at the University of Cairo where she studied English Literature. Ilham is seen in first row; to the right. Ayda Najjar, Laila handball, Na'ela Z'aiter, and others are seen in the photo","الشخص الثالث في الصف الاول من جهة "" اليمين"" الهام ابو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، نائلة زعيتر واخرين",,,,
ark:/13030/m5bd1nzd,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0003|~|164152|~|85241_ca_object_representations_media_118209_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة في ساحة جامعة القاهرة,A girl from Abu Ghazaleh Family at the University of Cairo,Ilham Abu Ghazaleh at the University of Cairo|~|الهام ابو غزالة في ساحة جامعة القاهرة في مصر,,,,still image,early 1960s,1960/1965,خارجي، شجرة، مبنى، ساحة، جامعة القاهرة، مجموعة، طلاب، فتاة، نظارة، حقيبة يد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/42685_ca_object_representations_media_118209_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/85241_ca_object_representations_media_118209_original.jpg,https://palarchive.org/index.php/Detail/objects/164152/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,Ilham Abu Ghazaleh at the University of Cairo,الهام ابو غزالة في ساحة جامعة القاهرة في مصر,,,,
ark:/13030/m5z68chf,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0004|~|164153|~|64737_ca_object_representations_media_118210_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة اصدقائها في جامعة القاهرة في مصر,"A girl from Abu Ghazaleh Family with her friends at the University of Cairo, Egypt","Ilham Abu Ghazaleh with her friends at the University of Cairo. Ayda Najjar, Laila handball, Na'ela Z'aiter, Siham Shafeq Abu Ghazaleh, and others are seen in the photo|~|الهام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، سهام شفيق ابو غزالة، نائلة زعيتر واخرين",,,,still image,early 1960s,1960/1965,مجموعة، اشخاص، اصدقاء، فتيات، اكسسوار، ساعة يد، حزام، نظارة، رجال، بدلات رسمية، ربطة عنق، شارب، خارجي، طبيعة، حديقة، اشجار، جمعة القاهرة، كتب,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/58916_ca_object_representations_media_118210_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/64737_ca_object_representations_media_118210_original.jpg,https://palarchive.org/index.php/Detail/objects/164153/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Ilham Abu Ghazaleh with her friends at the University of Cairo. Ayda Najjar, Laila handball, Na'ela Z'aiter, Siham Shafeq Abu Ghazaleh, and others are seen in the photo",الهام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، سهام شفيق ابو غزالة، نائلة زعيتر واخرين,,,,
ark:/13030/m5tf7mt5,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0005|~|164154|~|9678_ca_object_representations_media_118211_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة ترقص مع شاب باكستاني كان زميلا لاخاها في الدراسة,A girl from Abu Ghazaleh Family dancing with a Pakistani man; a friend of her brother,"Ilham Abu Ghazaleh dancing with a Pakistani man named Parviz; a friend of her brother at the American University of Beirut. He now teaches as a Prof. at Lahore University in Pakistan.|~|الهام أبو غزالة تراقص بارفيز        ""شاب باكستاني"" كان زميلاً في الدراسة لاخاها وائل في الجامعة الاميركية في بيروت، والان هو بروفسور في جامعة لاهور في الباكستان",,,,still image,1960 to 1965,1960/1965,شاب، نظارة، قميص، ساعة يد، باكستاني، فتاة، فستان، جلسة عائلية، رقص، عائلة ابو غزالة، نابلس,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/39199_ca_object_representations_media_118211_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/9678_ca_object_representations_media_118211_original.jpg,https://palarchive.org/index.php/Detail/objects/164154/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,Ilham Abu Ghazaleh dancing with a Pakistani man named Parviz; a friend of her brother at the American University of Beirut. He now teaches as a Prof. at Lahore University in Pakistan.,"الهام أبو غزالة تراقص بارفيز        ""شاب باكستاني"" كان زميلاً في الدراسة لاخاها وائل في الجامعة الاميركية في بيروت، والان هو بروفسور في جامعة لاهور في الباكستان",,,,
ark:/13030/m5jx64b2,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0006|~|164155|~|14867_ca_object_representations_media_118212_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة اصدقائها في جامعة القاهرة في مصر,"A girl from Abu Ghazaleh Family with her friends at the University of Cairo, Egypt","Heyam Abu Ghazaleh with her friends at the University of Cairo. Ayda Najjar, Laila handball, Na'ela Z'aiter, Siham Shafeq Abu Ghazaleh, Jihad Nabulsi, and others are seen in the photo|~|هيام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، جهاد النابلسي، سهام شفيق ابو غزالة، نائلة زعيتر واخرين",,,,still image,early 1960s,1960/1965,مجموعة، اشخاص، اصدقاء، فتيات، اكسسوار، ساعة يد، حزام، نظارة، رجال، بدلات رسمية، ربطة عنق، شارب، خارجي، طبيعة، حديقة، اشجار، ورود، جمعة القاهرة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/34425_ca_object_representations_media_118212_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/14867_ca_object_representations_media_118212_original.jpg,https://palarchive.org/index.php/Detail/objects/164155/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Heyam Abu Ghazaleh with her friends at the University of Cairo. Ayda Najjar, Laila handball, Na'ela Z'aiter, Siham Shafeq Abu Ghazaleh, Jihad Nabulsi, and others are seen in the photo",هيام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، ليلى حنبلي، جهاد النابلسي، سهام شفيق ابو غزالة، نائلة زعيتر واخرين,,,,
ark:/13030/m52z8vzk,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0007|~|164156|~|24208_ca_object_representations_media_118213_original.jpg,The Ilham abu Ghazaleh Collection,,طلبة في الجامعة الاميركية في بيروت,Students at the American University of Beirut,"Heyam's visit to her brother at the American University of Beirut. Shown right to left, Ra'qf Hijab, Basam Abu Ghazaleh, Parviz; a Pakistani, Ilham, and Wa'el Abu Ghazaleh|~|الاشخاص من جهة ""اليمين"" رئيف حجاب، بسام شفيق ابو غزالة، بارفيز ""باكستاني"" ، الهام ابو غزالة، وائل ابو غزالة، وذلك خلال زيارة هيام لاخاها وائل في الجامعة الاميركية في بيروت",,,,still image,early 1960s,1960/1965,"مجموعة، اشخاص، رجال، شاب ""باكستاني"" زملاء، اصدقاء، فتاة، طبيعة، اشجار، دراج، الجامعة الاميركية، بيروت",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/32066_ca_object_representations_media_118213_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/24208_ca_object_representations_media_118213_original.jpg,https://palarchive.org/index.php/Detail/objects/164156/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Heyam's visit to her brother at the American University of Beirut. Shown right to left, Ra'qf Hijab, Basam Abu Ghazaleh, Parviz; a Pakistani, Ilham, and Wa'el Abu Ghazaleh","الاشخاص من جهة ""اليمين"" رئيف حجاب، بسام شفيق ابو غزالة، بارفيز ""باكستاني"" ، الهام ابو غزالة، وائل ابو غزالة، وذلك خلال زيارة هيام لاخاها وائل في الجامعة الاميركية في بيروت",,,,
ark:/13030/m5pp6w3v,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0008|~|164157|~|42159_ca_object_representations_media_118214_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة اصدقائها في احدى حدائق مصر,A girl from Abu Ghazaleh Family with her friends in a park in Egypt,"Heyam Abu Ghazaleh with her friends in a park in Egypt. Ayda Najjar, Jihad Nabulsi, Laila Hanbali, Siham Abu Ghazaleh, and others are seen in the photo|~|هيام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، جهاد النابلسي، ليلى حنبلي، سهام شفيق ابو غزالة واخرين يجلسون في احدى حدائق مصر",,,,still image,early 1960s,1960/1965,مجموعة، اشخاص، اصدقاء، فتيات، اكسسوار، ساعة يد، نظارة، رجال، بدلات رسمية، ربطة عنق، خارجي، طبيعة، حديقة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/13138_ca_object_representations_media_118214_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/42159_ca_object_representations_media_118214_original.jpg,https://palarchive.org/index.php/Detail/objects/164157/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Heyam Abu Ghazaleh with her friends in a park in Egypt. Ayda Najjar, Jihad Nabulsi, Laila Hanbali, Siham Abu Ghazaleh, and others are seen in the photo",هيام أبو غزالة برفقة عدد من اصدقائها في جامعة القاهرة عرف منهم: عايدة نجار، جهاد النابلسي، ليلى حنبلي، سهام شفيق ابو غزالة واخرين يجلسون في احدى حدائق مصر,,,,
ark:/13030/m5f55ck6,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0009|~|164158|~|37284_ca_object_representations_media_118215_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة عدد من اصدقائها,A girl from Abu Ghazaleh Family with her friends,"Ilham Abu Ghazaleh; far left - first row, Abu Ghazaleh with her friends|~|الشخص في اقصى اليسار في الصف الاول ""الهام ابو غزالة"" برفقة مجموعة اشخاص غير معروفة اسمائهم",,,,still image,1960s,1960/1969,مجموعة، اشخاص، اصدقاء، نساء، اكسسوار، حقائب يد، شعر قصير، نظارة، رجال، كاميرات، خارجي، طبيعة، جبل، اشجار، مباني,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/27506_ca_object_representations_media_118215_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/37284_ca_object_representations_media_118215_original.jpg,https://palarchive.org/index.php/Detail/objects/164158/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Ilham Abu Ghazaleh; far left - first row, Abu Ghazaleh with her friends","الشخص في اقصى اليسار في الصف الاول ""الهام ابو غزالة"" برفقة مجموعة اشخاص غير معروفة اسمائهم",,,,
ark:/13030/m5hx933b,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0010|~|164159|~|76962_ca_object_representations_media_118216_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة عدد من اصدقائها,A girl from Abu Ghazaleh Family with her friends,"Ilham Abu Ghazaleh; far left - second row, Abu Ghazaleh with her friends|~|الشخص في اقصى اليسار في الصف الثاني ""الهام ابو غزالة"" برفقة مجموعة اشخاص غير معروفة اسمائهم",,,,still image,1960s,1960/1969,مجموعة، اشخاص، اصدقاء، نساء، اكسسوار، حقائب يد، شعر قصير، نظارة، رجلان، بدلة رسمية، نظارة، خارجي، طبيعة، درج، اشجار,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/85545_ca_object_representations_media_118216_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/76962_ca_object_representations_media_118216_original.jpg,https://palarchive.org/index.php/Detail/objects/164159/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,"Ilham Abu Ghazaleh; far left - second row, Abu Ghazaleh with her friends","الشخص في اقصى اليسار في الصف الثاني ""الهام ابو غزالة"" برفقة مجموعة اشخاص غير معروفة اسمائهم",,,,
ark:/13030/m5x71bd2,ark:/21198/z1tr1m50,,Work,177.0,0177.01.0011|~|164160|~|19283_ca_object_representations_media_118217_original.jpg,The Ilham abu Ghazaleh Collection,,شابة من عائلة ابو غزالة برفقة صديقتها في منزلهم في نابلس,A girl from Abu Ghazaleh Family at her friend's house in Nablus,Ilham Abu Ghazaleh with her friend Khadeja Habashne in Nablus|~|الهام ابو غزالة برفقة صديقتها خديجة حباشنة في نابلس,,,,still image,1960 to 1965,1960/1965,فتاتان، صديقات، منزل، كنب، ستارة، نابلس,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/53043_ca_object_representations_media_118217_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/2/19283_ca_object_representations_media_118217_original.jpg,https://palarchive.org/index.php/Detail/objects/164160/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Ilham abu Ghazaleh Collection,9 September 2019 at 16:28:02,9 March 2021 at 11:16:41,Ilham Abu Ghazaleh with her friend Khadeja Habashne in Nablus,الهام ابو غزالة برفقة صديقتها خديجة حباشنة في نابلس,,,,
