Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1n35gmk,,,Collection,,,,,The Firyal Salim Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5vb5zp1,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0001|~|164868|~|78343_ca_object_representations_media_119158_original.jpg,The Firyal Salim Collection,,سيدة تصافح ياسر عرفات,A Woman Handshakes with Yassir Arafat,Feryál Sálim handshakes Yassir Arafat; when she was a member of the local council of al-Taybeh.|~|فريال سالم تصافح ياسر عرفات، حيث كانت عضو في المجلس البلدي للطيبة، وكان يتم دعوتهم بشكل دائم في الاعياد والاحتفالات,,,,still image,1996.0,1996.0,"الرئيس، كوفية، حرس، قاعة، صورة ملونة، ياسر عرفات، أبو عمار، رام الله; President, Kufiya, guards, hall, colour photograph, Yassir, Arafat, Abu Ammar, Ramallah",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/51736_ca_object_representations_media_119158_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/78343_ca_object_representations_media_119158_original.jpg,https://palarchive.org/index.php/Detail/objects/164868/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:01,9 March 2021 at 11:16:10,Feryál Sálim handshakes Yassir Arafat; when she was a member of the local council of al-Taybeh.,فريال سالم تصافح ياسر عرفات، حيث كانت عضو في المجلس البلدي للطيبة، وكان يتم دعوتهم بشكل دائم في الاعياد والاحتفالات,,,,
ark:/13030/m5qp3xc1,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0002|~|164869|~|90797_ca_object_representations_media_119160_original.jpg,The Firyal Salim Collection,,جانب من حفل لتكريم أسيرات محررات من سجون الاحتلال، 1979,Honouring Ceremony for Released Prisoners,"Honouring ceremony for released prisoners held at Inash al-Usra Society; a week after their release in an exchange of an Israeli soldier; Abraham Ameram. Shown in the photo; right to left, Ibtisam Gharaybeh, Mariam Shakhsheer, Samia Mustafa, Feryal Salim, Iman as-Samadi, and Iman Khatib. |~|حفل تكريم لأسيرات محررات في جمعية انعاش الاسرة بعد أسبوع من تحررهن بعملية النورس ومبادلتهن مع الجندي الاسرائيلي (ابراهام عميرام). ويظهر في الصورة(من اليمين): ابتسام غرابية، مريم الشخشير، سامية مصطفى، فريال سالم، إيمان الصمادي، ايمان الخطيب.",,,,still image,1979.0,1979.0,"امراة، ثوب تقليدي، وسام، فلسطيني، الطيبة، فلسطين، صورة ملونة، تطريز، تنورة، لباس، أسيرات، جمعية إنعاش الأسرة، رام الله; Woman, traditional dress, plaque, Palestinian, al-Taybeh, Palestine, colour photograph, embroidery, dress, prisoners, In'ásh el-Usra Society, Ramallah",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/28215_ca_object_representations_media_119160_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/90797_ca_object_representations_media_119160_original.jpg,https://palarchive.org/index.php/Detail/objects/164869/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:01,26 May 2021 at 15:47:54,"Honouring ceremony for released prisoners held at Inash al-Usra Society; a week after their release in an exchange of an Israeli soldier; Abraham Ameram. Shown in the photo; right to left, Ibtisam Gharaybeh, Mariam Shakhsheer, Samia Mustafa, Feryal Salim, Iman as-Samadi, and Iman Khatib.",حفل تكريم لأسيرات محررات في جمعية انعاش الاسرة بعد أسبوع من تحررهن بعملية النورس ومبادلتهن مع الجندي الاسرائيلي (ابراهام عميرام). ويظهر في الصورة(من اليمين): ابتسام غرابية، مريم الشخشير، سامية مصطفى، فريال سالم، إيمان الصمادي، ايمان الخطيب.,,,,
ark:/13030/m5kx35np,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0003|~|164870|~|42077_ca_object_representations_media_119162_original.jpg,The Firyal Salim Collection,,صورة لأم وطفتلها في مقام الخضر في كنسية القديس سانت جورج,A photograph of a mother and her child at Al-Khudher Shrine in the Church of Saint George,Feryál Sálim holding her daughter Nibál at Al-Khudher Shrine in the Church of Saint George - al-Taybeh; which was build in the 14th century|~|فريال سالم تحمل ابنتها نيبال في مقام الخضر في كنيسة القديس سانت جورج في الطيبة والتي تم بناءها في القرن الرابع الميلادي,,,,still image,1989.0,1989.0,"امراة، مكان اثري، حجر، طفل، حقيبة، صورة ملونة، الطيبة، فلسطين، رام الله; Woman, site, rock, child, bag, colour photograph, al-Taybeh, Palestine, Ramallah",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/20057_ca_object_representations_media_119162_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/42077_ca_object_representations_media_119162_original.jpg,https://palarchive.org/index.php/Detail/objects/164870/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:01,9 March 2021 at 11:16:10,Feryál Sálim holding her daughter Nibál at Al-Khudher Shrine in the Church of Saint George - al-Taybeh; which was build in the 14th century,فريال سالم تحمل ابنتها نيبال في مقام الخضر في كنيسة القديس سانت جورج في الطيبة والتي تم بناءها في القرن الرابع الميلادي,,,,
ark:/13030/m5g52dwt,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0004|~|164871|~|38872_ca_object_representations_media_119163_original.jpg,The Firyal Salim Collection,,فتاة فلسطينية تزور أحد الأمكان الأثرية في الجزائر أثناء دراستها هناك,A Palestinian girl visiting an archaeological site in Algeria during her studies there,"Feryál Sálim; from al-Taybeh - Ramallah, visiting an archaeological site in Algeria during her studies there|~|فريال سالم من بلدة الطيبة شرق رام الله، تزور أحد الأمكان الأثرية في الجزائر أثناء دراستها هناك.",,,,still image,1969.0,1969.0,"امراة، مكان أثري، حجر، حقيبة، صورة قديمة، الطيبة، فلسطين; Woman, site, rock, bag, old, al-Taybeh, Palestine",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/60831_ca_object_representations_media_119163_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/38872_ca_object_representations_media_119163_original.jpg,https://palarchive.org/index.php/Detail/objects/164871/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:01,9 March 2021 at 11:16:10,"Feryál Sálim; from al-Taybeh - Ramallah, visiting an archaeological site in Algeria during her studies there",فريال سالم من بلدة الطيبة شرق رام الله، تزور أحد الأمكان الأثرية في الجزائر أثناء دراستها هناك.,,,,
ark:/13030/m5tf7n0t,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0005|~|164872|~|18368_ca_object_representations_media_119164_original.jpg,The Firyal Salim Collection,,صورة جماعية في كنيسة,A group photo at a Church,"A group photograph taken during the Confirmation of Father Yousef Rizq. Shown in the photo; right to left, Nahla Somán, Feryal Salim, Raja' Basér, Father Yousef, Ghasan Arnaki, a priest from another church, and Kaite|~|صورة جماعبة يوم رسمة ""تثبيت"" الاب يوسف رزق، يظهر فيها (من اليمين): نهلة سمعان، فريال سالم، رجاء بصير، الاب يوسف، غسان عرنكي، خوري أحد الكنائس في الطيبة، والطفلة كيتي",,,,still image,1979.0,1979.0,"مجموعة، ثوب تقليدي، كاهن، خوري، كنيسة، طفل، الطيبة، فلسطين، فستان، بدلة، نظارات،رام الله; Group, traditional dress, priest, Khoury, church, child, al-Taybeh, Palestine, dress, suit, glasses, Ramallah",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/53888_ca_object_representations_media_119164_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/18368_ca_object_representations_media_119164_original.jpg,https://palarchive.org/index.php/Detail/objects/164872/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,"A group photograph taken during the Confirmation of Father Yousef Rizq. Shown in the photo; right to left, Nahla Somán, Feryal Salim, Raja' Basér, Father Yousef, Ghasan Arnaki, a priest from another church, and Kaite","صورة جماعبة يوم رسمة ""تثبيت"" الاب يوسف رزق، يظهر فيها (من اليمين): نهلة سمعان، فريال سالم، رجاء بصير، الاب يوسف، غسان عرنكي، خوري أحد الكنائس في الطيبة، والطفلة كيتي",,,,
ark:/13030/m5bd1p42,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0006|~|164873|~|19707_ca_object_representations_media_119165_original.jpg,The Firyal Salim Collection,,بورتريه لشاب,A portrait of a young man,"Hanna Bshara Samara Qart; from al-Taybeh -Ramallah, at 11 years old. He lived in Kuwait then moved to Chile; where he stayed for 14 years because Israeli wouldn't let him come back; until 1983|~|حنا بشارة سمارة قرط من قرية الطيبة شرق رام الله، وهو في الحادية عشر من عمره، تنقل في حياته إلى الكويت ثم إلى تشيلي حيث عاش هناك 14 ولم تسمح له إسرائيل بالعودة إلى بلدته حتى عام 1983",,,,still image,1955.0,1955.0,"رجل، ستوديو، واقف، بدلة، ربطة عنق، صورة قديمة، الطيبة، فلسطين، القدس، تشيلي، الكويت; Man, studio, standing, suit, necktie, old photograph, al-Taybeh, Palestine, Jerusalem, Chile, Kuwait",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/46396_ca_object_representations_media_119165_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/19707_ca_object_representations_media_119165_original.jpg,https://palarchive.org/index.php/Detail/objects/164873/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,"Hanna Bshara Samara Qart; from al-Taybeh -Ramallah, at 11 years old. He lived in Kuwait then moved to Chile; where he stayed for 14 years because Israeli wouldn't let him come back; until 1983",حنا بشارة سمارة قرط من قرية الطيبة شرق رام الله، وهو في الحادية عشر من عمره، تنقل في حياته إلى الكويت ثم إلى تشيلي حيث عاش هناك 14 ولم تسمح له إسرائيل بالعودة إلى بلدته حتى عام 1983,,,,
ark:/13030/m56n0xdb,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0007|~|164874|~|20173_ca_object_representations_media_119167_original.jpg,The Firyal Salim Collection,,طفلة في الثلج,A child in the snow,Nébal Hanna Qrt during a blizzard in Palestine in 1992|~|نيبال حنا قرط، في العاصفة الثلجية على فلسطين عام 1992,,,,still image,1992.0,1992.0,"طفل، ثلج، فلسطين، الطيبة، صورة ملونة، شباك، بيت، شتاء; Child, snow, Palestine, al-Taybeh, colour photograph, window, house, winter",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/52122_ca_object_representations_media_119167_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/20173_ca_object_representations_media_119167_original.jpg,https://palarchive.org/index.php/Detail/objects/164874/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,Nébal Hanna Qrt during a blizzard in Palestine in 1992,نيبال حنا قرط، في العاصفة الثلجية على فلسطين عام 1992,,,,
ark:/13030/m5pp6w9j,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0009|~|164875|~|92202_ca_object_representations_media_119168_original.jpg,The Firyal Salim Collection,,زفاف في كنيسة,Palestinian figures at a graduation ceremony for High School students,"Palestinian figures at a graduation ceremony for High School students; of Latin al-Taybeh School. Shown in the photo; right to left, Manwel Awad; school principal, Michel Sabah, Hanan Ashrawi, and Nebál Qart|~|صورة جماعية من حفل زفاف رولا وابراهيم ميشيل خوري في كنيسة الروم، (من اليمين): فريال سالم، نعمة سمعان، نصرة سمعان، الاخت كاترين، حنا قرط، ابراهيم خوري، رولا خوري، سالم، ادلة، ميري، سمعان. الاطفال (من اليمين): جورج، رفعت، نيبال، نور",,,,still image,1992.0,1992.0,"فلسطين، الطيبة، خارجي، راهبة، كنيسة، امراة، رجل، طفل، صليب، صورة ملونة، عرس، فستان ابيض، عروس، عريس، بدلة، ربطة عنق، رام الله; Church, priest, cross, child, traditional dress, woman, man, hat, headscarf, graduation, Palestine, al-Taybeh, Hanan Ashrawi, Michel Sabah, Ramallah",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/85782_ca_object_representations_media_119168_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/92202_ca_object_representations_media_119168_original.jpg,https://palarchive.org/index.php/Detail/objects/164875/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,"Palestinian figures at a graduation ceremony for High School students; of Latin al-Taybeh School. Shown in the photo; right to left, Manwel Awad; school principal, Michel Sabah, Hanan Ashrawi, and Nebál Qart",صورة جماعية من حفل زفاف رولا وابراهيم ميشيل خوري في كنيسة الروم، (من اليمين): فريال سالم، نعمة سمعان، نصرة سمعان، الاخت كاترين، حنا قرط، ابراهيم خوري، رولا خوري، سالم، ادلة، ميري، سمعان. الاطفال (من اليمين): جورج، رفعت، نيبال، نور,,,,
ark:/13030/m55n3wc9,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0010|~|164876|~|66441_ca_object_representations_media_119789_original.jpg,The Firyal Salim Collection,,شخصيات فلسطينية في حفل تخريج طلاب الثانوية العامة,An old woman in a car,"Azéza Qart; who had Hemiplegia, who went to see the military governor of Ramallah to apply for a family reunification for her son Hanna; who had to travel weekly to Jordan for the renewal of residence in al-Taybeh. The application was denied|~|حفل تحرج طلبة الثانوية العامة في مدرسة لاتين الطيبة. (من اليمين) مانويل عواد مدير المدرسة، البطريرك ميشيل صباح، حنان عشراوي، والطفلة نيبال قرط",,,,still image,1996.0,1996.0,"كنيسة، راهب، كاهن، صليب، طفل، ثوب تقليدي، امراة، رجل، قبعة، غطاء رأس،تخريج، فلسطين، الطيبة، فلسطيني، حنان عشراوي، ميشيل صبّاح، رام الله; Car, al-Taybeh, Palestine, Ramallah, old, lady, military governor",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/7/25953_ca_object_representations_media_119789_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/7/66441_ca_object_representations_media_119789_original.jpg,https://palarchive.org/index.php/Detail/objects/164876/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,"Azéza Qart; who had Hemiplegia, who went to see the military governor of Ramallah to apply for a family reunification for her son Hanna; who had to travel weekly to Jordan for the renewal of residence in al-Taybeh. The application was denied",حفل تحرج طلبة الثانوية العامة في مدرسة لاتين الطيبة. (من اليمين) مانويل عواد مدير المدرسة، البطريرك ميشيل صباح، حنان عشراوي، والطفلة نيبال قرط,,,,
ark:/13030/m52w05sb,ark:/21198/z1n35gmk,,Work,195.0,0195.01.0011|~|164877|~|9523_ca_object_representations_media_119171_original.jpg,The Firyal Salim Collection,,مسنة في سيارة,Elderly in a car,"In the photograph isʿaziza Qurt, who had hemiplegia, on her way to the Military Governor in Ramallah, to file a family reunification application for her son who had to travel every month to Jordan in order to renew his residency in at-Taybeh, the application was rejected.|~|عزيزة قرط والتي كانت مصابة بالشلل النصفي، وكانت قادمة إلى الحاكم العسكري في رام الله لتقديم طلب لم شمل لابنها حنا الذي كان يضطر شهرياً للسفر إلى الأردن لتجدد إقامته في بلدة الطيبة، الا أنه لم يتم الموافقة على الطلب",,,,still image,1985.0,1985.0,سيارة، ، الطيبة، فلسطين، سيدة، عجوز، الحاكم العسكري، رام الله,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/68790_ca_object_representations_media_119171_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/1/9523_ca_object_representations_media_119171_original.jpg,https://palarchive.org/index.php/Detail/objects/164877/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Firyal Salim Collection,9 September 2019 at 16:29:02,9 March 2021 at 11:16:10,"In the photograph isʿaziza Qurt, who had hemiplegia, on her way to the Military Governor in Ramallah, to file a family reunification application for her son who had to travel every month to Jordan in order to renew his residency in at-Taybeh, the application was rejected.",عزيزة قرط والتي كانت مصابة بالشلل النصفي، وكانت قادمة إلى الحاكم العسكري في رام الله لتقديم طلب لم شمل لابنها حنا الذي كان يضطر شهرياً للسفر إلى الأردن لتجدد إقامته في بلدة الطيبة، الا أنه لم يتم الموافقة على الطلب,,,,
