Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1qv9655,,,Collection,,,,,The Shukri al-Qawasmy Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5fr7m8p,ark:/21198/z1qv9655,,Work,202.0,0202.01.0001|~|165122|~|22739_ca_object_representations_media_119532_original.jpg,The Shukri al-Qawasmy Collection,,صديقان وزميلا دراسة في لقطة تذكارية يوم العيد,Study friends on Eid,"Study friends; Tawjehi students, on Eid. Right to left, Shukari Abdel-Ghani al-Qawasmi and Bakr A'bdén|~|صديقان وزميلا دراسة في المرحلة الثانوية "" توجيهي"" في لقطة تذكارية يوم العيد وهما من اليمين: شكري عبد الغني القواسمي، بكر عابدين",,,,still image,1976,1976,"أصدقاء، مسجد، شجر، القواسمي، عيد; Friends, mosque, trees, al-Qawasmi, Eid",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/73644_ca_object_representations_media_119532_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/22739_ca_object_representations_media_119532_original.jpg,https://palarchive.org/index.php/Detail/objects/165122/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,"Study friends; Tawjehi students, on Eid. Right to left, Shukari Abdel-Ghani al-Qawasmi and Bakr A'bdén","صديقان وزميلا دراسة في المرحلة الثانوية "" توجيهي"" في لقطة تذكارية يوم العيد وهما من اليمين: شكري عبد الغني القواسمي، بكر عابدين",,,,
ark:/13030/m5xt3k3j,ark:/21198/z1qv9655,,Work,202.0,0202.01.0002|~|165123|~|21721_ca_object_representations_media_119534_original.jpg,The Shukri al-Qawasmy Collection,,أصدقاء في لقطة تذكارية يوم العيد,Friends on Eid,"Study friends; Tawjehi students, on Eid. Shukari Abdel-Ghani al-Qawasmi is seen in the photo|~|أصدقاء وزملاء دراسة في لقطة تذكارية يوم العيد؛ عُرف منهم: شكري عبد الغني القواسمي",,,,still image,1976,1976,"أصدقاء، مسجد، شجر، القواسمي، عيد; Friends, mosque, trees, al-Qawasmi, Eid",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/81034_ca_object_representations_media_119534_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/21721_ca_object_representations_media_119534_original.jpg,https://palarchive.org/index.php/Detail/objects/165123/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,"Study friends; Tawjehi students, on Eid. Shukari Abdel-Ghani al-Qawasmi is seen in the photo",أصدقاء وزملاء دراسة في لقطة تذكارية يوم العيد؛ عُرف منهم: شكري عبد الغني القواسمي,,,,
ark:/13030/m5pg9g9n,ark:/21198/z1qv9655,,Work,202.0,0202.01.0003|~|165124|~|8493_ca_object_representations_media_119536_original.jpg,The Shukri al-Qawasmy Collection,,طفلة تقف امام سيارة والدها,A Little Girl Standing Next to her Father's Car,Kifah Bassám al-Qawasmi standing next to her father's car|~|كفاح بسام القواسمي تقف امام سيارة والدها في الخليل,,,,still image,1986,1986,"طفلة، سيارة، طبيعة، فستان، القواسمي; Child, car, nature, dress, al-Qawasmi",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/43686_ca_object_representations_media_119536_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/8493_ca_object_representations_media_119536_original.jpg,https://palarchive.org/index.php/Detail/objects/165124/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,Kifah Bassám al-Qawasmi standing next to her father's car,كفاح بسام القواسمي تقف امام سيارة والدها في الخليل,,,,
ark:/13030/m5jq8qnt,ark:/21198/z1qv9655,,Work,202.0,0202.01.0004|~|165125|~|36278_ca_object_representations_media_119537_original.jpg,The Shukri al-Qawasmy Collection,,سيارة مزينة في حفل زفاف,A Decorated Car; for a Wedding,"A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photo; decorated for the ceremony of giving away the bride. This ceremony takes place on wedding day when the bride is taken from her father's house to her husband's|~|لقطة في حفلة زفاف شكري القواسمي وسناء جميل القواسمي، تظهر باللقطة سيارة والد العريس وهي تحمل زينة العرس، ويتم فيها إحضار العروس من منزل والديها الى منزل زوجها، وتسمى هذه العادة "" بطلعة العروس""",,,,still image,1980,1980,"سيارة، زفاف، زينة، رجال، أطفال، القواسمي; Car, wedding, decoration, men, children, al-Qawasmi",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/4764_ca_object_representations_media_119537_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/36278_ca_object_representations_media_119537_original.jpg,https://palarchive.org/index.php/Detail/objects/165125/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photo; decorated for the ceremony of giving away the bride. This ceremony takes place on wedding day when the bride is taken from her father's house to her husband's,"لقطة في حفلة زفاف شكري القواسمي وسناء جميل القواسمي، تظهر باللقطة سيارة والد العريس وهي تحمل زينة العرس، ويتم فيها إحضار العروس من منزل والديها الى منزل زوجها، وتسمى هذه العادة "" بطلعة العروس""",,,,
ark:/13030/m55f6ggr,ark:/21198/z1qv9655,,Work,202.0,0202.01.0005|~|165126|~|47678_ca_object_representations_media_119538_original.jpg,The Shukri al-Qawasmy Collection,,لقطة في زفة عرسان في الخليل,"A photograph taken during a ceremony; giving away the bride, in Hebron","A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photograph; decorated for the ceremony of giving away the bride. This ceremony takes place on the wedding day when the bride is taken from her father's house to her husband's. The groom might also be on a horse with his relatives and friends singing songs about marriage. Rida al-Qawasmi and Abdel-Rahim Dawood al-Qawasmi are seen in the photo.|~|لقطة في زفة عرس شكري وسناء القواسمي، عُرف من اللقطة: رضى القواسمي، عبد الرحيم داوود القواسمي. "" وعادة زفة العرسان هي ان يقوم زف العريس الى عروسته في موكب حاشد؛ واحيانا يزف العريس على حصان، كما ويتم غناء أغاني تتحدث عن انتقا للعروس من منزلها الى منزل عريسها""",,,,still image,1980,1980,"سيارات، رجال، مسجد، زفاف، القواسمي، زفة; Cars, men, mosque, wedding, al-Qawasmi giving the bride away,",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/28909_ca_object_representations_media_119538_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/47678_ca_object_representations_media_119538_original.jpg,https://palarchive.org/index.php/Detail/objects/165126/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photograph; decorated for the ceremony of giving away the bride. This ceremony takes place on the wedding day when the bride is taken from her father's house to her husband's. The groom might also be on a horse with his relatives and friends singing songs about marriage. Rida al-Qawasmi and Abdel-Rahim Dawood al-Qawasmi are seen in the photo.,"لقطة في زفة عرس شكري وسناء القواسمي، عُرف من اللقطة: رضى القواسمي، عبد الرحيم داوود القواسمي. "" وعادة زفة العرسان هي ان يقوم زف العريس الى عروسته في موكب حاشد؛ واحيانا يزف العريس على حصان، كما ويتم غناء أغاني تتحدث عن انتقا للعروس من منزلها الى منزل عريسها""",,,,
ark:/13030/m51p5qsg,ark:/21198/z1qv9655,,Work,202.0,0202.01.0006|~|165127|~|32702_ca_object_representations_media_119793_original.jpg,The Shukri al-Qawasmy Collection,,زفة عرسان في الخليل,"A photograph taken during a ceremony; giving away the bride, in Hebron","A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photo; decorated for the ceremony of giving away the bride. This ceremony takes place on wedding day when the bride is taken from her father's house to her husband's. The groom might also be on a horse with his relatives and friends singing songs about marriage. Rida al-Qawasmi and Abdel-Rahim Dawood al-Qawasmi are seen in the photo|~|لقطة في زفة عرس شكري وسناء القواسمي،"" وعادة زفة العرسان هي ان يقوم زف العريس الى عروسته في موكب حاشد؛ واحيانا يزف العريس على حصان، كما ويتم غناء أغاني تتحدث عن انتقا للعروس من منزلها الى منزل عريسها""",,,,still image,1980,1980,"سيارات، حفلة، أطفال، نساء، رجال، زفاف، القواسمي، زفة; Cars, party, children, men, wedding, al-Qawasmi, giving the bride away",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/7/16398_ca_object_representations_media_119793_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/7/32702_ca_object_representations_media_119793_original.jpg,https://palarchive.org/index.php/Detail/objects/165127/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,A photograph taken during the wedding of Shukri al-Qawasmi and Sana' Jamil al-Qawasmi. The groom's father's car is seen in the photo; decorated for the ceremony of giving away the bride. This ceremony takes place on wedding day when the bride is taken from her father's house to her husband's. The groom might also be on a horse with his relatives and friends singing songs about marriage. Rida al-Qawasmi and Abdel-Rahim Dawood al-Qawasmi are seen in the photo,"لقطة في زفة عرس شكري وسناء القواسمي،"" وعادة زفة العرسان هي ان يقوم زف العريس الى عروسته في موكب حاشد؛ واحيانا يزف العريس على حصان، كما ويتم غناء أغاني تتحدث عن انتقا للعروس من منزلها الى منزل عريسها""",,,,
ark:/13030/m5t22t97,ark:/21198/z1qv9655,,Work,202.0,0202.01.0007|~|165128|~|7858_ca_object_representations_media_119542_original.jpg,The Shukri al-Qawasmy Collection,,أقارب من عائلة القواسمي,Members from al-Qawasmi Family,"A photograph of the members of al-Qawasmi Family. Shown in the photo; right to left, Sana' al-Qawasmi; holding her son Hazim Shukri al-Qawasmi, Buthayna al-Qawasmi. Front row; right to left, Sahar al-Qawasmi, Hikmat Shukri al-Qawasmi, and Salam al-Qawasmi|~|افراد من عائلة القواسمي في لقطة تذكارية وهم من اليمين: سناء القواسمي تحمل طفلها حازم شكري القواسمي، بثينة القواسمي، ومن اليمين بالصف الامامي: سحر القواسمي، حكمت شكري القواسمي، سلام القواسمي",,,,still image,1988,1988,"نساء، أطفال، طبيعة، القواسمي; Women, children, nature, al-Qawasmi",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/32604_ca_object_representations_media_119542_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/7858_ca_object_representations_media_119542_original.jpg,https://palarchive.org/index.php/Detail/objects/165128/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,"A photograph of the members of al-Qawasmi Family. Shown in the photo; right to left, Sana' al-Qawasmi; holding her son Hazim Shukri al-Qawasmi, Buthayna al-Qawasmi. Front row; right to left, Sahar al-Qawasmi, Hikmat Shukri al-Qawasmi, and Salam al-Qawasmi",افراد من عائلة القواسمي في لقطة تذكارية وهم من اليمين: سناء القواسمي تحمل طفلها حازم شكري القواسمي، بثينة القواسمي، ومن اليمين بالصف الامامي: سحر القواسمي، حكمت شكري القواسمي، سلام القواسمي,,,,
ark:/13030/m5hr1pjf,ark:/21198/z1qv9655,,Work,202.0,0202.01.0008|~|165129|~|36570_ca_object_representations_media_119543_original.jpg,The Shukri al-Qawasmy Collection,,امرأة تحمل طفلتها,A Woman Holding her Child,A portrait of Ni'mat shouja holding her daughter Sahar. Shouja is of Circassian descent; it's said that she lied in Jerash - Amman and then married a man from al-Qawasmi Family|~|بورتريه ل نعمت شوجا وهي تحمل طفلتها سحر، يذكر ان شوجا من أصول شركسية؛ سكنت جرش في عمان، ثم تزوجت شخص من عائلة القواسمي,,,,still image,1978,1978,"ام، امرأة، طفلة، طبيعة، القواسمي; Mother, woman, child, nature, al-Qawasmi",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/56857_ca_object_representations_media_119543_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/36570_ca_object_representations_media_119543_original.jpg,https://palarchive.org/index.php/Detail/objects/165129/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,A portrait of Ni'mat shouja holding her daughter Sahar. Shouja is of Circassian descent; it's said that she lied in Jerash - Amman and then married a man from al-Qawasmi Family,بورتريه ل نعمت شوجا وهي تحمل طفلتها سحر، يذكر ان شوجا من أصول شركسية؛ سكنت جرش في عمان، ثم تزوجت شخص من عائلة القواسمي,,,,
ark:/13030/m5938hvn,ark:/21198/z1qv9655,,Work,202.0,0202.01.0009|~|165130|~|65383_ca_object_representations_media_119545_original.jpg,The Shukri al-Qawasmy Collection,,نساء يحتفلن بتخرج قريبة لهم من الجامعة الأردنية,Women celebrating the graduation of a relative from the University of Jordan,"Women celebrating the graduation of Lubna al-Qawasmi from the University of Jordan. Laila al-Qawasmi, Amál Mohammad Jamil al-Qawasmi, Ni'mat Shouja, and Laila Abdel-Ghani al-Qawasmi are seen in the photo|~|نساء يحتفلن بمناسبة تخرج لبنى القواسمي من الجامعة الأردنية؛ عُرف من اللقطة: ليلى القواسمي، امال محمد جميل القواسمي، سحر القواسمي، سناء جميل القواسمي، نعمت شوجا، ليلى عبد الغني القواسمي",,,,still image,1979,1979,"نساء، أطفال، احتفال، القواسمي، تخرج، الجامعة الأردنية; Women, children, celebration, graduation, University of Jordan",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/12513_ca_object_representations_media_119545_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/65383_ca_object_representations_media_119545_original.jpg,https://palarchive.org/index.php/Detail/objects/165130/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:53,"Women celebrating the graduation of Lubna al-Qawasmi from the University of Jordan. Laila al-Qawasmi, Amál Mohammad Jamil al-Qawasmi, Ni'mat Shouja, and Laila Abdel-Ghani al-Qawasmi are seen in the photo",نساء يحتفلن بمناسبة تخرج لبنى القواسمي من الجامعة الأردنية؛ عُرف من اللقطة: ليلى القواسمي، امال محمد جميل القواسمي، سحر القواسمي، سناء جميل القواسمي، نعمت شوجا، ليلى عبد الغني القواسمي,,,,
ark:/13030/m5wx57b1,ark:/21198/z1qv9655,,Work,202.0,0202.01.0010|~|165131|~|5458_ca_object_representations_media_119546_original.jpg,The Shukri al-Qawasmy Collection,,نساء من عائلة القواسمي يطبخن اكلة الكرشات او الفوارغ,Women Cooking Haggis,"Women from al-Qawasmi Family cooking haggis; a traditional Arabian dish. It's said that families used to regularly gather around for this meal. Shown in the photo; left to right, Hanan Abu Mezir, Ni'mat Shouja, Hikmat al-Qawasmi, Shaféá, and Fatima al-Qawasmi|~|نساء من عائلة القواسمي مجتمعات يطهين اكلة الكرشات او الفوارغ "" اكلة شعبية عربية""، فبحسب الراوي جرت العادة ان تلتم العائلة بشكل دوري من اجل طهي هذه الاكلة. عُرف من اللقطة من اليسار الى اليمين : حنان أبو ميزر، نعمت شوجا، حكمت القواسمي، شفيعة، فاطمة القواسمي",,,,still image,,,"نساء، طهي، فوارغ، طعام، مياه، جرة غاز، شجرة، أطفال، القواسمي، اكلة شعبية; Women, cooking, sheep intestines; haggis, food, water, Gas cylinder, tree, children, al-Qawasmi, traditional dish",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/63187_ca_object_representations_media_119546_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/9/5/5458_ca_object_representations_media_119546_original.jpg,https://palarchive.org/index.php/Detail/objects/165131/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Shukri al-Qawasmy Collection,9 September 2019 at 16:29:23,9 March 2021 at 11:15:52,"Women from al-Qawasmi Family cooking haggis; a traditional Arabian dish. It's said that families used to regularly gather around for this meal. Shown in the photo; left to right, Hanan Abu Mezir, Ni'mat Shouja, Hikmat al-Qawasmi, Shaféá, and Fatima al-Qawasmi","نساء من عائلة القواسمي مجتمعات يطهين اكلة الكرشات او الفوارغ "" اكلة شعبية عربية""، فبحسب الراوي جرت العادة ان تلتم العائلة بشكل دوري من اجل طهي هذه الاكلة. عُرف من اللقطة من اليسار الى اليمين : حنان أبو ميزر، نعمت شوجا، حكمت القواسمي، شفيعة، فاطمة القواسمي",,,,
