Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1519ht5,,,Collection,,,,,The Samia Ramahi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5pd0s07,ark:/21198/z1519ht5,,Work,191.0,0191.01.0001|~|164728|~|54543_ca_object_representations_media_118938_original.jpg,The Samia Ramahi Collection,,أقارب بجانب تمثال جمال عبد الناصر,Relatives next to the statue of Jamal Abdel-Naser,"Samiah al-Ramahy with her relatives next to the statue of Jamal Abdel-Naser during their trip to Rokn Farouk Museum in Helwan during her studies at Ein Shams University, Egypt|~|سامية الرمحي في الوسط، برفقة اقاربها وهن: انغام ، سلام ، احلام ، محمد الرمحي حول تمثال جمال عبد الناصر خلال رحلة في استراحة فاروق بحلوان في مصر اثناء دراستها في جامعة عين شمس",,,,still image,1979,1979,عائلة، نساء، تمثال، طبيعة، رمحي، مصر، جمال عبد الناصر، حلوان,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/50329_ca_object_representations_media_118938_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/54543_ca_object_representations_media_118938_original.jpg,https://palarchive.org/index.php/Detail/objects/164728/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:49,9 March 2021 at 11:16:24,"Samiah al-Ramahy with her relatives next to the statue of Jamal Abdel-Naser during their trip to Rokn Farouk Museum in Helwan during her studies at Ein Shams University, Egypt",سامية الرمحي في الوسط، برفقة اقاربها وهن: انغام ، سلام ، احلام ، محمد الرمحي حول تمثال جمال عبد الناصر خلال رحلة في استراحة فاروق بحلوان في مصر اثناء دراستها في جامعة عين شمس,,,,
ark:/13030/m5xx28bm,ark:/21198/z1519ht5,,Work,191.0,0191.01.0002|~|164729|~|67459_ca_object_representations_media_118940_original.jpg,The Samia Ramahi Collection,,صديقان في منتزه,Friends in a park,Sami al-Ramahy with his friends at al-Bireh Park|~|صديقان في منتزه البيرة، عُرف منهما: سامي الرمحي,,,,still image,1970,1970,رجال، حديقة، رمحي، أصدقاء، منتزه البيرة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/29779_ca_object_representations_media_118940_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/67459_ca_object_representations_media_118940_original.jpg,https://palarchive.org/index.php/Detail/objects/164729/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:49,9 March 2021 at 11:16:24,Sami al-Ramahy with his friends at al-Bireh Park,صديقان في منتزه البيرة، عُرف منهما: سامي الرمحي,,,,
ark:/13030/m5t51hp3,ark:/21198/z1519ht5,,Work,191.0,0191.01.0003|~|164730|~|2992_ca_object_representations_media_118941_original.jpg,The Samia Ramahi Collection,,"افراد من عائلة الرمحي في حفل طلبة "" خطوبة""",Al-Ramahy Family at an engagement party,"Al-Ramahy Family at Fatin al-Ramahy's engagement party. Abdel-Karem, Umm Rami, Mohammad, Sami, Salam, Mustafa, Abdel-Rahman, Haj Taha Abdullah, and his daughter Umm Sa'ed are seen in the photo|~|افراد من عائلة الرمحي يجتمعون في حفل طلبة يد فاتن الرمحي؛ عُرف منهم: عبد الكريم الرمحي ،ام رامي الرمحي، محمد الرمحي ، سامي الرمحي ، سلام الرمحي ، مصطفى ، عبد الرحمن الرمحي ،الحاج طه عبد الله الرمحي وابنته ام سائد الرمحي.",,,,still image,1975,1975,عائلة، رجال، نساء، زي تقليدي، ثوب مطرز، شال، حطة، عقال، مقاعدة، شجر، تجمع، رمحي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/86760_ca_object_representations_media_118941_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/2992_ca_object_representations_media_118941_original.jpg,https://palarchive.org/index.php/Detail/objects/164730/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"Al-Ramahy Family at Fatin al-Ramahy's engagement party. Abdel-Karem, Umm Rami, Mohammad, Sami, Salam, Mustafa, Abdel-Rahman, Haj Taha Abdullah, and his daughter Umm Sa'ed are seen in the photo",افراد من عائلة الرمحي يجتمعون في حفل طلبة يد فاتن الرمحي؛ عُرف منهم: عبد الكريم الرمحي ،ام رامي الرمحي، محمد الرمحي ، سامي الرمحي ، سلام الرمحي ، مصطفى ، عبد الرحمن الرمحي ،الحاج طه عبد الله الرمحي وابنته ام سائد الرمحي.,,,,
ark:/13030/m596774k,ark:/21198/z1519ht5,,Work,191.0,0191.01.0004|~|164731|~|54179_ca_object_representations_media_118942_original.jpg,The Samia Ramahi Collection,,عائلة فلسطينية في الكويت,A Palestinian family in Kuwait,"A Palestinian family in Kuwait. Rameeh Taha al-Ramahy, his wife Ibtisam, and their children Reem, Amal, and Mohammad are seen in the photo|~|لقطة عائلة؛ يظهر فيها: رميح طه الرمحي ، زوجته ابتسام، واطفالهم: ريم ، آمال ، محمد سمر الرمحي.",,,,still image,1969,1969,عائلة، اب، ام، أطفال، استوديو، فرو، رمحي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/34973_ca_object_representations_media_118942_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/54179_ca_object_representations_media_118942_original.jpg,https://palarchive.org/index.php/Detail/objects/164731/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"A Palestinian family in Kuwait. Rameeh Taha al-Ramahy, his wife Ibtisam, and their children Reem, Amal, and Mohammad are seen in the photo",لقطة عائلة؛ يظهر فيها: رميح طه الرمحي ، زوجته ابتسام، واطفالهم: ريم ، آمال ، محمد سمر الرمحي.,,,,
ark:/13030/m5jq8qkx,ark:/21198/z1519ht5,,Work,191.0,0191.01.0005|~|164732|~|38156_ca_object_representations_media_118944_original.jpg,The Samia Ramahi Collection,,أصدقاء في الكويت,Friends in Kuwait,"A number of friends at Abdel-QaderNaser's house in Kuwait, some were recognized such as Khalil al-Ramahy and Ibrahim Naser al-Ramahy; died in Kuwait in 1981.|~|عدد من الأصدقاء في منزل عبد القادر ناصر في الكويت؛ عُرف منهم: خليل الرمحي ، ابراهيم ناصر الرمحي (توفي في الكويت في العام ١٩٨١)",,,,still image,1955,1955,رجال، طاولة، مزهرية، زهور، رمحي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/31169_ca_object_representations_media_118944_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/38156_ca_object_representations_media_118944_original.jpg,https://palarchive.org/index.php/Detail/objects/164732/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"A number of friends at Abdel-QaderNaser's house in Kuwait, some were recognized such as Khalil al-Ramahy and Ibrahim Naser al-Ramahy; died in Kuwait in 1981.",عدد من الأصدقاء في منزل عبد القادر ناصر في الكويت؛ عُرف منهم: خليل الرمحي ، ابراهيم ناصر الرمحي (توفي في الكويت في العام ١٩٨١),,,,
ark:/13030/m5wx5784,ark:/21198/z1519ht5,,Work,191.0,0191.01.0006|~|164733|~|25077_ca_object_representations_media_118946_original.jpg,The Samia Ramahi Collection,,أقارب في حفل عيد ميلاد,Relatives at a birthday party,Alaa' al-Ramahy's birthday party|~|في عيد ميلاد علاء الرمحي,,,,still image,1976,1976,عائلة، نساء، أطفال، احتفال، عيد ميلاد، حلويات، طعام، شمع، جدة، زي تقليدي، ثوب مطرز، شال، رمحي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/65818_ca_object_representations_media_118946_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/25077_ca_object_representations_media_118946_original.jpg,https://palarchive.org/index.php/Detail/objects/164733/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,Alaa' al-Ramahy's birthday party,في عيد ميلاد علاء الرمحي,,,,
ark:/13030/m5dz7zwn,ark:/21198/z1519ht5,,Work,191.0,0191.01.0007|~|164734|~|78889_ca_object_representations_media_118947_original.jpg,The Samia Ramahi Collection,,رجال,Men,"Issa Hamayel, Muneer, and Mohamamd Issa Ahmad are seen in the photo|~|رجال؛ عُرف منهم: عيسى حمايل، منير، محمد عيسى احمد",,,,still image,1962,1962,رجال، تجمع، زي تقليدي، حطة، عقال، قمباز، بدل، ربطات عنق، ساعة، طبيعة، رمحي، وداع، حمايل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/35536_ca_object_representations_media_118947_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/78889_ca_object_representations_media_118947_original.jpg,https://palarchive.org/index.php/Detail/objects/164734/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"Issa Hamayel, Muneer, and Mohamamd Issa Ahmad are seen in the photo",رجال؛ عُرف منهم: عيسى حمايل، منير، محمد عيسى احمد,,,,
ark:/13030/m5s54gk5,ark:/21198/z1519ht5,,Work,191.0,0191.01.0008|~|164735|~|23421_ca_object_representations_media_118949_original.jpg,The Samia Ramahi Collection,,رجال,Men,"Abdel-Kareem As'ad; former Director of the Water Authority, Jabra, and Muner Abu al-'eleh|~|عبد الكريم اسعد، ""كان مدير مصلحة المياه""، جبرا ، ومنير ابو العيلة",,,,still image,1968,1968,رجال، أصدقاء، بحر، سيجارة، رمحي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/83426_ca_object_representations_media_118949_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/23421_ca_object_representations_media_118949_original.jpg,https://palarchive.org/index.php/Detail/objects/164735/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"Abdel-Kareem As'ad; former Director of the Water Authority, Jabra, and Muner Abu al-'eleh","عبد الكريم اسعد، ""كان مدير مصلحة المياه""، جبرا ، ومنير ابو العيلة",,,,
ark:/13030/m51p5qqk,ark:/21198/z1519ht5,,Work,191.0,0191.01.0009|~|164736|~|77242_ca_object_representations_media_118951_original.jpg,The Samia Ramahi Collection,,ام وابنتها,A mother and her daughter,"Umm Shawlat; Wadee'a Hamayel, with her daughter Mariam Hamayel in front of their house in al-Bireh|~|الحاجة ام شوكت وديعة حمايل ، وابنتها الحاجة مريم حمايل على باب بيتهم في البيرة.",,,,still image,1950s,1950/1959,نساء، زي تقليدي، شال، وقاه، ثوب مطرز، منزل، رمحي، ام، ابنة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/48996_ca_object_representations_media_118951_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/9/77242_ca_object_representations_media_118951_original.jpg,https://palarchive.org/index.php/Detail/objects/164736/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Samia Ramahi Collection,9 September 2019 at 16:28:50,9 March 2021 at 11:16:24,"Umm Shawlat; Wadee'a Hamayel, with her daughter Mariam Hamayel in front of their house in al-Bireh",الحاجة ام شوكت وديعة حمايل ، وابنتها الحاجة مريم حمايل على باب بيتهم في البيرة.,,,,
