Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1xm413r,,,Collection,,,,,The Mahmoud Darwish Yassin Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5z10zqd,ark:/21198/z1xm413r,,Work,184.0,0184.01.0001|~|164521|~|68225_ca_object_representations_media_118763_original.jpg,The Mahmoud Darwish Yassin Collection,,رجل بجانب التاكسي الخاص به,A driver next to his taxi,A photograph of Darwish al-Haj Yasén next to his taxi; at the taxis parking of Darwish Taxi Service|~|لقطة ل درويش الحاج ياسين بجانب التاكسي الخاص به في ساحة تكسيات درويش,,,,still image,1958.0,1958.0,رجل،سيارة، تاكسي، درويش الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/55780_ca_object_representations_media_118763_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/68225_ca_object_representations_media_118763_original.jpg,https://palarchive.org/index.php/Detail/objects/164521/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,A photograph of Darwish al-Haj Yasén next to his taxi; at the taxis parking of Darwish Taxi Service,لقطة ل درويش الحاج ياسين بجانب التاكسي الخاص به في ساحة تكسيات درويش,,,,
ark:/13030/m5t8070g,ark:/21198/z1xm413r,,Work,184.0,0184.01.0002|~|164522|~|11258_ca_object_representations_media_118764_original.jpg,The Mahmoud Darwish Yassin Collection,,رجل وقائم مقام وشرطي على دوار المنارة,"A man, a Kaymakam, and a policeman at al-Manarah Square","Shown in the photo; right to left, Darwish al-Haj Yasén; owner of Darwish Taxi Service, Abu Mazin; a Kaymakam (sup-governor), and a Palestinian policeman serving with the Jordanian Government (from Deir Taréf)|~|لقطة يظهر فيها من اليمين: دوريش الحاج ياسين صاحب تكسي درويش، ابو مازن وهو برتبة قائم مقام، شرطي فلسطيني يعمل مع الحكومة الاردنية وهو من بلدة دير طريف",,,,still image,1962.0,1962.0,رجال، تاكسي، شرطي، قائم مقام، دوار المنارة، درويش الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/36148_ca_object_representations_media_118764_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/11258_ca_object_representations_media_118764_original.jpg,https://palarchive.org/index.php/Detail/objects/164522/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,"Shown in the photo; right to left, Darwish al-Haj Yasén; owner of Darwish Taxi Service, Abu Mazin; a Kaymakam (sup-governor), and a Palestinian policeman serving with the Jordanian Government (from Deir Taréf)",لقطة يظهر فيها من اليمين: دوريش الحاج ياسين صاحب تكسي درويش، ابو مازن وهو برتبة قائم مقام، شرطي فلسطيني يعمل مع الحكومة الاردنية وهو من بلدة دير طريف,,,,
ark:/13030/m5dz7zv6,ark:/21198/z1xm413r,,Work,184.0,0184.01.0003|~|164523|~|14538_ca_object_representations_media_118766_original.jpg,The Mahmoud Darwish Yassin Collection,,رجل مع نساء بالثوب الفلاحي المطرز في زفاف احد الاقارب,A man at a wedding with women; in embroidered villagers' dress,"A photograph of al-Haj Yasén Family at the wedding of their relative; in their house in al-Itha'á St., which belongs to a woman from Dar al-Bajaleyeh. Shown in the photo; right to left, Umm Yousef ""Dalal"", Taysér, Hamdi al-Haj Yasén, unknown, and Mahmoud Darwish al-Haj Yasén; aged four years.|~|لقطة لافراد من عائلة الحاج ياسين في عرس اقاربهم وهم من اليمين: ام يوسف دلال ، تيسير، حمدي الحاج ياسين، غير معروف،والطفل محمود درويش الحاج ياسين وهو بسن الرابعة في بيتهم في شارع الاذاعة والذي تعود ملكيته ل امرأة من دار البجالية",,,,still image,1964.0,1964.0,امرأة، رجل، طفل، ثوب تقليدي، ثوب مطرز، درويش الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/66998_ca_object_representations_media_118766_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/14538_ca_object_representations_media_118766_original.jpg,https://palarchive.org/index.php/Detail/objects/164523/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,"A photograph of al-Haj Yasén Family at the wedding of their relative; in their house in al-Itha'á St., which belongs to a woman from Dar al-Bajaleyeh. Shown in the photo; right to left, Umm Yousef ""Dalal"", Taysér, Hamdi al-Haj Yasén, unknown, and Mahmoud Darwish al-Haj Yasén; aged four years.",لقطة لافراد من عائلة الحاج ياسين في عرس اقاربهم وهم من اليمين: ام يوسف دلال ، تيسير، حمدي الحاج ياسين، غير معروف،والطفل محمود درويش الحاج ياسين وهو بسن الرابعة في بيتهم في شارع الاذاعة والذي تعود ملكيته ل امرأة من دار البجالية,,,,
ark:/13030/m5995xjh,ark:/21198/z1xm413r,,Work,184.0,0184.01.0004|~|164524|~|70302_ca_object_representations_media_118767_original.jpg,The Mahmoud Darwish Yassin Collection,,مجموعة من العاملين في تاكسي درويش,Workers and rivers at Darwish Taxi Service,"Workers and rivers at Darwish Taxi Service; including, Taleb al-Haj Yasén ""Abu Qat'áa"", Abu Áyád, Reyád Khoury (seated), Mahmoud Abu Shanab; second to the left, Darwish al-Haj Yasén, Elias, Hani, and Élia|~|مجموعة من العاملين في تاكسي درويش وقد عُرف منهم: طالب الحاج ياسين ""ابو قطعة"" ، ابو عياد، رياض خوري "" الجالس ارضاً""، محمود ابو شنب "" الثاني من اليسار""، ، درويش الحاج ياسين، الياس، هاني، ايليا.",,,,still image,1964.0,1964.0,رجال، تاكسي، دوار المنارة، تاكسي درويش، الحاج ياسين درويش,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/15145_ca_object_representations_media_118767_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/70302_ca_object_representations_media_118767_original.jpg,https://palarchive.org/index.php/Detail/objects/164524/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,"Workers and rivers at Darwish Taxi Service; including, Taleb al-Haj Yasén ""Abu Qat'áa"", Abu Áyád, Reyád Khoury (seated), Mahmoud Abu Shanab; second to the left, Darwish al-Haj Yasén, Elias, Hani, and Élia","مجموعة من العاملين في تاكسي درويش وقد عُرف منهم: طالب الحاج ياسين ""ابو قطعة"" ، ابو عياد، رياض خوري "" الجالس ارضاً""، محمود ابو شنب "" الثاني من اليسار""، ، درويش الحاج ياسين، الياس، هاني، ايليا.",,,,
ark:/13030/m5jq8qjg,ark:/21198/z1xm413r,,Work,184.0,0184.01.0005|~|164525|~|24455_ca_object_representations_media_118768_original.jpg,The Mahmoud Darwish Yassin Collection,,طفل على شجرة,A child on a tree,Yousef Darwish al-Haj Yasén on a tree in the backyard of their house in Ein Misbah in Ramallah|~|الطفل يوسف درويش الحاج ياسين على شجرة في حديقة منزلهم في عين مصباح في رام الله,,,,still image,1962.0,1962.0,طفل، شجرة، درويش الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/34900_ca_object_representations_media_118768_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/24455_ca_object_representations_media_118768_original.jpg,https://palarchive.org/index.php/Detail/objects/164525/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,Yousef Darwish al-Haj Yasén on a tree in the backyard of their house in Ein Misbah in Ramallah,الطفل يوسف درويش الحاج ياسين على شجرة في حديقة منزلهم في عين مصباح في رام الله,,,,
ark:/13030/m5pg9g7r,ark:/21198/z1xm413r,,Work,184.0,0184.01.0006|~|164526|~|57873_ca_object_representations_media_118770_original.jpg,The Mahmoud Darwish Yassin Collection,,ام وطفليها,A mother with her children,"A photograph of Dalal and her children; Mahmoud Darwish al-Haj Yasén (right), and Yousef ""left"", in front of their house in Ein Misbah in Ramallah|~|لقطة ل دلال وطفليها محمود درويش الحاج ياسين"" من جهة اليمين"" ويوسف من جهة اليسار في منزلهم في عين مصباح في رام الله",,,,still image,1964.0,1964.0,ام، اطفال، طبيعة، الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/99485_ca_object_representations_media_118770_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/57873_ca_object_representations_media_118770_original.jpg,https://palarchive.org/index.php/Detail/objects/164526/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,"A photograph of Dalal and her children; Mahmoud Darwish al-Haj Yasén (right), and Yousef ""left"", in front of their house in Ein Misbah in Ramallah","لقطة ل دلال وطفليها محمود درويش الحاج ياسين"" من جهة اليمين"" ويوسف من جهة اليسار في منزلهم في عين مصباح في رام الله",,,,
ark:/13030/m55j55t5,ark:/21198/z1xm413r,,Work,184.0,0184.01.0007|~|164527|~|43028_ca_object_representations_media_118772_original.jpg,The Mahmoud Darwish Yassin Collection,,امرأة,Woman,"Dalal; mother of Mahmoud Darwish al-Haj Yasén, in front of her house in Ein Misbah in Ramallah. The photograph was taken by Mohammad al-Ranteesi; worked at Darwish Taxi Services, and was interested in photography.|~|والدة محمود درويش الحاج ياسين ""دلال"" امام منزلها في منطقة عين مصباح في رام الله وقد التقط هذه الصور شخص يدعى محمد الرنتيسي كان يعمل في مكتب تاكسي درويش وكان التصوير من هوايته",,,,still image,1964.0,1964.0,امرأة، طبيعة، شجر، الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/26910_ca_object_representations_media_118772_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/43028_ca_object_representations_media_118772_original.jpg,https://palarchive.org/index.php/Detail/objects/164527/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:32,9 March 2021 at 11:16:33,"Dalal; mother of Mahmoud Darwish al-Haj Yasén, in front of her house in Ein Misbah in Ramallah. The photograph was taken by Mohammad al-Ranteesi; worked at Darwish Taxi Services, and was interested in photography.","والدة محمود درويش الحاج ياسين ""دلال"" امام منزلها في منطقة عين مصباح في رام الله وقد التقط هذه الصور شخص يدعى محمد الرنتيسي كان يعمل في مكتب تاكسي درويش وكان التصوير من هوايته",,,,
ark:/13030/m5x13xk1,ark:/21198/z1xm413r,,Work,184.0,0184.01.0008|~|164528|~|55212_ca_object_representations_media_118773_original.jpg,The Mahmoud Darwish Yassin Collection,,امرأة,Woman,"Dalal; mother of Mahmoud Darwish al-Haj Yasén|~|والدة محمود درويش الحاج ياسين ""دلال""",,,,still image,1962.0,1962.0,امرأة، سرير، ستارة، فستان، الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/21206_ca_object_representations_media_118773_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/55212_ca_object_representations_media_118773_original.jpg,https://palarchive.org/index.php/Detail/objects/164528/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:33,9 March 2021 at 11:16:33,Dalal; mother of Mahmoud Darwish al-Haj Yasén,"والدة محمود درويش الحاج ياسين ""دلال""",,,,
ark:/13030/m5nh2f68,ark:/21198/z1xm413r,,Work,184.0,0184.01.0009|~|164529|~|31470_ca_object_representations_media_118774_original.jpg,The Mahmoud Darwish Yassin Collection,,بورتريه لرجل,A portrait of a man,A portrait of Darwish al-Haj Yasén|~|بورتريه ل درويش الحاج ياسين,,,,still image,1967.0,1967.0,رجل، استديو، الحاج ياسين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/48846_ca_object_representations_media_118774_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/31470_ca_object_representations_media_118774_original.jpg,https://palarchive.org/index.php/Detail/objects/164529/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:33,9 March 2021 at 11:16:33,A portrait of Darwish al-Haj Yasén,بورتريه ل درويش الحاج ياسين,,,,
ark:/13030/m5hr1pgj,ark:/21198/z1xm413r,,Work,184.0,0184.01.0010|~|164530|~|85115_ca_object_representations_media_118776_original.jpg,The Mahmoud Darwish Yassin Collection,,بورتريه لرجل,A portrait of a man,A portrait of Darwish al-Haj Yasén|~|بورتريه ل درويش الحاج ياسين,,,,still image,,,رجل، استديو، الحاج ياسينـ ستارة، مزهرية، زهور,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/70986_ca_object_representations_media_118776_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/8/7/85115_ca_object_representations_media_118776_original.jpg,https://palarchive.org/index.php/Detail/objects/164530/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mahmoud Darwish Yassin Collection,9 September 2019 at 16:28:33,9 March 2021 at 11:16:33,A portrait of Darwish al-Haj Yasén,بورتريه ل درويش الحاج ياسين,,,,
