"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1wb0vs2","","","Collection","","","","","The Salah Ayyad Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1wb0vs2"
"ark:/13030/m5p34b42","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0001|~|39544|~|73975_ca_object_representations_media_28812_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد","A photo of Salah Ayyad","A black-and-white photograph of Salah Ayyad.|~|صورة غير ملونة يظهر فيها صلاح عياد.","","black-and-white photographs","ara","still image","","","","","","","image/jpeg","6211","4334","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/33724_ca_object_representations_media_28812_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/73975_ca_object_representations_media_28812_original.jpg","https://palarchive.org/index.php/Detail/objects/39544/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:33","9 March 2021 at 19:23:15","A black-and-white photograph of Salah Ayyad.","صورة غير ملونة يظهر فيها صلاح عياد.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5p34b42/manifest"
"ark:/13030/m5qc7gfz","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0002|~|39545|~|58174_ca_object_representations_media_28813_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد من اعتصام أمام مستوطنة معالي أدوميم","A photo of Salah Ayyad during a protest in front of Ma'ale Adumim settlement","A colour photograph of Salah Ayyad during a protest in front of Ma'ale Adumim settlement in the 1980s.|~|صورة ملونة يظهر فيها صلاح عياد خلال اعتصام نظمه أبناء بلدة أبو ديس أمام مستوطنة معالي أدوميم في الثمانينات","","color photographs","ara","still image","1980s","1980/1989","","","","","image/jpeg","5039","3543","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/82950_ca_object_representations_media_28813_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/58174_ca_object_representations_media_28813_original.jpg","https://palarchive.org/index.php/Detail/objects/39545/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","A colour photograph of Salah Ayyad during a protest in front of Ma'ale Adumim settlement in the 1980s.","صورة ملونة يظهر فيها صلاح عياد خلال اعتصام نظمه أبناء بلدة أبو ديس أمام مستوطنة معالي أدوميم في الثمانينات","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qc7gfz/manifest"
"ark:/13030/m5fv5zxm","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0003|~|39546|~|23_ca_object_representations_media_28815_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد مع زوجته وأبناء إخوته","A photo of Salah Ayyad with his wife and his nephews","A colour photograph of Salah Ayyad with his wife and his nephews in the backyard of his house in Abu Deis.|~|صورة ملونة يظهر فيها صلاح عياد مع زوجته وأباء إخوته ففي حديقة المنزل في بلدته أبو ديس.","","color photographs","ara","still image","","","","","","","image/jpeg","3002","4340","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/36392_ca_object_representations_media_28815_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/23_ca_object_representations_media_28815_original.jpg","https://palarchive.org/index.php/Detail/objects/39546/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","A colour photograph of Salah Ayyad with his wife and his nephews in the backyard of his house in Abu Deis.","صورة ملونة يظهر فيها صلاح عياد مع زوجته وأباء إخوته ففي حديقة المنزل في بلدته أبو ديس.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fv5zxm/manifest"
"ark:/13030/m5jb3kfs","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0004|~|39549|~|55276_ca_object_representations_media_28816_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد وأصدقائه في بلدة أبو ديس","A photo of Salah Ayyad with his friends in Abu Deis","A colour photograph of Salah Ayyad eating with his friends in Abu Deis.|~|صورة ملونة يظهر فيها صلاح عياد وأصدقائه يتناولون الطعام في أحد المنازل في بلدته أبو ديس.","","color photographs","ara","still image","1980s","1980/1989","","","","","image/jpeg","3124","4756","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/35315_ca_object_representations_media_28816_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/55276_ca_object_representations_media_28816_original.jpg","https://palarchive.org/index.php/Detail/objects/39549/lang/en_US","The Palestinian Museum ","info@palarchive.org","","endangered; 227","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","A colour photograph of Salah Ayyad eating with his friends in Abu Deis.","صورة ملونة يظهر فيها صلاح عياد وأصدقائه يتناولون الطعام في أحد المنازل في بلدته أبو ديس.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jb3kfs/manifest"
"ark:/13030/m5v4875p","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0005|~|39547|~|20853_ca_object_representations_media_28818_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد في منزله ببلدة أبو ديس","A photo of Salah Ayyad in his house in Abu Deis","صورة ملونة لصلاح عياد في منزله ببلدة أبو ديس في 1990; A colour photograph of Salah Ayyad in his house in Abu Deis during the 1990s.|~|صورة ملونة لصلاح عياد في منزله ببلدة أبو ديس في 1990; A colour photograph of Salah Ayyad in his house in Abu Deis during the 1990s.","","color photographs","ara","still image","1990s","1990/1999","","","","","image/jpeg","4381","3146","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/77263_ca_object_representations_media_28818_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/20853_ca_object_representations_media_28818_original.jpg","https://palarchive.org/index.php/Detail/objects/39547/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","صورة ملونة لصلاح عياد في منزله ببلدة أبو ديس في 1990; A colour photograph of Salah Ayyad in his house in Abu Deis during the 1990s.","صورة ملونة لصلاح عياد في منزله ببلدة أبو ديس في 1990; A colour photograph of Salah Ayyad in his house in Abu Deis during the 1990s.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5v4875p/manifest"
"ark:/13030/m5km6qq7","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0006|~|39548|~|37261_ca_object_representations_media_28819_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد مع زوجته في مدينة القدس","A photo of Salah Ayyad with his wife in Jerusalem","A colour photograph of Salah Ayyad with his wife; Tiry Bullata, in Jerusalem.|~|صورة ملونة ليلية يظهر فيها صلاح عياد معه زوجته تيري بُلاطة في مدينة القدس.","","color photographs","ara","still image","1990s","1990/1999","","","","","image/jpeg","3505","5175","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/42184_ca_object_representations_media_28819_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/37261_ca_object_representations_media_28819_original.jpg","https://palarchive.org/index.php/Detail/objects/39548/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","A colour photograph of Salah Ayyad with his wife; Tiry Bullata, in Jerusalem.","صورة ملونة ليلية يظهر فيها صلاح عياد معه زوجته تيري بُلاطة في مدينة القدس.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5km6qq7/manifest"
"ark:/13030/m5dk2tpm","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0007|~|39550|~|36776_ca_object_representations_media_28820_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة لصلاح عياد في الناصرة في جنازة إميل حبيبي","A photo of Salah Ayyad in Nazareth at Emile Habibi's funeral","A photograph of Salah Ayyad with the Greek Orthodox Khouri in Nazareth at Emile Habibi's funeral.|~|صورة لصلاح عياد مع خوي الروم الأرثوذوكس في مدينة الناصرة، عند وفاة إميل حبيبي.","","color photographs","ara","still image","1996","1996","","","","","image/jpeg","3525","5228","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/55813_ca_object_representations_media_28820_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/36776_ca_object_representations_media_28820_original.jpg","https://palarchive.org/index.php/Detail/objects/39550/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:34","9 March 2021 at 19:23:15","A photograph of Salah Ayyad with the Greek Orthodox Khouri in Nazareth at Emile Habibi's funeral.","صورة لصلاح عياد مع خوي الروم الأرثوذوكس في مدينة الناصرة، عند وفاة إميل حبيبي.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dk2tpm/manifest"
"ark:/13030/m56f35x1","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0008|~|39551|~|15177_ca_object_representations_media_28821_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة من اعتصام أمام بوابة القنصلية الأمريكية ضد سجني نتسان وبئر السبع","A photo of a sit-in outside the US Consulate against Netzan and Be'er Sheva prisons","A colour photograph of Salah Ayyad in a sit-in with the families of prisoners outside the US Consulate. They demand the closure of Netzan and Be'er Sheva prisons.|~|صورة ملونة يظهر فيها صلاح عياد في اعتصام لأهالي الأسرى أمام القنصلية الأمريكية داعين لإغلاق سجن (نتسان، وبشر السبع).","","color photographs","heb|~|eng|~|ara","still image","1990s","1990/1999","","","","أغلقوا سجني الموت نتسان وبئر السبع Close the prisons of death netsan and bersheva|~|""Close Netzan and Be'er Sheva death Prisons""","image/jpeg","3076","4324","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/68635_ca_object_representations_media_28821_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/15177_ca_object_representations_media_28821_original.jpg","https://palarchive.org/index.php/Detail/objects/39551/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:35","9 March 2021 at 19:23:15","A colour photograph of Salah Ayyad in a sit-in with the families of prisoners outside the US Consulate. They demand the closure of Netzan and Be'er Sheva prisons.","صورة ملونة يظهر فيها صلاح عياد في اعتصام لأهالي الأسرى أمام القنصلية الأمريكية داعين لإغلاق سجن (نتسان، وبشر السبع).","color photographs","أغلقوا سجني الموت نتسان وبئر السبع Close the prisons of death netsan and bersheva","""Close Netzan and Be'er Sheva death Prisons""","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56f35x1/manifest"
"ark:/13030/m5b3577f","ark:/21198/z1wb0vs2","","Work","38.0","0038.01.0009|~|39552|~|33044_ca_object_representations_media_28822_original.jpg","The Salah Ayyad Collection","Salah Ayyad Sub-collection 1: Photographs","صورة من اجتماع نقابة موظفي المؤسسات العامة","A photo from a meeting of the Public Employees Union","صورة غير ملونة يبدو أنها مأخوذة من صحيفة، يظهر فيها عدد من الأشخاص في اجتماع لنقابة موظفي المؤسسات العامة في الـ 1980s، والتي شغل صلاح عياد رئاستها مدة من الزمن.; A black-and-white photograph from a meeting of the Public Employees Union in the 1980s. The photo is probably taken from a newspaper. Note: Salah Ayyad was the chairman of the Union for a while.|~|صورة غير ملونة يبدو أنها مأخوذة من صحيفة، يظهر فيها عدد من الأشخاص في اجتماع لنقابة موظفي المؤسسات العامة في الـ 1980s، والتي شغل صلاح عياد رئاستها مدة من الزمن.; A black-and-white photograph from a meeting of the Public Employees Union in the 1980s. The photo is probably taken from a newspaper. Note: Salah Ayyad was the chairman of the Union for a while.","","color photographs","ara","still image","1980s","1980/1989","","","","","image/jpeg","3046","4466","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/19250_ca_object_representations_media_28822_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/8/8/33044_ca_object_representations_media_28822_original.jpg","https://palarchive.org/index.php/Detail/objects/39552/lang/en_US","The Palestinian Museum ","info@palarchive.org","","acceptable; 226","","The Salah Ayyad Collection | Salah Ayyad Sub-collection 1: Photographs","20 September 2018 at 15:06:35","9 March 2021 at 19:23:15","صورة غير ملونة يبدو أنها مأخوذة من صحيفة، يظهر فيها عدد من الأشخاص في اجتماع لنقابة موظفي المؤسسات العامة في الـ 1980s، والتي شغل صلاح عياد رئاستها مدة من الزمن.; A black-and-white photograph from a meeting of the Public Employees Union in the 1980s. The photo is probably taken from a newspaper. Note: Salah Ayyad was the chairman of the Union for a while.","صورة غير ملونة يبدو أنها مأخوذة من صحيفة، يظهر فيها عدد من الأشخاص في اجتماع لنقابة موظفي المؤسسات العامة في الـ 1980s، والتي شغل صلاح عياد رئاستها مدة من الزمن.; A black-and-white photograph from a meeting of the Public Employees Union in the 1980s. The photo is probably taken from a newspaper. Note: Salah Ayyad was the chairman of the Union for a while.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5b3577f/manifest"
