"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z17m5tht","","","Collection","","","","","The Sharif Kanaana Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz17m5tht"
"ark:/13030/m564731z","ark:/21198/z17m5tht","","Work","44.0","0044.01.0001|~|33021|~|77942_ca_object_representations_media_17938_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة بعنوان هتاف شباب القدس","A card documenting a joke entitled ""The cheers of Young Jerusalemites""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 November 1990; Date created","1990-11-15","","","","","image/jpeg","4777","6753","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/41806_ca_object_representations_media_17938_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/77942_ca_object_representations_media_17938_original.jpg","https://palarchive.org/index.php/Detail/objects/33021/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:47","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm564731z/manifest"
"ark:/13030/m5287mzd","ark:/21198/z17m5tht","","Work","44.0","0044.01.0002|~|33022|~|12754_ca_object_representations_media_17939_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة بعنوان ""حجر أبو جورج""","A card documenting a joke entitled ""The Stone of Abu George""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 November 1990; Date created","1990-11-15","","","","","image/jpeg","4804","6811","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/52470_ca_object_representations_media_17939_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/12754_ca_object_representations_media_17939_original.jpg","https://palarchive.org/index.php/Detail/objects/33022/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5287mzd/manifest"
"ark:/13030/m5gf86tg","ark:/21198/z17m5tht","","Work","44.0","0044.01.0003|~|33023|~|26151_ca_object_representations_media_17940_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها حكاية عن اعتقال ناصر أبو احميد","A card documenting the story of the arrest of Nasir Abu I'hmeed","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 November 1990; Date created","1990-11-15","","","","","image/jpeg","4804","6811","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/40475_ca_object_representations_media_17940_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/26151_ca_object_representations_media_17940_original.jpg","https://palarchive.org/index.php/Detail/objects/33023/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gf86tg/manifest"
"ark:/13030/m5p34bf3","ark:/21198/z17m5tht","","Work","44.0","0044.01.0004|~|33024|~|9540_ca_object_representations_media_17941_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها حكاية بعنوان ناصر أبو حميد","A card documenting a story entitled ""Nasir Abu I'hmeed""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت والحكايات من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 November 1990; Date created","1990-11-15","","","","","image/jpeg","4804","6811","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/9717_ca_object_representations_media_17941_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/9540_ca_object_representations_media_17941_original.jpg","https://palarchive.org/index.php/Detail/objects/33024/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت والحكايات من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5p34bf3/manifest"
"ark:/13030/m51c995v","ark:/21198/z17m5tht","","Work","44.0","0044.01.0005|~|33025|~|35301_ca_object_representations_media_17942_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها حكاية بعنوان ناصر أبو احميد يقتل العجل","A card documenting a story entitled ""Nasir Abu I'hmeed Kills a Calf""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 November 1991; Date created","1991-11-15","","","","","image/jpeg","4804","6811","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/62440_ca_object_representations_media_17942_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/35301_ca_object_representations_media_17942_original.jpg","https://palarchive.org/index.php/Detail/objects/33025/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51c995v/manifest"
"ark:/13030/m5355zpg","ark:/21198/z17m5tht","","Work","44.0","0044.01.0006|~|33026|~|60363_ca_object_representations_media_17943_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة حول المركبات العمومية والقوانين الفلسطينية","A card documenting a joke about Taxies and the Palestinian Traffic Laws","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 July 1998; Date created","1998-07-15","","","","","image/jpeg","4804","6811","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/44458_ca_object_representations_media_17943_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/60363_ca_object_representations_media_17943_original.jpg","https://palarchive.org/index.php/Detail/objects/33026/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5355zpg/manifest"
"ark:/13030/m5dg44gc","ark:/21198/z17m5tht","","Work","44.0","0044.01.0007|~|33027|~|16213_ca_object_representations_media_17944_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة عن أهالي مدينة الخليل","A card documenting a joke about the people of Hebron","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","15 June 1998; Date created","1998-06-15","","","","","image/jpeg","4820","6858","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/45891_ca_object_representations_media_17944_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/16213_ca_object_representations_media_17944_original.jpg","https://palarchive.org/index.php/Detail/objects/33027/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:48","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dg44gc/manifest"
"ark:/13030/m5zh45j0","ark:/21198/z17m5tht","","Work","44.0","0044.01.0008|~|33028|~|43948_ca_object_representations_media_17945_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة بعنوان "" الخليلي والقرود""","A card documenting a joke entitled ""The Hebronite and the Monkeys""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","9 July 1997; Date created","1997-07-09","","","","","image/jpeg","4857","6997","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/90424_ca_object_representations_media_17945_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/43948_ca_object_representations_media_17945_original.jpg","https://palarchive.org/index.php/Detail/objects/33028/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:49","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zh45j0/manifest"
"ark:/13030/m5rr9bjh","ark:/21198/z17m5tht","","Work","44.0","0044.01.0009|~|33029|~|2746_ca_object_representations_media_17946_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة عن أهالي الخليل","A card documenting a joke about the people of Hebron","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","24 October 1996; Date created","1996-10-24","","","","","image/jpeg","4857","6917","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/32543_ca_object_representations_media_17946_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/2746_ca_object_representations_media_17946_original.jpg","https://palarchive.org/index.php/Detail/objects/33029/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:49","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rr9bjh/manifest"
"ark:/13030/m5wm8sr2","ark:/21198/z17m5tht","","Work","44.0","0044.01.0010|~|33030|~|2492_ca_object_representations_media_17947_original.jpg","The Sharif Kanaana Collection","Sharif Kanaana Sub-collection 1: Jokes","بطاقة وُثِّق عليها نكتة بعنوان الخليلي وإبريق الشاي","A card documenting a joke entitled ""The Hebronite and Teapot""","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.|~|جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","ara","text","November 1996; Date created","1996-11","","","","","image/jpeg","4857","6917","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/40044_ca_object_representations_media_17947_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/9/2492_ca_object_representations_media_17947_original.jpg","https://palarchive.org/index.php/Detail/objects/33030/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Sharif Kanaana Collection | Sharif Kanaana Sub-collection 1: Jokes","13 September 2018 at 13:46:49","9 March 2021 at 19:24:15","These jokes and stories were collected and recorded by Sharif Kanaana, from the late 1980s until 2005. Each card includes the name of the narrator, the place of residence and the date.","جُمعت هذه النكت من قِبل شريف كناعنة، بدأ بجمعها من أواخر الثمانينيات حتى منتصف العقد الأول من القرن الواحد العشرين. تتضمن البطاقة اسم راوي النكتة ومكان سكنه والتاريخ.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wm8sr2/manifest"
