"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1j44c43","","","Collection","","","","","The Waleed al-Aghbar Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1j44c43"
"ark:/13030/m5gz1q1w","ark:/21198/z1j44c43","","Work","32.0","0032.01.0001|~|24329|~|37410_ca_object_representations_media_24784_original.jpg","The Waleed al-Aghbar Collection","","ملاحظة خلال اجتماع نقابات.","A Note Teken During a Meeting Held by the Unions","Handwritten on a calender's paper, dates back to the 23rd of April 1996, this paper features names of laws and regulations attached to it's numbers and dates.|~|ملاحظة كُتبت على ورقة رزمانة مؤرخة بنيسان 23 من عام 1996؛ وقد كُتب عليها اسماء قوانين مع أرقامها وتواريخها.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","23 April 1996; Date created","1996-04-23","نقابات عمال بهجت التلهوني قانون تعويض عمال","","","صدر قرار بالإتحاد (...) التالية 1- قانون تعويض العمال رقم (33) 1937 2- قانون نقابات العمال رقم (35) 1953 3- قانون تعوبض العمال رقم (17) 1955 رئيس الوزراء بهجت التلهوني|~|A decision issued by the Union (...) as follows:  1- Workers Compensation Law No. 33 of 1937 2. The Syndicate of Workers Law No. 35 of 1953 3 - Workers Compensation Law No(17) 1955 The Prime Minister Bahjat Al-Talhuny","image/jpeg","5086","3547","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/43042_ca_object_representations_media_24784_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/37410_ca_object_representations_media_24784_original.jpg","https://palarchive.org/index.php/Detail/objects/24329/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:12","9 March 2021 at 19:25:59","Handwritten on a calender's paper, dates back to the 23rd of April 1996, this paper features names of laws and regulations attached to it's numbers and dates.","ملاحظة كُتبت على ورقة رزمانة مؤرخة بنيسان 23 من عام 1996؛ وقد كُتب عليها اسماء قوانين مع أرقامها وتواريخها.","","صدر قرار بالإتحاد (...) التالية 1- قانون تعويض العمال رقم (33) 1937 2- قانون نقابات العمال رقم (35) 1953 3- قانون تعوبض العمال رقم (17) 1955 رئيس الوزراء بهجت التلهوني","A decision issued by the Union (...) as follows:  1- Workers Compensation Law No. 33 of 1937 2. The Syndicate of Workers Law No. 35 of 1953 3 - Workers Compensation Law No(17) 1955 The Prime Minister Bahjat Al-Talhuny","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gz1q1w/manifest"
"ark:/13030/m56f35fr","ark:/21198/z1j44c43","","Work","32.0","0032.01.0002|~|24330|~|13203_ca_object_representations_media_24785_original.jpg","The Waleed al-Aghbar Collection","","بيان من نقابات عمالية تحت عنوان "" تتمة وجوه""","A Statement by the Trade Unions  Entitled ""Continuation""","A statement by the Trade Unions, entitled ""Continuation"", where it takes up the issue of the Palestinian Trade Unions in Amman-Jordan in 1994.|~|بيان من نقابات عمالية معنون ب"" تتمة وجوه، يتناول موضوعالنقابات العمالية الفلسطينية في عمان في عام 1994 . "".","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","1994; Date created","1994","بيان نقابة","[31.9453666,35.9283716;31.9453666,35.9283716]","","بيان معنون ب تتمة وجوه يتناول موضوع تشرذم النقابات العمالية وعدده الكبير؛ بالإضافة الى انتمائهم السياسي. ولحل هذه المشكلة جرى إتفاق توحيدي للكتل النقابية في عمان عام 1994 وتم تحديد أُسس جديدة لوحدة الحركة النقابية الفلسطينية على قاعدة إجراء إنتخابات عمالية؛ حيث تراوح عدد النقابات مابين 17-21 نقابة عمالية. لكن الإنتخابات العمالية لم تتم لمصالح ذاتية بحسب وليد الأغبر؛ الذي طالب بتخليص الإتحاد من الإدارة الفردية وإشاعة الجماعية.|~|A statement entitled ""Continuation"" where it takes up the issue of the Trade Unions  massive fragmentation, in addition to the Union's political affiliation. In order to solve this problem; a unified agreement was put to action between all syndicates in Amman in 1994.  Therefore, new setups were created to guarantee the unity of the Palestinian unionist movements based on conducting labor elections, whereas the number of these syndicates varies between 17-21 Labor Syndicate.  However, these elections weren't utilized for personal interests according to Mr. Waleed Al-Aghbar; who demanded the redemption of the centralized administration and later to execute collocative administration.","image/jpeg","6533","1469","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/6049_ca_object_representations_media_24785_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/13203_ca_object_representations_media_24785_original.jpg","https://palarchive.org/index.php/Detail/objects/24330/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:12","9 March 2021 at 19:25:59","A statement by the Trade Unions, entitled ""Continuation"", where it takes up the issue of the Palestinian Trade Unions in Amman-Jordan in 1994.","بيان من نقابات عمالية معنون ب"" تتمة وجوه، يتناول موضوعالنقابات العمالية الفلسطينية في عمان في عام 1994 . "".","","بيان معنون ب تتمة وجوه يتناول موضوع تشرذم النقابات العمالية وعدده الكبير؛ بالإضافة الى انتمائهم السياسي. ولحل هذه المشكلة جرى إتفاق توحيدي للكتل النقابية في عمان عام 1994 وتم تحديد أُسس جديدة لوحدة الحركة النقابية الفلسطينية على قاعدة إجراء إنتخابات عمالية؛ حيث تراوح عدد النقابات مابين 17-21 نقابة عمالية. لكن الإنتخابات العمالية لم تتم لمصالح ذاتية بحسب وليد الأغبر؛ الذي طالب بتخليص الإتحاد من الإدارة الفردية وإشاعة الجماعية.","A statement entitled ""Continuation"" where it takes up the issue of the Trade Unions  massive fragmentation, in addition to the Union's political affiliation. In order to solve this problem; a unified agreement was put to action between all syndicates in Amman in 1994.  Therefore, new setups were created to guarantee the unity of the Palestinian unionist movements based on conducting labor elections, whereas the number of these syndicates varies between 17-21 Labor Syndicate.  However, these elections weren't utilized for personal interests according to Mr. Waleed Al-Aghbar; who demanded the redemption of the centralized administration and later to execute collocative administration.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56f35fr/manifest"
"ark:/13030/m5v76x3b","ark:/21198/z1j44c43","","Work","32.0","0032.01.0003|~|24331|~|67744_ca_object_representations_media_24786_original.jpg","The Waleed al-Aghbar Collection","","تلخيص عن نقابة عمال البناء في الضفة الغربية","A Summary About The Construction Workers Syndicate in the West Bank","A handwritten summary by Waleed al-Aghbar about the Syndicate of Construction Workers Syndicate in the West Bank, where it takes up information regarding the reasons why this syndicate was established and the founders, in addition to its role in maintaining the rights of the working-class. This summary also features the goals of this body and its achievements before and after 1967.|~|تلخيص كتبه وليد الأغبر عن نقابة عمال البنا في الضفة الغربية، وجاء فيها أسباب تأسيس النقابة ومؤسسيها، ودورها في الحفاظ حقوق الطبقة العاملة، بالإضافة الى أهداف النقابة و وإنجازاتها قبل وبعد عام 1967.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","","","","[31.952162,35.233154]","","تلخيص كتبه وليد الأغبر عن نقابة عمال البناء في الضفة الغربية، وجاء فيها أسباب تأسيس النقابة ومؤسسيها، ودورها في الحفاظ حقوق الطبقة العاملة، بالإضافة الى أهداف النقابة و وإنجازاتها قبل وبعد عام 1967.|~|A handwritten summary by Waleed al-Aghbar about the Construction Workers Syndicate in the West Bank, where it takes up information regarding the reasons why this syndicate was established and the founders, in addition to it's role in maintaining the rights of the working-class.  This summary also features the goals of this body and it's achievements before and after 1967.","image/jpeg","6545","4661","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/49057_ca_object_representations_media_24786_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/67744_ca_object_representations_media_24786_original.jpg","https://palarchive.org/index.php/Detail/objects/24331/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:12","9 March 2021 at 19:25:59","A handwritten summary by Waleed al-Aghbar about the Syndicate of Construction Workers Syndicate in the West Bank, where it takes up information regarding the reasons why this syndicate was established and the founders, in addition to its role in maintaining the rights of the working-class. This summary also features the goals of this body and its achievements before and after 1967.","تلخيص كتبه وليد الأغبر عن نقابة عمال البنا في الضفة الغربية، وجاء فيها أسباب تأسيس النقابة ومؤسسيها، ودورها في الحفاظ حقوق الطبقة العاملة، بالإضافة الى أهداف النقابة و وإنجازاتها قبل وبعد عام 1967.","","تلخيص كتبه وليد الأغبر عن نقابة عمال البناء في الضفة الغربية، وجاء فيها أسباب تأسيس النقابة ومؤسسيها، ودورها في الحفاظ حقوق الطبقة العاملة، بالإضافة الى أهداف النقابة و وإنجازاتها قبل وبعد عام 1967.","A handwritten summary by Waleed al-Aghbar about the Construction Workers Syndicate in the West Bank, where it takes up information regarding the reasons why this syndicate was established and the founders, in addition to it's role in maintaining the rights of the working-class.  This summary also features the goals of this body and it's achievements before and after 1967.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5v76x3b/manifest"
"ark:/13030/m52p2drg","ark:/21198/z1j44c43","","Work","32.0","0032.01.0004|~|24332|~|25593_ca_object_representations_media_24789_original.jpg","The Waleed al-Aghbar Collection","","رسالة من مجلس نقابة عمال البناء العامة","A Letter from the Council of the Construction Workers General Syndicate","A confirmation letter regarding the membership of Waleed al-Aghbar in Construction Workers General Syndicate in Nablus.|~|رسالة تأكيد عضوية وليد الأغبر في نقابة عمال البناء العامة في نابلس.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","7 January 1988; Date created; 204","1988-01-07","تأكيد عضوية مجلس نقابة عمال البناء العامة","[31.9453666,35.9283716]","","- لمن يهمه الأمر- يشهد مجلس نقابة عمال البناء العامة بنابلس بان العضووليد طه الاغبر من نابلس هو موظف في نقابة عمال البناء العامة بنابلس. كما اشهد بأن العضو المذكور ليس له دخل غير دخله المتدني الذي يتقاضاة من صندوق نقابة عمال البناء. وبناء على طلبه اعطيت له هذه الشهادة. لمن يهمه الامر اصادق على صحة ما ورد اعلاه بموجب معرفتي الشخصية والرسمية واوصي بالمساعدة رجاء|~|-To whom it may concern-  The General Syndicate of the Construction Workers General attests that Waleed al-Aghbar is a member of the General Syndicate of the Construction Workers in Nablus.  I also certify that the mentioned member has no income other than his low income, in which he receives from the treasury of the Construction Workers General, and upon this, he is given this certification -To whom it may concern-  I shall give my consent to the accuracy of the stated above per the personal and formal knowledge, and I do recommend giving the hand of assistance.","image/jpeg","5581","4364","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/56357_ca_object_representations_media_24789_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/25593_ca_object_representations_media_24789_original.jpg","https://palarchive.org/index.php/Detail/objects/24332/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:12","9 March 2021 at 19:25:59","A confirmation letter regarding the membership of Waleed al-Aghbar in Construction Workers General Syndicate in Nablus.","رسالة تأكيد عضوية وليد الأغبر في نقابة عمال البناء العامة في نابلس.","","- لمن يهمه الأمر- يشهد مجلس نقابة عمال البناء العامة بنابلس بان العضووليد طه الاغبر من نابلس هو موظف في نقابة عمال البناء العامة بنابلس. كما اشهد بأن العضو المذكور ليس له دخل غير دخله المتدني الذي يتقاضاة من صندوق نقابة عمال البناء. وبناء على طلبه اعطيت له هذه الشهادة. لمن يهمه الامر اصادق على صحة ما ورد اعلاه بموجب معرفتي الشخصية والرسمية واوصي بالمساعدة رجاء","-To whom it may concern-  The General Syndicate of the Construction Workers General attests that Waleed al-Aghbar is a member of the General Syndicate of the Construction Workers in Nablus.  I also certify that the mentioned member has no income other than his low income, in which he receives from the treasury of the Construction Workers General, and upon this, he is given this certification -To whom it may concern-  I shall give my consent to the accuracy of the stated above per the personal and formal knowledge, and I do recommend giving the hand of assistance.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52p2drg/manifest"
"ark:/13030/m5qg65df","ark:/21198/z1j44c43","","Work","32.0","0032.01.0005|~|24333|~|63365_ca_object_representations_media_24790_original.jpg","The Waleed al-Aghbar Collection","","ملخص عن عدة أحداث حصلت في حركة نقابة عمال البناء","A Summary of Several Incidents Occurred During the Movement of the Construction Workers Syndicate","A summary by Waleed al-Aghbar, a member of the Executive Committee in the Construction Workers Syndicate in the West Bank, where he addresses several incidents occurred inside the syndicate; among them was the deportation of the secretary-general Mr. Zakaria Hamdan in 1969.|~|ملخص يشرح فيه وليد الأغبر"" عضو في اللجنة التنفيذية في نقابة عمال البناء في الضفةالغربية""، عدة أحداث حصلت داخل النقابة؛ منها ابعاد الأمين العام""زكريا حمدان"" عام 1969","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","1969; Date created","1969","نقابة عمال","","","","image/jpeg","6464","4604","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/55996_ca_object_representations_media_24790_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/63365_ca_object_representations_media_24790_original.jpg","https://palarchive.org/index.php/Detail/objects/24333/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:13","9 March 2021 at 19:25:59","A summary by Waleed al-Aghbar, a member of the Executive Committee in the Construction Workers Syndicate in the West Bank, where he addresses several incidents occurred inside the syndicate; among them was the deportation of the secretary-general Mr. Zakaria Hamdan in 1969.","ملخص يشرح فيه وليد الأغبر"" عضو في اللجنة التنفيذية في نقابة عمال البناء في الضفةالغربية""، عدة أحداث حصلت داخل النقابة؛ منها ابعاد الأمين العام""زكريا حمدان"" عام 1969","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qg65df/manifest"
"ark:/13030/m5c60zbx","ark:/21198/z1j44c43","","Work","32.0","0032.01.0006|~|24334|~|20010_ca_object_representations_media_24793_original.jpg","The Waleed al-Aghbar Collection","","بيان صادر عن الاتحاد العام لنقابات العمال بالضفة الغربية","A Statment Issued by the Federation of Trade Unions in the West Bank","A statement issued by the Federation of Trade Unions in the West Bank; whereas an agreement to form an Executive Committee was put to action, with 16 members taking place, as it shall re-organize the syndicate's movement in order to guarantee a unified worker's situation amid the fragmentation of the un-employment crises and the low wages, in addition to the drop of the standard of living.|~|بيان صادر عن الاتحاد العام لنقابات العمال بالضفة الغربية؛ تم فيه الإتفاق على تشكيل هيئة تنفيذية مكونة من ستة عشرا عضوا؛ لتكون مهمتها إعادة تنظيم الحركة النقابية بسبب الحاجة الى موقف نقابي عمالي موحد في ظل تفاقم ازمة البطالة وانخفاض الاجور وتدني مستوى المعيشة.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","","","بيان الاتحاد العام لنقابات العمال بالضفة الغربية","[32.2226678,35.2621461]","","","image/jpeg","6465","4604","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/31475_ca_object_representations_media_24793_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/20010_ca_object_representations_media_24793_original.jpg","https://palarchive.org/index.php/Detail/objects/24334/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:13","9 March 2021 at 19:25:59","A statement issued by the Federation of Trade Unions in the West Bank; whereas an agreement to form an Executive Committee was put to action, with 16 members taking place, as it shall re-organize the syndicate's movement in order to guarantee a unified worker's situation amid the fragmentation of the un-employment crises and the low wages, in addition to the drop of the standard of living.","بيان صادر عن الاتحاد العام لنقابات العمال بالضفة الغربية؛ تم فيه الإتفاق على تشكيل هيئة تنفيذية مكونة من ستة عشرا عضوا؛ لتكون مهمتها إعادة تنظيم الحركة النقابية بسبب الحاجة الى موقف نقابي عمالي موحد في ظل تفاقم ازمة البطالة وانخفاض الاجور وتدني مستوى المعيشة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5c60zbx/manifest"
"ark:/13030/m5fz4nxj","ark:/21198/z1j44c43","","Work","32.0","0032.01.0007|~|24335|~|12737_ca_object_representations_media_24794_original.jpg","The Waleed al-Aghbar Collection","","بيان المقبوضات والمصروفات للاتحاد العام لنقابات العمال في الأردن فرع نابلس","A Statment Featuring Both Expenditures and Receipts by the Federation of Trade Unions in Jordan -The Branch of Nablus","A statement featuring both expenditures and receipts by the Federation of Trade Unions in Jordan -The Branch of Nablus.  As it features the expenditures of memberships, donations, maintenance, sports activities, telegraphs, and letters, compensations, accommodation, travel expenses, support, water and electricity, advertisements, lodgments, and auditing|~|بيان المقبوضات والمصروفات للاتحاد العام لنقابات العمال في الأردن فرع نابلس. وجاء فيه مصروفات الاشتراكات، الهويات، التبرعات، الصيانة، النشاط الرياضب، البرق والبريد، التعويضات، الضيافة، السفريات، المساعدات، المياه والكهرباء، الإعلانات، الامانات، تدقيق الحسابات.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","30 June 1988; Date created","1988-06-30","بيان مقبوضات ومصروفات","[32.2226678,35.2621461]","","","image/jpeg","6567","4409","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/73848_ca_object_representations_media_24794_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/12737_ca_object_representations_media_24794_original.jpg","https://palarchive.org/index.php/Detail/objects/24335/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:13","9 March 2021 at 19:25:59","A statement featuring both expenditures and receipts by the Federation of Trade Unions in Jordan -The Branch of Nablus.  As it features the expenditures of memberships, donations, maintenance, sports activities, telegraphs, and letters, compensations, accommodation, travel expenses, support, water and electricity, advertisements, lodgments, and auditing","بيان المقبوضات والمصروفات للاتحاد العام لنقابات العمال في الأردن فرع نابلس. وجاء فيه مصروفات الاشتراكات، الهويات، التبرعات، الصيانة، النشاط الرياضب، البرق والبريد، التعويضات، الضيافة، السفريات، المساعدات، المياه والكهرباء، الإعلانات، الامانات، تدقيق الحسابات.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fz4nxj/manifest"
"ark:/13030/m5kq5dpq","ark:/21198/z1j44c43","","Work","32.0","0032.01.0008|~|24336|~|41688_ca_object_representations_media_24795_original.jpg","The Waleed al-Aghbar Collection","","سيرة ذاتية لوليد الأغبر","Biography of Waleed al-Aghbar","A biography of Waleed al-Aghbar issued by the Palestinian People's Party, it features his life ever since the day he joined this party in1960, it also features his role in establishing the branch of the Trade Unions in Jordan, and choose Nablus as it's headquarters .. The biography mentions his arrest by the Jordanian Governments and subpoena by the Israeli Occupation to discourage him from his role in the syndicate and politics.. Walid al-Aghbar was also featured on the list of candidates for the Palestinian Legislative Council as a representative of the political framework of his own People's Party.|~|سيرة ذاتية عن وليد الأغبر صادرة عن حزب الشعب الفلسطيني، تناولت سيرة حياته منذ ارتباطه بالحزب عام 1960، وتناولت دوره في تأسيس فرع لاتحادات نقابات العمال في الأردن؛ حيث اتخذ في مدينة نابلس مقراً له.. وجاء في السيرة عن اعتقال الحكومة الأردنية له والاستدعاءات من قبل الاحتلال الإسرائيلي لثنيه عن مواقفه النقابية والسياسية. وجاء ايضاَ ان وليد الأغبر كان على قائمة المرشحين لعضوية المجلس التشريعي الفلسطيني كممثل للإطار السياسي عن حزب الشعب الذي ينتمي له.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","","","","[32.2226678,35.2621461]","","","image/jpeg","6212","4443","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/63971_ca_object_representations_media_24795_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/41688_ca_object_representations_media_24795_original.jpg","https://palarchive.org/index.php/Detail/objects/24336/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:13","9 March 2021 at 19:25:59","A biography of Waleed al-Aghbar issued by the Palestinian People's Party, it features his life ever since the day he joined this party in1960, it also features his role in establishing the branch of the Trade Unions in Jordan, and choose Nablus as it's headquarters .. The biography mentions his arrest by the Jordanian Governments and subpoena by the Israeli Occupation to discourage him from his role in the syndicate and politics.. Walid al-Aghbar was also featured on the list of candidates for the Palestinian Legislative Council as a representative of the political framework of his own People's Party.","سيرة ذاتية عن وليد الأغبر صادرة عن حزب الشعب الفلسطيني، تناولت سيرة حياته منذ ارتباطه بالحزب عام 1960، وتناولت دوره في تأسيس فرع لاتحادات نقابات العمال في الأردن؛ حيث اتخذ في مدينة نابلس مقراً له.. وجاء في السيرة عن اعتقال الحكومة الأردنية له والاستدعاءات من قبل الاحتلال الإسرائيلي لثنيه عن مواقفه النقابية والسياسية. وجاء ايضاَ ان وليد الأغبر كان على قائمة المرشحين لعضوية المجلس التشريعي الفلسطيني كممثل للإطار السياسي عن حزب الشعب الذي ينتمي له.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kq5dpq/manifest"
"ark:/13030/m5z10mmx","ark:/21198/z1j44c43","","Work","32.0","0032.01.0009|~|24337|~|9460_ca_object_representations_media_24797_original.jpg","The Waleed al-Aghbar Collection","","ملخص اجتماع لجنة اتحاد عمال نقابة البناء","A Summary of a Meeting by the Committee of the Construction Workers Union's  Syndicate","A summary of a meeting by the committee of the Construction Workers Union's Syndicate in the West Bank, as it features the resignation of the driver, in addition to the resignation of Waleed al-Aghbar, and the renewal of the warranty of Karam Al-Hilo's School, and the organization's accountant, last but not least working in ""Al-Ghor's"" project.|~|ملخص عقد اجتماع اتحاد نقابة عمال البناء في الضفة الغربية، واهم ما جاء فيه استقالة سائق سيارة قلاب واستقالة وليد الاغبر، تجديد كفالة مدرسة كرم الحلو، محاسب الجمعية، العمل في مشروع الغور.","Ozrail, Samar, ""The Waleed al-Aghbar Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.","","ara","text","26 August 1988; Date created","1988-08-26","محضر اجتماع جلسة","","","","image/jpeg","6269","4478","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/85238_ca_object_representations_media_24797_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/7/9460_ca_object_representations_media_24797_original.jpg","https://palarchive.org/index.php/Detail/objects/24337/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Waleed al-Aghbar Collection","14 August 2018 at 15:01:13","9 March 2021 at 19:25:59","A summary of a meeting by the committee of the Construction Workers Union's Syndicate in the West Bank, as it features the resignation of the driver, in addition to the resignation of Waleed al-Aghbar, and the renewal of the warranty of Karam Al-Hilo's School, and the organization's accountant, last but not least working in ""Al-Ghor's"" project.","ملخص عقد اجتماع اتحاد نقابة عمال البناء في الضفة الغربية، واهم ما جاء فيه استقالة سائق سيارة قلاب واستقالة وليد الاغبر، تجديد كفالة مدرسة كرم الحلو، محاسب الجمعية، العمل في مشروع الغور.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5z10mmx/manifest"
