"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1qp1sc4","","","Collection","","","","","The Bassam Shak’a Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1qp1sc4"
"ark:/13030/m5tn4rv6","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0001|~|31736|~|54026_ca_object_representations_media_27595_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس خلال استقباله وفد برلماني بريطاني في بلدية نابلس عام 1982","Mayor of Nablus during a meeting with a British parliamentary delegation in 1982","Bassam Shak’a is the third person on the right; this photo was taken while he was welcoming the Scottish British parliamentary delegation in the municipality of Nablus in 1982|~|رئيس بلدية نابلس بسام الشكعة وهو الشخص الثالث في الصورة من جهة اليمين أثناء استقباله للوفد البرلماني البريطاني الاسكتلندي في بلدية نابلس عام 1982","","","","still image","1982; Date created","1982","","","","","image/jpeg","4300","4441","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/42021_ca_object_representations_media_27595_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/54026_ca_object_representations_media_27595_original.jpg","https://palarchive.org/index.php/Detail/objects/31736/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:35","9 March 2021 at 19:24:32","Bassam Shak’a is the third person on the right; this photo was taken while he was welcoming the Scottish British parliamentary delegation in the municipality of Nablus in 1982","رئيس بلدية نابلس بسام الشكعة وهو الشخص الثالث في الصورة من جهة اليمين أثناء استقباله للوفد البرلماني البريطاني الاسكتلندي في بلدية نابلس عام 1982","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tn4rv6/manifest"
"ark:/13030/m56t82c9","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0002|~|31737|~|38879_ca_object_representations_media_27597_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","تبادل الهدايا التذكارية في بلدية داندي بدعوة من الرئيس الاسكتلندي عام 1982","Exchange of souvenirs in the Municipality of Dundee at the invitation of the Scottish President in the year of 1982","The wife of Nablus' Mayor, Enaya Al-Fassed appears in this photo with Dundee's Mayor; this photo was taken during the official visit of Bassam Shak’a to Dundee Municipality, as he was officially invited by the President in 1982.|~|يظهر في الصورة عناية الفاصد وهي زوجة رئيس بلدية نابلس بسام الشكعة مع رئيس بلدية داندي وذلك أثناء الزيارة الرسمية لبسام الشكعة لبدية داندي بدعوة من الرئيس عام 1982","","","","still image","1982; Date created","1982","","","","","image/jpeg","2787","3138","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/64354_ca_object_representations_media_27597_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/38879_ca_object_representations_media_27597_original.jpg","https://palarchive.org/index.php/Detail/objects/31737/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:40","9 March 2021 at 19:24:32","The wife of Nablus' Mayor, Enaya Al-Fassed appears in this photo with Dundee's Mayor; this photo was taken during the official visit of Bassam Shak’a to Dundee Municipality, as he was officially invited by the President in 1982.","يظهر في الصورة عناية الفاصد وهي زوجة رئيس بلدية نابلس بسام الشكعة مع رئيس بلدية داندي وذلك أثناء الزيارة الرسمية لبسام الشكعة لبدية داندي بدعوة من الرئيس عام 1982","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56t82c9/manifest"
"ark:/13030/m5k438bz","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0003|~|31738|~|65236_ca_object_representations_media_27598_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس خلال زيارته لبلدية داندي بدعوة من الرئيس الاسكتلندي عام 1982","The Mayor of Nablus during his visit to the Municipality of Dundee at the invitation of the Scottish President in 1982","Bassam Shak’a is the third person on the right; his son Haitham is standing behind him, and on his left is his wife Enaya. This photo was taken during his official visit to Dundee Municipality in 1982, whereas the Mayor of Dundee is standing to the right.|~|رئيس بلدية نابلس بسام الشكعة الشخص الثالث في الصورة من جهة اليمين وخلفه في الصورة نجله الشاب هيثم الشكعة واقصى يساره زوجته عناية الفاصد أثناء زيارته الرسمية لبدية داندي عام1982 ويظهر معه في الصورة الول من جهة اليمين رئيس بلدية داندي","","","","still image","1982; Date created","1982","","","","","image/jpeg","2196","3170","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/61598_ca_object_representations_media_27598_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/5/65236_ca_object_representations_media_27598_original.jpg","https://palarchive.org/index.php/Detail/objects/31738/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:40","9 March 2021 at 19:24:32","Bassam Shak’a is the third person on the right; his son Haitham is standing behind him, and on his left is his wife Enaya. This photo was taken during his official visit to Dundee Municipality in 1982, whereas the Mayor of Dundee is standing to the right.","رئيس بلدية نابلس بسام الشكعة الشخص الثالث في الصورة من جهة اليمين وخلفه في الصورة نجله الشاب هيثم الشكعة واقصى يساره زوجته عناية الفاصد أثناء زيارته الرسمية لبدية داندي عام1982 ويظهر معه في الصورة الول من جهة اليمين رئيس بلدية داندي","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5k438bz/manifest"
"ark:/13030/m5pw411x","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0004|~|31739|~|61876_ca_object_representations_media_27600_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس خلال زيارته لبلدية داندي بدعوة من الرئيس الاسكتلندي عام 1982","The Mayor of Nablus during his visit to the Municipality of Dundee at the invitation of the Scottish President in 1982","Bassam Shak’a is the third person on the right; his son Haitham is standing behind him, and on his left is his wife Enaya. This photo was taken during his official visit to Dundee Municipality in 1982, whereas the Mayor of Dundee is standing to the right.|~|رئيس بلدية نابلس بسام الشكعة الشخص الثالث في الصورة من جهة اليمين وخلفه في الصورة نجله الشاب هيثم الشكعة واقصى يساره زوجته عناية الفاصد أثناء زيارته الرسمية لبدية داندي عام1982 ويظهر معه في الصورة الول من جهة اليمين رئيس بلدية داندي","","","","still image","1982; Date created","1982","","","","","image/jpeg","2236","3131","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/27802_ca_object_representations_media_27600_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/61876_ca_object_representations_media_27600_original.jpg","https://palarchive.org/index.php/Detail/objects/31739/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:32","Bassam Shak’a is the third person on the right; his son Haitham is standing behind him, and on his left is his wife Enaya. This photo was taken during his official visit to Dundee Municipality in 1982, whereas the Mayor of Dundee is standing to the right.","رئيس بلدية نابلس بسام الشكعة الشخص الثالث في الصورة من جهة اليمين وخلفه في الصورة نجله الشاب هيثم الشكعة واقصى يساره زوجته عناية الفاصد أثناء زيارته الرسمية لبدية داندي عام1982 ويظهر معه في الصورة الول من جهة اليمين رئيس بلدية داندي","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5pw411x/manifest"
"ark:/13030/m5zd5hmc","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0005|~|31740|~|77148_ca_object_representations_media_27602_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس خلال زيارته لبلدية داندي عام 1982","The Mayor of Nablus during his visit to the Municipality of Dundee in 1982","Bassam Shak'a is the second person sitting on the right, and on his left is his wife Enaya. This photo was taking during his official visit to Dundee Municipality in 1982.|~|الثاني من اليمين جلوسا رئيس بلدية نابلس بسام الشكعه اثناء زيارته لبلدية داندي بدعوة من رئيسها عام 1982 ، يظهر معه في الصورة على يساره زوجته عناية الفاصد","","","","still image","1982; Date created","1982","","","","","image/jpeg","5177","7312","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/74716_ca_object_representations_media_27602_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/77148_ca_object_representations_media_27602_original.jpg","https://palarchive.org/index.php/Detail/objects/31740/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","Bassam Shak'a is the second person sitting on the right, and on his left is his wife Enaya. This photo was taking during his official visit to Dundee Municipality in 1982.","الثاني من اليمين جلوسا رئيس بلدية نابلس بسام الشكعه اثناء زيارته لبلدية داندي بدعوة من رئيسها عام 1982 ، يظهر معه في الصورة على يساره زوجته عناية الفاصد","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zd5hmc/manifest"
"ark:/13030/m535612m","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0006|~|31741|~|4973_ca_object_representations_media_27603_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","لقاء صحفي مع رئيس بلدية نابلس في منزله عام 1985","A press interview with the Mayor of Nablus in his house in 1985","Bassam Shak'a is sitting on his wheelchair during a press conference at his house in Nablus, after an assassination attempt that led to the amputation of his feet by the Israeli forces in 1980.|~|رئيس بلدية نابلس بسام الشكعة جالساً على كرسيه المتحرك أثناء لقاء صحفي بمنزله في نابلس بعد تعرضه لحادثة اغتيال وبتر قدميه على يد قوات الاحتلال الإسرائيلي عام 1980","","","","still image","1985; Date created","1985","","","","","image/jpeg","2728","2199","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/74523_ca_object_representations_media_27603_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/4973_ca_object_representations_media_27603_original.jpg","https://palarchive.org/index.php/Detail/objects/31741/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","Bassam Shak'a is sitting on his wheelchair during a press conference at his house in Nablus, after an assassination attempt that led to the amputation of his feet by the Israeli forces in 1980.","رئيس بلدية نابلس بسام الشكعة جالساً على كرسيه المتحرك أثناء لقاء صحفي بمنزله في نابلس بعد تعرضه لحادثة اغتيال وبتر قدميه على يد قوات الاحتلال الإسرائيلي عام 1980","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm535612m/manifest"
"ark:/13030/m59m1rxz","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0007|~|31742|~|3777_ca_object_representations_media_27604_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","تشييع جنازة في أحد أحياء مدينة نابلس","A funeral in a neighborhood of Nablus","A funeral in a neighborhood of Nablus|~|تشييع جنازة في أحد أحياء مدينة نابلس","","","","still image","","","","","","","image/jpeg","2653","3662","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/28116_ca_object_representations_media_27604_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/3777_ca_object_representations_media_27604_original.jpg","https://palarchive.org/index.php/Detail/objects/31742/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","A funeral in a neighborhood of Nablus","تشييع جنازة في أحد أحياء مدينة نابلس","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59m1rxz/manifest"
"ark:/13030/m5xd8gd3","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0008|~|31743|~|57126_ca_object_representations_media_27605_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس خلال زيارته لأحد المصانع في مدينة داندي","The Mayor of Nablus during his visit to a factory in Dundee","Bassam Shak'a during his visit to a factory in Dundee, whereas his son Haitham appears to be the first person on the right.|~|رئيس بلدية نابلس بسام الشكعة خلال زيارته لأحد المصانع في مدينة داندي ويظهر معه في الصورة نجله الشاب هيثم الشكعة الول من جهة اليمين","","","","still image","1982; Date created","1982","","","","","image/jpeg","2207","3073","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/55987_ca_object_representations_media_27605_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/57126_ca_object_representations_media_27605_original.jpg","https://palarchive.org/index.php/Detail/objects/31743/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","Bassam Shak'a during his visit to a factory in Dundee, whereas his son Haitham appears to be the first person on the right.","رئيس بلدية نابلس بسام الشكعة خلال زيارته لأحد المصانع في مدينة داندي ويظهر معه في الصورة نجله الشاب هيثم الشكعة الول من جهة اليمين","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xd8gd3/manifest"
"ark:/13030/m5fc2hm7","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0009|~|31744|~|22497_ca_object_representations_media_27607_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","شاب من عائلة ممدوح في بورتريه شخصي بعث رسالة  إلى رئيس بلدية نابلس بسام الشكعة","A young man from the Mamdouh family in a personal portrait sent a letter to Nablus' Mayor Bassam Shak'a","A portrait of Khaled Mamdouh, who sent a letter to Mayor of Nablus Bassam Shak'a.|~|خالد ممدوح في بورتريه بعث رساله إلى رئيس بلدية نابلس بسام الشكعة","","","","still image","","","","","","","image/jpeg","6814","4624","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/57546_ca_object_representations_media_27607_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/22497_ca_object_representations_media_27607_original.jpg","https://palarchive.org/index.php/Detail/objects/31744/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","A portrait of Khaled Mamdouh, who sent a letter to Mayor of Nablus Bassam Shak'a.","خالد ممدوح في بورتريه بعث رساله إلى رئيس بلدية نابلس بسام الشكعة","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fc2hm7/manifest"
"ark:/13030/m5258zxf","ark:/21198/z1qp1sc4","","Work","50.0","0050.01.0010|~|31745|~|18827_ca_object_representations_media_27609_original.jpg","The Bassam Shak’a Collection","Bassam Shak'a Sub-collection 1: Photographs","رئيس بلدية نابلس في منزله في نابلس","The Mayor of Nablus at his house in Nablus","The Mayor of Nablus sitting on a wheelchair in his house, in Nablus|~|رئيس بلدية نابلس بسام الشكعة جالساًً على كرسيه المتحرك في منزله بمدينة نابلس","","","","still image","1985; Date created","1985","","","","","image/jpeg","2664","2235","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/68932_ca_object_representations_media_27609_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/7/6/18827_ca_object_representations_media_27609_original.jpg","https://palarchive.org/index.php/Detail/objects/31745/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Bassam Shak'a Sub-collection 1: Photographs | The Bassam Shak’a Collection","12 September 2018 at 15:26:41","9 March 2021 at 19:24:31","The Mayor of Nablus sitting on a wheelchair in his house, in Nablus","رئيس بلدية نابلس بسام الشكعة جالساًً على كرسيه المتحرك في منزله بمدينة نابلس","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5258zxf/manifest"
