Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1j44c5j,,,Collection,,,,,The Raslan Abdel-Aziz Hammad Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5wm945z,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0001|~|165365|~|19382_ca_object_representations_media_125113_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,رجال من بلدة سلواد في حفل خطوبة صديق لهم,Men from Silwad Village at their friend's engagement party,"Men from Silwad Village at their friend's engagement party. Mohammad Abdel-Aziz Hammad, Zakaria Mohammad Jum'a, and Raslan Abdel-Aziz Hammad are seen in the photo|~|بورتريه لرجال من بلدة سلوادبمناسبة خطوبة احد اصدقائهم، عُرف من اللقطة: محمد عبد العزيز عمر حماد، زكريا محمد جمعة، رسلان عبد العزيز حماد",,,,still image,1977,1977,رجال، حامد، حطة، عقال، سجائر، عباءة، خطوبة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/45592_ca_object_representations_media_125113_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/19382_ca_object_representations_media_125113_original.jpg,https://palarchive.org/index.php/Detail/objects/165365/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"Men from Silwad Village at their friend's engagement party. Mohammad Abdel-Aziz Hammad, Zakaria Mohammad Jum'a, and Raslan Abdel-Aziz Hammad are seen in the photo",بورتريه لرجال من بلدة سلوادبمناسبة خطوبة احد اصدقائهم، عُرف من اللقطة: محمد عبد العزيز عمر حماد، زكريا محمد جمعة، رسلان عبد العزيز حماد,,,,
ark:/13030/m5rv8ccb,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0002|~|165366|~|10071_ca_object_representations_media_125114_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,لقطة تذكارية لرجال من بلدة سلواد في حفل خطوبة,Men from Silwad Village at their friend's engagement party,"Men from Silwad Village at their friend's engagement party. Shown right to left, Abdel-Fattah Nimr al-Kharaz, Raji Issa, Raslan Abdel-Aziz, Ali Nimr al=Kharaz, and Omar Sabe' Mohammad al-Kharaz|~|رجال من بلدة سلواد بمناسبة حفل خطوبة؛ عُرف منهم: من اليمين: عبد الفتاح نمر الخراز، راجي عيسى، رسلان عبد العزيز، علي نمر الخراز، عمر سبع محمد الخارز",,,,still image,1977,1977,رجال، حامد، حطة، عقال، سجائر، عباءة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/22170_ca_object_representations_media_125114_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/10071_ca_object_representations_media_125114_original.jpg,https://palarchive.org/index.php/Detail/objects/165366/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"Men from Silwad Village at their friend's engagement party. Shown right to left, Abdel-Fattah Nimr al-Kharaz, Raji Issa, Raslan Abdel-Aziz, Ali Nimr al=Kharaz, and Omar Sabe' Mohammad al-Kharaz",رجال من بلدة سلواد بمناسبة حفل خطوبة؛ عُرف منهم: من اليمين: عبد الفتاح نمر الخراز، راجي عيسى، رسلان عبد العزيز، علي نمر الخراز، عمر سبع محمد الخارز,,,,
ark:/13030/m5550c8s,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0003|~|165367|~|20042_ca_object_representations_media_125116_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اشقاء ووالدتهم امام منزلهم,A mother with her children,"A mother with her children in front of their house in Silwad Village. Shown right to left, Raslan Abdel-Aziz, Mohammad Abdel-Aziz, Khadra Mohammad Mustafa, and Na'emeh Abdel-Aziz Hammad|~|اشقاء برفقة والدتهم امام منزلهم في سلواد؛ وهم من اليمين: رسلان عبد العزيز، محمد عبد العزيز، خضرة محمد مصطفى، نعمية عبد العزيز حماد",,,,still image,1962,1962,عائلة، ام، نساء، ثوب مطرز، شال، طبيعة، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/6871_ca_object_representations_media_125116_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/20042_ca_object_representations_media_125116_original.jpg,https://palarchive.org/index.php/Detail/objects/165367/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"A mother with her children in front of their house in Silwad Village. Shown right to left, Raslan Abdel-Aziz, Mohammad Abdel-Aziz, Khadra Mohammad Mustafa, and Na'emeh Abdel-Aziz Hammad",اشقاء برفقة والدتهم امام منزلهم في سلواد؛ وهم من اليمين: رسلان عبد العزيز، محمد عبد العزيز، خضرة محمد مصطفى، نعمية عبد العزيز حماد,,,,
ark:/13030/m51c9mjh,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0004|~|165368|~|91661_ca_object_representations_media_125117_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اشقاء امام منزلهم في بلدة سلواد,Siblings in front of their house in Silwad Village,"Siblings from Abdel-Azizin Family front of their house in Silwad Village. Shown right to left, Raslan, Smaer, Khaled, and Mohammad|~|الاشقاء من عائلة عبد العزيز حمادفي لقطة تذكارية وهم من اليمين: رسلان ، سمير، خالد ، محمد عبد العزيز حماد",,,,still image,1962,1962,أولاد، طبيعة، أطفال، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/86244_ca_object_representations_media_125117_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/91661_ca_object_representations_media_125117_original.jpg,https://palarchive.org/index.php/Detail/objects/165368/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"Siblings from Abdel-Azizin Family front of their house in Silwad Village. Shown right to left, Raslan, Smaer, Khaled, and Mohammad",الاشقاء من عائلة عبد العزيز حمادفي لقطة تذكارية وهم من اليمين: رسلان ، سمير، خالد ، محمد عبد العزيز حماد,,,,
ark:/13030/m5ck645t,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0005|~|165369|~|80751_ca_object_representations_media_125118_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اشقاء من بلدة سلواد,Siblings from Silwad Village,"Siblings from Abdel-Aziz Hammad family in front of their house in Silwad Village. Shown from the right to the left; Raslan, Smaer, and Mohammad Abdel-Aziz Hammad.|~|اشقاء من عائلة عبد العزيز حماد وهم من اليمين: رسلان، سمير، محمد عبد العزيز حماد",,,,still image,1962,1962,أطفال، طبيعة، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/60272_ca_object_representations_media_125118_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/80751_ca_object_representations_media_125118_original.jpg,https://palarchive.org/index.php/Detail/objects/165369/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"Siblings from Abdel-Aziz Hammad family in front of their house in Silwad Village. Shown from the right to the left; Raslan, Smaer, and Mohammad Abdel-Aziz Hammad.",اشقاء من عائلة عبد العزيز حماد وهم من اليمين: رسلان، سمير، محمد عبد العزيز حماد,,,,
ark:/13030/m57x42tz,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0006|~|165370|~|67015_ca_object_representations_media_125119_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اشقاء برفقة والدتهم في بلدهم سلواد,A mother with her children in Silwad Village,"A mother with her children in Silwad Village; right to left, Na'emeh, Raslan, their mother Khadra Mohammad Mustafa, Mohammad, and Musa Abdel-Aziz Hammad|~|اشقاء برفقة والدتهم في بلدتهم سلواد وهم من اليمين: نعيمة، رسلان، الام خضرة محمد مصطفى، محمد، موسى عبد العزيز حماد",,,,still image,1962,1962,عائلة، اب، ام، أطفال، زي تقليدي، ثوب مطرز، حطة، عقال، طبيعة، شال، حزام، حامد، فستان,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/23227_ca_object_representations_media_125119_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/67015_ca_object_representations_media_125119_original.jpg,https://palarchive.org/index.php/Detail/objects/165370/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"A mother with her children in Silwad Village; right to left, Na'emeh, Raslan, their mother Khadra Mohammad Mustafa, Mohammad, and Musa Abdel-Aziz Hammad",اشقاء برفقة والدتهم في بلدتهم سلواد وهم من اليمين: نعيمة، رسلان، الام خضرة محمد مصطفى، محمد، موسى عبد العزيز حماد,,,,
ark:/13030/m5gb9trc,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0007|~|165371|~|78709_ca_object_representations_media_125120_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,ام بالزي التقليدي برفقة اثنين من أبنائها,A mother in the traditional dress with two of her children,"A mother in the traditional dress with two of her children. Shown right to left, Raslan Abdel-Aziz Hammad, Khadra Mohammad Mustafa, and Musa Abdel-Aziz Hammad|~|ام واثنين من أبنائها ؛ هم من اليمين: رسلان عبد العزيز حماد، خضرة محمد مصطفى، موسى عبد العزيز حماد",,,,still image,1962,1962,شاب، ام، امرأة، طفل، ثوب مرطز، زي تقليدي، شال، طبيعة، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/22928_ca_object_representations_media_125120_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/78709_ca_object_representations_media_125120_original.jpg,https://palarchive.org/index.php/Detail/objects/165371/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"A mother in the traditional dress with two of her children. Shown right to left, Raslan Abdel-Aziz Hammad, Khadra Mohammad Mustafa, and Musa Abdel-Aziz Hammad",ام واثنين من أبنائها ؛ هم من اليمين: رسلان عبد العزيز حماد، خضرة محمد مصطفى، موسى عبد العزيز حماد,,,,
ark:/13030/m5n37mmg,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0008|~|165372|~|26281_ca_object_representations_media_125122_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اشقاء من عائلة عبد العزيز حماد,Siblings from Abdel-Aziz Hmmad Family,"Siblings from Abdel-Aziz Hmmad Family; right to left, Raslan, Mohmmad, and Sameera|~|اشقاء من عائلة حماد من بلدة سلواد وهم من اليمين: رسلان، محمد، سمير عبد العزيز حماد",,,,still image,1962,1962,أطفال، طبيعة، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/98048_ca_object_representations_media_125122_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/26281_ca_object_representations_media_125122_original.jpg,https://palarchive.org/index.php/Detail/objects/165372/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"Siblings from Abdel-Aziz Hmmad Family; right to left, Raslan, Mohmmad, and Sameera",اشقاء من عائلة حماد من بلدة سلواد وهم من اليمين: رسلان، محمد، سمير عبد العزيز حماد,,,,
ark:/13030/m5453b4d,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0009|~|165373|~|63888_ca_object_representations_media_125123_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,اب وام يتوسطهم طفلهم,A three-member family,"A three-member family. Abdel-Aziz Omar Abdel-Razaq Hammad; the father, Raslan; his son, and Khadra Mohammad Mustafa; the mother|~|الاب عبد العزيز عمر عبد الرزاق حماد، برفقة ابنه رسلان عبد العزيز، وزوجته خضرة محمد مصطفى",,,,still image,1960s,1960/1969,عائلة، رجل، طفل، طبيعة، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/88796_ca_object_representations_media_125123_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/63888_ca_object_representations_media_125123_original.jpg,https://palarchive.org/index.php/Detail/objects/165373/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:44,9 March 2021 at 11:15:30,"A three-member family. Abdel-Aziz Omar Abdel-Razaq Hammad; the father, Raslan; his son, and Khadra Mohammad Mustafa; the mother",الاب عبد العزيز عمر عبد الرزاق حماد، برفقة ابنه رسلان عبد العزيز، وزوجته خضرة محمد مصطفى,,,,
ark:/13030/m50d2kf4,ark:/21198/z1j44c5j,,Work,219.0,0219.01.0010|~|165374|~|54580_ca_object_representations_media_125124_original.jpg,The Raslan Abdel-Aziz Hammad Collection,,رجال يرقصون ويصفقون في حفل زفاف,Men dancing at a wedding,"Men dancing at the wedding of Jamal Saleh. Raslan Abdel-Aziz and Yassin Khatby are seen in the photo|~|رجال يرقصون ويصفقون في حفل زفاف "" تعليلة"" جمال صالح "" وهي مناسبة خاصة بالرجال"" ؛ عُرف من اللقطة: رسلان عبد العزيز، ياسين خطبي",,,,still image,1974,1974,زفاف، رقص، تصفيق، رجال، أطفال، شارع، حامد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/303_ca_object_representations_media_125124_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/5/1/54580_ca_object_representations_media_125124_original.jpg,https://palarchive.org/index.php/Detail/objects/165374/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Raslan Abdel-Aziz Hammad Collection,9 September 2019 at 16:29:45,9 March 2021 at 11:15:30,Men dancing at the wedding of Jamal Saleh. Raslan Abdel-Aziz and Yassin Khatby are seen in the photo,"رجال يرقصون ويصفقون في حفل زفاف "" تعليلة"" جمال صالح "" وهي مناسبة خاصة بالرجال"" ؛ عُرف من اللقطة: رسلان عبد العزيز، ياسين خطبي",,,,
