Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z11602p2,,,Collection,,,,,The Subhyya Arar Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m50655qt,ark:/21198/z11602p2,,Work,223.0,0223.01.0001|~|165997|~|62228_ca_object_representations_media_126298_original.jpg,The Subhyya Arar Collection,,بورتريه لفتاة من عائلة عبد الجليل,A portrait of a girl from Abdel-Jalél Family,Huda Atiyeh Abdel-Jalél from Qarawat Bani Zeid northwest of Ramallah|~|هدى عطية عبد الجليل، من قرية قراوة بني زيد شمال غرب رام الله,,,,still image,1975,1975,امرأة، صورة شخصية، قراوة بني زيد، إربد،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/2/55169_ca_object_representations_media_126298_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/2/62228_ca_object_representations_media_126298_original.jpg,https://palarchive.org/index.php/Detail/objects/165997/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,Huda Atiyeh Abdel-Jalél from Qarawat Bani Zeid northwest of Ramallah,هدى عطية عبد الجليل، من قرية قراوة بني زيد شمال غرب رام الله,,,,
ark:/13030/m53z5xdd,ark:/21198/z11602p2,,Work,223.0,0223.01.0002|~|165998|~|23481_ca_object_representations_media_126300_original.jpg,The Subhyya Arar Collection,,صورة عائلية,A Family Photograph,"Siblings from Arár Family from Qarawat Bani Zeid northwest of Ramallah. Shown in the photo; right to left, Jabr, Subhiya, Nather, Jumá and Irsán|~|أشقاء من عائلة عرار من قرية قراوة بني زيد شمال غرب رام الله، وهم ( من اليمين): جبر، صبحية ناظر، جمعة، عرسان.",,,,still image,1972,1972,عائلة، أطفال، قراوة بني زيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/84386_ca_object_representations_media_126300_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/23481_ca_object_representations_media_126300_original.jpg,https://palarchive.org/index.php/Detail/objects/165998/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,"Siblings from Arár Family from Qarawat Bani Zeid northwest of Ramallah. Shown in the photo; right to left, Jabr, Subhiya, Nather, Jumá and Irsán",أشقاء من عائلة عرار من قرية قراوة بني زيد شمال غرب رام الله، وهم ( من اليمين): جبر، صبحية ناظر، جمعة، عرسان.,,,,
ark:/13030/m57m7zpz,ark:/21198/z11602p2,,Work,223.0,0223.01.0003|~|165999|~|43679_ca_object_representations_media_126302_original.jpg,The Subhyya Arar Collection,,بوتريه زفاف,A wedding portrait,A photograph taken at the wedding of Subhiya Hasan Arár and Mohammad Arár; from Qarawat Bani Zeid northwest of Ramallah|~|لقطة زفاف صبحية حسن عرار وزوجها محمد عرار من قرية قراوة بني زيد شمال غرب رام الله,,,,still image,1976,1976,زفاف، عروس، عريس، فستان أبيض، بدلة، الزرقاء، قراوة بني زيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/27223_ca_object_representations_media_126302_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/43679_ca_object_representations_media_126302_original.jpg,https://palarchive.org/index.php/Detail/objects/165999/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,A photograph taken at the wedding of Subhiya Hasan Arár and Mohammad Arár; from Qarawat Bani Zeid northwest of Ramallah,لقطة زفاف صبحية حسن عرار وزوجها محمد عرار من قرية قراوة بني زيد شمال غرب رام الله,,,,
ark:/13030/m5vf4p63,ark:/21198/z11602p2,,Work,223.0,0223.01.0004|~|166000|~|83761_ca_object_representations_media_126304_original.jpg,The Subhyya Arar Collection,,لقطة عائلية,A Family Photograph,"A photograph of Raya Arár with her children; from Qarawat Bani Zeid northwest of Ramallah. Shown in the photo; right to left, Jumá' Arár, Irsán Arár, Raya Arár, Jabr Arár, Subhiya Arár, and Nather Arár. On the back, there's ""A letter from Raya Arár to her sister)|~|لقطة عائلية لـ ريا عرار مع أبنائها من قرية قراوة بني زيد شمال غرب رام الله، وهم (من اليمين) جمعة عرار، عرسان عرار، ريا عرار، جبر عرار، صبحية عرار، ناظر عرار). الصورة من الخلف: رسالة من ريا عرار إلى أختها",,,,still image,1968,1968,أم، أطفال، أخوة، عائلة،قراوة بني زيد، رام الله،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/38261_ca_object_representations_media_126304_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/83761_ca_object_representations_media_126304_original.jpg,https://palarchive.org/index.php/Detail/objects/166000/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,"A photograph of Raya Arár with her children; from Qarawat Bani Zeid northwest of Ramallah. Shown in the photo; right to left, Jumá' Arár, Irsán Arár, Raya Arár, Jabr Arár, Subhiya Arár, and Nather Arár. On the back, there's ""A letter from Raya Arár to her sister)",لقطة عائلية لـ ريا عرار مع أبنائها من قرية قراوة بني زيد شمال غرب رام الله، وهم (من اليمين) جمعة عرار، عرسان عرار، ريا عرار، جبر عرار، صبحية عرار، ناظر عرار). الصورة من الخلف: رسالة من ريا عرار إلى أختها,,,,
ark:/13030/m5kx35r1,ark:/21198/z11602p2,,Work,223.0,0223.01.0005|~|166001|~|99181_ca_object_representations_media_126306_original.jpg,The Subhyya Arar Collection,,صديقات في رحلة مدرسية,Friends on a school trip,"Subhiya Arár; first to the right, with her friends on a trip with Ramallah Secondary School for Girl to Gaza. She sent this photo to her father; working in Germany, and wrote on the back ""This photo of me and my friends was taken in Gaza on 20-3-1974. Your loving daughter Subhiya""|~|صبحية عرار (الأولى من اليمين) مع صديقاتها أثناء رحلة إلى غزة مع مدرسة بنات رام الله الثانوية. أرسلت صبحية هذه الصورة إلى والدها الذي كان يعمل في المانيا. الصورة من الخلف: ""هذا المنظر أُخذ في غزة ويجمع بيني وبين صديقاتي وأخذت بتاريخ 1974/3/20. ابنتك الحنونة صبحية""",,,,still image,20 March 1974 at 2:00,1974-03-20,صديقات، رحلة، مدرسة، غزة، مدرسة بنات رام الله الثانوية،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/48675_ca_object_representations_media_126306_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/99181_ca_object_representations_media_126306_original.jpg,https://palarchive.org/index.php/Detail/objects/166001/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,"Subhiya Arár; first to the right, with her friends on a trip with Ramallah Secondary School for Girl to Gaza. She sent this photo to her father; working in Germany, and wrote on the back ""This photo of me and my friends was taken in Gaza on 20-3-1974. Your loving daughter Subhiya""","صبحية عرار (الأولى من اليمين) مع صديقاتها أثناء رحلة إلى غزة مع مدرسة بنات رام الله الثانوية. أرسلت صبحية هذه الصورة إلى والدها الذي كان يعمل في المانيا. الصورة من الخلف: ""هذا المنظر أُخذ في غزة ويجمع بيني وبين صديقاتي وأخذت بتاريخ 1974/3/20. ابنتك الحنونة صبحية""",,,,
ark:/13030/m5qp3xht,ark:/21198/z11602p2,,Work,223.0,0223.01.0006|~|166002|~|7044_ca_object_representations_media_126308_original.jpg,The Subhyya Arar Collection,,صديقات في رحلة مدرسية,Friends on a school trip,"Subhiya Arár; first to the right, with her friends on a trip with Ramallah Secondary School for Girl to Askalan. She wrote on the back ""This photo of me and my friend Aminah; from Beit Reema, and other friends from Ramallah was taken on 30-3-1974.|~|طالبات من مدرسة بنات رام الله الثانوية في رحلة إلى عسقلان، تظهر فيها صبحية عرار"" الأولى من اليمين). الصورة من الخلف"" هذه الصورة أخذت في عسقلان تضم صديقتي آمنة من بيت ريما وبعض صديقاتي من رام الله بتاريخ 1974/3/30""",,,,still image,20 March 1974 at 2:00,1974-03-20,صديقات، رحلة، عسقلان، مدرسة بنات رام الله الثانوية، طالبات,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/24664_ca_object_representations_media_126308_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/7044_ca_object_representations_media_126308_original.jpg,https://palarchive.org/index.php/Detail/objects/166002/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,"Subhiya Arár; first to the right, with her friends on a trip with Ramallah Secondary School for Girl to Askalan. She wrote on the back ""This photo of me and my friend Aminah; from Beit Reema, and other friends from Ramallah was taken on 30-3-1974.","طالبات من مدرسة بنات رام الله الثانوية في رحلة إلى عسقلان، تظهر فيها صبحية عرار"" الأولى من اليمين). الصورة من الخلف"" هذه الصورة أخذت في عسقلان تضم صديقتي آمنة من بيت ريما وبعض صديقاتي من رام الله بتاريخ 1974/3/30""",,,,
ark:/13030/m5bh0cqm,ark:/21198/z11602p2,,Work,223.0,0223.01.0007|~|166003|~|44623_ca_object_representations_media_126310_original.jpg,The Subhyya Arar Collection,,أساتذة في رحلة مدرسية,Teachers on a school trip,"Mohammad Arár; first to the right, from Qarawat Bani Zeid northwest of Ramallah, with his co-workers on a trip with Prince Mohammad School in az-Zarqa|~|محمد عرار (الأول من اليمين) من قرية قراوة بني زيد شمال غرب رام الله، مع أصدقائه خلال رحلة مدرسية، حيث كان يعمل أستاذ في مدرسة الامير محمد في الزرقاء",,,,still image,1970s,1970/1979,بدلة، رحلة، مدرسة، الزرقاء، أصدقاء، رجال، قراوة بني زيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/96055_ca_object_representations_media_126310_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/44623_ca_object_representations_media_126310_original.jpg,https://palarchive.org/index.php/Detail/objects/166003/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:36,9 March 2021 at 11:15:14,"Mohammad Arár; first to the right, from Qarawat Bani Zeid northwest of Ramallah, with his co-workers on a trip with Prince Mohammad School in az-Zarqa",محمد عرار (الأول من اليمين) من قرية قراوة بني زيد شمال غرب رام الله، مع أصدقائه خلال رحلة مدرسية، حيث كان يعمل أستاذ في مدرسة الامير محمد في الزرقاء,,,,
ark:/13030/m5z68ctg,ark:/21198/z11602p2,,Work,223.0,0223.01.0008|~|166004|~|17980_ca_object_representations_media_126311_original.jpg,The Subhyya Arar Collection,,فلسطينيان أثناء فترة الدراسة في سوريا,Palestinians during their studies in Syria,"Mohammad Sami Arár; left, from Qarawat Bani Zeid northwest of Ramallah, with his friend Ghasan during his Social Studies at Damascus University|~|محمد سامي عرار (شمالأ) من قرية قراوة بني زيد شمال غرب رام الله، مع صديقه غسان أثناء فترة دراسته لتخصص الاجتماعيات في جامعة دمشق",,,,still image,1970 to 1975,1970/1975,أصدقاء، جامعة، سوريا، دمشق، فلسطين، قراوة بني زيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/20468_ca_object_representations_media_126311_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/17980_ca_object_representations_media_126311_original.jpg,https://palarchive.org/index.php/Detail/objects/166004/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:37,9 March 2021 at 11:15:14,"Mohammad Sami Arár; left, from Qarawat Bani Zeid northwest of Ramallah, with his friend Ghasan during his Social Studies at Damascus University",محمد سامي عرار (شمالأ) من قرية قراوة بني زيد شمال غرب رام الله، مع صديقه غسان أثناء فترة دراسته لتخصص الاجتماعيات في جامعة دمشق,,,,
ark:/13030/m5g52f11,ark:/21198/z11602p2,,Work,223.0,0223.01.0009|~|166005|~|40899_ca_object_representations_media_126312_original.jpg,The Subhyya Arar Collection,,فلسطيني خلال عمله في ألمانيا,A Palestinian in Germany for work,"Hasan Othman Arár; left, from Qarawat Bani Zeid northwest of Ramallah during his work at a company for steel production in Germany. He sent this photo to his parents in Palestine|~|حسن عثمان عرار (شمالاً) من قرية قراوة بني زيد شمال غرب رام الله، خلال عمله في شركة للحديد في ألمانيا. أرسل هذه الصورة الى أهله في فلسطين",,,,still image,1970s,1970/1979,حافلة، رجلان، المانيا، فلسطين، شركة، حديد، قراوة بني زيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/37673_ca_object_representations_media_126312_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/40899_ca_object_representations_media_126312_original.jpg,https://palarchive.org/index.php/Detail/objects/166005/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:37,9 March 2021 at 11:15:14,"Hasan Othman Arár; left, from Qarawat Bani Zeid northwest of Ramallah during his work at a company for steel production in Germany. He sent this photo to his parents in Palestine",حسن عثمان عرار (شمالاً) من قرية قراوة بني زيد شمال غرب رام الله، خلال عمله في شركة للحديد في ألمانيا. أرسل هذه الصورة الى أهله في فلسطين,,,,
ark:/13030/m52z8w9g,ark:/21198/z11602p2,,Work,223.0,0223.01.0010|~|166006|~|90380_ca_object_representations_media_126313_original.jpg,The Subhyya Arar Collection,,اساتذة وطالبات خلال رحلة مدرسية,Teachers and students on a school trip,"A trip to Askalan with Ramallah Secondary School. Shown in the photo; right to left, a staff member, the Arabic language teacher Fa'iq, Aminah al-Rimawi, Mleha, and Subhiya Arár|~|رحلة لمدرسة بنات رام الله الثانوية الى عسقلان (من اليمين): أحد العاملين في المدرسة، فائق أستاذ اللغة العربية، آمنة الريماوي، مليحة، وصبحية عرار)",,,,still image,1974,1974,طالبات، طالبة، أستاذ، رحلة، حطة، عقال، عسقلان، مدرسة، قارب، دولاب,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/41242_ca_object_representations_media_126313_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/6/3/90380_ca_object_representations_media_126313_original.jpg,https://palarchive.org/index.php/Detail/objects/166006/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhyya Arar Collection,9 September 2019 at 16:30:37,9 March 2021 at 11:15:14,"A trip to Askalan with Ramallah Secondary School. Shown in the photo; right to left, a staff member, the Arabic language teacher Fa'iq, Aminah al-Rimawi, Mleha, and Subhiya Arár",رحلة لمدرسة بنات رام الله الثانوية الى عسقلان (من اليمين): أحد العاملين في المدرسة، فائق أستاذ اللغة العربية، آمنة الريماوي، مليحة، وصبحية عرار),,,,
