Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1907pff,,,Collection,,,,,The Khalil Jaraisy Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5647d1p,ark:/21198/z1907pff,,Work,158.0,0158.01.0001|~|162975|~|87859_ca_object_representations_media_116492_original.jpg,The Khalil Jaraisy Collection,,استعراض كشفي في مدينة الناصرة,A scout parade in Nazareth,A scout parade in Nazareth|~|استعراض كشفي في مدينة الناصرة,,,,still image,15 June 1951,1951-06-15,استعراض،كشافة،الناصرة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/1464_ca_object_representations_media_116492_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/87859_ca_object_representations_media_116492_original.jpg,https://palarchive.org/index.php/Detail/objects/162975/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:28,9 March 2021 at 11:17:09,A scout parade in Nazareth,استعراض كشفي في مدينة الناصرة,,,,
ark:/13030/m52g5bq8,ark:/21198/z1907pff,,Work,158.0,0158.01.0002|~|162976|~|92225_ca_object_representations_media_116494_original.jpg,The Khalil Jaraisy Collection,,مجموعة رجال في دير المطران,Clergy at the Bishop Monetary,Clergy at the Bishop Monetary|~|مجموعة رجال في دير المطران,,,,still image,,,رجال، درج، دير المطران,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/90799_ca_object_representations_media_116494_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/92225_ca_object_representations_media_116494_original.jpg,https://palarchive.org/index.php/Detail/objects/162976/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:28,9 March 2021 at 11:17:09,Clergy at the Bishop Monetary,مجموعة رجال في دير المطران,,,,
ark:/13030/m58x13kd,ark:/21198/z1907pff,,Work,158.0,0158.01.0003|~|162977|~|39266_ca_object_representations_media_116496_original.jpg,The Khalil Jaraisy Collection,,خليل جرايسي مع بعض الأصدقاء,Khaleel Jaraysi with friends,Khaleel Jaraysi with friends|~|خليل جرايسي مع بعض الاصدقاء,,,,still image,22 March 1954,1954-03-22,رجال، أصدقاء,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/86620_ca_object_representations_media_116496_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/39266_ca_object_representations_media_116496_original.jpg,https://palarchive.org/index.php/Detail/objects/162977/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:28,9 March 2021 at 11:17:09,Khaleel Jaraysi with friends,خليل جرايسي مع بعض الاصدقاء,,,,
ark:/13030/m5n669p9,ark:/21198/z1907pff,,Work,158.0,0158.01.0004|~|162978|~|51935_ca_object_representations_media_116498_original.jpg,The Khalil Jaraisy Collection,,مجموعة من الرجال في الكروم,Men at al-Krum,Men walking on snow at al-Krum in 1952|~|مجموعة من الرجال يمشون في الثلج عام 1952 في الكروم,,,,still image,1952,1952,رجال،ثلج,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/25750_ca_object_representations_media_116498_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/4/51935_ca_object_representations_media_116498_original.jpg,https://palarchive.org/index.php/Detail/objects/162978/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,Men walking on snow at al-Krum in 1952,مجموعة من الرجال يمشون في الثلج عام 1952 في الكروم,,,,
ark:/13030/m5xq4v6j,ark:/21198/z1907pff,,Work,158.0,0158.01.0005|~|162979|~|55584_ca_object_representations_media_116500_original.jpg,The Khalil Jaraisy Collection,,لقطة تجمع مجموعة من الرجال,A photograph of men,"Shown in the photo; right to left, Khaleel Jaraysi, Ibrahim Nijm, and Jebra'el Khalef|~|لقطة تجمع من ياليمين خليل جرايسي وابراهيم نجم و جبرائيل خليف",,,,still image,,,رجال،بورتريه,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/31325_ca_object_representations_media_116500_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/55584_ca_object_representations_media_116500_original.jpg,https://palarchive.org/index.php/Detail/objects/162979/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,"Shown in the photo; right to left, Khaleel Jaraysi, Ibrahim Nijm, and Jebra'el Khalef",لقطة تجمع من ياليمين خليل جرايسي وابراهيم نجم و جبرائيل خليف,,,,
ark:/13030/m5579285,ark:/21198/z1907pff,,Work,158.0,0158.01.0006|~|162980|~|10873_ca_object_representations_media_116501_original.jpg,The Khalil Jaraisy Collection,,اصدقاء في ملعب,Friends on the playground,"Friends on the playground; left to right, Khaleel Jaraysi and Kareem Bajaly|~|من اليسار وقوفاً خليل جرايسي وصديقه كريم بجالي في ملعب الرسانة في حيفا",,,,still image,,,فتيان،ملعب,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/56416_ca_object_representations_media_116501_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/10873_ca_object_representations_media_116501_original.jpg,https://palarchive.org/index.php/Detail/objects/162980/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,"Friends on the playground; left to right, Khaleel Jaraysi and Kareem Bajaly",من اليسار وقوفاً خليل جرايسي وصديقه كريم بجالي في ملعب الرسانة في حيفا,,,,
ark:/13030/m5wq7t1q,ark:/21198/z1907pff,,Work,158.0,0158.01.0007|~|162981|~|15160_ca_object_representations_media_116503_original.jpg,The Khalil Jaraisy Collection,,رجل في كنيسة,A man in a church,Khaleel Jaraysi at the Basilica of the Annunciation  in Nazareth|~|خليل جرايسي في كنيسة البشارة في الناصرة,,,,still image,1953,1953,رجل،كنيسة البشارة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/78108_ca_object_representations_media_116503_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/15160_ca_object_representations_media_116503_original.jpg,https://palarchive.org/index.php/Detail/objects/162981/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,Khaleel Jaraysi at the Basilica of the Annunciation  in Nazareth,خليل جرايسي في كنيسة البشارة في الناصرة,,,,
ark:/13030/m5hf5jx4,ark:/21198/z1907pff,,Work,158.0,0158.01.0008|~|162982|~|49113_ca_object_representations_media_116505_original.jpg,The Khalil Jaraisy Collection,,بورتريه لرجل و امرأة,A portrait of a man and a women,Khaleel Jaraysi with his sister|~|خليل جرايسي مع شقيقته,,,,still image,1950 to 1955,1950/1955,رجل،اكرأة،بورتريه,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/37037_ca_object_representations_media_116505_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/49113_ca_object_representations_media_116505_original.jpg,https://palarchive.org/index.php/Detail/objects/162982/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,Khaleel Jaraysi with his sister,خليل جرايسي مع شقيقته,,,,
ark:/13030/m5cp4t6t,ark:/21198/z1907pff,,Work,158.0,0158.01.0009|~|162983|~|10721_ca_object_representations_media_116506_original.jpg,The Khalil Jaraisy Collection,,صديقان على سطح منزل,Two friends on the roof,Khaleel Jaraysi with his friend Elias As'ous on the roof of a house in Nazareth|~|خليل جرايسي مع صديقه الياس العسوس على سطح منزل في الناصرة,,,,still image,,,أصدقاء،بورتريه,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/46773_ca_object_representations_media_116506_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/5/10721_ca_object_representations_media_116506_original.jpg,https://palarchive.org/index.php/Detail/objects/162983/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Khalil Jaraisy Collection,9 September 2019 at 16:26:29,9 March 2021 at 11:17:09,Khaleel Jaraysi with his friend Elias As'ous on the roof of a house in Nazareth,خليل جرايسي مع صديقه الياس العسوس على سطح منزل في الناصرة,,,,
