Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1p6172b,,,Collection,,,,,The Azmi Zughier Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m56f3h8n,ark:/21198/z1p6172b,,Work,154.0,0154.01.0001|~|162788|~|42277_ca_object_representations_media_116283_original.jpg,The Azmi Zughier Collection,,الشهيد عزمي عبد الغني الصغير من مدينة الخليل استشهد خلال الاجتياح الإسرائيلي على جنوب لبنان,Shaheed Azmi Abdel-Ghani al-Zughaier from Hebron. He was killed during the Israeli invasion of southern Lebanon,"Shaheed Azmi Abdel-Ghani al-Zughaier; born in 1937 in Hebron. He joined the Palestinian Revolution in 1968 and was assigned as the commander of Tactical Communications . He was killed during the Israeli invasion of southern Lebanon on 27-6-1982. In the photo, Azmi is seen in his office in Tyre City. Throughout his life, he achieved many military ranks; including, Commander of Abu Yousef an-Najjar Squad, Commander of Attacks in Northern Palestine, and Commander of Joint Forces in southern Lebanon|~|الشهيد عزمي عبد المغني صغير من مدينة الخليل مواليد 1937 التحق بالثورة سنة 1968 كان قائد االرصد العسكري في الاغوار تم اغتياله في تاريخ 27-6-1982 اثناء الاجتياح الاسرائيلي لجنوب لبنان وهنا يظهر عزمي في الصورة وراء مكتبه الكائن في مدينة صور في لبنان حيث كان يشغل منصب قائد كتيبة ابو يوسف النجار وبعدها اخذ منصب قائد عمليات شمال فلسطين واخيرا كان قائد القوات المشتركة في جنوب لبنان",,,,still image,1980 to 1981,1980/1981,رجل من مدينة الخليل ، قائد القوات المشتركة جنوب لبنان شهيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/96774_ca_object_representations_media_116283_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/42277_ca_object_representations_media_116283_original.jpg,https://palarchive.org/index.php/Detail/objects/162788/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,"Shaheed Azmi Abdel-Ghani al-Zughaier; born in 1937 in Hebron. He joined the Palestinian Revolution in 1968 and was assigned as the commander of Tactical Communications . He was killed during the Israeli invasion of southern Lebanon on 27-6-1982. In the photo, Azmi is seen in his office in Tyre City. Throughout his life, he achieved many military ranks; including, Commander of Abu Yousef an-Najjar Squad, Commander of Attacks in Northern Palestine, and Commander of Joint Forces in southern Lebanon",الشهيد عزمي عبد المغني صغير من مدينة الخليل مواليد 1937 التحق بالثورة سنة 1968 كان قائد االرصد العسكري في الاغوار تم اغتياله في تاريخ 27-6-1982 اثناء الاجتياح الاسرائيلي لجنوب لبنان وهنا يظهر عزمي في الصورة وراء مكتبه الكائن في مدينة صور في لبنان حيث كان يشغل منصب قائد كتيبة ابو يوسف النجار وبعدها اخذ منصب قائد عمليات شمال فلسطين واخيرا كان قائد القوات المشتركة في جنوب لبنان,,,,
ark:/13030/m5kq5rg5,ark:/21198/z1p6172b,,Work,154.0,0154.01.0002|~|162789|~|1287_ca_object_representations_media_116284_original.jpg,The Azmi Zughier Collection,,قائد عسكري فلسطيني من عائلة الصغير من مدينة الخليل,A Palestinian Official from al-Zughaier Family - Hebron,Shaheed Azmi Abdel-Ghani al-Zughaier; a Palestinian Official from Hebron|~|عزمي عبد المغني الصغير، قائد عسكري من مدينة الخليل,,,,still image,1975 to 1976,1975/1976,رجل من مدينة الخليل ، قائد القوات المشتركة جنوب لبنان شهيد,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/38268_ca_object_representations_media_116284_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/1287_ca_object_representations_media_116284_original.jpg,https://palarchive.org/index.php/Detail/objects/162789/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,Shaheed Azmi Abdel-Ghani al-Zughaier; a Palestinian Official from Hebron,عزمي عبد المغني الصغير، قائد عسكري من مدينة الخليل,,,,
ark:/13030/m5fz50rt,ark:/21198/z1p6172b,,Work,154.0,0154.01.0003|~|162790|~|62924_ca_object_representations_media_116285_original.jpg,The Azmi Zughier Collection,,ياسر عرفات وعزمي الصغير في زيارة لليابان,Yassir Arafat and Azmi al-Zughaier on a visit to Japan,Late Palestinian President Yassir Arafat and Azmi al-Zughaier on their visit to Japan; in response to an official invitation from Japan|~|زيارة الرئيس الفلسطيني الراحل ياسر عرفات وعزمي عبد الغني الصغير لليابان حيث كانت الزيارة بدعوة رسمية من اليابان,,,,still image,1978,1978,زيارة، اليابان، رئيس فلسطين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/7299_ca_object_representations_media_116285_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/62924_ca_object_representations_media_116285_original.jpg,https://palarchive.org/index.php/Detail/objects/162790/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,Late Palestinian President Yassir Arafat and Azmi al-Zughaier on their visit to Japan; in response to an official invitation from Japan,زيارة الرئيس الفلسطيني الراحل ياسر عرفات وعزمي عبد الغني الصغير لليابان حيث كانت الزيارة بدعوة رسمية من اليابان,,,,
ark:/13030/m52s1fwb,ark:/21198/z1p6172b,,Work,154.0,0154.01.0004|~|162791|~|39972_ca_object_representations_media_116286_original.jpg,The Azmi Zughier Collection,,ياسر عرفات وعزمي نفاع في زيارة للصين,Yassir Arafat and Azmi Naffa' on a visit to China,Late Palestinian President Yassir Arafat and Azmi al-Zughaier on their visit to China.|~|زيارة الرئيس الراحل ياسر عرفات وعزمي الصغير للصين ويظهر الرئيس في الصورة وهو يؤدي السلام الوطني,,,,still image,1978,1978,زيارة، رئيس فلسطين، الصين، سلام وطني,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/77564_ca_object_representations_media_116286_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/39972_ca_object_representations_media_116286_original.jpg,https://palarchive.org/index.php/Detail/objects/162791/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,Late Palestinian President Yassir Arafat and Azmi al-Zughaier on their visit to China.,زيارة الرئيس الراحل ياسر عرفات وعزمي الصغير للصين ويظهر الرئيس في الصورة وهو يؤدي السلام الوطني,,,,
ark:/13030/m59676t4,ark:/21198/z1p6172b,,Work,154.0,0154.01.0005|~|162792|~|21331_ca_object_representations_media_116287_original.jpg,The Azmi Zughier Collection,,ياسر عرفات في اليابان,Yassir Arafat in Japan,"Late Palestinian President Yassir Arafat in Japan with his bodyguard Fathi al-Razam; to the left, and Azmi al-Zughaier|~|الرئيس الفلسطيني الراحل ياسر عرفات خلال استقباله في اليابان ويظهر معه في الصورة من اليسار فتحي الرازم وهو المرافق الشخصي للرئيس ياسر عرفات وعزمي الصغير",,,,still image,1978,1978,زيارة، استقبال، اليابان، رئيس فلسطين، رئيس اليابان,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/16207_ca_object_representations_media_116287_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/21331_ca_object_representations_media_116287_original.jpg,https://palarchive.org/index.php/Detail/objects/162792/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,"Late Palestinian President Yassir Arafat in Japan with his bodyguard Fathi al-Razam; to the left, and Azmi al-Zughaier",الرئيس الفلسطيني الراحل ياسر عرفات خلال استقباله في اليابان ويظهر معه في الصورة من اليسار فتحي الرازم وهو المرافق الشخصي للرئيس ياسر عرفات وعزمي الصغير,,,,
ark:/13030/m57f0jd1,ark:/21198/z1p6172b,,Work,154.0,0154.01.0006|~|162793|~|62500_ca_object_representations_media_116288_original.jpg,The Azmi Zughier Collection,,أشخاص من منظمة التحرير خلال التحضير للسفر الى اليابان والصين,Members of the PLO preparing for their trip to China and Japan,"Members of the PLO preparing for their trip to China and Japan. Shaheed Azmi al-Zughaier; on the right, and Fathi al-Razam; third to the right, are seen in the photo|~|من اليمين الشهيد عزمي الصغير والثالث من اليمين فتحي الرزام واخرين خلال تحضيرهم للسفر الى اليابان والصين",,,,still image,1978,1978,مجموعة، رجال، شنط سفر، اليابان، الصين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/43458_ca_object_representations_media_116288_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/62500_ca_object_representations_media_116288_original.jpg,https://palarchive.org/index.php/Detail/objects/162793/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,"Members of the PLO preparing for their trip to China and Japan. Shaheed Azmi al-Zughaier; on the right, and Fathi al-Razam; third to the right, are seen in the photo",من اليمين الشهيد عزمي الصغير والثالث من اليمين فتحي الرزام واخرين خلال تحضيرهم للسفر الى اليابان والصين,,,,
ark:/13030/m5z10zdc,ark:/21198/z1p6172b,,Work,154.0,0154.01.0007|~|162794|~|36037_ca_object_representations_media_116289_original.jpg,The Azmi Zughier Collection,,ياسر عرفات في منزل الشهيد عزمي الصغير,Yassir Arafat at Shaheed Azmi al-Zughaier's house,Yassir Arafat at Shaheed Azmi al-Zughaier's house in Tyre City|~|الشهيد عزمي الصغير في منزلة في مدينة صور مع الرئيس ياسر عرفات,,,,still image,1978,1978,رئيس فلسطين، منزل الشهيد عزمي الصغير,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/25549_ca_object_representations_media_116289_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/36037_ca_object_representations_media_116289_original.jpg,https://palarchive.org/index.php/Detail/objects/162794/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:14,9 March 2021 at 11:17:12,Yassir Arafat at Shaheed Azmi al-Zughaier's house in Tyre City,الشهيد عزمي الصغير في منزلة في مدينة صور مع الرئيس ياسر عرفات,,,,
ark:/13030/m5c6194r,ark:/21198/z1p6172b,,Work,154.0,0154.01.0008|~|162795|~|69648_ca_object_representations_media_116290_original.jpg,The Azmi Zughier Collection,,ياسر عرفات اثناء تفقده عناصر الجيش جنوب لبنان,Yassir Arafat inspecting soldiers in southern Lebanon,Shaheed Azmi al-Zughaier and body guards with Yassir Arafat during his inspection walk for the soldiers in the military bases in southern Lebanon|~|الشهيد عزمي الصغير ومجموعة من عناصر الحراسة مع الرئيس ياسر عرفات خلال تفقده عناصر الجيش في القواعد العسكرية جنوب لبنان,,,,still image,1977,1977,عناصر امن حراسة، رئيس فلسطين، جنوب لبنان صور,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/96648_ca_object_representations_media_116290_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/69648_ca_object_representations_media_116290_original.jpg,https://palarchive.org/index.php/Detail/objects/162795/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:15,9 March 2021 at 11:17:12,Shaheed Azmi al-Zughaier and body guards with Yassir Arafat during his inspection walk for the soldiers in the military bases in southern Lebanon,الشهيد عزمي الصغير ومجموعة من عناصر الحراسة مع الرئيس ياسر عرفات خلال تفقده عناصر الجيش في القواعد العسكرية جنوب لبنان,,,,
ark:/13030/m5mq2sjn,ark:/21198/z1p6172b,,Work,154.0,0154.01.0009|~|162796|~|14800_ca_object_representations_media_116291_original.jpg,The Azmi Zughier Collection,,ياسر عرفات وقادة من منظمة التحرير جنوب لبنان,Yassir Arafat and leaders from the PLO in southern Lebanon,Yassir Arafat and leaders from the PLO on a visit to the military forces in southern Lebanon|~|الرئيس الفلسطيني ياسر عرفات مع مجموعة من القادة في منظمة التحرير في زيارة للقوات العسكرية في جنوب لبنان,,,,still image,1975 to 1976,1975/1976,قادة في منظمة التحرير، رئيس فلسطين، جنوب لبنان، صور,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/52125_ca_object_representations_media_116291_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/6/2/14800_ca_object_representations_media_116291_original.jpg,https://palarchive.org/index.php/Detail/objects/162796/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Azmi Zughier Collection,9 September 2019 at 16:26:15,9 March 2021 at 11:17:12,Yassir Arafat and leaders from the PLO on a visit to the military forces in southern Lebanon,الرئيس الفلسطيني ياسر عرفات مع مجموعة من القادة في منظمة التحرير في زيارة للقوات العسكرية في جنوب لبنان,,,,
