Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1wq5pc9,,,Collection,,,,,The Nadia Qatatu Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5rv8c1v,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0001|~|163647|~|96879_ca_object_representations_media_117539_original.jpg,The Nadia Qatatu Collection,,إبراهيم قطاطو ونادية كيلة بالزي التقليدي الفلسطيني، 1949,"Ibrahim Qatato and Nadia Kayleh in Palestinian Traditional Clothing, 1949","Taken in 1949, this photograph shows Ibrahim Qatato ""Abu Issa"" and Nadia Kayleh ""Umm Issa"" from Birzeit in Palestinian traditional clothing on their wedding day, where Kayleh is seen in the Ramallah embroidered thobe and headcover while Qatato is seen in the traditional Qumbaz and the Hatta and Agal.|~|صورة تجمع كلا من إبراهيم قطاطو ""أبو عيسى"" ونادية كيلة ""أم عيسى"" من بيرزيت، مرتديان الزي التقليدي الفلسطيني في يوم الإكليل ""الزفاف""، حيث ارتدت نادية ثوباً مطرزاً وغطاء رأس خاصين بمنطقة رام الله، فيما رتدى إبراهيم قمبازا وحطة وعقالاً.",,,,still image,1949,1949,"رجل، امرأة، زفاف، زي تقليدي، حطة، عقال، دماية، حزان، ثوب فلاحي، ثوب مطرز، شال، زهور، وقاه، قطاطو، كيلة; Man, woman, wedding, traditional dress, Hatta, Agal, belt, villagers' dress, embroidered dress, Qatato, collage, Qumbaz",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/52182_ca_object_representations_media_117539_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/96879_ca_object_representations_media_117539_original.jpg,https://palarchive.org/index.php/Detail/objects/163647/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:21,11 January 2022 at 10:01:49,"Taken in 1949, this photograph shows Ibrahim Qatato ""Abu Issa"" and Nadia Kayleh ""Umm Issa"" from Birzeit in Palestinian traditional clothing on their wedding day, where Kayleh is seen in the Ramallah embroidered thobe and headcover while Qatato is seen in the traditional Qumbaz and the Hatta and Agal.","صورة تجمع كلا من إبراهيم قطاطو ""أبو عيسى"" ونادية كيلة ""أم عيسى"" من بيرزيت، مرتديان الزي التقليدي الفلسطيني في يوم الإكليل ""الزفاف""، حيث ارتدت نادية ثوباً مطرزاً وغطاء رأس خاصين بمنطقة رام الله، فيما رتدى إبراهيم قمبازا وحطة وعقالاً.",,,,
ark:/13030/m5cp4t8q,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0002|~|163648|~|452_ca_object_representations_media_117541_original.jpg,The Nadia Qatatu Collection,,امرأة في فستان الزفاف,A woman and her wedding dress,"Mary Qatato; from Birzeit, on her wedding day|~|ميري قطاطو، من بيرزيت يوم زفافها",,,,still image,1975,1975,"امرأة، عروسة، زهور، طرحة، فستان ابيض، حَلي، استديو، زفاف، قطاطو; Woman, bride, flower, veil, white dress, jewellery, studio, wedding, Qatato",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/8051_ca_object_representations_media_117541_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/452_ca_object_representations_media_117541_original.jpg,https://palarchive.org/index.php/Detail/objects/163648/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:21,9 March 2021 at 11:16:50,"Mary Qatato; from Birzeit, on her wedding day",ميري قطاطو، من بيرزيت يوم زفافها,,,,
ark:/13030/m5jf2m4t,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0003|~|163649|~|34073_ca_object_representations_media_117542_original.jpg,The Nadia Qatatu Collection,,بورتريه زفاف لعروسين,A portrait of a married couple,"A portrait taken at the wedding of Fo'ád al-Waháb; Ramallah, and Mary Qatato; Birzeit|~|بورتريه زفاف فؤاد الوهاب من رام الله وميري قطاطو من بيرزيت",,,,still image,1975,1975,"رجل، امرأة، عريس، عروسة، فستان ابيض، فستان زفاف، زهور، طرحة، بدلة، ربطة عنق، استديو، قطاطو; Man, woman, groom, bride, white dress, wedding dress, flowers, suit, necktie, studio, Qatato",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/26143_ca_object_representations_media_117542_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/34073_ca_object_representations_media_117542_original.jpg,https://palarchive.org/index.php/Detail/objects/163649/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:21,9 March 2021 at 11:16:50,"A portrait taken at the wedding of Fo'ád al-Waháb; Ramallah, and Mary Qatato; Birzeit",بورتريه زفاف فؤاد الوهاب من رام الله وميري قطاطو من بيرزيت,,,,
ark:/13030/m5dp1vcn,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0004|~|163650|~|36669_ca_object_representations_media_117544_original.jpg,The Nadia Qatatu Collection,,افراد من عائلة قطاطو,Members from Qatato Family,"Members from Qatato Family; including, Najat Qatato, and in front of her to the right, are Imad Qatato, Inám Kayleh, and Jád Qatato|~|افراد من عائلة قطاطو عَرف منها: نجاة قطاطو في الخلف، وأمامها يقف (من اليمين): عماد قطاطو، وانعام كيلة، وجاد قطاطو",,,,still image,1974,1974,"طبيعة، نساء، أطفال، قطاطو، أقارب; Nature, women, children, Qatato, relatives",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/40216_ca_object_representations_media_117544_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/36669_ca_object_representations_media_117544_original.jpg,https://palarchive.org/index.php/Detail/objects/163650/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:21,9 March 2021 at 11:16:50,"Members from Qatato Family; including, Najat Qatato, and in front of her to the right, are Imad Qatato, Inám Kayleh, and Jád Qatato",افراد من عائلة قطاطو عَرف منها: نجاة قطاطو في الخلف، وأمامها يقف (من اليمين): عماد قطاطو، وانعام كيلة، وجاد قطاطو,,,,
ark:/13030/m58x13n9,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0005|~|163651|~|78456_ca_object_representations_media_117545_original.jpg,The Nadia Qatatu Collection,,لقطة لعائلة قطاطو,A photograph of Qatato Family,"A photograph of Qatato Family. Shown in the photo; right to left, Nadia Qatato, Ya'qoub Qatato, unknown, Ibrahim Qatato, Jamal Qatato, unknown, Mariam Qatato, and Mazin Qatato; front. Someone named Jamal sent this photo to his family and wrote a letter on the back|~|صورة لعائلة قطاطو، (من اليمين) نادية قطاطو، يعقوب قطاطو، غير معروف، إبراهيم قطاطو،جمال قطاطو، غير معروف، مريم قطاطو ومن الأمام مازن قطاطو. الصورة من الخلف: إهداء من شخص يدعى جمال "" ذكرى ليوم الوداع أهديكم رسمي والعائلة معكم أهديها إلى الأخ إبراهيم وأمي والعائلة. جمال""",,,,still image,1960s,1960/1969,"رجال، نساء، مسنة، طفل، ثوب فلاحي، زي تقليدي، شال، تطريز فلسطيني، طبيعة، عائلة، قطاطو; Men, women, child, villagers' dress, traditional dress, scarf, Palestinian embroidery, nurture, family, Qatato",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/57952_ca_object_representations_media_117545_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/78456_ca_object_representations_media_117545_original.jpg,https://palarchive.org/index.php/Detail/objects/163651/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:21,9 March 2021 at 11:16:50,"A photograph of Qatato Family. Shown in the photo; right to left, Nadia Qatato, Ya'qoub Qatato, unknown, Ibrahim Qatato, Jamal Qatato, unknown, Mariam Qatato, and Mazin Qatato; front. Someone named Jamal sent this photo to his family and wrote a letter on the back","صورة لعائلة قطاطو، (من اليمين) نادية قطاطو، يعقوب قطاطو، غير معروف، إبراهيم قطاطو،جمال قطاطو، غير معروف، مريم قطاطو ومن الأمام مازن قطاطو. الصورة من الخلف: إهداء من شخص يدعى جمال "" ذكرى ليوم الوداع أهديكم رسمي والعائلة معكم أهديها إلى الأخ إبراهيم وأمي والعائلة. جمال""",,,,
ark:/13030/m57x42hx,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0006|~|163652|~|65236_ca_object_representations_media_117547_original.jpg,The Nadia Qatatu Collection,,طفلان من عائلة قطاطو,Two children from Qatato family,"Jád Qatato; right, and Imad Qatato|~|جاد قطاطو (يميناً) وعماد قطاطو",,,,still image,1970s,1970/1979,"أطفال، قطاطو; Children, Qatato",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/96992_ca_object_representations_media_117547_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/65236_ca_object_representations_media_117547_original.jpg,https://palarchive.org/index.php/Detail/objects/163652/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"Jád Qatato; right, and Imad Qatato",جاد قطاطو (يميناً) وعماد قطاطو,,,,
ark:/13030/m5vn22h0,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0007|~|163653|~|77002_ca_object_representations_media_117548_original.jpg,The Nadia Qatatu Collection,,فريق بيرزيت لكرة القدم,Birzeit Football Team,Birzeit Football Team players|~|أعضاء فريق كرة القدم لنادي بيرزيت,,,,still image,1970s,1970/1979,"فريق كرة قدم، كرة، زي موحد، جبل، قطاطو، فريق بيرزيت; Football team, unified outfit, mountain, Qatat, team, Birzeit team",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/50525_ca_object_representations_media_117548_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/77002_ca_object_representations_media_117548_original.jpg,https://palarchive.org/index.php/Detail/objects/163653/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,Birzeit Football Team players,أعضاء فريق كرة القدم لنادي بيرزيت,,,,
ark:/13030/m5hf5k1w,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0008|~|163654|~|58715_ca_object_representations_media_117550_original.jpg,The Nadia Qatatu Collection,,عمال يبنون منزل في بلدة بيرزيت,Workers building a house in Birzeit,"A portrait of Ibrahim Qatato; second, with other workers during the building of a house in the Old city of Birzeit. The photo was taken by Rida Burbar; a well known photographer from Birzeit|~|إبراهيم قطاطو (الثاني من الأعلى) ومجموعة من الرجال يعملون في بناء أحد المنازل في البلدة القدية في بيرزيت، قام بالتقطاها رضا بربار وهو مصور معروف في بلدة بيرزيت في تلك الفترة",,,,still image,1960s,1960/1969,"عمال بناء، بناء قيد الانشاء، رجال، حجارة، سلم، أدوات بناء، حطة، عقال، قطاطو، بيرزيت; Construction workers, under construction, men, rocks, ladder, construction tools, Hatta, Agal, Qatato, Birzeit",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/83948_ca_object_representations_media_117550_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/58715_ca_object_representations_media_117550_original.jpg,https://palarchive.org/index.php/Detail/objects/163654/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"A portrait of Ibrahim Qatato; second, with other workers during the building of a house in the Old city of Birzeit. The photo was taken by Rida Burbar; a well known photographer from Birzeit",إبراهيم قطاطو (الثاني من الأعلى) ومجموعة من الرجال يعملون في بناء أحد المنازل في البلدة القدية في بيرزيت، قام بالتقطاها رضا بربار وهو مصور معروف في بلدة بيرزيت في تلك الفترة,,,,
ark:/13030/m56n0x56,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0009|~|163655|~|34853_ca_object_representations_media_117552_original.jpg,The Nadia Qatatu Collection,,بورتريه لشاب مغترب,a portrait of an expatriated young man,"A portrait of Jamil Qatato in the USA. He sent this photo to his family in Birzeit and wrote ""This is my photograph at the church after the Sunday Prayer on 25/4/1954"" on the back|~|بورتريه لجميل قطاطو في أمريكا أرسلها الى أهله في بيرزيت. وكتب عليها من الخلف: ""أخذت صورتي هذه وأنا في جانب الكنيسة بعد صلاة يوم الأحد في 1954/4/25",,,,still image,1954,1954,"رجل، بدلة، ربطة عنق، طبيعة، منزل، قطاطو، بيرزيت، أمريكا، مغترب; Man, suit, necktie, nature house, Qatato, Birzeit, USA, expatriate",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/63876_ca_object_representations_media_117552_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/34853_ca_object_representations_media_117552_original.jpg,https://palarchive.org/index.php/Detail/objects/163655/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"A portrait of Jamil Qatato in the USA. He sent this photo to his family in Birzeit and wrote ""This is my photograph at the church after the Sunday Prayer on 25/4/1954"" on the back","بورتريه لجميل قطاطو في أمريكا أرسلها الى أهله في بيرزيت. وكتب عليها من الخلف: ""أخذت صورتي هذه وأنا في جانب الكنيسة بعد صلاة يوم الأحد في 1954/4/25",,,,
ark:/13030/m52w05hr,ark:/21198/z1wq5pc9,,Work,161.0,0161.01.0010|~|163656|~|85491_ca_object_representations_media_117554_original.jpg,The Nadia Qatatu Collection,,بورتريه لشاب يدرس في كلية بيرزيت,A portrait of a student at Birzeit University,A portrait of Jimi during his studies at Birzeit University|~|بورتريه ل جيمي وهو يدرس في كلية بيرزيت,,,,still image,1950s,1950/1959,"رجل، قبعة، بدلة، ربطة عنق، قطاطو; Man, hat, suit, necktie, Qatato",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/29835_ca_object_representations_media_117554_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/85491_ca_object_representations_media_117554_original.jpg,https://palarchive.org/index.php/Detail/objects/163656/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Qatatu Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,A portrait of Jimi during his studies at Birzeit University,بورتريه ل جيمي وهو يدرس في كلية بيرزيت,,,,
