Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1rz4xnk,,,Collection,,,,,The Najeh Burbar Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5f26p13,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0001|~|163657|~|16677_ca_object_representations_media_117555_original.jpg,The Najeh Burbar Collection,,بورتريه لرجل فلسطيني,A portrait of a Palestinian man,A portrait of Issa Ya'qoub Farah; from Birzeit. The Photo was taken after he migrated to the USA in 1914; trying to escape military service with the Uthmanic Army|~|بورتريه ل عيسى يعقوب فرح، من بيرزيت بعد أن هاجر الى الولايات المتحدة الامريكية عام 1914، هرباً من الخدمة العسكرية في الجيش العثماني,,,,still image,1930.0,1930.0,"رجل، طربوش، عصا، ربطة عنق، كرسي، استديو، أمريكا، بربار، خدمة عسكرية، جيش عثماني، أمريكا; Man, Tarbush, stick, necktie, chair, studio, USA, Burbar, military service, Uthmanic Army, USA",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/25278_ca_object_representations_media_117555_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/16677_ca_object_representations_media_117555_original.jpg,https://palarchive.org/index.php/Detail/objects/163657/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,A portrait of Issa Ya'qoub Farah; from Birzeit. The Photo was taken after he migrated to the USA in 1914; trying to escape military service with the Uthmanic Army,بورتريه ل عيسى يعقوب فرح، من بيرزيت بعد أن هاجر الى الولايات المتحدة الامريكية عام 1914، هرباً من الخدمة العسكرية في الجيش العثماني,,,,
ark:/13030/m5z10zhq,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0002|~|163658|~|60614_ca_object_representations_media_117556_original.jpg,The Najeh Burbar Collection,,زوجان في الزي التقليدي في زفافهما,A married couple in traditional dresses on their wedding day,Najih Azar Ya'qoub Burbar with his wife Baséma Shibly Khaleel Kayleh. The photo was taken on their wedding day|~|ناجح عازر يعقوب بربار وزوجته بسيمة شبلي خليل كيلة في حفل زفافهم,,,,still image,1945.0,1945.0,"ر جل، امرأة، زي تقليدي، بدلة، ربطة عنق، زهور، شال، ثوب فلاحي، ثوب مطرز، وقاه، حفل زفاف، عريس، عروس، بربار، زوجان; Man, woman, traditional dress, suit, necktie, flowers, scarf, villagers' dress, embroidered dress, wedding, groom, bride, Burbar, married couple",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/27761_ca_object_representations_media_117556_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/60614_ca_object_representations_media_117556_original.jpg,https://palarchive.org/index.php/Detail/objects/163658/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,Najih Azar Ya'qoub Burbar with his wife Baséma Shibly Khaleel Kayleh. The photo was taken on their wedding day,ناجح عازر يعقوب بربار وزوجته بسيمة شبلي خليل كيلة في حفل زفافهم,,,,
ark:/13030/m5t806sc,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0003|~|163659|~|84176_ca_object_representations_media_117557_original.jpg,The Najeh Burbar Collection,,عائلة من بلدة بيرزيت,A family from Birzeit,"Right to left, Azar Ayoub Hanna Burbar, Fareda al-Hajjeh, and Jamila|~|من يمين اللقطة عازر ايوب حنا بربار، فريدة الحجة وجميلة",,,,still image,1922.0,1922.0,"رجل، امرأة، فتاة، طفلة، زي تقليدي، دماية، حزام، طربوش، شال، ثوب مطرز، مجوهرات، حَلي، بربار، عائلة; Man, woman, girl, child, traditional dress, Qumbaz, belt, Tarbush, scarf, embroidered dress, jewellery, Burbar, family",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/75459_ca_object_representations_media_117557_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/84176_ca_object_representations_media_117557_original.jpg,https://palarchive.org/index.php/Detail/objects/163659/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"Right to left, Azar Ayoub Hanna Burbar, Fareda al-Hajjeh, and Jamila",من يمين اللقطة عازر ايوب حنا بربار، فريدة الحجة وجميلة,,,,
ark:/13030/m5jq8qc7,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0004|~|163660|~|71440_ca_object_representations_media_117558_original.jpg,The Najeh Burbar Collection,,بورتريه لامرأة,A portrait of a woman,"A portrait of Lila Musa, wife of Najih's brother. The photo was taken after the wedding|~|بورتريه ل ليلى موسى، زوجة شقيق ناجح بعد زفافهم",,,,still image,1970.0,1970.0,"امرأة، بربار; Woman, Burbar",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/30951_ca_object_representations_media_117558_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/71440_ca_object_representations_media_117558_original.jpg,https://palarchive.org/index.php/Detail/objects/163660/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,27 September 2022 at 9:14:24,"A portrait of Lila Musa, wife of Najih's brother. The photo was taken after the wedding",بورتريه ل ليلى موسى، زوجة شقيق ناجح بعد زفافهم,,,,
ark:/13030/m55j55mg,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0005|~|163661|~|68953_ca_object_representations_media_117560_original.jpg,The Najeh Burbar Collection,,بورتريه لشقيقان فلسطينيان,A portrait of Palestinian siblings,"A photograph of; right to left, Yousef Soliman Hanna Burbar; who served in the Turkish Army, and Ya'qoub Soliman Hanna Burbar. Yousef sent this photo to Ya'qoub when he was in the USA; who joined this photo with his|~|يظهر من يمين اللقطة يوسف سليمان حنا بربار الذي كان يخدم في الجيش التركي، وعلى يساره يعقوب سليمان حنا بربار، حيث ارسل يوسف صورته منفصلة الى يعقوب وهو في امريكا وقام يعقوب بجمعها بصورته",,,,still image,1925.0,1925.0,"رجل، زي تقليدي، زي عسكري، طربوش، بدلة، ربطة عنق، كراسي، طاولة، بربار، عثماني، شقيقانٍ، جيش، شقيقان; Man, traditional dress, military uniform, Tarbush, suit, necktie, chairs, table, Burbar, Uthmanic, siblings, army",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/99731_ca_object_representations_media_117560_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/68953_ca_object_representations_media_117560_original.jpg,https://palarchive.org/index.php/Detail/objects/163661/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"A photograph of; right to left, Yousef Soliman Hanna Burbar; who served in the Turkish Army, and Ya'qoub Soliman Hanna Burbar. Yousef sent this photo to Ya'qoub when he was in the USA; who joined this photo with his",يظهر من يمين اللقطة يوسف سليمان حنا بربار الذي كان يخدم في الجيش التركي، وعلى يساره يعقوب سليمان حنا بربار، حيث ارسل يوسف صورته منفصلة الى يعقوب وهو في امريكا وقام يعقوب بجمعها بصورته,,,,
ark:/13030/m5pg9g12,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0006|~|163662|~|9676_ca_object_representations_media_117561_original.jpg,The Najeh Burbar Collection,,امرأة بالزي التقليدي,A woman in the traditional dress,Naséfa Khalél Soliman Kayleh|~|نصيفة خليل سليمان كيلة,,,,still image,1945.0,1945.0,"امرأة، ثوب فلاحي، ثوب مطرز، زي تقليدي، حزام، شال، طاولة، زهور، طبيعة، بربار، كيليه; Woman, villagers' dress, embroidered dress, traditional dress, belt, scarf, table, flowers, nature, Burbar, Kayleyeh",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/80533_ca_object_representations_media_117561_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/9676_ca_object_representations_media_117561_original.jpg,https://palarchive.org/index.php/Detail/objects/163662/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,Naséfa Khalél Soliman Kayleh,نصيفة خليل سليمان كيلة,,,,
ark:/13030/m5995xc8,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0007|~|163663|~|25576_ca_object_representations_media_117562_original.jpg,The Najeh Burbar Collection,,رجل وامرأة فترة الخطوبة,An engaged couple,A photograph of Raféqa Musa Odeh and Jabir Issa al-Hajj taken during their engagement|~|يظهر في هذه اللقطة رفيقة موسى الخوري عودة وزوجها جابر عيسى الحج اثناء فترة خطوبتهما,,,,still image,1971.0,1971.0,"رجل، امرأة، زوجان، فستان، بدلة، ريطة عنق، بربار; Man, woman, married couple, suit, necktie, Burbar",,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/32845_ca_object_representations_media_117562_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/25576_ca_object_representations_media_117562_original.jpg,https://palarchive.org/index.php/Detail/objects/163663/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,A photograph of Raféqa Musa Odeh and Jabir Issa al-Hajj taken during their engagement,يظهر في هذه اللقطة رفيقة موسى الخوري عودة وزوجها جابر عيسى الحج اثناء فترة خطوبتهما,,,,
ark:/13030/m5s835pf,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0008|~|163664|~|43186_ca_object_representations_media_117563_original.jpg,The Najeh Burbar Collection,,افراد من عائلة بربار,Members from Burbar Family,"Members from Burbar Family; right to left, Azar, Nely, Nidal, their mother latifa Kayley and her sister Inám|~|افراد من عائلة بربار من اليمين الاطفال عازر، نيلي، نضال، ووالدتهم لطيفة كيلة وشقيقتها انعام",,,,still image,1967.0,1967.0,"عائلة، جدة، ام، أطفال، امرأة، ثوب فلاحي، ثوب مطرز، شال، زي تقليدي، ستائر، بربار; Family, grandmother, children, mother, woman, villagers' dress, embroidered dress, traditional dress, scarf, curtains, Burbar",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/28256_ca_object_representations_media_117563_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/43186_ca_object_representations_media_117563_original.jpg,https://palarchive.org/index.php/Detail/objects/163664/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:22,9 March 2021 at 11:16:50,"Members from Burbar Family; right to left, Azar, Nely, Nidal, their mother latifa Kayley and her sister Inám",افراد من عائلة بربار من اليمين الاطفال عازر، نيلي، نضال، ووالدتهم لطيفة كيلة وشقيقتها انعام,,,,
ark:/13030/m5x13xcb,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0009|~|163665|~|67301_ca_object_representations_media_117564_original.jpg,The Najeh Burbar Collection,,بورتريه لعائلة بربار,A portrait of the members from Burbar Family,"A portrait of the members from Burbar Family; right to left, aunt Jamila Burbar; holding Najih, Azar and his son Rajih in front of him, latifa Kayleh; Najih's mother, and Rajeh|~|من يمين هذه اللقطة العمة جميلة بربار وهي تحمل ناجح، عازر وامامه ابنه راجح، ولطيفة كيلة والدة ناجح وراجح",,,,still image,1932.0,1932.0,"عائلة، اب، ام ، أطفال، رجل، امرأة، طربوش، زي تقليدي، وقاه، تطريز، بربار; Family, father, mother, children, man, woman, Tarbush, traditional dress, embroidery, Burbar",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/31970_ca_object_representations_media_117564_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/67301_ca_object_representations_media_117564_original.jpg,https://palarchive.org/index.php/Detail/objects/163665/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:23,9 March 2021 at 11:16:50,"A portrait of the members from Burbar Family; right to left, aunt Jamila Burbar; holding Najih, Azar and his son Rajih in front of him, latifa Kayleh; Najih's mother, and Rajeh",من يمين هذه اللقطة العمة جميلة بربار وهي تحمل ناجح، عازر وامامه ابنه راجح، ولطيفة كيلة والدة ناجح وراجح,,,,
ark:/13030/m5mm438h,ark:/21198/z1rz4xnk,,Work,162.0,0162.01.0010|~|163666|~|30420_ca_object_representations_media_117566_original.jpg,The Najeh Burbar Collection,,عمال,Workers,Najih Burbar during his work as a carpenter workshop affiliated with the British Army during World War II|~|اثناء عمل ناجح بربار في مهنة النجارة في منجرة كانت تابعة للجيش البريطاني اثناء الحرب العالمية الثانية,,,,still image,1948.0,1948.0,"رجال، منجر، بيت جالا، بربار، تجارة، بيت نبالا; Men, carpentry, Beit Jala, Burbar, trade, Beit Nabala",,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/13608_ca_object_representations_media_117566_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/5/30420_ca_object_representations_media_117566_original.jpg,https://palarchive.org/index.php/Detail/objects/163666/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Najeh Burbar Collection,9 September 2019 at 16:27:23,9 March 2021 at 11:16:50,Najih Burbar during his work as a carpenter workshop affiliated with the British Army during World War II,اثناء عمل ناجح بربار في مهنة النجارة في منجرة كانت تابعة للجيش البريطاني اثناء الحرب العالمية الثانية,,,,
