,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
0,ark:/21198/z11g65w1,,,Collection,,,,,The Nadia Mikhail Abboushi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
1,ark:/13030/m5r0017r,ark:/21198/z11g65w1,,Work,160.0,0160.01.0001|~|163412|~|96902_ca_object_representations_media_117207_original.jpg,The Nadia Mikhail Abboushi Collection,,رجال في مضافة دار عواد,Men at Dar Awwad's guesthouse,"A photograph of men from Awwad Family at Dar Awwad's guesthouse. Shown right to left, Butrus Édeh, Hanna al-Qisses, Michael Hanna, Khalél Édeh, Ibrahim al-Qaisy, Khalél al-Sá', Hanna al-Az'at, Musa al-Az'at, and Issa Édeh.|~|لقطة تجمع عدد من رجال حمولة عواد في مضافتهم ""دار عواد"" ويظهر فيها من اليمين: بطرس عيدة ،حنا القسيس.ميخائيل حنا، خليل عيده، ابراهيم القيسي، خليل الصاع، حنا الازعط، موسى الازعط، عيسى عيده، تم تلوين هذه الصورة حديثا عن طريق برنامج الفوتوشوب.",,,,still image,1890,1890,مضافة دار عواد، ارجيلة، قهوة، رجال، سجاد، حذاء، زي تقليدي، قمباز، عمامة، مهباج، شباك,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/20645_ca_object_representations_media_117207_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/96902_ca_object_representations_media_117207_original.jpg,https://palarchive.org/index.php/Detail/objects/163412/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:02,9 March 2021 at 11:16:56,"A photograph of men from Awwad Family at Dar Awwad's guesthouse. Shown right to left, Butrus Édeh, Hanna al-Qisses, Michael Hanna, Khalél Édeh, Ibrahim al-Qaisy, Khalél al-Sá', Hanna al-Az'at, Musa al-Az'at, and Issa Édeh.","لقطة تجمع عدد من رجال حمولة عواد في مضافتهم ""دار عواد"" ويظهر فيها من اليمين: بطرس عيدة ،حنا القسيس.ميخائيل حنا، خليل عيده، ابراهيم القيسي، خليل الصاع، حنا الازعط، موسى الازعط، عيسى عيده، تم تلوين هذه الصورة حديثا عن طريق برنامج الفوتوشوب.",,,,
2,ark:/13030/m54f9f1b,ark:/21198/z11g65w1,,Work,160.0,0160.01.0002|~|163413|~|36903_ca_object_representations_media_117208_original.jpg,The Nadia Mikhail Abboushi Collection,,صورة تذكارية زفاف ميخائيل ووديعة اسعد,Michael and Wadeé'a As'ad's wedding,"A memorial photograph taken at Dawood Michael and Wadeé'a As'ad's wedding; held at Odeh Hotel in Ramallah. It's said that guests were from Syria and Lebanon but live in Jerusalem, while others are from Ramallah; which why they are seen in the traditional dress. Shown in the photo, Dawood Michael, Wadeé'a As'ad, Grandpa Khalél Michael, Antonius As'ad, Zoya As'ad, Juries Michael, Sara Michael; a nun at Saint-Joseph Church, Louis As'ad, Wadé As'ad, Azéza Michael, Ibrahim Michael, James Summerfield, Umri Wadé, John As'ad, Mariam Salameh Michael, Alice As'ad, Sadéq As'ad, Issaq Michael, and children; Jamila Michael, Nuhél, George Michael, Anita Dimiany, Rany Summerfield, Ni'meh Michael, Ighnés Summerfield, and Jád Michael.|~|لقطة تذكارية تجمع اقارب العروسان داوود ميخائيل ووديعة سعادة في زفافهما الذي اقيم في فندق عودة في رام الله وقد عرف منهم: العروسان ميخائيل ،وديعة اسعد، الجد خليل ميخائيل، انطونيوس اسعد،زويا اسعد ، جريس ميخائيل، سارة ميخائيل وهي الان راهبة في مار يوسف،لويس اسعد، وديع اسعد، عزيزة ميخائيل، ابراهيم ميخائيل، جيمس سمرفيل، اُمري وديع ، جون اسعد، مريم سلامة ميخائيل،اليس اسعد، جنبها صديق اسعد، اسحاق ميخائيل ،والاطفال من اليمين، جميلة ميخائيل، نهيل، جورج ميخائيل، انيتا دمياني، راني سمرفيل، نعمة ميخائيل، اغنيس سمرفيل، اخر طفل ع اليسار جاد ميخائيل. وبحسب الرواي فإن بعض المدعوين من سوريا ولبنان لكن يسكنون القدس والبعض الاخر من رام الله وقراها لذلك نجدهم بالثوب الفلاحي.",,,,still image,1930s,1930/1939,زفاف، عريس، عروسة، زي تقليدي، فتسان زفاف ابيض، ورد، اطفال، رجال، نساء، بدلة، ربطة عنق، زي رسمي، قبعة، سجاد، عصا، جدار، شباك، عائلة ميخائيل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/7844_ca_object_representations_media_117208_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/36903_ca_object_representations_media_117208_original.jpg,https://palarchive.org/index.php/Detail/objects/163413/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:02,9 March 2021 at 11:16:56,"A memorial photograph taken at Dawood Michael and Wadeé'a As'ad's wedding; held at Odeh Hotel in Ramallah. It's said that guests were from Syria and Lebanon but live in Jerusalem, while others are from Ramallah; which why they are seen in the traditional dress. Shown in the photo, Dawood Michael, Wadeé'a As'ad, Grandpa Khalél Michael, Antonius As'ad, Zoya As'ad, Juries Michael, Sara Michael; a nun at Saint-Joseph Church, Louis As'ad, Wadé As'ad, Azéza Michael, Ibrahim Michael, James Summerfield, Umri Wadé, John As'ad, Mariam Salameh Michael, Alice As'ad, Sadéq As'ad, Issaq Michael, and children; Jamila Michael, Nuhél, George Michael, Anita Dimiany, Rany Summerfield, Ni'meh Michael, Ighnés Summerfield, and Jád Michael.",لقطة تذكارية تجمع اقارب العروسان داوود ميخائيل ووديعة سعادة في زفافهما الذي اقيم في فندق عودة في رام الله وقد عرف منهم: العروسان ميخائيل ،وديعة اسعد، الجد خليل ميخائيل، انطونيوس اسعد،زويا اسعد ، جريس ميخائيل، سارة ميخائيل وهي الان راهبة في مار يوسف،لويس اسعد، وديع اسعد، عزيزة ميخائيل، ابراهيم ميخائيل، جيمس سمرفيل، اُمري وديع ، جون اسعد، مريم سلامة ميخائيل،اليس اسعد، جنبها صديق اسعد، اسحاق ميخائيل ،والاطفال من اليمين، جميلة ميخائيل، نهيل، جورج ميخائيل، انيتا دمياني، راني سمرفيل، نعمة ميخائيل، اغنيس سمرفيل، اخر طفل ع اليسار جاد ميخائيل. وبحسب الرواي فإن بعض المدعوين من سوريا ولبنان لكن يسكنون القدس والبعض الاخر من رام الله وقراها لذلك نجدهم بالثوب الفلاحي.,,,,
3,ark:/13030/m5715qrb,ark:/21198/z11g65w1,,Work,160.0,0160.01.0003|~|163414|~|34523_ca_object_representations_media_117209_original.jpg,The Nadia Mikhail Abboushi Collection,,عروسان في استديو,A married couple in a studio,A photograph of the newlyweds Saméh Aboushi and Sdoda Zughaier|~|العروسان سميح عبوشي و زوجته صدودة الصغيّر,,,,still image,,,زفاف، عريس، عروسة، فستان ابيض، بدلة رسمية، ربطة عنق، ورد، قبعة، استديو، قفازات، عائلة عبوشي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/38653_ca_object_representations_media_117209_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/34523_ca_object_representations_media_117209_original.jpg,https://palarchive.org/index.php/Detail/objects/163414/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:02,9 March 2021 at 11:16:56,A photograph of the newlyweds Saméh Aboushi and Sdoda Zughaier,العروسان سميح عبوشي و زوجته صدودة الصغيّر,,,,
4,ark:/13030/m5mh5cvs,ark:/21198/z11g65w1,,Work,160.0,0160.01.0004|~|163415|~|22033_ca_object_representations_media_117210_original.jpg,The Nadia Mikhail Abboushi Collection,,افراد من عائلة العبوشي,Members from Aboushi Family,"A photograph of Saméh Aboushi; right, with his wife Sdoda Zughaier and their children Samih and Saméh Aboushi|~|لقطة يظهر فيها سميح عبوشي من اليمين مع زوجته صدودة الصغيّر وطفلهما سامح سميح عبوشي",,,,still image,,,استوديو، عائلة عبوشي، امرأة، رجل، طفل، بدلة، ربطة عنق، فستان,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/13632_ca_object_representations_media_117210_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/22033_ca_object_representations_media_117210_original.jpg,https://palarchive.org/index.php/Detail/objects/163415/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:02,9 March 2021 at 11:16:56,"A photograph of Saméh Aboushi; right, with his wife Sdoda Zughaier and their children Samih and Saméh Aboushi",لقطة يظهر فيها سميح عبوشي من اليمين مع زوجته صدودة الصغيّر وطفلهما سامح سميح عبوشي,,,,
5,ark:/13030/m53g2d0v,ark:/21198/z11g65w1,,Work,160.0,0160.01.0005|~|163416|~|3281_ca_object_representations_media_117212_original.jpg,The Nadia Mikhail Abboushi Collection,,امرأة بالزي التقليدي الفلسطيني,A woman in the Palestinian dress,A woman named Zaréfa in the Palestinian dress|~|السيدة زريفة بالزي الفلسطيني التقليدي,,,,still image,,,استوديو، امرأة، زي تقليدي، ثوب، مجوهراتـ تطريز، وقاه، شطوة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/64399_ca_object_representations_media_117212_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/3281_ca_object_representations_media_117212_original.jpg,https://palarchive.org/index.php/Detail/objects/163416/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,A woman named Zaréfa in the Palestinian dress,السيدة زريفة بالزي الفلسطيني التقليدي,,,,
6,ark:/13030/m5v19v41,ark:/21198/z11g65w1,,Work,160.0,0160.01.0006|~|163417|~|51008_ca_object_representations_media_117213_original.jpg,The Nadia Mikhail Abboushi Collection,,عروسان في استديو,A married couple in a studio,A wedding photograph of Dawood Michael and Wadeé'a As'ad. The photo was taken at a studio in Jerusalem|~|لقطة زفاف ل داوود ميخائيل ووديعة اسعد في احد استديوهات مدينة القدس,,,,still image,1930s,1930/1939,استوديو، زفاف، عريس، عروسة، فستان ابيض، بدلة رسمية، ربطة عنق، ورد، قبعة، استديو، قفازات، عائلة ميخائيل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/9889_ca_object_representations_media_117213_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/51008_ca_object_representations_media_117213_original.jpg,https://palarchive.org/index.php/Detail/objects/163417/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,A wedding photograph of Dawood Michael and Wadeé'a As'ad. The photo was taken at a studio in Jerusalem,لقطة زفاف ل داوود ميخائيل ووديعة اسعد في احد استديوهات مدينة القدس,,,,
7,ark:/13030/m5jf2m3c,ark:/21198/z11g65w1,,Work,160.0,0160.01.0007|~|163418|~|19936_ca_object_representations_media_117214_original.jpg,The Nadia Mikhail Abboushi Collection,,مسنان من عائلة ميخائيل,Elders from Michael Family,"Dawood Michael and Wadeé'a As'ad at their house in Ramallah, with a painting of them on the wall; painted by their granddaughter Fatin Tubasi|~|داوود ميخائيل، وديعة اسعد في داخل منزلهما في رام الله ويظهر خلفهما لوحة تجمعهما رسمت على يد حفيدتهما فاتن طوباسي.",,,,still image,1960s,1960/1969,مسن، مسنة، امرأة، رجل، كوب، شاي، كنبة، اطار، صورة، لوحة رسم، قبعة، بدلة، ربطة عنق، عائلة ميخائيل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/23452_ca_object_representations_media_117214_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/19936_ca_object_representations_media_117214_original.jpg,https://palarchive.org/index.php/Detail/objects/163418/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,"Dawood Michael and Wadeé'a As'ad at their house in Ramallah, with a painting of them on the wall; painted by their granddaughter Fatin Tubasi",داوود ميخائيل، وديعة اسعد في داخل منزلهما في رام الله ويظهر خلفهما لوحة تجمعهما رسمت على يد حفيدتهما فاتن طوباسي.,,,,
8,ark:/13030/m5909t3v,ark:/21198/z11g65w1,,Work,160.0,0160.01.0008|~|163419|~|73586_ca_object_representations_media_117215_original.jpg,The Nadia Mikhail Abboushi Collection,,زوجان من عائلة عبوشي,A married couple from Aboushi Family,A photograph of Samih Aboushi and his wife Nadia Michael on Christmas|~|لقطة تجمع الزوجان سامح وناديا ميخائيل عبوشي في فترة الاعياد,,,,still image,,,رجل، امرأة، شمع، طاولة، ورد، تطريز، كنبة، مقعد، بدلة، ربطة عنق، اطار، عائلة عبوشي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/86584_ca_object_representations_media_117215_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/73586_ca_object_representations_media_117215_original.jpg,https://palarchive.org/index.php/Detail/objects/163419/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,A photograph of Samih Aboushi and his wife Nadia Michael on Christmas,لقطة تجمع الزوجان سامح وناديا ميخائيل عبوشي في فترة الاعياد,,,,
9,ark:/13030/m5hf5k0f,ark:/21198/z11g65w1,,Work,160.0,0160.01.0009|~|163420|~|95331_ca_object_representations_media_117216_original.jpg,The Nadia Mikhail Abboushi Collection,,طالبات يلهون داخل الصف,Students playing in the classroom,"Lames Naser, Katie, and Hala in the classroom with their teacher Mai Naser.|~|لقطة تجمع عدد من الطالبات وقد عُرف منهن: لميس ناصر ، كيتي، هالة ، مع المعلمة مي ناصر داخل الصف.",,,,still image,1950s,1950/1959,فتيات، مذياع، لعب، ملصق,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/15022_ca_object_representations_media_117216_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/95331_ca_object_representations_media_117216_original.jpg,https://palarchive.org/index.php/Detail/objects/163420/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,"Lames Naser, Katie, and Hala in the classroom with their teacher Mai Naser.",لقطة تجمع عدد من الطالبات وقد عُرف منهن: لميس ناصر ، كيتي، هالة ، مع المعلمة مي ناصر داخل الصف.,,,,
10,ark:/13030/m5n669qr,ark:/21198/z11g65w1,,Work,160.0,0160.01.0010|~|163421|~|16160_ca_object_representations_media_117218_original.jpg,The Nadia Mikhail Abboushi Collection,,طالبات في مختبر الكيماء,Students in the chemistry lab,Friends School students with their chemistry teacher Mr. Fo'ad Al-Zro at the chemistry lab at school|~|لقطة تجمع فتيات مدرسة الفريندز مع استاذ الكيمياء فؤاد الزرو في احد مختبرات المدرسة.,,,,still image,1950s,1950/1959,مدرسة الفريندز، مختبر، ادوات مختبر، استاذ، رجل، فتيات، طالبات، زي موحد، بدلة، ربطة عنق، كيمياء,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/96420_ca_object_representations_media_117218_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/7/2/16160_ca_object_representations_media_117218_original.jpg,https://palarchive.org/index.php/Detail/objects/163421/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nadia Mikhail Abboushi Collection,9 September 2019 at 16:27:03,9 March 2021 at 11:16:56,Friends School students with their chemistry teacher Mr. Fo'ad Al-Zro at the chemistry lab at school,لقطة تجمع فتيات مدرسة الفريندز مع استاذ الكيمياء فؤاد الزرو في احد مختبرات المدرسة.,,,,
