Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1dc3mg8,,,Collection,,,,,The Sareyyet Ramallah-First Ramallah Group Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5jb3k0z,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0001|~|27479|~|25237_ca_object_representations_media_15353_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,صورة لأعضاءٍ من سرية رام الله,A Photograph of Sareyyet Ramallah Members,A colour photograph of members of the First Ramallah Scout Group (Sareyyet Ramallah).  |~|صورة ملونة ترصد أعضاءً لسرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",color photographs,eng,still image,September 1964; Date created,1964-09,,,Social History,Kodachrome print  made by kodak sept. 64p 1|~|صورة باستخدام فيلم كوداكروم من شركة كوداك,image/jpeg,4237,6130,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/64818_ca_object_representations_media_15353_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/25237_ca_object_representations_media_15353_original.jpg,https://palarchive.org/index.php/Detail/objects/27479/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,No,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:53,10 March 2021 at 10:32:45,A colour photograph of members of the First Ramallah Scout Group (Sareyyet Ramallah).,صورة ملونة ترصد أعضاءً لسرية رام الله الأولى.,color photographs,Kodachrome print  made by kodak sept. 64p 1,صورة باستخدام فيلم كوداكروم من شركة كوداك,
ark:/13030/m5p349pt,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0002|~|27480|~|21218_ca_object_representations_media_15355_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,صورة من مخيم كشفي تابع لسرية رام الله الأولى,A Photograph of a Sareyyet Ramallah Scout Camp,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).  |~|صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,Social History,,image/jpeg,3349,4659,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/6251_ca_object_representations_media_15355_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/21218_ca_object_representations_media_15355_original.jpg,https://palarchive.org/index.php/Detail/objects/27480/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:53,10 March 2021 at 10:32:45,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).,صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,black-and-white photographs,,,
ark:/13030/m5wm8s1n,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0003|~|27481|~|69693_ca_object_representations_media_15356_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,أحد أعضاء كشافة مجموعة سرية رام الله الأولى,One of the members of the First Ramallah Scout Group (Sareyyet Ramallah),A black-and-white photograph of one of the members of the First Ramallah Scout Group (Sareyyet Ramallah)|~|صورة غير ملونة التقطت لأحد أعضاء كشافة مجموعة سرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,,,,,,,image/jpeg,3456,4706,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/80923_ca_object_representations_media_15356_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/69693_ca_object_representations_media_15356_original.jpg,https://palarchive.org/index.php/Detail/objects/27481/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:53,9 March 2021 at 19:25:06,A black-and-white photograph of one of the members of the First Ramallah Scout Group (Sareyyet Ramallah),صورة غير ملونة التقطت لأحد أعضاء كشافة مجموعة سرية رام الله الأولى.,color photographs,,,
ark:/13030/m55219rk,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0004|~|27482|~|67912_ca_object_representations_media_15357_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,رئيس سرية رام الله الأولى جميل مزرعاوي,Jamil Mazra'awi; Head of the First Ramallah Scout Group (Sareyyet Ramallah),A black-and-white photograph Jamil Mazra'awi; Head of the First Ramallah Scout Group (Sareyyet Ramallah)|~|صورة غير ملونة التقطت لرئيس سرية رام الله الأولى جميل مزرعاوي خلال فترة توليه رئاسة السرية.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,جميل مزرعاوي رئيس سرية رام الله الأولى|~|Jamil Mazra'awi; Head of the First Ramallah Scout Group (Sareyyet Ramallah),image/jpeg,5472,3862,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/2224_ca_object_representations_media_15357_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/67912_ca_object_representations_media_15357_original.jpg,https://palarchive.org/index.php/Detail/objects/27482/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:53,9 March 2021 at 19:25:06,A black-and-white photograph Jamil Mazra'awi; Head of the First Ramallah Scout Group (Sareyyet Ramallah),صورة غير ملونة التقطت لرئيس سرية رام الله الأولى جميل مزرعاوي خلال فترة توليه رئاسة السرية.,black-and-white photographs,جميل مزرعاوي رئيس سرية رام الله الأولى,Jamil Mazra'awi; Head of the First Ramallah Scout Group (Sareyyet Ramallah),
ark:/13030/m5rv818v,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0005|~|27483|~|26085_ca_object_representations_media_15358_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,أعضاء سرية رام الله مع رئيسها السابق جميل مزرعاوي,Members of the First Ramallah Scout Group (Sareyyet Ramallah) with its former Head Jamil Mazra'awi,A black-and-white photograph of the members of the First Ramallah Scout Group (Sareyyet Ramallah) with its former Head Jamil Mazra'awi|~|صورة غير ملونة التقطت لمجموعة من أعضاء سرية رام الله الأولى مع رئيس السرية في حينه جميل مزرعاوي.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,جميل|~|Jamil,image/jpeg,3969,5494,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/52142_ca_object_representations_media_15358_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/26085_ca_object_representations_media_15358_original.jpg,https://palarchive.org/index.php/Detail/objects/27483/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:53,9 March 2021 at 19:25:06,A black-and-white photograph of the members of the First Ramallah Scout Group (Sareyyet Ramallah) with its former Head Jamil Mazra'awi,صورة غير ملونة التقطت لمجموعة من أعضاء سرية رام الله الأولى مع رئيس السرية في حينه جميل مزرعاوي.,black-and-white photographs,جميل,Jamil,
ark:/13030/m5190k2q,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0006|~|27484|~|51017_ca_object_representations_media_15360_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,مجموعة من أعضاء سرية رام الله الأولى,A group of members of the First Ramallah Scout Group (Sareyyet Ramallah),A black-and-white photograph of the members of the First Ramallah Scout Group (Sareyyet Ramallah)|~|صورة غير ملونة التقطت لأعضاء في سرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,,,image/jpeg,3440,4683,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/93806_ca_object_representations_media_15360_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/51017_ca_object_representations_media_15360_original.jpg,https://palarchive.org/index.php/Detail/objects/27484/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:54,9 March 2021 at 19:25:06,A black-and-white photograph of the members of the First Ramallah Scout Group (Sareyyet Ramallah),صورة غير ملونة التقطت لأعضاء في سرية رام الله الأولى.,black-and-white photographs,,,
ark:/13030/m58t22hf,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0007|~|27485|~|81427_ca_object_representations_media_15361_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,صورة لأعضاءٍ من سرية رام الله,A Photograph of Sareyyet Ramallah Members,A black-and-white photograph of members of the First Ramallah Scout Group (Sareyyet Ramallah).  |~|صورة غير ملونة ترصد أعضاءً لسرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,Social History|~|Women,,image/jpeg,4191,4467,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/60693_ca_object_representations_media_15361_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/81427_ca_object_representations_media_15361_original.jpg,https://palarchive.org/index.php/Detail/objects/27485/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,,No,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:54,10 March 2021 at 10:32:45,A black-and-white photograph of members of the First Ramallah Scout Group (Sareyyet Ramallah).,صورة غير ملونة ترصد أعضاءً لسرية رام الله الأولى.,black-and-white photographs,,,
ark:/13030/m5dk2t7s,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0008|~|27486|~|53910_ca_object_representations_media_15362_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,صورة من مخيم كشفي تابع لسرية رام الله الأولى,A Photograph of a Sareyyet Ramallah Scout Camp,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).  |~|صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,Social History,,image/jpeg,3747,6092,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/82822_ca_object_representations_media_15362_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/53910_ca_object_representations_media_15362_original.jpg,https://palarchive.org/index.php/Detail/objects/27486/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:54,10 March 2021 at 10:32:45,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).,صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,black-and-white photographs,,,
ark:/13030/m5n378jf,ark:/21198/z1dc3mg8,,Work,33.0,0033.01.0009|~|27487|~|64430_ca_object_representations_media_15363_original.jpg,The Sareyyet Ramallah-First Ramallah Group Collection,Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,صورة من مخيم كشفي تابع لسرية رام الله الأولى,A Photograph of a Sareyyet Ramallah Scout Camp,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).  |~|صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,"Ozrail Samar, ""The Saryyet Ramallah Collection"", archival inventory, 31 July - 2 October 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,Social History,,image/jpeg,3946,6053,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/12231_ca_object_representations_media_15363_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/3/64430_ca_object_representations_media_15363_original.jpg,https://palarchive.org/index.php/Detail/objects/27487/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Sareyyet Ramallah-First Ramallah Group Collection | Sareyyet Ramallah-First Ramallah Group Sub-collection 1: Photographs,5 September 2018 at 9:28:54,10 March 2021 at 10:32:45,A photograph of a scout camp organised by the First Ramallah Scout Group (Sareyyet Ramallah).,صورة ترصد جانبًا من مخيم كشفي من تنظيم سرية رام الله الأولى.,black-and-white photographs,,,
