Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1f81z6b,,,Collection,,,,,The Mohammad abu Soud Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m56x72x4,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0001|~|183385|~|95543_ca_object_representations_media_144920_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,اشخاص اقارب من عائلة ابو السعود من سكان بلدة رفيديا في مدينة نابلس,"Relatives of Abu as-Sʿud Family from Rafedia, Nablus","Taken in 1973, this photograph features relatives of Abu as-Sʿud Family from Rafedia, Nablus. Shown right to left, Mohammad Hamid Abu as-Sʿud, Ghazi Abu as-Sʿud, Asʿad Ṣaleh ʿabdallah, ʿumar Abu as-Sʿud, and children. |~|افراد اقارب من عائلة ابو السعود من بلدة رفيديا في نابلس وهم من اليمين: محمد حامد أبو السعود، غازي ابو السعود، أسعد صالح عبدالله، عمر أبو السعود ويظهر معهم في الصورة عدد من اطفال العائلة",,,,still image,1973.0,1973.0,مجموعة، اشخاص، اقارب، عائلة ابو العسود، خارجي، طبيعة، بلدة رفيديا، مدينة نابلس، 1973,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/13677_ca_object_representations_media_144920_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/95543_ca_object_representations_media_144920_original.jpg,https://palarchive.org/index.php/Detail/objects/183385/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:46,"Taken in 1973, this photograph features relatives of Abu as-Sʿud Family from Rafedia, Nablus. Shown right to left, Mohammad Hamid Abu as-Sʿud, Ghazi Abu as-Sʿud, Asʿad Ṣaleh ʿabdallah, ʿumar Abu as-Sʿud, and children.",افراد اقارب من عائلة ابو السعود من بلدة رفيديا في نابلس وهم من اليمين: محمد حامد أبو السعود، غازي ابو السعود، أسعد صالح عبدالله، عمر أبو السعود ويظهر معهم في الصورة عدد من اطفال العائلة,,,,
ark:/13030/m5zh4j3q,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0002|~|183386|~|33730_ca_object_representations_media_144921_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,مجموعة من الرجال يعملون اساتذة في السعودية في صورة جماعية بمنطقة العريش عام 1974,"Teachers in el-ʻArish, Saudi Arabia, 1974","Taken in 1974, this photograph features teachers in Saudi Arabia during a trip to el-ʻArish city on the Saudi Arabian–Yemeni border. Seated in the front are Kamel Abu as-Sʿud from Rafedia, Nablus, and Hasan Marʿi from Asira ash-Shamaliya, Nablus.|~|مجموعة من الرجال معلمين في أحد المدارس في السعودية عرف منهم الشخص الجالس ويظهر في مقدمة الصورة كامل ابو السعود وهو من بلدة رفيديا في مدينة نابلس وحسن مرعي وهو رجل من قرية عصيرة الشمالية في مدينة نابلس، التقطت الصورة خلال رحلة ترفيهية لمنطقة العريش الواقعة على الحدود اليمنية السعودية عام 1974",,,,still image,1974.0,1974.0,مجموعة، اشخاص، رجال، معلمين، رحلة ترفيهية، منطقة العريش، السعودية، خارجي، طبيعة، 1974,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/39491_ca_object_representations_media_144921_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/33730_ca_object_representations_media_144921_original.jpg,https://palarchive.org/index.php/Detail/objects/183386/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:46,"Taken in 1974, this photograph features teachers in Saudi Arabia during a trip to el-ʻArish city on the Saudi Arabian–Yemeni border. Seated in the front are Kamel Abu as-Sʿud from Rafedia, Nablus, and Hasan Marʿi from Asira ash-Shamaliya, Nablus.",مجموعة من الرجال معلمين في أحد المدارس في السعودية عرف منهم الشخص الجالس ويظهر في مقدمة الصورة كامل ابو السعود وهو من بلدة رفيديا في مدينة نابلس وحسن مرعي وهو رجل من قرية عصيرة الشمالية في مدينة نابلس، التقطت الصورة خلال رحلة ترفيهية لمنطقة العريش الواقعة على الحدود اليمنية السعودية عام 1974,,,,
ark:/13030/m5sn81st,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0003|~|183387|~|62106_ca_object_representations_media_144923_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,أفراد من عائلة ابو السعود في زيارة عائلية لابنتهم في الكويت عام 1968,"Members of Abu as-Sʿud Family Visit their Daughter in Kuwait, 1968","Taken in 1968, this photograph features members of Abu as-Sʿud Family on a visit to their daughter in Kuwait. Shown right to left, Dalal ʿali Abu Khalil, her mother Myassar Abu as-Sʿud (holding her baby), Latifeh Abu as-Sʿud to the far left holding her grandchild Khalid ʿali Abu Khalil, and Ibrahim Abu as-Sʿud ""Abu Ghazi"". |~|افراد من عائلة ابو السعود في زيارة عائلية لابنتهم المتزوجة في الكويت ويظهر في الصورة من جهة اليمين: الفتاة دلال علي ابو خليل وبجانبها على اليمين والدتها ميسر ابو السعود تحمل بين يديها طفلها ""غير معروف اسمه"" واقصى اليسار لطفية أبو السعود تحمل حفيدها الطفل خالد علي ابو خليل ومعهم في الصورة الشخص الجالس على على حافة الشارع ابراهيم ابو السعود ""ابو غازي"" ، التقطت الصورة عام 1968 في الكويت.",,,,still image,1968.0,1968.0,افراد، عائلة ابو السعود، زيارة عائلية، أب، قمباز، حطة، عقال، أم، ثوب، ابنة، اطفال، خارجي، شارع، الكويت، 1968,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/56620_ca_object_representations_media_144923_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/62106_ca_object_representations_media_144923_original.jpg,https://palarchive.org/index.php/Detail/objects/183387/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:47,"Taken in 1968, this photograph features members of Abu as-Sʿud Family on a visit to their daughter in Kuwait. Shown right to left, Dalal ʿali Abu Khalil, her mother Myassar Abu as-Sʿud (holding her baby), Latifeh Abu as-Sʿud to the far left holding her grandchild Khalid ʿali Abu Khalil, and Ibrahim Abu as-Sʿud ""Abu Ghazi"".","افراد من عائلة ابو السعود في زيارة عائلية لابنتهم المتزوجة في الكويت ويظهر في الصورة من جهة اليمين: الفتاة دلال علي ابو خليل وبجانبها على اليمين والدتها ميسر ابو السعود تحمل بين يديها طفلها ""غير معروف اسمه"" واقصى اليسار لطفية أبو السعود تحمل حفيدها الطفل خالد علي ابو خليل ومعهم في الصورة الشخص الجالس على على حافة الشارع ابراهيم ابو السعود ""ابو غازي"" ، التقطت الصورة عام 1968 في الكويت.",,,,
ark:/13030/m5j46jff,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0004|~|183388|~|11716_ca_object_representations_media_144924_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,لقطة لعدد من المدعوين على زفة شاب من عائلة ابو السعود من بلدة رفيديا في مدينة نابلس,"Some of the Invitees to the Zaffeh of a Groom from Abu as-Sʿud Family from Rafedia, Nablus","Taken in 1972 in al-Bayader area, this photograph features some of the invitees to the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus.  Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony.|~|مجموعة اشخاص في زفة العريس غازي ابو السعود، التقطت الصورة في ""البيادر"" في بلدة رفيديا بمدينة نابلس",,,,still image,1972.0,1972.0,مجموعة، اشخاص، مدعوين، رجال، اطفال، زي تقليدي، حطة، عقال، حفل زفاف، عائلة ابو السعود، خارجي، منطقة البيادر، بلدة رفيديا، باص، مدينة نابلس، 1972,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/78814_ca_object_representations_media_144924_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/11716_ca_object_representations_media_144924_original.jpg,https://palarchive.org/index.php/Detail/objects/183388/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:47,"Taken in 1972 in al-Bayader area, this photograph features some of the invitees to the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus.  Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony.","مجموعة اشخاص في زفة العريس غازي ابو السعود، التقطت الصورة في ""البيادر"" في بلدة رفيديا بمدينة نابلس",,,,
ark:/13030/m5fg1j6x,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0005|~|183389|~|18402_ca_object_representations_media_144925_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,مجموعة رجال في رحلة ترفيهية على متن قارب بمنطقة سد نجران في السعودية عام 1974,"Men on a Boat Trip to Najran Valley Dam, Saudi Arabia, 1974","Taken in 1974, this photograph features school teachers on a boat trip to Najran Valley Dam in Saudi Arabia. Kamel Abu as-Sʿud, right, and Hasan Marʿi, second to the left, are seen in the photograph.|~|مجموعة من الرجال يعملون اساتذة في احد المدارس في السعودية التقطت الصورة خلال رحلة ترفيهية على متن القارب بمنطقة سد نجران في السعودية عرف منهم الشخص الاول من جهة اليمين كامل أبو السعود وحسن مرعي وهو الشخص الثاني من جهة اليسار.",,,,still image,1974.0,1974.0,مجموعة، رجال، اصدقاء، زملاء عمل، اساتذة، رحلة ترفيهية، قارب، طبعية، بحر، سد نجران، السعودية، 1974,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/24108_ca_object_representations_media_144925_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/18402_ca_object_representations_media_144925_original.jpg,https://palarchive.org/index.php/Detail/objects/183389/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:47,"Taken in 1974, this photograph features school teachers on a boat trip to Najran Valley Dam in Saudi Arabia. Kamel Abu as-Sʿud, right, and Hasan Marʿi, second to the left, are seen in the photograph.",مجموعة من الرجال يعملون اساتذة في احد المدارس في السعودية التقطت الصورة خلال رحلة ترفيهية على متن القارب بمنطقة سد نجران في السعودية عرف منهم الشخص الاول من جهة اليمين كامل أبو السعود وحسن مرعي وهو الشخص الثاني من جهة اليسار.,,,,
ark:/13030/m5rp10ss,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0006|~|183390|~|414_ca_object_representations_media_144926_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة شاب من عائلة ابو السعود التقطت الصورة عام 1972,"Women from Rafedia at the Zaffeh of a Groom from Abu as-Sʿud Family from Rafedia, Nablus, 1972","Taken in 1972 in al-Bayader area, this photograph features a group of women at the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus. Umm Jaser Dwany, left, and Latifeh Abu as-Sʿud are seen in the photograph. Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony|~|مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة العريس غازي ابو السعود عام 1972 عرف منهم: ام جاسر دواني الاولى من جهة اليسار ولطيفة ابو السعود",,,,still image,1972.0,1972.0,مجموعة، نساء، اطفال، زفة، عرس، عائلة ابو السعود، خارجي، بلدة رفيديا، مدينة نابلس، 1972,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/70402_ca_object_representations_media_144926_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/414_ca_object_representations_media_144926_original.jpg,https://palarchive.org/index.php/Detail/objects/183390/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:47,"Taken in 1972 in al-Bayader area, this photograph features a group of women at the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus. Umm Jaser Dwany, left, and Latifeh Abu as-Sʿud are seen in the photograph. Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony",مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة العريس غازي ابو السعود عام 1972 عرف منهم: ام جاسر دواني الاولى من جهة اليسار ولطيفة ابو السعود,,,,
ark:/13030/m5tr3sdf,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0007|~|183391|~|97985_ca_object_representations_media_144928_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة شاب من عائلة ابو السعود التقطت الصورة عام 1972,"A Group of Women at the Zaffeh of the Groom Ghazi Abu as-Sʿud from Rafedia, Nablus, 1972","Taken in 1972 in al-Bayader area, this photograph features a group of women at the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus. Intiṣar Salameh is seen in the photograph. Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony|~|مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة العريس غازي ابو السعود عام 1972 عرف منهم: انتصار سلامة",,,,still image,1972.0,1972.0,مجموعة، نساء، اطفال، زفة، عريس، عائلة ابو السعود، خارجي، بلدة رفيديا، مدينة نابلس، 1972,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/12847_ca_object_representations_media_144928_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/97985_ca_object_representations_media_144928_original.jpg,https://palarchive.org/index.php/Detail/objects/183391/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:08,10 March 2021 at 15:24:48,"Taken in 1972 in al-Bayader area, this photograph features a group of women at the Zaffeh of the groom Ghazi Abu as-Sʿud from Rafedia, Nablus. Intiṣar Salameh is seen in the photograph. Zaffeh: is when a groom's friends and relatives gather to celebrate his marriage before the official wedding ceremony",مجموعة من نساء بلدة رفيديا في مدينة نابلس خلال زفة العريس غازي ابو السعود عام 1972 عرف منهم: انتصار سلامة,,,,
ark:/13030/m59q0shn,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0008|~|183392|~|85420_ca_object_representations_media_144929_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,طفل من عائلة ابو خليل في صورة بعثت رسالة الى خاله رجل من عائلة ابو السعود من مدينة نابلس,"A Photograph of a Child from Abu Khalil Family Sent to his Uncle, a Man from Abu as-Sʿud Family from Nablus","Taken in 1974, this photograph features a child from Abu Khalil Family which was sent to his uncle Ghazi Abu as-Sʿud Family from Nablus.|~|صورة للطفل وليد علي أبو خليل في الكويت بعثت الصورة اهداء الى خاله غازي ابو السعود من مدينة نابلس",,,,still image,1974.0,1974.0,طفل، عائلة ابو خليل، داخلي، غرفة منزل، تلفاز، ستائر، مزهرية، ورد، الكويت،1974,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/3270_ca_object_representations_media_144929_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/85420_ca_object_representations_media_144929_original.jpg,https://palarchive.org/index.php/Detail/objects/183392/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:09,10 March 2021 at 15:24:48,"Taken in 1974, this photograph features a child from Abu Khalil Family which was sent to his uncle Ghazi Abu as-Sʿud Family from Nablus.",صورة للطفل وليد علي أبو خليل في الكويت بعثت الصورة اهداء الى خاله غازي ابو السعود من مدينة نابلس,,,,
ark:/13030/m52880hh,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0009|~|183393|~|40791_ca_object_representations_media_144930_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,أفراد من عائلة ابو خليل في بورتريه داخل استوديو في الكويت عام 1976,"Members of Abu Khalil Family in a Studio Portrait, Kuwait, 1976","Taken in 1974, this photograph features members of Abu Khalil Family in a studio portrait in Kuwait. Shown right to left, children Walid, Manal, Khalid, Fetnah, and Dalal. Second row, Mother Myassar Abu as-Sʿud, and father ʿali Abu Khalil. This photograph was sent to Myassar Abu as-Sʿud's brother Ghazi Abu as-Sʿud in Nablus.|~|افراد من عائلة ابو خليل وهم في الصف الاول من جهة اليمين: الاطفال وليد، منال، خالد، فتنة، دلال وخلفهم في الصف الثاني من جهة المين والدتهم ميسر ابو السعود وبجانبها زوجها علي ابو خليل في بورتريه داخل استوديو في الكويت عام 1976، بعثت الصورة اهداء من ميسر ابو السعود الى اخيها غازي ابو السعود في مدينة نابلس",,,,still image,1974.0,1974.0,استوديو، بورتريه جماعي، افراد، عائلة ابو خليل، أب، بدلة رسمية، ربطة عنق، شارب، ام، ثوب، خمسة اطفال، الكويت،1974,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/29603_ca_object_representations_media_144930_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/40791_ca_object_representations_media_144930_original.jpg,https://palarchive.org/index.php/Detail/objects/183393/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:09,10 March 2021 at 15:24:48,"Taken in 1974, this photograph features members of Abu Khalil Family in a studio portrait in Kuwait. Shown right to left, children Walid, Manal, Khalid, Fetnah, and Dalal. Second row, Mother Myassar Abu as-Sʿud, and father ʿali Abu Khalil. This photograph was sent to Myassar Abu as-Sʿud's brother Ghazi Abu as-Sʿud in Nablus.",افراد من عائلة ابو خليل وهم في الصف الاول من جهة اليمين: الاطفال وليد، منال، خالد، فتنة، دلال وخلفهم في الصف الثاني من جهة المين والدتهم ميسر ابو السعود وبجانبها زوجها علي ابو خليل في بورتريه داخل استوديو في الكويت عام 1976، بعثت الصورة اهداء من ميسر ابو السعود الى اخيها غازي ابو السعود في مدينة نابلس,,,,
ark:/13030/m5h49hcz,ark:/21198/z1f81z6b,,Work,245.0,0245.01.0010|~|183394|~|57820_ca_object_representations_media_144931_original.jpg,The Mohammad abu Soud Collection,The Mohammad abu Soud Sub-collection 1: Photographs,اخوان من عائلة ابو خليل في بورتري داخل استوديو في الكويت,A Studio Portrait of Siblings from Abu Khalil Family in Kuwait,"Taken in 1973, this studio portrait features siblings, namely Walid (right) and Khalid, from Abu Khalil Family in Kuwait. This photograph was sent to their uncle Kamel Abu as-Sʿud in Saudi Arabia.|~|اخوان من عائلة ابو خليل وهم من اليمين: وليد وبجانبه على يمينه خالد في بورتريه داخل استوديو في الكويت بعثت الصورة اهداء الى خالهم كامل ابو السعود في السعودية.",,,,still image,1974.0,1974.0,استوديو، بورتريه جماعي، اخوان، عائلة ابو خليل، الكويت، 1974,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/39669_ca_object_representations_media_144931_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/57820_ca_object_representations_media_144931_original.jpg,https://palarchive.org/index.php/Detail/objects/183394/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammad abu Soud Collection  | The Mohammad abu Soud Sub-collection 1: Photographs,30 September 2019 at 13:35:09,10 March 2021 at 15:24:48,"Taken in 1973, this studio portrait features siblings, namely Walid (right) and Khalid, from Abu Khalil Family in Kuwait. This photograph was sent to their uncle Kamel Abu as-Sʿud in Saudi Arabia.",اخوان من عائلة ابو خليل وهم من اليمين: وليد وبجانبه على يمينه خالد في بورتريه داخل استوديو في الكويت بعثت الصورة اهداء الى خالهم كامل ابو السعود في السعودية.,,,,
