Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1g790c0,,,Collection,,,,,The Palestinian National Theatre- al-Hakawati Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5z110kd,ark:/21198/z1g790c0,,Work,235.0,0235.01.0001|~|177620|~|80235_ca_object_representations_media_137367_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/35034_ca_object_representations_media_137367_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/80235_ca_object_representations_media_137367_original.jpg,https://palarchive.org/index.php/Detail/objects/177620/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:56,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5t807w4,ark:/21198/z1g790c0,,Work,235.0,0235.01.0002|~|177621|~|3167_ca_object_representations_media_137368_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/75980_ca_object_representations_media_137368_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/3167_ca_object_representations_media_137368_original.jpg,https://palarchive.org/index.php/Detail/objects/177621/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:56,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5dz80q6,ark:/21198/z1g790c0,,Work,235.0,0235.01.0003|~|177622|~|30655_ca_object_representations_media_137369_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/94316_ca_object_representations_media_137369_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/30655_ca_object_representations_media_137369_original.jpg,https://palarchive.org/index.php/Detail/objects/177622/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:57,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5pg9h4t,ark:/21198/z1g790c0,,Work,235.0,0235.01.0004|~|177623|~|36037_ca_object_representations_media_137370_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/9853_ca_object_representations_media_137370_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/36037_ca_object_representations_media_137370_original.jpg,https://palarchive.org/index.php/Detail/objects/177623/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:57,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5967806,ark:/21198/z1g790c0,,Work,235.0,0235.01.0005|~|177624|~|13967_ca_object_representations_media_137371_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/76574_ca_object_representations_media_137371_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/13967_ca_object_representations_media_137371_original.jpg,https://palarchive.org/index.php/Detail/objects/177624/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:57,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5jq8rfj,ark:/21198/z1g790c0,,Work,235.0,0235.01.0006|~|177625|~|12396_ca_object_representations_media_137372_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/59943_ca_object_representations_media_137372_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/12396_ca_object_representations_media_137372_original.jpg,https://palarchive.org/index.php/Detail/objects/177625/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:58,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m51s4fxm,ark:/21198/z1g790c0,,Work,235.0,0235.01.0007|~|177626|~|80482_ca_object_representations_media_137373_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/52164_ca_object_representations_media_137373_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/80482_ca_object_representations_media_137373_original.jpg,https://palarchive.org/index.php/Detail/objects/177626/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:58,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5nh2g3b,ark:/21198/z1g790c0,,Work,235.0,0235.01.0008|~|177627|~|78498_ca_object_representations_media_137374_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/68001_ca_object_representations_media_137374_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/78498_ca_object_representations_media_137374_original.jpg,https://palarchive.org/index.php/Detail/objects/177627/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:59,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5w16xbq,ark:/21198/z1g790c0,,Work,235.0,0235.01.0009|~|177628|~|67448_ca_object_representations_media_137375_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/51344_ca_object_representations_media_137375_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/67448_ca_object_representations_media_137375_original.jpg,https://palarchive.org/index.php/Detail/objects/177628/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:07:59,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
ark:/13030/m5r865mc,ark:/21198/z1g790c0,,Work,235.0,0235.01.0010|~|177629|~|61953_ca_object_representations_media_137376_original.jpg,The Palestinian National Theatre- al-Hakawati Collection,Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,فعاليات فنية وورشات عمل خاصة بالاطفال في المسرح الفلسطيني,An Event for Children at al-Hakawati,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.|~|مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001","Amer Khalil (Director of the Palestinian National Theatre), interviews with PMDA researcher Lama Ghosheh, September 2019 - May 2020, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2001; Date created,2001,,"[31.768319,35.21371]",Culture and Arts|~|Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/58686_ca_object_representations_media_137376_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3/61953_ca_object_representations_media_137376_original.jpg,https://palarchive.org/index.php/Detail/objects/177629/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestinian National Theatre- al-Hakawati Collection | Palestinian National Theatre - al-Hakawati sub-collection 1: Photographs,29 September 2019 at 12:10:38,10 March 2021 at 15:08,"Taken between October 2000 and April 2001, this colour photograph captures a glimpse of an event for children at the Palestinian National Theatre- al-Hakawati. During this period, al-Hakawati held several activities and events for children, including fun days and art workshops.",مجموعة من الصور الملونة للفعاليات الفنية التي تتضمن ايام مرح وورشات رسم وعمل بالونات وماكياج . تمت هذه الفعاليات في المسرح الوطني الفلسطيني بتاريخ 10-2000 حتى تاريخ 4-2001,color photographs,,,
