"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1k12pvr","","","Collection","","","","","The Rajih al-Salfeety Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1k12pvr"
"ark:/13030/m5wb2n9j","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0001|~|23333|~|8667_ca_object_representations_media_13731_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","راجح السلفيتي في زفاف ابنته عندليب","Rajih al Salfeety at the wedding of his daughter Andaleeb","Taken back in 1989, this colour photograph features Rajih al Salfeety at the wedding of his daughter ʿabir, also known as ʿandalib.|~|صورة ملونة لراجح السلفيتي في حفل زفاف ابنته عبير(المعروفة باسم عندليب)، وتعود الصورة لعام 1989","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1989; Date created","1989","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد  الشعر الشعبي","[32.085094,35.180832]","","شعبي، راجح السلفيتي|~|Popular, Rajih al Salfeety","image/jpeg","2977","3769","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/38151_ca_object_representations_media_13731_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/8667_ca_object_representations_media_13731_original.jpg","https://palarchive.org/index.php/Detail/objects/23333/lang/en_US","The Palestinian Museum ","info@palarchive.org","","endangered; 227","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:39","9 March 2021 at 19:26:12","Taken back in 1989, this colour photograph features Rajih al Salfeety at the wedding of his daughter ʿabir, also known as ʿandalib.","صورة ملونة لراجح السلفيتي في حفل زفاف ابنته عبير(المعروفة باسم عندليب)، وتعود الصورة لعام 1989","color photographs","شعبي، راجح السلفيتي","Popular, Rajih al Salfeety","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wb2n9j/manifest"
"ark:/13030/m5rk1wkt","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0002|~|23334|~|66009_ca_object_representations_media_13733_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","راجح السلفيتي مع عمته وابنها","Rajih al Salfeety with his aunt, and her son","Taken in the early 1950s, this black-and-white photograph features Rajih al Salfeety with his aunt ʿaysha ar-Rizq and her son, at her house in Salfit.|~|صورة أسود وابيض يظهر فيها راجح السلفيتي مع عمته الحاجة عايشة الرزق وابنها، في منزل الحاجة عايشة في سلفيت، التقطت الصورة في بداية الخمسينات","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1950s; Date created","1950/1959","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد","[32.085094,35.180832]","","للخال راجح غنيم الحاجة عايشة الرزق ستوديو نادر شارع فهد السالم كويت|~|For uncle, Rajeh Ghnaim - Haja Aicha Al-Rizeq -Studio Nader - Fahid Al-Salim Street - Kuwait","image/jpeg","2525","3603","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/60382_ca_object_representations_media_13733_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/66009_ca_object_representations_media_13733_original.jpg","https://palarchive.org/index.php/Detail/objects/23334/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:39","9 March 2021 at 19:26:12","Taken in the early 1950s, this black-and-white photograph features Rajih al Salfeety with his aunt ʿaysha ar-Rizq and her son, at her house in Salfit.","صورة أسود وابيض يظهر فيها راجح السلفيتي مع عمته الحاجة عايشة الرزق وابنها، في منزل الحاجة عايشة في سلفيت، التقطت الصورة في بداية الخمسينات","black-and-white photographs","للخال راجح غنيم الحاجة عايشة الرزق ستوديو نادر شارع فهد السالم كويت","For uncle, Rajeh Ghnaim - Haja Aicha Al-Rizeq -Studio Nader - Fahid Al-Salim Street - Kuwait","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rk1wkt/manifest"
"ark:/13030/m51334rc","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0003|~|23335|~|8769_ca_object_representations_media_13735_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة عائلية لراجح السلفيتي وزوجته وابنته","A family portrait of Rajih al Salfeety, his wife and his daughter","A black-and-white photograph featuring Rajih al Salfeety, with his daughter Yusra to his right, holding her son Fadi, and his wife Umm Ahmad to his left, holding their daughter ʿandalib. The little boy by the corner is yet unknown.|~|صورة أبيض وأسود لراجح السلفيتي وبجانبه من اليمين تقف ابنته يسرى وهي تحمل ابنها فادي، وعلى يسار راجح تقف زوجته أم أحمد وهي تحمل ابنتهما عندليب وفي طرف الصورة يظهر طفل صغير غير معروف من هو","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1970s; Date created","1970/1979","راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد","","","صورة قديمة|~|An old photo","image/jpeg","2570","3605","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/56226_ca_object_representations_media_13735_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/8769_ca_object_representations_media_13735_original.jpg","https://palarchive.org/index.php/Detail/objects/23335/lang/en_US","The Palestinian Museum ","info@palarchive.org","","endangered; 227","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:39","9 March 2021 at 19:26:12","A black-and-white photograph featuring Rajih al Salfeety, with his daughter Yusra to his right, holding her son Fadi, and his wife Umm Ahmad to his left, holding their daughter ʿandalib. The little boy by the corner is yet unknown.","صورة أبيض وأسود لراجح السلفيتي وبجانبه من اليمين تقف ابنته يسرى وهي تحمل ابنها فادي، وعلى يسار راجح تقف زوجته أم أحمد وهي تحمل ابنتهما عندليب وفي طرف الصورة يظهر طفل صغير غير معروف من هو","black-and-white photographs","صورة قديمة","An old photo","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51334rc/manifest"
"ark:/13030/m5h493kp","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0004|~|23336|~|38107_ca_object_representations_media_13736_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","راجح السلفيتي يوم حفل زفافه","Rajih al Salfeety on his wedding day","A black-and-white photograph where Rajih al Salfeety is wearing a tuxedo and surrounded by a group of men from his hometown ""Salfit"". The photo was taken on Rajih's wedding day.|~|صورة أبيض وأسود يظهر فيها راجح السلفيتي وهو يرتدي بدلة رسمية ومن حوله مجموعة من رجال بلدته سلفيت، التقطت الصورة يوم زفاف راجح .","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1969; Date created","1969","","[32.085094,35.180832]","","اليوم عرسك يا عريس|~|Today's your big day, groom","image/jpeg","2513","3552","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/3315_ca_object_representations_media_13736_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/38107_ca_object_representations_media_13736_original.jpg","https://palarchive.org/index.php/Detail/objects/23336/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:39","9 March 2021 at 19:26:12","A black-and-white photograph where Rajih al Salfeety is wearing a tuxedo and surrounded by a group of men from his hometown ""Salfit"". The photo was taken on Rajih's wedding day.","صورة أبيض وأسود يظهر فيها راجح السلفيتي وهو يرتدي بدلة رسمية ومن حوله مجموعة من رجال بلدته سلفيت، التقطت الصورة يوم زفاف راجح .","black-and-white photographs","اليوم عرسك يا عريس","Today's your big day, groom","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5h493kp/manifest"
"ark:/13030/m58m4n64","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0005|~|23337|~|18819_ca_object_representations_media_13738_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة لراجح السلفيتي وهو يغني في عرس ابن اخته نظام","A photo of Rajih al Salfeety singing at the wedding of his nephew Netham","Taken in the mid-1980s in Salfit, this colour photograph features Rajih al Salfeety surrounded with family and friends as he sings at his nephew's wedding Nitham Ghnaim.|~|صورة ملونة لراجح السلفيتي وهو يغني في عرس ابن اخته نظام غنيم وقد تجمع حوله مجموعة من رجالات وشبان بلدة سلفيت، تعود الصورة لما بين عام 1984 -1985","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1984 to 1985; Date created","1984/1985","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد الشعر الشعبي","","","عرس نظام|~|Netham's wedding","image/jpeg","3036","3754","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/6183_ca_object_representations_media_13738_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/18819_ca_object_representations_media_13738_original.jpg","https://palarchive.org/index.php/Detail/objects/23337/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:40","9 March 2021 at 19:26:12","Taken in the mid-1980s in Salfit, this colour photograph features Rajih al Salfeety surrounded with family and friends as he sings at his nephew's wedding Nitham Ghnaim.","صورة ملونة لراجح السلفيتي وهو يغني في عرس ابن اخته نظام غنيم وقد تجمع حوله مجموعة من رجالات وشبان بلدة سلفيت، تعود الصورة لما بين عام 1984 -1985","color photographs","عرس نظام","Netham's wedding","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58m4n64/manifest"
"ark:/13030/m5mw9v88","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0006|~|23338|~|88882_ca_object_representations_media_13740_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة لراجح السلفيتي  وهو على فراش المرض","A photo of Rajih al Salfeety on his sickbed","Taken in 1989, this colour photograph features unwill Rajih al Salfeety with both his daughters, ʿandalib and Duha (with her husband), by his side.|~|صورة ملونة لراجح السلفيتي مع ابنتيه، يظهر راجح في الصورة وهو مريض وتجلس من حوله ابنتيه عندليب وضحى ومعهما زوج ابنته ضحى (رمزي غنيم)، اخذت الصورة في عام 1989","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1989; Date created","1989","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد الشعر الشعبي","[32.085094,35.180832]","","عندليب وأنا ورمزي|~|Andaleeb, Ramzi and me","image/jpeg","2999","3922","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/29332_ca_object_representations_media_13740_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/88882_ca_object_representations_media_13740_original.jpg","https://palarchive.org/index.php/Detail/objects/23338/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:40","9 March 2021 at 19:26:12","Taken in 1989, this colour photograph features unwill Rajih al Salfeety with both his daughters, ʿandalib and Duha (with her husband), by his side.","صورة ملونة لراجح السلفيتي مع ابنتيه، يظهر راجح في الصورة وهو مريض وتجلس من حوله ابنتيه عندليب وضحى ومعهما زوج ابنته ضحى (رمزي غنيم)، اخذت الصورة في عام 1989","color photographs","عندليب وأنا ورمزي","Andaleeb, Ramzi and me","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mw9v88/manifest"
"ark:/13030/m5cc8bth","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0007|~|23339|~|63817_ca_object_representations_media_13742_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة راجح السلفيتي يلقي أشعاره على المسرح الوطني ( الحكاواتي) في القدس","A photo of Rajih al Salfeety reciting his poetry on The Palestinian National Theater (Al Hakawati) in Jerusalem","Taken on 25/4/1986 at al-Hakawati National Theatre in Jerusalem during a medical conference, this colour photograph features Rajih al Salfeety reciting traditional rhymed poetry on stage.|~|صورة ملونة لراجح السلفيتي وهو يعتلي منصة المسرح الوطني(الحكاواتي) في القدس ويقدم وصلة زجل شعبي، خلال مؤتمر للاطباء، ويظهر من خلال الصورة شعارات وطنية فلسطينية، التقطت الصورة بتاريخ 25/4/1986","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","","","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد الشعر الشعبي","[31.7891987,35.2294531]","","مع صادق الأخوة تصوير أخوك أبو مروان|~|With honest brotherly, taken by your brother Abu Marwan","image/jpeg","3014","4209","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/90349_ca_object_representations_media_13742_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/63817_ca_object_representations_media_13742_original.jpg","https://palarchive.org/index.php/Detail/objects/23339/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:40","9 March 2021 at 19:26:12","Taken on 25/4/1986 at al-Hakawati National Theatre in Jerusalem during a medical conference, this colour photograph features Rajih al Salfeety reciting traditional rhymed poetry on stage.","صورة ملونة لراجح السلفيتي وهو يعتلي منصة المسرح الوطني(الحكاواتي) في القدس ويقدم وصلة زجل شعبي، خلال مؤتمر للاطباء، ويظهر من خلال الصورة شعارات وطنية فلسطينية، التقطت الصورة بتاريخ 25/4/1986","color photographs","مع صادق الأخوة تصوير أخوك أبو مروان","With honest brotherly, taken by your brother Abu Marwan","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5cc8bth/manifest"
"ark:/13030/m54v3whv","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0008|~|23340|~|70630_ca_object_representations_media_13744_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة لراجح على منصة المسرح الوطني في القدس(الحكاواتي)","A photo of Rajih al Salfeety on the stage of the Palestinian National Theater (Al Hakawati) in Jerusalem","Taken at al-Hakawati National Theatre during a medical conference, this colour photograph features Rajih al Salfeety on stage holding the loudspeaker.|~|صورة ملونة لراجح السلفيتي وهو يمسك مكبر الصوت ويقف على منصة المسرح الوطني في القدس(الحكاواتي) خلال مهرجان أو مؤتمر للاطباء","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1986; Date created","1986","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد الشعر الشعبي","[31.768319,35.21371]","","للأخ راجح العقل وراجح ميزان الوطنية وراجح الهمة الكبرى رغم كل ظروفه الصديق الوفي العزيز دوما أبو أحمد اميل طوباسي|~|For the brother - Rajeh Al-Aqqel -راجح ميزان الوطنية- راجح الهمة الكبرى Despite his circumstances- the loyal friend - Dear, always and forever - Abu Ahmad- Emile Toubassi","image/jpeg","4501","2990","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/94610_ca_object_representations_media_13744_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/70630_ca_object_representations_media_13744_original.jpg","https://palarchive.org/index.php/Detail/objects/23340/lang/en_US","The Palestinian Museum ","info@palarchive.org","","endangered; 227","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:40","9 March 2021 at 19:26:12","Taken at al-Hakawati National Theatre during a medical conference, this colour photograph features Rajih al Salfeety on stage holding the loudspeaker.","صورة ملونة لراجح السلفيتي وهو يمسك مكبر الصوت ويقف على منصة المسرح الوطني في القدس(الحكاواتي) خلال مهرجان أو مؤتمر للاطباء","color photographs","للأخ راجح العقل وراجح ميزان الوطنية وراجح الهمة الكبرى رغم كل ظروفه الصديق الوفي العزيز دوما أبو أحمد اميل طوباسي","For the brother - Rajeh Al-Aqqel -راجح ميزان الوطنية- راجح الهمة الكبرى Despite his circumstances- the loyal friend - Dear, always and forever - Abu Ahmad- Emile Toubassi","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54v3whv/manifest"
"ark:/13030/m53v6v9k","ark:/21198/z1k12pvr","","Work","24.0","0024.01.0009|~|23341|~|96540_ca_object_representations_media_13746_original.jpg","The Rajih al-Salfeety Collection","Rajih al-Salfeety Sub-collection 1: Photo Album","صورة للشاعر راجح السلفيتي مع صديقه","A photo of Rajih al Salfeety with his friend","Taken in the 1940s in Qtan al-Hwait - Salfit, this black-and-white photograph features Poet Rajih al Salfeety with a friend atop rocks.|~|صورة أبيض وأسود للشاعر راجح السلفيتي مع أحد اصدقائه من بلدة سلفيت في منطقة برية قرب سلفيت تسمى قطان الحويط، ويظهر راجح وصديقه وهما يعتليان الصخور، التقطت الصورة في أربعينيات القرن الماضي.","Ozrail, Samar, ""The Rajih al-Salfeety Collection,"" June – July 2018, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1940s; Date created","1940/1949","فلسطين راجح السلفيتي الزجل الفلسطيني سلفيت  قصائد الشعر الشعبي","[32.085094,35.180832]","","","image/jpeg","3540","2451","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/79485_ca_object_representations_media_13746_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/7/96540_ca_object_representations_media_13746_original.jpg","https://palarchive.org/index.php/Detail/objects/23341/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Rajih al-Salfeety Sub-collection 1: Photo Album |  The Rajih al-Salfeety Collection","12 August 2018 at 10:30:40","9 March 2021 at 19:26:12","Taken in the 1940s in Qtan al-Hwait - Salfit, this black-and-white photograph features Poet Rajih al Salfeety with a friend atop rocks.","صورة أبيض وأسود للشاعر راجح السلفيتي مع أحد اصدقائه من بلدة سلفيت في منطقة برية قرب سلفيت تسمى قطان الحويط، ويظهر راجح وصديقه وهما يعتليان الصخور، التقطت الصورة في أربعينيات القرن الماضي.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53v6v9k/manifest"
