"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z16t669t","","","Collection","","","","","The al-Bireh Women's Arab Union Society (WAUS) Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz16t669t"
"ark:/13030/m5x70zwd","ark:/21198/z16t669t","","Work","18.0","0018.01.0001|~|18864|~|37084_ca_object_representations_media_9194_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى جرار في بيروت في السبعينات","Mrs Muntaha Jarrár in Beirut in the 1970s","A black-and-white photograph shows Mrs Muntaha Jarrár (Chairperson of the Arab Union Society in al-Bireh) in Beirut in the 1970s.|~|قصاصة من صورة غير ملونة تظهر فيها السيدة منتهى جرار (رئيسة جمعية الإتحاد العربي في البيرة) في بيروت في السبعينات.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1974; Date created","1974","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","[31.912563,35.221717]","","بيروت في منتهى جرار في بيروت 1974|~|Beirut  Montaha Jarrar in Beirut 1974","image/jpeg","7360","3172","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/10314_ca_object_representations_media_9194_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/37084_ca_object_representations_media_9194_original.jpg","https://palarchive.org/index.php/Detail/objects/18864/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:16","11 February 2021 at 13:00:32","A black-and-white photograph shows Mrs Muntaha Jarrár (Chairperson of the Arab Union Society in al-Bireh) in Beirut in the 1970s.","قصاصة من صورة غير ملونة تظهر فيها السيدة منتهى جرار (رئيسة جمعية الإتحاد العربي في البيرة) في بيروت في السبعينات.","black-and-white photographs","بيروت في منتهى جرار في بيروت 1974","Beirut  Montaha Jarrar in Beirut 1974","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5x70zwd/manifest"
"ark:/13030/m59d48dh","ark:/21198/z16t669t","","Work","18.0","0018.01.0002|~|18865|~|31557_ca_object_representations_media_9196_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","من زفاف السيدة منتهى جرار و السيد حامد البديري","The Wedding of Mrs Muntaha Jarrár and Mr Hámid al-Budairi","A black-and-white photograph featuring the wedding of Mrs Muntaha Jarrár and Mr Hamid al-Budairi.|~|صورة غير ملونة من زفاف السيدة منتهى جرار و السيد حامد البديري.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","","","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","","","منتهى جرار وهي عروس وزوجها حامد البديري|~|Bride Muntaha Jarrár and her husband Hamid al-Budairi","image/jpeg","4726","3409","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/18403_ca_object_representations_media_9196_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/31557_ca_object_representations_media_9196_original.jpg","https://palarchive.org/index.php/Detail/objects/18865/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","A black-and-white photograph featuring the wedding of Mrs Muntaha Jarrár and Mr Hamid al-Budairi.","صورة غير ملونة من زفاف السيدة منتهى جرار و السيد حامد البديري.","black-and-white photographs","منتهى جرار وهي عروس وزوجها حامد البديري","Bride Muntaha Jarrár and her husband Hamid al-Budairi","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59d48dh/manifest"
"ark:/13030/m5sg073k","ark:/21198/z16t669t","","Work","18.0","0018.01.0003|~|18866|~|56448_ca_object_representations_media_9198_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","صورة عائلية يظهر فيها السيدة منتهى وزوجها وابناؤها","Mrs Muntaha with her Husband and Children","A black-and-white photograph shows Mrs Muntaha Jarrár with her husband Hamid al-Budairi and her sons Tawfíq, 'aisha and 'omar.|~|صورة غير ملونة يظهر فيها تظهر فيها السيدة منتهى جرار وزوجها حامد البديري وابناؤها توفيق وعائشة وعمر.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","","","still image","1968; Date created","1968","","","","","image/jpeg","4158","2915","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/275_ca_object_representations_media_9198_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/1/56448_ca_object_representations_media_9198_original.jpg","https://palarchive.org/index.php/Detail/objects/18866/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","A black-and-white photograph shows Mrs Muntaha Jarrár with her husband Hamid al-Budairi and her sons Tawfíq, 'aisha and 'omar.","صورة غير ملونة يظهر فيها تظهر فيها السيدة منتهى جرار وزوجها حامد البديري وابناؤها توفيق وعائشة وعمر.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sg073k/manifest"
"ark:/13030/m5f5512b","ark:/21198/z16t669t","","Work","18.0","0018.01.0004|~|18867|~|22717_ca_object_representations_media_9200_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى جرار في شبابها","Young Muntaha Jarrár","A black-and-white photograph shows Mrs Muntaha Jarrár in her youth; 21 years old.|~|صورة غير ملونة تظهر فيها السيدة منتهى جرار في شبابها ، بعمر الواحدة والعشرين.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1964; Date created","1964","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","[31.912563,35.221717]","","منتهى 21 سنة 1964م|~|Muntaha aged 21 years old 1964","image/jpeg","2377","3312","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/44570_ca_object_representations_media_9200_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/22717_ca_object_representations_media_9200_original.jpg","https://palarchive.org/index.php/Detail/objects/18867/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","11 February 2021 at 12:58:26","A black-and-white photograph shows Mrs Muntaha Jarrár in her youth; 21 years old.","صورة غير ملونة تظهر فيها السيدة منتهى جرار في شبابها ، بعمر الواحدة والعشرين.","black-and-white photographs","منتهى 21 سنة 1964م","Muntaha aged 21 years old 1964","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f5512b/manifest"
"ark:/13030/m5201gc3","ark:/21198/z16t669t","","Work","18.0","0018.01.0005|~|18868|~|68752_ca_object_representations_media_9202_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى مع طفلها في الستينات","Mrs Muntaha with her Child in the 1960s","A black-and-white photograph shows Mrs Muntaha Jarrár with her two-year-old child in the 1960s.|~|صورة غير ملونة تظهر فيها السيدة منتهى مع طفلها في الستينات. ويبلغ عمر الطفل سنتان.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","8 December 1964; Date created","1964-12-08","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","[31.912563,35.221717]","","أخذت هذه الصورة في 8 كانون الأول ويبلغ من العمر 2 سنة 1964|~|This photo was taken on December 8 1964 when he was 2 years old","image/jpeg","2433","3392","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/92653_ca_object_representations_media_9202_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/68752_ca_object_representations_media_9202_original.jpg","https://palarchive.org/index.php/Detail/objects/18868/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","A black-and-white photograph shows Mrs Muntaha Jarrár with her two-year-old child in the 1960s.","صورة غير ملونة تظهر فيها السيدة منتهى مع طفلها في الستينات. ويبلغ عمر الطفل سنتان.","black-and-white photographs","أخذت هذه الصورة في 8 كانون الأول ويبلغ من العمر 2 سنة 1964","This photo was taken on December 8 1964 when he was 2 years old","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5201gc3/manifest"
"ark:/13030/m55r271m","ark:/21198/z16t669t","","Work","18.0","0018.01.0006|~|18869|~|68468_ca_object_representations_media_9204_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى جرار بعد زواجها في الستينات","Mrs Muntaha Jarrár After Marriage in the 1960s","A black-and-white photograph shows 17-year-old Muntaha Jarrár after her marriage in the 1960s.|~|صورة غير ملونة تظهر فيها السيدة منتهى جرار بعد زواجها في الستينات. وتبلغ منتهى السابعة عشرة في الصورة.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1961; Date created","1961","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","[31.912563,35.221717]","","منتهى 17 سنة 1961 بعد العرس|~|Muntaha 17 years 1961 After the wedding","image/jpeg","3360","2441","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/28851_ca_object_representations_media_9204_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/68468_ca_object_representations_media_9204_original.jpg","https://palarchive.org/index.php/Detail/objects/18869/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","A black-and-white photograph shows 17-year-old Muntaha Jarrár after her marriage in the 1960s.","صورة غير ملونة تظهر فيها السيدة منتهى جرار بعد زواجها في الستينات. وتبلغ منتهى السابعة عشرة في الصورة.","black-and-white photographs","منتهى 17 سنة 1961 بعد العرس","Muntaha 17 years 1961 After the wedding","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55r271m/manifest"
"ark:/13030/m5jx5rvv","ark:/21198/z16t669t","","Work","18.0","0018.01.0007|~|18870|~|84195_ca_object_representations_media_9206_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى جرار في عمر السابعة عشرة.","17 Year Old Muntaha Jarrár","Taken by her brother on the balcony of her house, this black-and-white photograph shows Mrs Muntaha Jarrár at the age of seventeen after her wedding.|~|صورة غير ملونة تظهر فيها السيدة منتهى جرار في عمر السابعة عشرة بعد زفافها، والتقطت هذه الصورة على شرفة منزها، وملتقط الصورة شقيقها.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","June 1961; Date created","1961-06","","","","أخذ لي هذه الصورة شقيقي على برندة الدار، في حزيران 1961 منتهى جرار 1961|~|This photograph was taken by my brother on the balcony of our house on June 1961 Muntaha Jarrár 1961","image/jpeg","2363","3030","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/15115_ca_object_representations_media_9206_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/84195_ca_object_representations_media_9206_original.jpg","https://palarchive.org/index.php/Detail/objects/18870/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","Taken by her brother on the balcony of her house, this black-and-white photograph shows Mrs Muntaha Jarrár at the age of seventeen after her wedding.","صورة غير ملونة تظهر فيها السيدة منتهى جرار في عمر السابعة عشرة بعد زفافها، والتقطت هذه الصورة على شرفة منزها، وملتقط الصورة شقيقها.","","أخذ لي هذه الصورة شقيقي على برندة الدار، في حزيران 1961 منتهى جرار 1961","This photograph was taken by my brother on the balcony of our house on June 1961 Muntaha Jarrár 1961","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jx5rvv/manifest"
"ark:/13030/m5hx8qkp","ark:/21198/z16t669t","","Work","18.0","0018.01.0008|~|18871|~|49521_ca_object_representations_media_9208_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","السيدة منتهى جرار وطفليها، عائشة و توفيق","Mrs Muntaha Jarrár with her Children, 'aisha and Tawfíq","A black-and-white photograph shows Mrs Muntaha Jarrár and her two children, 'aisha (two months old) and Tawfíq (1 year and 4 months old).|~|صورة غير ملونة تظهر فيها السيدة منتهى جرار وطفليها، عائشة (شهران) و توفيق (سنة و 4 شهور).","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","20 April 1964; Date created","1964-04-20","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","","","توفيق 4 شهر 1 سنة عائشة 2 شهر 20 نيسان 1964|~|Tawfiq 4 months 1 year Aisha 2 months 20 April 1964","image/jpeg","3406","2441","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/43163_ca_object_representations_media_9208_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/49521_ca_object_representations_media_9208_original.jpg","https://palarchive.org/index.php/Detail/objects/18871/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:17","9 March 2021 at 19:26:53","A black-and-white photograph shows Mrs Muntaha Jarrár and her two children, 'aisha (two months old) and Tawfíq (1 year and 4 months old).","صورة غير ملونة تظهر فيها السيدة منتهى جرار وطفليها، عائشة (شهران) و توفيق (سنة و 4 شهور).","black-and-white photographs","توفيق 4 شهر 1 سنة عائشة 2 شهر 20 نيسان 1964","Tawfiq 4 months 1 year Aisha 2 months 20 April 1964","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hx8qkp/manifest"
"ark:/13030/m5d57zv8","ark:/21198/z16t669t","","Work","18.0","0018.01.0009|~|18872|~|26225_ca_object_representations_media_9210_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","منتهى جرار وبنات دار المعلمين في زيارة الى مدرسة دير دبوان","Muntaha Jarrár with Dar al-Moalemeen Students on a Visit to Deir Dibwan School","Muntaha Jarrár with students of Dar al-Moalemeen on a visit to Deir Dibwan School.|~|صورة غير ملونة معه منتهى جرار وبنات دار المعلمين في زيارة الى مدرسة دير دبوان","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1971 | Date created","1971","منتهى جرار البديري جمعية الإتحاد النسائي العربي مدينة البيرة","","","منتهى وبنات دار المعلمين في زيارة الى مدرسة دير دبوان 1971م|~|Muntaha and students of Dar al-Moalemeen on a visit to Deir Dibwan School 1971","image/jpeg","2940","4483","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/87703_ca_object_representations_media_9210_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/26225_ca_object_representations_media_9210_original.jpg","https://palarchive.org/index.php/Detail/objects/18872/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:18","9 March 2021 at 19:26:53","Muntaha Jarrár with students of Dar al-Moalemeen on a visit to Deir Dibwan School.","صورة غير ملونة معه منتهى جرار وبنات دار المعلمين في زيارة الى مدرسة دير دبوان","black-and-white photographs","منتهى وبنات دار المعلمين في زيارة الى مدرسة دير دبوان 1971م","Muntaha and students of Dar al-Moalemeen on a visit to Deir Dibwan School 1971","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d57zv8/manifest"
"ark:/13030/m58h5xnm","ark:/21198/z16t669t","","Work","18.0","0018.01.0010|~|18873|~|22963_ca_object_representations_media_9212_original.jpg","The al-Bireh Women's Arab Union Society (WAUS) Collection","Al-Bireh WAUS Sub-collection 1: Photographs","صورة لإبراهيم وبرهان جرَّار على ظهر حصان في مدينة رام الله","A Photograph of Ibrahim and Ibrahim Jarrar on a Horseback in Ramallah","A black-and-white photograph, taken between the late 1940s and early 50s, shows Ibrahim and Burha Jarrar, brothers of Muntaha - Nuhad Jarrar's children, on a horseback in al-Manara Square in the city of Ramallah. |~|صورة غيْر ملوَّنة، التُقطت في نهاية أربعينيَّات إلى مطلع خمسينيَّات القرن الماضي، تُظهر إبراهيم وبرهان جرّار، شقيقي منتهى - أولاد نهاد جرار، على ظهر حصان في منطقة دوّار المنارة في مدينة رام الله.","Muntaha el-Budiri (Former chairwoman of al-Bireh Women's Arab Union Society), interview with PMDA researcher Lama Ghosheh, July 2018, non-transcript, the Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","","","منتهى جرار البديري برهان جرار جمعية الإتحاد النسائي العربي مدينة البيرة","[31.9048548,35.2044716;31.9048548,35.2044716]","Social History","برهان جرار/رشاد الكاسر عضو المجلس الوطني الفلسطيني عضو المجلس التشريعي الأول شقيق منتهى جرار توفي 2017 ولد 1946|~|Burhan Jarrar / Rashad Al-Kasir Member of the Palestinian National Council Member of the First Legislative Council The brother of Muntaha Jarrar He died in 2017 He was born in 1946","image/jpeg","4262","3115","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/76577_ca_object_representations_media_9212_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/2/22963_ca_object_representations_media_9212_original.jpg","https://palarchive.org/index.php/Detail/objects/18873/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","","No","Al-Bireh WAUS Sub-collection 1: Photographs | The al-Bireh Women's Arab Union Society (WAUS) Collection","15 July 2018 at 9:02:18","21 November 2020 at 11:20:07","A black-and-white photograph, taken between the late 1940s and early 50s, shows Ibrahim and Burha Jarrar, brothers of Muntaha - Nuhad Jarrar's children, on a horseback in al-Manara Square in the city of Ramallah.","صورة غيْر ملوَّنة، التُقطت في نهاية أربعينيَّات إلى مطلع خمسينيَّات القرن الماضي، تُظهر إبراهيم وبرهان جرّار، شقيقي منتهى - أولاد نهاد جرار، على ظهر حصان في منطقة دوّار المنارة في مدينة رام الله.","black-and-white photographs","برهان جرار/رشاد الكاسر عضو المجلس الوطني الفلسطيني عضو المجلس التشريعي الأول شقيق منتهى جرار توفي 2017 ولد 1946","Burhan Jarrar / Rashad Al-Kasir Member of the Palestinian National Council Member of the First Legislative Council The brother of Muntaha Jarrar He died in 2017 He was born in 1946","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58h5xnm/manifest"
