"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1x97wv0","","","Collection","","","","","The Mustafa Othman Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1x97wv0"
"ark:/13030/m5xd8d0w","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0001|~|23583|~|35459_ca_object_representations_media_17155_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","عرس فلسطيني على جانبي السلك الفاصل في قرية بيت صفافا في القدس","A Palestinian wedding on both sides of the separation fence in Beit Safafa, Jerusalem","A colour photograph of a Palestinian wedding on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1926.|~|صورة ملونة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الذي تحت االحكم الأردني والجانب الذي تحت الاحتلال الاسرائيلي من قرية بيت صفافا في القدس عام 1962.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1962","1962","بيت صفافا  عرس فلسطيني","[31.7460743,35.2005014;31.7460743,35.2005014]","","العرس الصفافي عام 1962 على جانبي السلك الفاصل بين القسم الاردني والقسم الاسرائيلي من قرية بيت صفافا|~|The Safafian Wedding of 1962 on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa.","image/jpeg","4215","6339","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/38442_ca_object_representations_media_17155_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/35459_ca_object_representations_media_17155_original.jpg","https://palarchive.org/index.php/Detail/objects/23583/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:12:20","9 March 2021 at 19:26:06","A colour photograph of a Palestinian wedding on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1926.","صورة ملونة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الذي تحت االحكم الأردني والجانب الذي تحت الاحتلال الاسرائيلي من قرية بيت صفافا في القدس عام 1962.","color photographs","العرس الصفافي عام 1962 على جانبي السلك الفاصل بين القسم الاردني والقسم الاسرائيلي من قرية بيت صفافا","The Safafian Wedding of 1962 on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xd8d0w/manifest"
"ark:/13030/m5fc2f61","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0002|~|23584|~|4505_ca_object_representations_media_17157_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","عرس فلسطيني على جانبي السلك الفاصل في قرية بيت صفافا في القدس","A Palestinian wedding on both sides of the separation fence in Beit Safafa, Jerusalem","A colour photograph of a Palestinian wedding on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1926.|~|صورة ملونة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الذي تحت االحكم الأردني و الجانب الذي تحت الاحتلال الاسرائيلي من قرية بيت صفافا في القدس عام 1962.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","eng|~|ara","still image","1962","1962","عرس فلسطيني","[31.7460743,35.2005014]","","1962 Beit safafa السلك الفاصل بين الشق الاسرائيلي والشق الاردني|~|The fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa.","image/jpeg","6852","4519","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/88957_ca_object_representations_media_17157_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/4505_ca_object_representations_media_17157_original.jpg","https://palarchive.org/index.php/Detail/objects/23584/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:20:27","9 March 2021 at 19:26:06","A colour photograph of a Palestinian wedding on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1926.","صورة ملونة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الذي تحت االحكم الأردني و الجانب الذي تحت الاحتلال الاسرائيلي من قرية بيت صفافا في القدس عام 1962.","color photographs","1962 Beit safafa السلك الفاصل بين الشق الاسرائيلي والشق الاردني","The fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fc2f61/manifest"
"ark:/13030/m5258wgs","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0003|~|23585|~|24391_ca_object_representations_media_17159_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","صورة من عرسٍ فلسطيني على جانبي السلك الفاصل في قرية بيت صفافا، 1962","A Photograph of a Palestinian Wedding Along the Separation Fence in Beit Safafa Village, 1962","Taken in 1962, this colour print shows a Palestinian wedding on both sides of the separation fence that once ran through the Jordanian-ruled sector of Beit Safafa and the Israeli-Occupied one. On its reverse, the photograph is captioned with a brief description and a few verses the women of the village used to recite in lamentation of the division of Beit Safafa, ""Get the newspaper to read: Who's reigning over our country... Our country has been divided into a Jordanian bit and Israeli piece.""|~|صورة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الخاضع للحكم الأردني والجانب المُحتل إسرائيليًّا من قرية بيت صفافا في القدس عام 1962. حُبر ظهر الصورة بتوصيف لمحتواها إضافة لأبيات كانت تغنيها نساء بيت صفافا عن تقسيم القرية: ""هَاتوا الجريدة تَنِقْرَاهَا شُوفُوا بلَدْنَا مِين تْوَلَّاها يُّما بَلَدْنَا انْقَسْمَت قِسْمِين: قِسْم أًرْدُني وِقِسم إِسْرَائِيلي.""","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1962","1962","","[31.7460743,35.2005014]","","العرس الصفافي 1962 التصوير لمجلة العربي العروس والعريس من داخل الخط الاخضر اي في بيت صفافا التابعة لاسرائيل لاحظ السلك الفاصل بين العرب واليهود لاحظ النساء تغني هاتوا الجريدة تنقراها شوفوا بلدنا مين تولاها يّما بلدنا انقسمت قسمين قسم اردني وقسم اسرائيلي|~|The Safafian Wedding - 1962 Photograph by Al-Arabi magazine The bride and groom inside the Green Line, i.e. in Beit Safafa which is under Israel Notice the women singing: Get the newspaper to read who's reigning over our country Our country has been divided into two A Jordanian part and an Israeli one","image/jpeg","5648","4133","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/49300_ca_object_representations_media_17159_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/24391_ca_object_representations_media_17159_original.jpg","https://palarchive.org/index.php/Detail/objects/23585/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:40:53","9 March 2021 at 19:26:06","Taken in 1962, this colour print shows a Palestinian wedding on both sides of the separation fence that once ran through the Jordanian-ruled sector of Beit Safafa and the Israeli-Occupied one. On its reverse, the photograph is captioned with a brief description and a few verses the women of the village used to recite in lamentation of the division of Beit Safafa, ""Get the newspaper to read: Who's reigning over our country... Our country has been divided into a Jordanian bit and Israeli piece.""","صورة لعرس فلسطيني على جانبي السلك الفاصل بين الجانب الخاضع للحكم الأردني والجانب المُحتل إسرائيليًّا من قرية بيت صفافا في القدس عام 1962. حُبر ظهر الصورة بتوصيف لمحتواها إضافة لأبيات كانت تغنيها نساء بيت صفافا عن تقسيم القرية: ""هَاتوا الجريدة تَنِقْرَاهَا شُوفُوا بلَدْنَا مِين تْوَلَّاها يُّما بَلَدْنَا انْقَسْمَت قِسْمِين: قِسْم أًرْدُني وِقِسم إِسْرَائِيلي.""","color photographs","العرس الصفافي 1962 التصوير لمجلة العربي العروس والعريس من داخل الخط الاخضر اي في بيت صفافا التابعة لاسرائيل لاحظ السلك الفاصل بين العرب واليهود لاحظ النساء تغني هاتوا الجريدة تنقراها شوفوا بلدنا مين تولاها يّما بلدنا انقسمت قسمين قسم اردني وقسم اسرائيلي","The Safafian Wedding - 1962 Photograph by Al-Arabi magazine The bride and groom inside the Green Line, i.e. in Beit Safafa which is under Israel Notice the women singing: Get the newspaper to read who's reigning over our country Our country has been divided into two A Jordanian part and an Israeli one","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5258wgs/manifest"
"ark:/13030/m5nw6wjf","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0004|~|23586|~|38752_ca_object_representations_media_17161_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","نساء على جانبي السلك الفاصل لقرية بيت صفافا خلال عرس عام 1962","Women on the sides of the separation fence during a wedding in 1962","A colour photograph of the Palestinian wedding of Sobhi Al-sayeb on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1962.|~|صورة ملونة لعرس فلسطيني وهو عرس صبحي السايب على جانبي السلك الفاصل بين الجانب الذي تحت الحكم الاردني والجانب الذي تحت الاحتلال الإسرائيلي من قرية بيت صفافا في القدس عام 1962.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1962","1962","عرس فلسطيني","[31.7460743,35.2005014;31.7460743,35.2005014]","","عرس صبحي السايب 1962 العرس الصفافي على الحدود الاردنية - الاسرائيلية|~|Wedding of Sobhi Al-sayeb, 1962 The Safafian Wedding on the Jordanian-Israeli borders.","image/jpeg","4168","5009","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/67004_ca_object_representations_media_17161_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/38752_ca_object_representations_media_17161_original.jpg","https://palarchive.org/index.php/Detail/objects/23586/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:45:49","9 March 2021 at 19:26:06","A colour photograph of the Palestinian wedding of Sobhi Al-sayeb on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa, Jerusalem, in 1962.","صورة ملونة لعرس فلسطيني وهو عرس صبحي السايب على جانبي السلك الفاصل بين الجانب الذي تحت الحكم الاردني والجانب الذي تحت الاحتلال الإسرائيلي من قرية بيت صفافا في القدس عام 1962.","color photographs","عرس صبحي السايب 1962 العرس الصفافي على الحدود الاردنية - الاسرائيلية","Wedding of Sobhi Al-sayeb, 1962 The Safafian Wedding on the Jordanian-Israeli borders.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nw6wjf/manifest"
"ark:/13030/m5sn7n7q","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0005|~|23591|~|26125_ca_object_representations_media_17163_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","أهالي قرية بيت صفافا على جانبي السلك الفاصل للقرية خلال عرس عام 1962","Residents of Beit Safafa on both sides of the village's separation fence during a wedding in 1962","A colour photograph of the Palestinian wedding of Sobhi Al-sayeb on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa in 1962.|~|صورة ملونة لعرس فلسطيني وهو عرس صبحي السايب على جانبي الشيك الفاصل بين الجانب الذي تحت الحكم الاردني والجانب الذي تحت الاحتلال الإسرائيلي من قرية بيت صفافا عام 1962.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1962; Date created","1962","عرس فلسطيني","[31.7460743,35.2005014]","","الشريط الفاصل بين بيت صفافا الاردنية وبيت صفافا الاسرائيلية من خلال العرس عام 1962|~|The line separating the Jordanian Beit Safafa and the Israeli Beit Safafa during the wedding in 1962","image/jpeg","4043","5207","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/35310_ca_object_representations_media_17163_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/26125_ca_object_representations_media_17163_original.jpg","https://palarchive.org/index.php/Detail/objects/23591/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:46:12","9 March 2021 at 19:26:06","A colour photograph of the Palestinian wedding of Sobhi Al-sayeb on both sides of the fence separating the side governed by Jordan and the side under the Israeli occupation in Beit Safafa in 1962.","صورة ملونة لعرس فلسطيني وهو عرس صبحي السايب على جانبي الشيك الفاصل بين الجانب الذي تحت الحكم الاردني والجانب الذي تحت الاحتلال الإسرائيلي من قرية بيت صفافا عام 1962.","color photographs","الشريط الفاصل بين بيت صفافا الاردنية وبيت صفافا الاسرائيلية من خلال العرس عام 1962","The line separating the Jordanian Beit Safafa and the Israeli Beit Safafa during the wedding in 1962","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sn7n7q/manifest"
"ark:/13030/m5161v9h","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0006|~|23592|~|24502_ca_object_representations_media_17165_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","عرس ميسر عثمان في صور باهر عام 1979","The wedding of Myassar Uthman in Sur Baher in 1979","A colour photograph showing the wedding processional of Myassar Uthman, the sister of Mustafa Uthman, in Sur Baher in 1979.|~|صورة ملونة يظهر فيها زفة عرس لميسر عثمان شقيقة مصطفى عثمان في صور باهر عام 1979.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1979; Date created","1979","صور باهر","[31.73865,35.232517]","","عرس احتي ميسر في صورباهر 1979|~|My sister's wedding in Sur Baher in 1979","image/jpeg","2957","4185","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/67669_ca_object_representations_media_17165_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/24502_ca_object_representations_media_17165_original.jpg","https://palarchive.org/index.php/Detail/objects/23592/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:46:13","9 March 2021 at 19:26:06","A colour photograph showing the wedding processional of Myassar Uthman, the sister of Mustafa Uthman, in Sur Baher in 1979.","صورة ملونة يظهر فيها زفة عرس لميسر عثمان شقيقة مصطفى عثمان في صور باهر عام 1979.","color photographs","عرس احتي ميسر في صورباهر 1979","My sister's wedding in Sur Baher in 1979","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5161v9h/manifest"
"ark:/13030/m5j464td","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0007|~|23593|~|97355_ca_object_representations_media_17167_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","أقارب من عائلة عثمان في زفاف سامي طه عثمان من قرية بيت صفافا","Relatives from Uthman family at the wedding of Sami Taha Uthman from Beit Safafa","Yassin (Mustafa Uthman's uncle), grandmother Hamda Al-saleh, and Zainab (Mustafa Uthman's sister) from Beit Safafa in Jerusalem at the wedding of Sami Taha Uthman in 1970.|~|ياسين (عم مصطفى عمثان) والحاجة حمدة الصالح وزينب (شقيقة مصطفى عثمان) من قرية بيت صفافا في القدس في حفل زفاف سامي طه عثمان عام 1970.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","1970; Date created","1970","صور باهر","[31.73865,35.232517]","","عمي يسن والحاجة حمدة الصالح وزينب اختي في عرس سامي طه عثمان 1970.|~|Uncle Yassin, grandmother Hamda Al-saleh, and my sister Zainab at the wedding of Sami Taha Uthman in 1970.","image/jpeg","3307","4912","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/57143_ca_object_representations_media_17167_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/97355_ca_object_representations_media_17167_original.jpg","https://palarchive.org/index.php/Detail/objects/23593/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:46:13","9 March 2021 at 19:26:06","Yassin (Mustafa Uthman's uncle), grandmother Hamda Al-saleh, and Zainab (Mustafa Uthman's sister) from Beit Safafa in Jerusalem at the wedding of Sami Taha Uthman in 1970.","ياسين (عم مصطفى عمثان) والحاجة حمدة الصالح وزينب (شقيقة مصطفى عثمان) من قرية بيت صفافا في القدس في حفل زفاف سامي طه عثمان عام 1970.","","عمي يسن والحاجة حمدة الصالح وزينب اختي في عرس سامي طه عثمان 1970.","Uncle Yassin, grandmother Hamda Al-saleh, and my sister Zainab at the wedding of Sami Taha Uthman in 1970.","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5j464td/manifest"
"ark:/13030/m5dc5d33","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0008|~|23594|~|6314_ca_object_representations_media_17169_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","أقارب من عائلة عثمان في خطبة مصطفى عثمان من قرية بيت صفافا في القدس","Relatives from Uthman family at the egagement of Mustafa Uthman from Beit Safafa, Jerusalem","A colour photograph of relatives from Uthman family from Beit Safafa in Jerusalem at the engagement of Mustafa Uthman in 1979.|~|صورة ملونة لمجموعة أقارب من عائلة عثمان من قرية بيت صفافا في القدس في خطبة مصطفى عثمان عام 1979.","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1979; Date created","1979","مصطفى عثمان","","","179 خطبة مصطفى عثمان بحضور عمي محمد وعمي طه وعمي موسى وعمي عبد وامرأة عمي طه برهوم عثمان|~|179 Engagement of Mustafa Uthman Attended by uncles Muhammad, Taha, Musa, Abed, and uncle Taha Barhoom Uthman's wife","image/jpeg","2948","4168","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/34946_ca_object_representations_media_17169_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/6314_ca_object_representations_media_17169_original.jpg","https://palarchive.org/index.php/Detail/objects/23594/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:46:13","9 March 2021 at 19:26:06","A colour photograph of relatives from Uthman family from Beit Safafa in Jerusalem at the engagement of Mustafa Uthman in 1979.","صورة ملونة لمجموعة أقارب من عائلة عثمان من قرية بيت صفافا في القدس في خطبة مصطفى عثمان عام 1979.","color photographs","179 خطبة مصطفى عثمان بحضور عمي محمد وعمي طه وعمي موسى وعمي عبد وامرأة عمي طه برهوم عثمان","179 Engagement of Mustafa Uthman Attended by uncles Muhammad, Taha, Musa, Abed, and uncle Taha Barhoom Uthman's wife","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dc5d33/manifest"
"ark:/13030/m5wf1bvn","ark:/21198/z1x97wv0","","Work","29.0","0029.01.0009|~|23595|~|99296_ca_object_representations_media_17171_original.jpg","The Mustafa Othman Collection","Mustafa Othman Sub-collection 1: Photographs","عائلة عثمان  من قرية بيت صفافا في القدس في رحلة ترفيهية في منطقة بتير عام 1968","The Uthman family from Beit Safafa, Jerusalem, on a road trip in Battir in 1968","A colour photo of the Uthman family from Beit Safafa, Jerusalem, on a road trip in Battir in 1968|~|صورة ملونة لعائلة عثمان من قرية بيت صفافا في القدس خلال رحلة ترفيهية في منطقة بتير عام 1968","Mustafa Othman (Collection owner), interview with PMDA researcher Lama Ghosheh, January 2018, non-transcript, the Palestinian Museum Digital Archive.","cartographic material","ara","still image","1968; Date created","1968","مصطفى عثمان","[31.728181,35.138032]","","1968 عائلة عثمان في رحلة ترفيهية في منطقة بتير|~|1968 The Uthman family on a road trip in Battir","image/jpeg","2904","4069","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/71254_ca_object_representations_media_17171_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/7/1/99296_ca_object_representations_media_17171_original.jpg","https://palarchive.org/index.php/Detail/objects/23595/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Mustafa Othman Collection | Mustafa Othman Sub-collection 1: Photographs","12 August 2018 at 16:46:13","9 March 2021 at 19:26:06","A colour photo of the Uthman family from Beit Safafa, Jerusalem, on a road trip in Battir in 1968","صورة ملونة لعائلة عثمان من قرية بيت صفافا في القدس خلال رحلة ترفيهية في منطقة بتير عام 1968","cartographic material","1968 عائلة عثمان في رحلة ترفيهية في منطقة بتير","1968 The Uthman family on a road trip in Battir","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wf1bvn/manifest"
