Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z15r0fnx,,,Collection,,,,,The Mohammed abu Ra'id Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m52p2t68,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0001|~|183660|~|66898_ca_object_representations_media_144947_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل يقف امام بوابة مديمة سبسطية,A Man in Front of the Gate of Sebastia,Muhammad Musa abu-Raʿd in front of the gate of the city of Sebastia.|~|محمد موسى ابو رعد يقف امام بوابة مدينة سبسطية,,,,still image,1970s,1970/1979,رجل، صخور، شجر، بوابة المدينة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/75848_ca_object_representations_media_144947_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/66898_ca_object_representations_media_144947_original.jpg,https://palarchive.org/index.php/Detail/objects/183660/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:33,10 March 2021 at 15:26,Muhammad Musa abu-Raʿd in front of the gate of the city of Sebastia.,محمد موسى ابو رعد يقف امام بوابة مدينة سبسطية,,,,
ark:/13030/m56f3jw4,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0002|~|183661|~|38934_ca_object_representations_media_144948_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل يقف امام احدى منازل سبسطية,A Man in Front of a House in Sebastia,Muhammad Musa abu-Raʿd in front the house of ʾebrahim al-ʿazel|~|محمد موسى ابو رعد يقف امام منزل ابراهيم العازل,,,,still image,1950s,1950/1959,رجل، صخور، شجر، حطة، عقال,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/86067_ca_object_representations_media_144948_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/38934_ca_object_representations_media_144948_original.jpg,https://palarchive.org/index.php/Detail/objects/183661/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:33,10 March 2021 at 15:26,Muhammad Musa abu-Raʿd in front the house of ʾebrahim al-ʿazel,محمد موسى ابو رعد يقف امام منزل ابراهيم العازل,,,,
ark:/13030/m5xx29ph,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0003|~|183662|~|12336_ca_object_representations_media_144950_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل يقف على ىشرفة مستشفى,A Man Standing on a Hospital Terrace,"Muhammad Musa abu-Raʿd standing on the terrace of a hospital in a German city, after he had a health problem.|~|محمد موسى ابو رعد يفق على شرفة مستشفى في احدى المدن الالمانية بعد اصابته بوعكة صحية",,,,still image,1964,1964,رجل، شرفة، شجر، حجر، منازل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/87642_ca_object_representations_media_144950_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/12336_ca_object_representations_media_144950_original.jpg,https://palarchive.org/index.php/Detail/objects/183662/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:33,10 March 2021 at 15:26,"Muhammad Musa abu-Raʿd standing on the terrace of a hospital in a German city, after he had a health problem.",محمد موسى ابو رعد يفق على شرفة مستشفى في احدى المدن الالمانية بعد اصابته بوعكة صحية,,,,
ark:/13030/m5b35m6j,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0004|~|183663|~|38909_ca_object_representations_media_144951_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجلان في زي رسمي,Two Men in Formal Attire; Two Men in Formal Attire,"Two men in the Jordanian National Guard attire, from right to left: Fathi ʾahmad Muhammad Mahṣiṣi and Muhammad Musa abu-Raʿd.|~|مرجلان يرتديان زي الحرس الوطني الاردني وهم من جهة اليمين: فتحي احمد محمد محصيصي، محمد موسى ابو رعبد",,,,still image,1958,1958,رجل، زي رسمي، حطة، عقال، قميص، ستارة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/35266_ca_object_representations_media_144951_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/38909_ca_object_representations_media_144951_original.jpg,https://palarchive.org/index.php/Detail/objects/183663/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:33,10 March 2021 at 15:26:01,"Two men in the Jordanian National Guard attire, from right to left: Fathi ʾahmad Muhammad Mahṣiṣi and Muhammad Musa abu-Raʿd.",مرجلان يرتديان زي الحرس الوطني الاردني وهم من جهة اليمين: فتحي احمد محمد محصيصي، محمد موسى ابو رعبد,,,,
ark:/13030/m55f6htn,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0005|~|183664|~|31714_ca_object_representations_media_144952_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في زي رسمي,A Man in Formal Attire; A Man in Formal Attire,Muhammad Musa abu-Raʿd wearing the Jordanian National Guard Attire|~|محمد موسى ابو رعد في زي الحرس الوطني الاردني,,,,still image,1958,1958,رجل، حطة، عقال، قميص,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/26160_ca_object_representations_media_144952_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/31714_ca_object_representations_media_144952_original.jpg,https://palarchive.org/index.php/Detail/objects/183664/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:01,Muhammad Musa abu-Raʿd wearing the Jordanian National Guard Attire,محمد موسى ابو رعد في زي الحرس الوطني الاردني,,,,
ark:/13030/m5wx58m1,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0006|~|183665|~|8997_ca_object_representations_media_144954_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,جندي يجري مكالمة هاتفية,A Soldier Making a Phone Call,"A photograph of Muhammad Musa abu-Raʿd, on the right, making a phone call in a military barracks, in al-Shweika near Tulkarem.|~|لقطة ل محمد موسى ابو رعد من جهة اليمين وهو يجري مكالمة هاتفية في ثكنة عسكرية في منطقة الشويكة قرب طولكم",,,,still image,1960s,1960/1969,هاتف، رجلان، زي رسمي، سلاح، شجر، خيمة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/76890_ca_object_representations_media_144954_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/8997_ca_object_representations_media_144954_original.jpg,https://palarchive.org/index.php/Detail/objects/183665/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:01,"A photograph of Muhammad Musa abu-Raʿd, on the right, making a phone call in a military barracks, in al-Shweika near Tulkarem.",لقطة ل محمد موسى ابو رعد من جهة اليمين وهو يجري مكالمة هاتفية في ثكنة عسكرية في منطقة الشويكة قرب طولكم,,,,
ark:/13030/m5t51k1d,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0007|~|183666|~|62131_ca_object_representations_media_144956_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,جنديا حرس وطني اردني,Two Jordanian National Guards ; Two Jordanian National Guards,"A photograph of two Jordanian National Guards, from right to left: Muhammad Musa abu-Raʿd, Waṣf al-Khawaja, in their guard site in al-Shweika.|~|لقطة ل جنديان من الحرس الوطني الاردني وهما من اليمين: محمد موسى ابو رعد و وصف الخواجا في موقع لللحرس في الشويكة",,,,still image,,,جندي، هاتف، حطة، عقال، زي رسمي، كرسي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/6112_ca_object_representations_media_144956_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/62131_ca_object_representations_media_144956_original.jpg,https://palarchive.org/index.php/Detail/objects/183666/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:01,"A photograph of two Jordanian National Guards, from right to left: Muhammad Musa abu-Raʿd, Waṣf al-Khawaja, in their guard site in al-Shweika.",لقطة ل جنديان من الحرس الوطني الاردني وهما من اليمين: محمد موسى ابو رعد و وصف الخواجا في موقع لللحرس في الشويكة,,,,
ark:/13030/m51p5s3b,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0008|~|183667|~|83883_ca_object_representations_media_144958_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في سكنه,A Man in His Residence ; A Man in His Residence,"Muhammad Musa abu-Raʿd in his residence in Hanover, Germany.|~|محمد موسى ابو رعد في سكنه في مدينة هانوفر الالمانية",,,,still image,1963,1963,رجل، مذياع، ابريق، باب، ربطة عنق، بدلة، باب، سرير، كوب,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/66091_ca_object_representations_media_144958_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/83883_ca_object_representations_media_144958_original.jpg,https://palarchive.org/index.php/Detail/objects/183667/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:02,"Muhammad Musa abu-Raʿd in his residence in Hanover, Germany.",محمد موسى ابو رعد في سكنه في مدينة هانوفر الالمانية,,,,
ark:/13030/m5s54hwm,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0009|~|183668|~|54318_ca_object_representations_media_144960_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في الحديقة,A Man in the Park; A Man in the Park,Muhammad Musa abu-Raʿd in a park in Germany|~|محمد موسى ابو رعد في حديقة في المانيا,,,,still image,1966,1966,رجل، حديقة، مقعد، شجر، كرسي,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/83753_ca_object_representations_media_144960_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/54318_ca_object_representations_media_144960_original.jpg,https://palarchive.org/index.php/Detail/objects/183668/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:02,Muhammad Musa abu-Raʿd in a park in Germany,محمد موسى ابو رعد في حديقة في المانيا,,,,
ark:/13030/m5pd0t9p,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0010|~|183669|~|89744_ca_object_representations_media_144961_original.jpg,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في الحديقة,A Man in the Park; A Man in the Park,Muhammad Musa abu-Raʿd in a park in Germany|~|محمد موسى ابو رعد في حديقة في المانيا,,,,still image,1960s,1960/1969,رجل، حديقة، مقعد، شجر، كرسي، طاولة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/33544_ca_object_representations_media_144961_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/89744_ca_object_representations_media_144961_original.jpg,https://palarchive.org/index.php/Detail/objects/183669/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:02,Muhammad Musa abu-Raʿd in a park in Germany,محمد موسى ابو رعد في حديقة في المانيا,,,,
