Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z11z9q1d,,,Collection,,,,,Al-Msaimy Family Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5p923vw,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0001|~|183694|~|81762_ca_object_representations_media_163698_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/6/92666_ca_object_representations_media_163698_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/6/81762_ca_object_representations_media_163698_original.jpg,https://palarchive.org/index.php/Detail/objects/183694/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:09,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5ds0mdv,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0002|~|183695|~|86890_ca_object_representations_media_163699_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/6/45394_ca_object_representations_media_163699_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/6/86890_ca_object_representations_media_163699_original.jpg,https://palarchive.org/index.php/Detail/objects/183695/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:10,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5jj1c4k,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0003|~|183696|~|3922_ca_object_representations_media_163700_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/87027_ca_object_representations_media_163700_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/3922_ca_object_representations_media_163700_original.jpg,https://palarchive.org/index.php/Detail/objects/183696/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:10,A black-and-white portrait of a man from Msaimy Family.,صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5wt6k4t,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0004|~|183697|~|82390_ca_object_representations_media_163702_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/86162_ca_object_representations_media_163702_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/82390_ca_object_representations_media_163702_original.jpg,https://palarchive.org/index.php/Detail/objects/183697/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:10,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5t22vk7,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0005|~|183698|~|21210_ca_object_representations_media_163703_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل,A Portrait of a Man,A black-and-white portrait of a man found in the Msaimy Family Collection. |~|.صورة غير ملونة، يظهر فيها رجل. وجدت في مجموعة عائلة مسيني,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/75246_ca_object_representations_media_163703_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/21210_ca_object_representations_media_163703_original.jpg,https://palarchive.org/index.php/Detail/objects/183698/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:10,A black-and-white portrait of a man found in the Msaimy Family Collection.,.صورة غير ملونة، يظهر فيها رجل. وجدت في مجموعة عائلة مسيني,black-and-white photographs,,,
ark:/13030/m5909vqb,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0006|~|183699|~|24198_ca_object_representations_media_163705_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/23616_ca_object_representations_media_163705_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/24198_ca_object_representations_media_163705_original.jpg,https://palarchive.org/index.php/Detail/objects/183699/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:11,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5hj49zb,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0007|~|183700|~|6742_ca_object_representations_media_163706_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لرجل من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/28158_ca_object_representations_media_163706_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/6742_ca_object_representations_media_163706_original.jpg,https://palarchive.org/index.php/Detail/objects/183700/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:11,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيها رجل من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m51g8c6s,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0008|~|183701|~|39258_ca_object_representations_media_163707_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة شخصية لطفلة من عائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، تظهر فيها طفلة من عائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/7825_ca_object_representations_media_163707_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/39258_ca_object_representations_media_163707_original.jpg,https://palarchive.org/index.php/Detail/objects/183701/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:11,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، تظهر فيها طفلة من عائلة مسيمي,black-and-white photographs,,,
ark:/13030/m5s25tdd,ark:/21198/z11z9q1d,,Work,249.0,0249.01.0009|~|183702|~|41029_ca_object_representations_media_163708_original.jpg,Al-Msaimy Family Collection,Al-Msaimy Family Sub-collection 1: Photographs,صورة جماعية لعائلة مسيمي,A Portrait of a Man from Msaimy Family,A black-and-white portrait of a man from Msaimy Family. |~|.صورة غير ملونة، يظهر فيهاعائلة مسيمي,,black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/81879_ca_object_representations_media_163708_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/3/7/41029_ca_object_representations_media_163708_original.jpg,https://palarchive.org/index.php/Detail/objects/183702/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Al-Msaimy Family Collection  | Al-Msaimy Family Sub-collection 1: Photographs,30 September 2019 at 13:35:37,10 March 2021 at 15:26:11,A black-and-white portrait of a man from Msaimy Family.,.صورة غير ملونة، يظهر فيهاعائلة مسيمي,black-and-white photographs,,,
