Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z17h745s,,,Collection,,,,,The Ghassan Abdel-Qader Hamad Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m50w64t1,ark:/21198/z17h745s,,Work,266.0,0266.01.0001|~|184632|~|38197_ca_object_representations_media_164649_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بورتريه لشاب,A Photograph of the Student Husam Ṣal,A black-and-white portrait of the student Husam Abdul-Qader Hsain Ṣal. The back of the photograph carries the stamp of the Silwad Secondary Boys' School - Ramallah.|~|بوتريه بالابيض والاسود للطالب حسام عبد القادرحسين عمر صال، وخُنمت الصورة بختم مدرسة ذكور سلواد الثانوية لواء رام الله.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/31816_ca_object_representations_media_164649_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/38197_ca_object_representations_media_164649_original.jpg,https://palarchive.org/index.php/Detail/objects/184632/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:01,A black-and-white portrait of the student Husam Abdul-Qader Hsain Ṣal. The back of the photograph carries the stamp of the Silwad Secondary Boys' School - Ramallah.,بوتريه بالابيض والاسود للطالب حسام عبد القادرحسين عمر صال، وخُنمت الصورة بختم مدرسة ذكور سلواد الثانوية لواء رام الله.,black-and-white photographs,,,
ark:/13030/m5hv0fdd,ark:/21198/z17h745s,,Work,266.0,0266.01.0002|~|184633|~|84967_ca_object_representations_media_164651_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بوتريه لمسن,"A Photograph of an Old Man, 1970","Dated August 1970, this is a black-and-white portrait of an old man. No information about the identity of the man is available.|~|بورتريه لمسن بالابيض والاسود، وختمت الصورة بتاريخ الخامس من شهر اغسطسس من عام 1970",,black-and-white photographs,ara,still image,1970; Date created,1970,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/12604_ca_object_representations_media_164651_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/84967_ca_object_representations_media_164651_original.jpg,https://palarchive.org/index.php/Detail/objects/184633/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:01,"Dated August 1970, this is a black-and-white portrait of an old man. No information about the identity of the man is available.",بورتريه لمسن بالابيض والاسود، وختمت الصورة بتاريخ الخامس من شهر اغسطسس من عام 1970,black-and-white photographs,,,
ark:/13030/m58d7nb0,ark:/21198/z17h745s,,Work,266.0,0266.01.0003|~|184634|~|91331_ca_object_representations_media_164653_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بورتريه لشاب,A Photograph of a Young Man,"A black-and-white portrait of a young man wearing a suit and tie. Handwritten on the back of the photograph is this note, ""this photograph is a keepsake for my uncle Abdul-Qader Abu Hsain.""|~|بورتريه بالابيض والاسود لرجل يرتدي بدلة وربطة عنق، وقد كُتب على ظهر الصورة :"" هذه الصورة تذكار للخال السيد عبد القادر ابو حسين"".",,black-and-white photographs,,still image,1970; Date created,1970,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/97018_ca_object_representations_media_164653_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/91331_ca_object_representations_media_164653_original.jpg,https://palarchive.org/index.php/Detail/objects/184634/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:02,"A black-and-white portrait of a young man wearing a suit and tie. Handwritten on the back of the photograph is this note, ""this photograph is a keepsake for my uncle Abdul-Qader Abu Hsain.""","بورتريه بالابيض والاسود لرجل يرتدي بدلة وربطة عنق، وقد كُتب على ظهر الصورة :"" هذه الصورة تذكار للخال السيد عبد القادر ابو حسين"".",black-and-white photographs,,,
ark:/13030/m5d58czz,ark:/21198/z17h745s,,Work,266.0,0266.01.0004|~|184635|~|33850_ca_object_representations_media_164655_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بورترتيه لشاب بالابيض والاسود,"A Photograph of a Young Man, Homa Studio","A black-and-white photograph of a young man wearing a striped shirt. The back of the photograph is stamped in blue with ""HOMA STUDIO. AL-WAHADA STREET, SHJ. 002, 32.""|~|. بورتريه بالابيض والاسود  لشاب يرتدي قميص ختمت الصور بختم باللون الازرق جاء فيه ""HOMA STUDIO. AL WAHADA STREET'SHJ. 002,32",,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/27008_ca_object_representations_media_164655_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/33850_ca_object_representations_media_164655_original.jpg,https://palarchive.org/index.php/Detail/objects/184635/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:02,"A black-and-white photograph of a young man wearing a striped shirt. The back of the photograph is stamped in blue with ""HOMA STUDIO. AL-WAHADA STREET, SHJ. 002, 32.""",". بورتريه بالابيض والاسود  لشاب يرتدي قميص ختمت الصور بختم باللون الازرق جاء فيه ""HOMA STUDIO. AL WAHADA STREET'SHJ. 002,32",black-and-white photographs,,,
ark:/13030/m54n6wm8,ark:/21198/z17h745s,,Work,266.0,0266.01.0005|~|184636|~|15286_ca_object_representations_media_164657_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,رجل يرتدي قبعة وبدلة وربطة عنق,A Photograph of a Man Wearing a Headdress with a Suit and Tie,A sepia-toned portrait of a man wearing a headdress with a suit and tie. The photograph was taken at Studio Asri in Souq Wajif in Kuwait as indicated by the stamp on the back.|~|بورتريه لرجل بالابيض والاسود، ويظهر وهو يرتدي قبعة وبدلة وربطة عنق، اُخذت الصورة في سوق واقف بالكويت  في استوديو عصري كما جاء بالختم خلفها..,,black-and-white photographs,ara,still image,,,,"[29.31166,47.481766;29.31166,47.481766]",Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/58432_ca_object_representations_media_164657_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/15286_ca_object_representations_media_164657_original.jpg,https://palarchive.org/index.php/Detail/objects/184636/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:02,A sepia-toned portrait of a man wearing a headdress with a suit and tie. The photograph was taken at Studio Asri in Souq Wajif in Kuwait as indicated by the stamp on the back.,بورتريه لرجل بالابيض والاسود، ويظهر وهو يرتدي قبعة وبدلة وربطة عنق، اُخذت الصورة في سوق واقف بالكويت  في استوديو عصري كما جاء بالختم خلفها..,black-and-white photographs,,,
ark:/13030/m5rc4wmb,ark:/21198/z17h745s,,Work,266.0,0266.01.0006|~|184637|~|62210_ca_object_representations_media_164659_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,صورة لشاب بالابيض والاسود,"A Photograph of a Young Man, 1980","Dated November 18, 1980, this is a black-and-white photograph of a young man with a note handwritten on the back ""A gift from the friend Salim Yusef Sulayman/ Silwad - Ramallah.""|~|صورة لشاب بالابيض والاسود، كُتب خلفها :"" اهداء من الصديق سليم يوسف سليمان\ سلواد رام الله ، saleem yosiff \ silwad. وجاءت بتاريخ 18 نوفمبر 1980",,black-and-white photographs,ara,still image,18 November 1980; Date created,1980-11-18,,"[31.97939,35.261865]",Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/31323_ca_object_representations_media_164659_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/62210_ca_object_representations_media_164659_original.jpg,https://palarchive.org/index.php/Detail/objects/184637/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:02,"Dated November 18, 1980, this is a black-and-white photograph of a young man with a note handwritten on the back ""A gift from the friend Salim Yusef Sulayman/ Silwad - Ramallah.""","صورة لشاب بالابيض والاسود، كُتب خلفها :"" اهداء من الصديق سليم يوسف سليمان\ سلواد رام الله ، saleem yosiff \ silwad. وجاءت بتاريخ 18 نوفمبر 1980",black-and-white photographs,,,
ark:/13030/m5w45nch,ark:/21198/z17h745s,,Work,266.0,0266.01.0007|~|184638|~|60786_ca_object_representations_media_164661_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,صورة لزوجان بمكان خارجي,"A Photograph of the Couple Kinga and Hasan Abdul-Qader Hamdan Outdoors, 1970","A black-and-white photograph of the couple Kinga and Hasan Abdul-Qader Hamdan outdoors in front of a tree. The wife Kinga is wearing a dress while her husband Hasan Abdul-Qader is wearing a suit and tie. Handwritten on the back of the photograph is this note ""I attest that this is a photograph of the friend Hasan Abdul-Qader Hamdan from Ein Yabrud village with his wife Kinga from Spain. The photograph was gifted to me as a token of our friendship and fraternity on January 7, 1970.""|~|صورة بالابيض والاسود لزوجان، اُخذت الصورة بمكان خارجي فيه شجر. وتظهر فيها الزوجة كينجا من اسبانيا وهي ترتدي فستان وزوجها حسن عبد القادر وهو يرتدي بدلة وربطة عنق. كُتب على ظهر الصورة :"" أشهد ان هذه صورة الصديق حسن عبد القادر حمدان من قرية عين يبرود وصورة امرأته كنجا من اسبانيا وقد اهداها لي هذ الصورة على سبيل الصداقة والاخوة في تاريخ 7-1-1970",,black-and-white photographs,ara,still image,1970; Date created,1970,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/35489_ca_object_representations_media_164661_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/60786_ca_object_representations_media_164661_original.jpg,https://palarchive.org/index.php/Detail/objects/184638/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:03,"A black-and-white photograph of the couple Kinga and Hasan Abdul-Qader Hamdan outdoors in front of a tree. The wife Kinga is wearing a dress while her husband Hasan Abdul-Qader is wearing a suit and tie. Handwritten on the back of the photograph is this note ""I attest that this is a photograph of the friend Hasan Abdul-Qader Hamdan from Ein Yabrud village with his wife Kinga from Spain. The photograph was gifted to me as a token of our friendship and fraternity on January 7, 1970.""","صورة بالابيض والاسود لزوجان، اُخذت الصورة بمكان خارجي فيه شجر. وتظهر فيها الزوجة كينجا من اسبانيا وهي ترتدي فستان وزوجها حسن عبد القادر وهو يرتدي بدلة وربطة عنق. كُتب على ظهر الصورة :"" أشهد ان هذه صورة الصديق حسن عبد القادر حمدان من قرية عين يبرود وصورة امرأته كنجا من اسبانيا وقد اهداها لي هذ الصورة على سبيل الصداقة والاخوة في تاريخ 7-1-1970",black-and-white photographs,,,
ark:/13030/m5gz23mf,ark:/21198/z17h745s,,Work,266.0,0266.01.0008|~|184639|~|91503_ca_object_representations_media_164663_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,شاب يقف بجانب سيارة,A Photograph of a Young Man Posing Next to a Car,A black-and-white photograph of a young man posing next to a car. No information about the identity of the man is available.|~|صورة بالابيض والاسود لشاب يقف بجانب سيارة,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/23873_ca_object_representations_media_164663_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/91503_ca_object_representations_media_164663_original.jpg,https://palarchive.org/index.php/Detail/objects/184639/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:03,A black-and-white photograph of a young man posing next to a car. No information about the identity of the man is available.,صورة بالابيض والاسود لشاب يقف بجانب سيارة,black-and-white photographs,,,
ark:/13030/m5mm450r,ark:/21198/z17h745s,,Work,266.0,0266.01.0009|~|184640|~|86819_ca_object_representations_media_164664_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بورتريه لشاب,A Photograph of a Young Man,A black-and-white portrait photograph of a young man wearing an open-collared shirt.|~|بورتريه بالابيض والاسود لشاب يرتدي قميص.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/47815_ca_object_representations_media_164664_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/86819_ca_object_representations_media_164664_original.jpg,https://palarchive.org/index.php/Detail/objects/184640/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:04,10 March 2021 at 15:48:03,A black-and-white portrait photograph of a young man wearing an open-collared shirt.,بورتريه بالابيض والاسود لشاب يرتدي قميص.,black-and-white photographs,,,
ark:/13030/m57f0m7m,ark:/21198/z17h745s,,Work,266.0,0266.01.0010|~|184641|~|81026_ca_object_representations_media_164665_original.jpg,The Ghassan Abdel-Qader Hamad Collection,Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,بورتريه لشاب,A Photograph of a Young Man,A black-and-white portrait photograph of a young man wearing an open-collared shirt and a suit jacket.|~|بورتريه بالابيض والاسود لشاب,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/17926_ca_object_representations_media_164665_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/6/81026_ca_object_representations_media_164665_original.jpg,https://palarchive.org/index.php/Detail/objects/184641/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ghassan Abdel-Qader Hamad Collection  | Ghassan Abdel-Qader Hamad Sub-collection 1: Photographs,30 September 2019 at 13:37:05,10 March 2021 at 15:48:03,A black-and-white portrait photograph of a young man wearing an open-collared shirt and a suit jacket.,بورتريه بالابيض والاسود لشاب,black-and-white photographs,,,
