Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1b90trw,,,Collection,,,,,The Jawad Hiwwari Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5bs6j9b,ark:/21198/z1b90trw,,Work,273.0,0273.01.0001|~|197179|~|87944_ca_object_representations_media_162528_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,حوراي حواري ونظيرة الحج,Hiwwari Hiwwari and Naẓira al-Haj,,,black-and-white photographs,ara,still image,1960s,1960/1969,,,Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/33079_ca_object_representations_media_162528_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/87944_ca_object_representations_media_162528_original.jpg,https://palarchive.org/index.php/Detail/objects/197179/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:10,,,black-and-white photographs,,,
ark:/13030/m5cc8rwc,ark:/21198/z1b90trw,,Work,273.0,0273.01.0002|~|197180|~|12457_ca_object_representations_media_162529_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,رضا حواري في أثناء دراسته في لندن,Rida Hiwwari Attending Schhol in London,,,black-and-white photographs,ara,still image,1957; Date created,1957,,,Education and Extracurricular Activities|~|Social History,لندن 1957|~|London 1957,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/52549_ca_object_representations_media_162529_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/12457_ca_object_representations_media_162529_original.jpg,https://palarchive.org/index.php/Detail/objects/197180/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:10,,,black-and-white photographs,لندن 1957,London 1957,
ark:/13030/m5zm37wz,ark:/21198/z1b90trw,,Work,273.0,0273.01.0003|~|197181|~|13920_ca_object_representations_media_162531_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,عبد اللطيف حواري خلال عمله في الكويت,ʿabdel-Latif Hiwwari During his Work in Kuwait,,,black-and-white photographs,ara,still image,1950s,1950/1959,,,Education and Extracurricular Activities|~|Social History,تذكار الشغل هذه صورتي وأنا متعلق في الونش|~|Work souvenir This is my photograph while I'm handing on the winch truck,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/21816_ca_object_representations_media_162531_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/13920_ca_object_representations_media_162531_original.jpg,https://palarchive.org/index.php/Detail/objects/197181/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:10,,,black-and-white photographs,تذكار الشغل هذه صورتي وأنا متعلق في الونش,Work souvenir This is my photograph while I'm handing on the winch truck,
ark:/13030/m5tv2h46,ark:/21198/z1b90trw,,Work,273.0,0273.01.0004|~|197182|~|17159_ca_object_representations_media_162533_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,حواري حواري ونظام شحادة,Hiwwari Hiwwari and Niẓam Shhadeh,,,black-and-white photographs,ara,still image,10 December 1975; Date created,1975-12-10,,,Education and Extracurricular Activities|~|Social History,ستوديو سميراميس المصور: قيصر دروزه تلفون 1669 10 كانون الأول 1975|~|Samiramis Studio Photographer: Qaysar Darwazeh Telephone 1669 10 December 1978,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/9822_ca_object_representations_media_162533_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/17159_ca_object_representations_media_162533_original.jpg,https://palarchive.org/index.php/Detail/objects/197182/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:11,,,black-and-white photographs,ستوديو سميراميس المصور: قيصر دروزه تلفون 1669 10 كانون الأول 1975,Samiramis Studio Photographer: Qaysar Darwazeh Telephone 1669 10 December 1978,
ark:/13030/m5hr1r4w,ark:/21198/z1b90trw,,Work,273.0,0273.01.0005|~|197183|~|75849_ca_object_representations_media_162535_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,عبد اللطيف حواري اثناء عمله في الكويت,ʿabdel-Latif Hiwwari During his Work in Kuwait,,,black-and-white photographs,ara,still image,4 November 1958; Date created,1958-11-04,,,Education and Extracurricular Activities|~|Social History,وهذه صورتي  تذكار الشغل في تاريخ 4/11/195كويت- فحاحيل PHOTO MINA - Kuwait - Fahahil|~|And this is my photograph  Work souvenir on 4/11/195 in Kuwait - Fahaheel PHOTO MINA - Kuwait - Fahahil,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/32628_ca_object_representations_media_162535_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/75849_ca_object_representations_media_162535_original.jpg,https://palarchive.org/index.php/Detail/objects/197183/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:11,,,black-and-white photographs,وهذه صورتي  تذكار الشغل في تاريخ 4/11/195كويت- فحاحيل PHOTO MINA - Kuwait - Fahahil,And this is my photograph  Work souvenir on 4/11/195 in Kuwait - Fahaheel PHOTO MINA - Kuwait - Fahahil,
ark:/13030/m5fk07wt,ark:/21198/z1b90trw,,Work,273.0,0273.01.0006|~|197184|~|51166_ca_object_representations_media_162537_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,صورة تذكارية أرسلها فتحي علي عازم إلى أخيه شوكت,A Photograph from Fathi ʿali ʿazim to His Brother Shawkat,,,black-and-white photographs,ara,still image,,,,,Education and Extracurricular Activities|~|Social History,"كل عام وانتم بألف خير عامًا سعيدًا وعمرًا مديدًا أخي المحبوب شوكت علي عازم أقدم لكم أخلص التهاني بالعيد السعيد  متمنيصا لكم نجاحًا باهرًا وعملًا موفقًا وحياةً سعيده 1/3/62 اخيك الاشغال العامة: الكراج  قسم النقليات|~|Happy new year Happy New Year and Long Life My beloved brother Shawkat ʿali ʿazim I offer you my sincere congratulations on Happy Eid Wishing you great success, good work and happy life 1/3/62 Your brother Public works: the garage Transportation Department",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/43652_ca_object_representations_media_162537_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/51166_ca_object_representations_media_162537_original.jpg,https://palarchive.org/index.php/Detail/objects/197184/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:11,,,black-and-white photographs,كل عام وانتم بألف خير عامًا سعيدًا وعمرًا مديدًا أخي المحبوب شوكت علي عازم أقدم لكم أخلص التهاني بالعيد السعيد  متمنيصا لكم نجاحًا باهرًا وعملًا موفقًا وحياةً سعيده 1/3/62 اخيك الاشغال العامة: الكراج  قسم النقليات,"Happy new year Happy New Year and Long Life My beloved brother Shawkat ʿali ʿazim I offer you my sincere congratulations on Happy Eid Wishing you great success, good work and happy life 1/3/62 Your brother Public works: the garage Transportation Department",
ark:/13030/m5xm66q4,ark:/21198/z1b90trw,,Work,273.0,0273.01.0007|~|197185|~|27467_ca_object_representations_media_162539_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,مي وماهر عازم من قرية سبسطية,May and Maher ʿazim from Sebastia,,,black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,,Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/88068_ca_object_representations_media_162539_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/27467_ca_object_representations_media_162539_original.jpg,https://palarchive.org/index.php/Detail/objects/197185/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:11,,,black-and-white photographs,,,
ark:/13030/m50s7fmd,ark:/21198/z1b90trw,,Work,273.0,0273.01.0008|~|197186|~|94381_ca_object_representations_media_162540_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,رضية حواري وماهر ومي عازم من سبسطية,"Radeyyeh Hiwwari, May and Maher ʿazim from Sebastia",,,black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,,Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/67996_ca_object_representations_media_162540_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/94381_ca_object_representations_media_162540_original.jpg,https://palarchive.org/index.php/Detail/objects/197186/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:10:59,10 March 2021 at 15:48:12,,,black-and-white photographs,,,
ark:/13030/m5kx376p,ark:/21198/z1b90trw,,Work,273.0,0273.01.0009|~|197187|~|94802_ca_object_representations_media_162541_original.jpg,The Jawad Hiwwari Collection,Jawad Hiwwari Sub-collection 1: Photographs,سهاد ومدحت و..... ووضاح الحج من قرية سبسطية,"Suhad, Midhat, and Waddah al-Haj from Sebastia",,,black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,,Education and Extracurricular Activities|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/79954_ca_object_representations_media_162541_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/2/5/94802_ca_object_representations_media_162541_original.jpg,https://palarchive.org/index.php/Detail/objects/197187/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Jawad Hiwwari Collection | Jawad Hiwwari Sub-collection 1: Photographs,18 November 2019 at 13:11,10 March 2021 at 15:48:12,,,black-and-white photographs,,,
