Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1qk32zs,,,Collection,,,,,The Papal Scouts Troops of Beit Jala Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m56x7347,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0001|~|184734|~|81418_ca_object_representations_media_164766_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,شبان في زي للكشافة,A Photograph of Young Men in Their Scout Uniforms,A colour photograph of three members of the Papal Scout Troop of Beit Jala wearing their scout uniforms and marching band instruments.|~|لقطة ملونة لعدد من اعضاء كشافة المجموعة البابوية البيتجالية في زيهم الخاص.,,color photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/32468_ca_object_representations_media_164766_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/81418_ca_object_representations_media_164766_original.jpg,https://palarchive.org/index.php/Detail/objects/184734/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:13,10 March 2021 at 15:49:40,A colour photograph of three members of the Papal Scout Troop of Beit Jala wearing their scout uniforms and marching band instruments.,لقطة ملونة لعدد من اعضاء كشافة المجموعة البابوية البيتجالية في زيهم الخاص.,color photographs,,,
ark:/13030/m5356bgq,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0002|~|184735|~|34988_ca_object_representations_media_164767_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,بوتريه غير ملون لشبان في مخيم كشافة,A Photograph of Four Scouts Carrying Someone on a Stretcher,A sepia-toned photograph of four scouts from the Papal Scout Troop of Beit Jala at a camping site as they carry another member on a stretcher. The formation of the three tents and rocks in the background indicate that the scout troop have reached their lair or an ambush site.|~|.صورة غير ملونة لشبان من المجموعة البابوية البيتجالية في مخيم كشافة، ويظهر عدد منهم وهم يحملون شاب على نقالة يظهر في الخلفية ثلاثة خيم وحجارة على الارض بشكل دائري؛ والمعنى الكشفي لهذا الترتيب هو ان سرية او مجموعة الكشافة قد وصلت الى العرين او الكمين.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/20234_ca_object_representations_media_164767_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/34988_ca_object_representations_media_164767_original.jpg,https://palarchive.org/index.php/Detail/objects/184735/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:40,A sepia-toned photograph of four scouts from the Papal Scout Troop of Beit Jala at a camping site as they carry another member on a stretcher. The formation of the three tents and rocks in the background indicate that the scout troop have reached their lair or an ambush site.,.صورة غير ملونة لشبان من المجموعة البابوية البيتجالية في مخيم كشافة، ويظهر عدد منهم وهم يحملون شاب على نقالة يظهر في الخلفية ثلاثة خيم وحجارة على الارض بشكل دائري؛ والمعنى الكشفي لهذا الترتيب هو ان سرية او مجموعة الكشافة قد وصلت الى العرين او الكمين.,black-and-white photographs,,,
ark:/13030/m5bp7trt,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0003|~|184736|~|49050_ca_object_representations_media_164768_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,موقع كشافة,A Photograph of a Scout Campsite,A black-and-white photograph of a scout campsite. The formation of the tents and the rocks signals that there are scout members in this location.|~|صورة غير ملونة لموقع كشافة، يظهر فيها خيم وحجارة بترتيب يدل على وجود مكان واعضاء كشافة.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/13956_ca_object_representations_media_164768_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/49050_ca_object_representations_media_164768_original.jpg,https://palarchive.org/index.php/Detail/objects/184736/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:41,A black-and-white photograph of a scout campsite. The formation of the tents and the rocks signals that there are scout members in this location.,صورة غير ملونة لموقع كشافة، يظهر فيها خيم وحجارة بترتيب يدل على وجود مكان واعضاء كشافة.,black-and-white photographs,,,
ark:/13030/m5tr3sm4,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0004|~|184737|~|3207_ca_object_representations_media_164769_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,لقطة غير ملونة لمخيم كشفي,A Photograph of a Scout Campsite,"A black-and-white photograph of an outdoors scout campsite. Shown in the photograph are four tents, wooden chairs, and rocks set in a specific formation.|~|لقطة غير ملونة لمخيم كشفي في مكان خارجي، يظهر فيها اربعة خيم، مقاعد خشبية  وحجارة بترتيب معين.",,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/95309_ca_object_representations_media_164769_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/3207_ca_object_representations_media_164769_original.jpg,https://palarchive.org/index.php/Detail/objects/184737/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:41,"A black-and-white photograph of an outdoors scout campsite. Shown in the photograph are four tents, wooden chairs, and rocks set in a specific formation.",لقطة غير ملونة لمخيم كشفي في مكان خارجي، يظهر فيها اربعة خيم، مقاعد خشبية  وحجارة بترتيب معين.,black-and-white photographs,,,
ark:/13030/m5k7294b,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0005|~|184738|~|10801_ca_object_representations_media_164770_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,اعضاء كشافة يتناولون حلوى.,A Photograph of Scout Members Cutting Cake,A black-and-white photograph of members of the Papal Scout Troop of Beit Jala cutting cake to eat in celebration.|~|صورة غير ملونة لاعضاء من فرقة المجموعة البابوية البيتجالية للكشافة يتناولون الحلوى.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/89721_ca_object_representations_media_164770_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/10801_ca_object_representations_media_164770_original.jpg,https://palarchive.org/index.php/Detail/objects/184738/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:41,A black-and-white photograph of members of the Papal Scout Troop of Beit Jala cutting cake to eat in celebration.,صورة غير ملونة لاعضاء من فرقة المجموعة البابوية البيتجالية للكشافة يتناولون الحلوى.,black-and-white photographs,,,
ark:/13030/m5fg1jdm,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0006|~|184739|~|57388_ca_object_representations_media_164771_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,صورة غير ملونة لععد من الناس في فعالية ما.,A Photograph of the Audience at an Event,A sepia-toned photograph of the seated audience at an event.|~|صورة غير ملونة يظهر فيها اشخاص يجلسون في قاعة,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/93125_ca_object_representations_media_164771_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/57388_ca_object_representations_media_164771_original.jpg,https://palarchive.org/index.php/Detail/objects/184739/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:41,A sepia-toned photograph of the seated audience at an event.,صورة غير ملونة يظهر فيها اشخاص يجلسون في قاعة,black-and-white photographs,,,
ark:/13030/m5zh4j8z,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0007|~|184740|~|50926_ca_object_representations_media_164772_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,موقع كشافة,A Photograph of a Scout Campsite,"A black-and-white photograph of a scout campsite. The formation of the tents, flags, wooden chairs, and rocks signals that there are scout members in this location.|~|صورة غير ملونة لموقع كشافة، ويظهر في الصورة خيم، رايات/ مقاعد خشبية، حجارة يدل وضعها بهذا الترتيب على وجود اعضاء وموقع كشافة.",,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/86959_ca_object_representations_media_164772_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/50926_ca_object_representations_media_164772_original.jpg,https://palarchive.org/index.php/Detail/objects/184740/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:42,"A black-and-white photograph of a scout campsite. The formation of the tents, flags, wooden chairs, and rocks signals that there are scout members in this location.",صورة غير ملونة لموقع كشافة، ويظهر في الصورة خيم، رايات/ مقاعد خشبية، حجارة يدل وضعها بهذا الترتيب على وجود اعضاء وموقع كشافة.,black-and-white photographs,,,
ark:/13030/m5q031t6,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0008|~|184741|~|14517_ca_object_representations_media_164773_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,اعضاء كشافة,A Photograph of Scout Cubs Standing in Line,"A black-and-white photograph of scout cubs standing in line and following their leaders at a scout show. For scout members, each age group is assigned a certain category. Male children are called cubs, whereas young boys are sorted into beginners, advanced, and seniors (Jawaleh). Girl scouts are sorted into flowers and guides and all groups are under the leadership of the Scouts Council.|~|صورة غير ملونة لاعضاء من الكشافة في زيهم الخاص، ويبدو من الصورة ان هناك احد العروض. بالنسبة لاعضاء الكشافة؛ فكل مرحلة عمرية يوجد لها لقب خاص بالكشافة؛ فمثلا الاطفال الذكور يدعون بالاشبال، اما فئة الشباب فيكون الترتيب كتالي: مبتدئ، متقدم، جوال. اما بالنسبة لكشافة الفتيات؛ فيكون الترتيب كتالي: زهرات، مرشدات. والقيادة تدعى بالمجلس الكشفي.",,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/71888_ca_object_representations_media_164773_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/14517_ca_object_representations_media_164773_original.jpg,https://palarchive.org/index.php/Detail/objects/184741/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:42,"A black-and-white photograph of scout cubs standing in line and following their leaders at a scout show. For scout members, each age group is assigned a certain category. Male children are called cubs, whereas young boys are sorted into beginners, advanced, and seniors (Jawaleh). Girl scouts are sorted into flowers and guides and all groups are under the leadership of the Scouts Council.",صورة غير ملونة لاعضاء من الكشافة في زيهم الخاص، ويبدو من الصورة ان هناك احد العروض. بالنسبة لاعضاء الكشافة؛ فكل مرحلة عمرية يوجد لها لقب خاص بالكشافة؛ فمثلا الاطفال الذكور يدعون بالاشبال، اما فئة الشباب فيكون الترتيب كتالي: مبتدئ، متقدم، جوال. اما بالنسبة لكشافة الفتيات؛ فيكون الترتيب كتالي: زهرات، مرشدات. والقيادة تدعى بالمجلس الكشفي.,black-and-white photographs,,,
ark:/13030/m5dg4h87,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0009|~|184742|~|91814_ca_object_representations_media_164774_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,مقاعد خشب,A Photograph of Wooden Benches and Chairs in a Circle at a Scout Campsite,A black-and-white photograph of wooden benches and chairs in a circle at a scout campsite.|~|صورة غير ملونة لمقاعد خشب في موقع كشافة.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/78334_ca_object_representations_media_164774_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/91814_ca_object_representations_media_164774_original.jpg,https://palarchive.org/index.php/Detail/objects/184742/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:42,A black-and-white photograph of wooden benches and chairs in a circle at a scout campsite.,صورة غير ملونة لمقاعد خشب في موقع كشافة.,black-and-white photographs,,,
ark:/13030/m52880pr,ark:/21198/z1qk32zs,,Work,270.0,0270.01.0010|~|184743|~|10356_ca_object_representations_media_164775_original.jpg,The Papal Scouts Troops of Beit Jala Collection,Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,اعضاء كشافة يؤدون التحية,A Photograph of Scout Members doing the Scout Salute,A sepia-toned photograph of some members of the Papal Scout Troop of Beit Jala doing the scout salute to greet the members of the Scouts Council in front of them.|~| لقطة  غير ملونة لاعضاء كشافة المجموعة البابوية البيتجالية في احد العروض، ويظهر الاعضاء وهم يؤدون تحية الكشافة امام المجلس الكشفي.,,black-and-white photographs,ara,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/96399_ca_object_representations_media_164775_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/7/10356_ca_object_representations_media_164775_original.jpg,https://palarchive.org/index.php/Detail/objects/184743/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Papal Scouts Troops of Beit Jala Collection  | Papal Scouts Troops of Beit Jala Sub-collection 1: Photographs,30 September 2019 at 13:37:14,10 March 2021 at 15:49:43,A sepia-toned photograph of some members of the Papal Scout Troop of Beit Jala doing the scout salute to greet the members of the Scouts Council in front of them.,لقطة  غير ملونة لاعضاء كشافة المجموعة البابوية البيتجالية في احد العروض، ويظهر الاعضاء وهم يؤدون تحية الكشافة امام المجلس الكشفي.,black-and-white photographs,,,
