Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1pk61td,,,Collection,,,,,The Inad Theater Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m59m23jj,ark:/21198/z1pk61td,,Work,278.0,0278.01.0001|~|195661|~|3958_ca_object_representations_media_143604_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/41449_ca_object_representations_media_143604_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/3958_ca_object_representations_media_143604_original.jpg,https://palarchive.org/index.php/Detail/objects/195661/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:41,10 March 2021 at 15:38:24,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m55v1brx,ark:/21198/z1pk61td,,Work,278.0,0278.01.0002|~|195662|~|47421_ca_object_representations_media_143605_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/20009_ca_object_representations_media_143605_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/47421_ca_object_representations_media_143605_original.jpg,https://palarchive.org/index.php/Detail/objects/195662/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:24,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5xb03jm,ark:/21198/z1pk61td,,Work,278.0,0278.01.0003|~|195663|~|29092_ca_object_representations_media_143606_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/68753_ca_object_representations_media_143606_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/29092_ca_object_representations_media_143606_original.jpg,https://palarchive.org/index.php/Detail/objects/195663/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:25,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5sj9bw7,ark:/21198/z1pk61td,,Work,278.0,0278.01.0004|~|195664|~|79870_ca_object_representations_media_143607_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/76185_ca_object_representations_media_143607_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/79870_ca_object_representations_media_143607_original.jpg,https://palarchive.org/index.php/Detail/objects/195664/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:25,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5ns8m7t,ark:/21198/z1pk61td,,Work,278.0,0278.01.0005|~|195665|~|95700_ca_object_representations_media_143608_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/62288_ca_object_representations_media_143608_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/95700_ca_object_representations_media_143608_original.jpg,https://palarchive.org/index.php/Detail/objects/195665/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:25,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m58m52b8,ark:/21198/z1pk61td,,Work,278.0,0278.01.0006|~|195666|~|61433_ca_object_representations_media_143609_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/60718_ca_object_representations_media_143609_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/61433_ca_object_representations_media_143609_original.jpg,https://palarchive.org/index.php/Detail/objects/195666/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:25,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5230m0g,ark:/21198/z1pk61td,,Work,278.0,0278.01.0007|~|195667|~|88065_ca_object_representations_media_143610_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/57814_ca_object_representations_media_143610_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/88065_ca_object_representations_media_143610_original.jpg,https://palarchive.org/index.php/Detail/objects/195667/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:42,10 March 2021 at 15:38:26,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m54v49n0,ark:/21198/z1pk61td,,Work,278.0,0278.01.0008|~|195668|~|27176_ca_object_representations_media_143611_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/14880_ca_object_representations_media_143611_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/27176_ca_object_representations_media_143611_original.jpg,https://palarchive.org/index.php/Detail/objects/195668/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:43,10 March 2021 at 15:38:26,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5j46jtc,ark:/21198/z1pk61td,,Work,278.0,0278.01.0009|~|195669|~|80608_ca_object_representations_media_143612_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/29503_ca_object_representations_media_143612_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/80608_ca_object_representations_media_143612_original.jpg,https://palarchive.org/index.php/Detail/objects/195669/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:43,10 March 2021 at 15:38:26,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
ark:/13030/m5133jw4,ark:/21198/z1pk61td,,Work,278.0,0278.01.0010|~|195670|~|18950_ca_object_representations_media_143613_original.jpg,The Inad Theater Collection,Inad Theater Sub-collection 1: Photos,بدايات مسرح عناد عام 1987,Inad Theatre: The Beginnings,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.|~|انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.",,color photographs,ara,still image,1987; Date created,1987,,"[31.715999,35.187149]",Culture and Arts|~|Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/44492_ca_object_representations_media_143613_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/6/18950_ca_object_representations_media_143613_original.jpg,https://palarchive.org/index.php/Detail/objects/195670/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Inad Theater Collection | Inad Theater Sub-collection 1: Photos,4 November 2019 at 15:05:43,10 March 2021 at 15:38:26,"This colour photograph captures a glimpse of the beginnings of Inad Theatre. Co-founded by Khalid al-Maṣu, Ra’ida Ghazala, Nicola Zirayneh, and ʿabir al-Maṣu, the theatre was formerly known as Bayt Jala Theatre.",انطلق مسرح عناد عام 1987 تحت اسم فرقة المسرح البيت جالي. وكان فريق المؤسسين يتمثل في خالد المصو ورائدة غزالة ونقولا زرينة وعبير المصو.,color photographs,,,
