,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
0,ark:/21198/z1g21kdq,,,Collection,,,,,The Rawdat el-Zuhur School Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
1,ark:/13030/m5898xzq,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0001|~|191671|~|91186_ca_object_representations_media_132895_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/40056_ca_object_representations_media_132895_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/91186_ca_object_representations_media_132895_original.jpg,https://palarchive.org/index.php/Detail/objects/191671/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
2,ark:/13030/m5hv0ffv,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0002|~|191672|~|26019_ca_object_representations_media_132896_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/41274_ca_object_representations_media_132896_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/26019_ca_object_representations_media_132896_original.jpg,https://palarchive.org/index.php/Detail/objects/191672/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
3,ark:/13030/m5d29ppf,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0003|~|191673|~|10349_ca_object_representations_media_132897_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/31399_ca_object_representations_media_132897_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/10349_ca_object_representations_media_132897_original.jpg,https://palarchive.org/index.php/Detail/objects/191673/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
4,ark:/13030/m5w16z0n,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0004|~|191674|~|21307_ca_object_representations_media_132898_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/64973_ca_object_representations_media_132898_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/21307_ca_object_representations_media_132898_original.jpg,https://palarchive.org/index.php/Detail/objects/191674/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
5,ark:/13030/m5gv3d9g,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0005|~|191675|~|94046_ca_object_representations_media_132899_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/22376_ca_object_representations_media_132899_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/94046_ca_object_representations_media_132899_original.jpg,https://palarchive.org/index.php/Detail/objects/191675/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
6,ark:/13030/m5mm4516,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0006|~|191676|~|51980_ca_object_representations_media_132900_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/52724_ca_object_representations_media_132900_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/51980_ca_object_representations_media_132900_original.jpg,https://palarchive.org/index.php/Detail/objects/191676/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
7,ark:/13030/m5rc4wns,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0007|~|191677|~|72698_ca_object_representations_media_132901_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/98222_ca_object_representations_media_132901_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/72698_ca_object_representations_media_132901_original.jpg,https://palarchive.org/index.php/Detail/objects/191677/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
8,ark:/13030/m5c32ngq,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0008|~|191678|~|32237_ca_object_representations_media_132902_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/53542_ca_object_representations_media_132902_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/32237_ca_object_representations_media_132902_original.jpg,https://palarchive.org/index.php/Detail/objects/191678/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
9,ark:/13030/m54j866b,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0009|~|191679|~|70321_ca_object_representations_media_132903_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/29102_ca_object_representations_media_132903_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/70321_ca_object_representations_media_132903_original.jpg,https://palarchive.org/index.php/Detail/objects/191679/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:29,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
10,ark:/13030/m50s7fgm,ark:/21198/z1g21kdq,,Work,272.0,0272.01.0010|~|191680|~|7681_ca_object_representations_media_132904_original.jpg,The Rawdat el-Zuhur School Collection,Rawdat el-Zuhur School Sub-collection 1: Photographs,صورة شخصية لأحد طلاب روضة الزهور في مدينة القدس,"A Pupil Portrait Photo, Rawdat el-Zuhur, al-Quds","This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.|~|صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.","Salwa az-Zananiry (former head of Rawdat el-Zuhur School), interview by PMDA researcher Lama Ghaushe, September - October 2019. Salwa az-Zananiry (former head of Rawdat el-Zuhur School), conversation via Whatapp with PMDA researcher Lama Ghaushe, September - October 2019.",,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/94089_ca_object_representations_media_132904_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/9/7681_ca_object_representations_media_132904_original.jpg,https://palarchive.org/index.php/Detail/objects/191680/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Rawdat el-Zuhur School Sub-collection 1: Photographs | The Rawdat el-Zuhur School Collection,16 October 2019 at 15:58:09,9 March 2021 at 11:10:28,"This is a black-and-white photograph of a pupil at Rawdat el-Zuhur in al-Quds (Jerusalem).  Founded in 1952 at the hands of Elizabeth Hanna Naser as a home for homeless girls and women, the establishment grew into a kindergarten and an elementary school.",صورة شخصية غير ملونة لأحد طلاب روضة الزهور في القدس. تأسست روضة الزهور على يد إليزابيث حنا ناصر عام 1952م، كدار إيواء للفتيات المشردات. تطورت لاحقاً لتصبح روضة ومدرسة ابتدائية.,,,,
