"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1pp4r9n","","","Collection","","","","","The Midhat Kayed Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1pp4r9n"
"ark:/13030/m5ck5vg5","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0001|~|40759|~|44974_ca_object_representations_media_24004_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","أهالي من سبسطية يلتقطون صورة بجانب واحدة من أوائل السيارات في القرية","People of Sebastia taking photos next to one of the first cars in their village","Men from Sebastia taking photos next to one of the first cars in their village. Shown in the photo; right to left, Izzat Abdel-Majid, Raji Aki Mustafa, Ragheb Abdel-Jabbar, Rif'at Najm, Rida Ahmed al-Sheikh, Izz Ed-Din Ahmad Soliman, Tarek Musa, Subhi Ahmad Hason, unknown, unknown, and Zuhdi Aref|~|مجموعة من رجال بلدة سبسطية أمام سيارة تدخل للبلدة أول مرة وهم من اليمين: عزت عبد المجيد، راجي علي مصطفى، راغب عبد الجبار،رفعت نجم، رضا أحمد الشيخ، عز الدين أحمد سليمان، طارق موسى، صبحي أحمد حسون، غير معروف، غير معروف، زهدي عارف","","","","still image","1940 to 1959; Date created","1940/1959","","","","","image/jpeg","4614","6504","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/88361_ca_object_representations_media_24004_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/44974_ca_object_representations_media_24004_original.jpg","https://palarchive.org/index.php/Detail/objects/40759/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:35","27 September 2022 at 10:38:41","Men from Sebastia taking photos next to one of the first cars in their village. Shown in the photo; right to left, Izzat Abdel-Majid, Raji Aki Mustafa, Ragheb Abdel-Jabbar, Rif'at Najm, Rida Ahmed al-Sheikh, Izz Ed-Din Ahmad Soliman, Tarek Musa, Subhi Ahmad Hason, unknown, unknown, and Zuhdi Aref","مجموعة من رجال بلدة سبسطية أمام سيارة تدخل للبلدة أول مرة وهم من اليمين: عزت عبد المجيد، راجي علي مصطفى، راغب عبد الجبار،رفعت نجم، رضا أحمد الشيخ، عز الدين أحمد سليمان، طارق موسى، صبحي أحمد حسون، غير معروف، غير معروف، زهدي عارف","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5ck5vg5/manifest"
"ark:/13030/m5rv83p2","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0002|~|40760|~|26345_ca_object_representations_media_24006_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","شيخان من بلدة سبسطية","Two Sheikhs from Sebastia","Two Sheikhs from Sebastia; right to left, Ragheb Abdel-Jabbar Saleh Ahmad Kayed, and Abdel-Rahman al-Hiwari|~|شيخان من بلدة سبسطية وهم من اليمين: راغب عبد الجبار صال أحمد كايد، عبد الرحمن الحواري","","","","still image","","","","","","","image/jpeg","5093","7483","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/59481_ca_object_representations_media_24006_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/26345_ca_object_representations_media_24006_original.jpg","https://palarchive.org/index.php/Detail/objects/40760/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:35","27 September 2022 at 10:38:42","Two Sheikhs from Sebastia; right to left, Ragheb Abdel-Jabbar Saleh Ahmad Kayed, and Abdel-Rahman al-Hiwari","شيخان من بلدة سبسطية وهم من اليمين: راغب عبد الجبار صال أحمد كايد، عبد الرحمن الحواري","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rv83p2/manifest"
"ark:/13030/m50d29s9","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0003|~|40761|~|51804_ca_object_representations_media_24007_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","ناجح راغب كايد أمام المدرسة الثانوية الصناعية في مدينة نابلس","Najeh Ragheb Kayed in front of Nablus Industrial Secondary School","","","","","still image","1969 to 1971; Date created","1969/1971","","","","","image/jpeg","5202","3841","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/7570_ca_object_representations_media_24007_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/51804_ca_object_representations_media_24007_original.jpg","https://palarchive.org/index.php/Detail/objects/40761/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:35","27 September 2022 at 10:38:42","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm50d29s9/manifest"
"ark:/13030/m54532gk","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0004|~|40762|~|82599_ca_object_representations_media_24008_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","عبد الجبار صالح الكايد مع حفديته آمال في أستوديو آسيا في نابلس","Abdel-Jabbar Saleh al-Kayed with his granddaughter Aamal in Asia Studio in Nablus","","","","","still image","1960s; Date created","1960/1969","","","","","image/jpeg","6982","4620","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/67087_ca_object_representations_media_24008_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/82599_ca_object_representations_media_24008_original.jpg","https://palarchive.org/index.php/Detail/objects/40762/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:35","27 September 2022 at 10:38:43","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54532gk/manifest"
"ark:/13030/m5qw12gb","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0005|~|40763|~|14802_ca_object_representations_media_24010_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","جموعة من الرجال أمام مدرسة الثانوية الصناعية في نابلس","Men in front of Nablus Industrial Secondary School","Men in front of Nablus Industrial Secondary School; right to left, Musa Sadeq, Mirhij, Najeh Ragheb Kayed, unknown, unknown|~|مجموعة من الرجال أمام مدرسة الثانوية الصناعية وهم من اليمين: موسى صادق، مرهج، ناجح راغب كايد، غير معروف، غير معروف","","","","still image","","","","","","","image/jpeg","3841","5341","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/20903_ca_object_representations_media_24010_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/14802_ca_object_representations_media_24010_original.jpg","https://palarchive.org/index.php/Detail/objects/40763/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:36","27 September 2022 at 10:38:43","Men in front of Nablus Industrial Secondary School; right to left, Musa Sadeq, Mirhij, Najeh Ragheb Kayed, unknown, unknown","مجموعة من الرجال أمام مدرسة الثانوية الصناعية وهم من اليمين: موسى صادق، مرهج، ناجح راغب كايد، غير معروف، غير معروف","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qw12gb/manifest"
"ark:/13030/m5gb9k2h","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0006|~|40764|~|30648_ca_object_representations_media_24012_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","أطفال راغب عبد الجبار","Ragheb Abdel-Jabbar's children","Ragheb Abdel-Jabbar's children; right to left, Rihab, Rushdi, Samera, and I'tidal|~|أطفال راغب عبد الجبار وهم من اليمين: رحاب، رشدي، سميرة، اعتدال","","","","still image","","","","","","","image/jpeg","3323","4529","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/99793_ca_object_representations_media_24012_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/30648_ca_object_representations_media_24012_original.jpg","https://palarchive.org/index.php/Detail/objects/40764/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:36","27 September 2022 at 10:38:44","Ragheb Abdel-Jabbar's children; right to left, Rihab, Rushdi, Samera, and I'tidal","أطفال راغب عبد الجبار وهم من اليمين: رحاب، رشدي، سميرة، اعتدال","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gb9k2h/manifest"
"ark:/13030/m5bk8tc7","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0007|~|40765|~|12274_ca_object_representations_media_24014_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","صورة لأطفال من سبسطية أمام قصر","A photo of children from Sebastia in front of a castle","A photograph of children from Sebastia in front of a castle; right to left, Sameera, Rihab, and Rushdi|~|لقطة لعدد من الأطفال وهم من اليمين: سميرة، رحاب، رشدي أمام قصر في سبسيطة","","","","still image","","","","","","","image/jpeg","1698","2281","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/77089_ca_object_representations_media_24014_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/12274_ca_object_representations_media_24014_original.jpg","https://palarchive.org/index.php/Detail/objects/40765/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:36","27 September 2022 at 10:38:44","A photograph of children from Sebastia in front of a castle; right to left, Sameera, Rihab, and Rushdi","لقطة لعدد من الأطفال وهم من اليمين: سميرة، رحاب، رشدي أمام قصر في سبسيطة","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bk8tc7/manifest"
"ark:/13030/m5vn1t6p","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0008|~|40766|~|85714_ca_object_representations_media_24016_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","أطفال من عائلة كايد","Children from al-Kayed family","Children from al-Kayed family; right to left, rehab, I'tidal, and Samera|~|عدد من أطفال عائلة كايد وهم من اليمين: رحاب، اعتدال، سميرة","","","","still image","1940s; Date created","1940/1949","","","","","image/jpeg","4562","3451","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/77133_ca_object_representations_media_24016_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/85714_ca_object_representations_media_24016_original.jpg","https://palarchive.org/index.php/Detail/objects/40766/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:37","27 September 2022 at 10:38:44","Children from al-Kayed family; right to left, rehab, I'tidal, and Samera","عدد من أطفال عائلة كايد وهم من اليمين: رحاب، اعتدال، سميرة","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5vn1t6p/manifest"
"ark:/13030/m5pw419h","ark:/21198/z1pp4r9n","","Work","59.0","0059.01.0009|~|40767|~|30725_ca_object_representations_media_24018_original.jpg","The Midhat Kayed Collection","Midhat Kayed Sub-collection 1: From Kayed's Photo Album","واصف من اليمين مع أخوه راغب عبد الجبار من جهة اليسار في الأقصى","Wasif (on the right) with his brother Ragheb Abdel-Jabbar at Al-Aqsa Mosque","","","","","still image","1940s; Date created","1940/1949","","","","","image/jpeg","3951","3424","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/43617_ca_object_representations_media_24018_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/0/30725_ca_object_representations_media_24018_original.jpg","https://palarchive.org/index.php/Detail/objects/40767/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Midhat Kayed Collection | Midhat Kayed Sub-collection 1: From Kayed's Photo Album","22 September 2018 at 14:32:37","27 September 2022 at 10:38:45","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5pw419h/manifest"
