Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1d566gc,,,Collection,,,,,The Yacoub Shomali Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5gn5pdt,ark:/21198/z1d566gc,,Work,69.0,0069.01.0001|~|46174|~|12389_ca_object_representations_media_31673_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""القوة هي الوسيلة""","An article entitled ""Power is the Means"" published in the ""Vito"" column","An article written in Arabic entitled ""Power is the Means"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) هذه المقالة بعنوان ""القوة هي الوسيلة"" موقعة بنفس الاسم.",,,ara,text,29 August 1967; Date issued,1967-08-29,,"[31.697836,35.22853]",,!فيتو 29/8/1967 القوة هي الوسيلة فتونجي|~|Vito. !  29/8/1967. Power is the Means. Veto-angy,image/jpeg,4466,2390,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/18751_ca_object_representations_media_31673_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/12389_ca_object_representations_media_31673_original.jpg,https://palarchive.org/index.php/Detail/objects/46174/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:28,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Power is the Means"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) هذه المقالة بعنوان ""القوة هي الوسيلة"" موقعة بنفس الاسم.",,!فيتو 29/8/1967 القوة هي الوسيلة فتونجي,Vito. !  29/8/1967. Power is the Means. Veto-angy,
ark:/13030/m5t22jtn,ark:/21198/z1d566gc,,Work,69.0,0069.01.0002|~|46175|~|12641_ca_object_representations_media_31674_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""اوامر عسكرية مثيرة""","An article entitled ""Interesting Military Orders"" published in the ""Vito"" column","An article written in Arabic entitled ""Interesting Military Orders"" published in the ""Vito"" column of Palestine Newspaper No. 141 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد رقم 141، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""اوامر عسكرية مثيرة!""",,,ara,text,28 August 1967; Date issued,1967-08-28,,"[31.697836,35.22853]",,فيتو! 28-8-1967 العدد 141 اوامر عسكرية مثيرة! فتونجي|~|Vito. !  28/8/1967. - No. 141 Interesting Military Orders Veto-angy,image/jpeg,4907,2521,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/46571_ca_object_representations_media_31674_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/12641_ca_object_representations_media_31674_original.jpg,https://palarchive.org/index.php/Detail/objects/46175/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:28,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Interesting Military Orders"" published in the ""Vito"" column of Palestine Newspaper No. 141 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد رقم 141، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""اوامر عسكرية مثيرة!""",,فيتو! 28-8-1967 العدد 141 اوامر عسكرية مثيرة! فتونجي,Vito. !  28/8/1967. - No. 141 Interesting Military Orders Veto-angy,
ark:/13030/m59388b1,ark:/21198/z1d566gc,,Work,69.0,0069.01.0003|~|46176|~|26759_ca_object_representations_media_31675_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""صمت الجامعة""","An article entitled ""Arab League Silence"" published in the ""Vito"" column","An article written in Arabic entitled ""Arab League Silence"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صمت الجامعة"".",,,ara,text,22 August 1967; Date issued,1967-08-22,,"[31.697836,35.22853]",,فيتو 22/8/67 الصفحة الثالثة صمت الجامعة! فتونجي|~|Vito. !  22/8/1967. - Third Page Arab League Silence Veto-angy,image/jpeg,4806,2511,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/90848_ca_object_representations_media_31675_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/26759_ca_object_representations_media_31675_original.jpg,https://palarchive.org/index.php/Detail/objects/46176/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:28,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Arab League Silence"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صمت الجامعة"".",,فيتو 22/8/67 الصفحة الثالثة صمت الجامعة! فتونجي,Vito. !  22/8/1967. - Third Page Arab League Silence Veto-angy,
ark:/13030/m5wq7jx2,ark:/21198/z1d566gc,,Work,69.0,0069.01.0004|~|46177|~|46200_ca_object_representations_media_31676_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""انها ليست توبة!""","An article entitled ""It's not Repentance"" published in the ""Vito"" column","An article written in Arabic entitled ""It's not Repentance"" published in the ""Vito"" column of Palestine Newspaper No. 136 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 136، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""انها ليست توبة!""",,,ara,text,23 August 1967; Date issued,1967-08-23,,"[31.697836,35.22853]",,فيتو فتونجي|~|Vito. !  It's not Repentance Veto-angy,image/jpeg,4826,2421,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/78247_ca_object_representations_media_31676_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/46200_ca_object_representations_media_31676_original.jpg,https://palarchive.org/index.php/Detail/objects/46177/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:28,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""It's not Repentance"" published in the ""Vito"" column of Palestine Newspaper No. 136 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 136، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""انها ليست توبة!""",,فيتو فتونجي,Vito. !  It's not Repentance Veto-angy,
ark:/13030/m5hn2qm3,ark:/21198/z1d566gc,,Work,69.0,0069.01.0005|~|46178|~|66856_ca_object_representations_media_31677_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""لعنة النكبة""","An article entitled ""The Curse of the 1948 Nakbeh"" published in the ""Vito"" column","An article written in Arabic entitled ""The Curse of the 1948 Nakbeh"" published in the ""Vito"" column of Palestine Newspaper No. 137 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 137، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""لعنة النكبة""",,,ara,text,24 August 1967; Date issued,1967-08-24,,"[31.697836,35.22853]",,!فيتو 24-8-1967 العدد 137 لعنة النكبة! فتونجي|~|Vito. !  24/8/1967. The Curse of the 1948 Nakbeh Veto-angy,image/jpeg,4843,2405,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/92496_ca_object_representations_media_31677_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/66856_ca_object_representations_media_31677_original.jpg,https://palarchive.org/index.php/Detail/objects/46178/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""The Curse of the 1948 Nakbeh"" published in the ""Vito"" column of Palestine Newspaper No. 137 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 137، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""لعنة النكبة""",,!فيتو 24-8-1967 العدد 137 لعنة النكبة! فتونجي,Vito. !  24/8/1967. The Curse of the 1948 Nakbeh Veto-angy,
ark:/13030/m5tz0wjd,ark:/21198/z1d566gc,,Work,69.0,0069.01.0006|~|46179|~|29564_ca_object_representations_media_31678_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""صدفة أم لعبة""","An article entitled ""Planned or Coincidence?"" published in the ""Vito"" column","An article written in Arabic entitled ""Planned or Coincidence?"" published in the ""Vito"" column of Palestine Newspaper No. 139 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 139، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صدفة أم لعبة؟""",,,ara,text,26 August 1967; Date created,1967-08-26,,"[31.697836,35.22853]",,فيتو 26-8-1967 العدد 139 صدفة أم لعبة؟ فتونجي|~|Vito. !  26/8/1967. - No. 139 Planned or Coincidence? Veto-angy,image/jpeg,4689,2506,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/42659_ca_object_representations_media_31678_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/29564_ca_object_representations_media_31678_original.jpg,https://palarchive.org/index.php/Detail/objects/46179/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Planned or Coincidence?"" published in the ""Vito"" column of Palestine Newspaper No. 139 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 139، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صدفة أم لعبة؟""",,فيتو 26-8-1967 العدد 139 صدفة أم لعبة؟ فتونجي,Vito. !  26/8/1967. - No. 139 Planned or Coincidence? Veto-angy,
ark:/13030/m50h11bt,ark:/21198/z1d566gc,,Work,69.0,0069.01.0007|~|46180|~|5475_ca_object_representations_media_31679_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""صدفة أم لعبة؟""","An article entitled ""Planned or Coincidence?"" published in the ""Vito"" column","An article written in Arabic entitled ""Planned or Coincidence?"" published in the ""Vito"" column of Palestine Newspaper No. 139 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد 139، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صدفة أم لعبة""",,,ara,text,26 August 1967; Date created,1967-08-26,,"[31.697836,35.22853]",,فيتو! 26-8-1967 العدد 139 صدفة أم لعبة؟ فتونجي|~|Vito. !  26/8/1967. - No. 139 Planned or Coincidence? Veto-angy,image/jpeg,3891,2623,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/42533_ca_object_representations_media_31679_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/5475_ca_object_representations_media_31679_original.jpg,https://palarchive.org/index.php/Detail/objects/46180/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Planned or Coincidence?"" published in the ""Vito"" column of Palestine Newspaper No. 139 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد 139، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""صدفة أم لعبة""",,فيتو! 26-8-1967 العدد 139 صدفة أم لعبة؟ فتونجي,Vito. !  26/8/1967. - No. 139 Planned or Coincidence? Veto-angy,
ark:/13030/m5gj7054,ark:/21198/z1d566gc,,Work,69.0,0069.01.0008|~|46181|~|38671_ca_object_representations_media_31680_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""نريد هذا العربي!""","An article entitled ""We Want this Arab!"" published in the ""Vito"" column","An article written in Arabic entitled ""We Want this Arab!"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""نريد هذا العربي!"".",,,ara,text,25 August 1967; Date issued,1967-08-25,,"[31.697836,35.22853]",,فيتو! 25/8/1967 الصفحة الثالثة نريد هذا العربي! فتونجي|~|Vito. !  25/8/1967. - Third Page We Want this Arab! Veto-angy,image/jpeg,4912,2575,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/44969_ca_object_representations_media_31680_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/38671_ca_object_representations_media_31680_original.jpg,https://palarchive.org/index.php/Detail/objects/46181/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""We Want this Arab!"" published in the ""Vito"" column of Palestine Newspaper in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""نريد هذا العربي!"".",,فيتو! 25/8/1967 الصفحة الثالثة نريد هذا العربي! فتونجي,Vito. !  25/8/1967. - Third Page We Want this Arab! Veto-angy,
ark:/13030/m5kd9d3h,ark:/21198/z1d566gc,,Work,69.0,0069.01.0009|~|46182|~|71338_ca_object_representations_media_31681_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""طريقنا الى الوحدة""","An article entitled ""Our Journey to Unity"" published in the ""Vito"" column","An article written in Arabic entitled ""Our Journey to Unity"" published in the ""Vito"" column of Palestine Newspaper No. 140 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد 140، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""طريقنا الى الوحدة""",,,ara,text,27 August 1967; Date issued,1967-08-27,,"[31.697836,35.22853]",,فيتو! 27-8-1967 العدد 140 طريقنا الى الوحدة فتونجي|~|Vito. !  27/8/1967. - No. 140 Our Journey to Unity Veto-angy,image/jpeg,4769,2496,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/9677_ca_object_representations_media_31681_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/71338_ca_object_representations_media_31681_original.jpg,https://palarchive.org/index.php/Detail/objects/46182/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""Our Journey to Unity"" published in the ""Vito"" column of Palestine Newspaper No. 140 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 في العدد 140، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""طريقنا الى الوحدة""",,فيتو! 27-8-1967 العدد 140 طريقنا الى الوحدة فتونجي,Vito. !  27/8/1967. - No. 140 Our Journey to Unity Veto-angy,
ark:/13030/m5fn8n9w,ark:/21198/z1d566gc,,Work,69.0,0069.01.0010|~|46183|~|29301_ca_object_representations_media_31682_original.jpg,The Yacoub Shomali Collection,Yacoub Shomali Sub-collections 1: Veto Articles,"مقالة نشرت بعمود ""فيتو"" بعنوان ""انتصارات الجنوب""","An article entitled ""The Victories of the South"" published in the ""Vito"" column","An article written in Arabic entitled ""The Victories of the South"" published in the ""Vito"" column of Palestine Newspaper No. 143 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""|~|مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 143، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""انتصارات الجنوب""",,,ara,text,30 August 1967; Date issued,1967-08-30,,"[31.697836,35.22853]",,فيتو! 30-8-1967 العدد 143 انتصارات الجنوب فتونجي|~|Vito. !  30/8/1967. - No. 143 he Victories of the South. Veto-angy,image/jpeg,4615,2570,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/35450_ca_object_representations_media_31682_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/6/29301_ca_object_representations_media_31682_original.jpg,https://palarchive.org/index.php/Detail/objects/46183/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Yacoub Shomali Sub-collections 1: Veto Articles | The Yacoub Shomali Collection,23 October 2018 at 11:07:29,9 March 2021 at 19:22:31,"An article written in Arabic entitled ""The Victories of the South"" published in the ""Vito"" column of Palestine Newspaper No. 143 in 1967. This article is from a series of articles written by Ya'qub Shoumali; which he signed with the pseudonym ""Vito-angy""","مقالة باللغة العربية تابعة لسلسلة مقالات بعمود فيتو كتبها يعقوب الشوملي ونشرها بجريدة فلسطين عام 1967 العدد 143، قام بتوقيع معظمها باسم (فتونجي) وهذه المقالة بعنوان ""انتصارات الجنوب""",,فيتو! 30-8-1967 العدد 143 انتصارات الجنوب فتونجي,Vito. !  30/8/1967. - No. 143 he Victories of the South. Veto-angy,
