Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1hx6z7v,,,Collection,,,,,The Nablus Arab Women Union Society (AWUS) Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5p91t00,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0001|~|45739|~|12847_ca_object_representations_media_31219_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,عندليب العمد تتحدث مع الأمير حسين,Andaleib al-Amad talking to Prince Hussein of Jordan,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, talking to Prince Hassan bin Talal during his visit to the Society|~|صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد وهي تتحدث مع الأميل حسن بن طلال أثناء زيارته لدار الجمعية.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,رئيسة الاتحاد الحاجة عندليب مع الامير حسن عند زيارته لدار المعية|~|Andaleib al-Amad; Head of the Arab Women Union Society in Nablus,image/jpeg,4119,5675,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/24719_ca_object_representations_media_31219_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/12847_ca_object_representations_media_31219_original.jpg,https://palarchive.org/index.php/Detail/objects/45739/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:35,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, talking to Prince Hassan bin Talal during his visit to the Society",صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد وهي تتحدث مع الأميل حسن بن طلال أثناء زيارته لدار الجمعية.,black-and-white photographs,رئيسة الاتحاد الحاجة عندليب مع الامير حسن عند زيارته لدار المعية,Andaleib al-Amad; Head of the Arab Women Union Society in Nablus,
ark:/13030/m5hj4148,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0002|~|45740|~|12413_ca_object_representations_media_31221_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,زيارة لآثار نابلس,A visit to the archaeology sites of Nablus,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, on a visit to the archaeology sites of Nablus|~|صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد أثناء زيارة لآثار نابلس.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,الحاجة في احدى زيارات الآثار نابلس|~|Al-Hajja (an old woman) on her visit to the archaeology sites of Nablus,image/jpeg,4048,5713,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/15905_ca_object_representations_media_31221_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/12413_ca_object_representations_media_31221_original.jpg,https://palarchive.org/index.php/Detail/objects/45740/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:35,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, on a visit to the archaeology sites of Nablus",صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد أثناء زيارة لآثار نابلس.,black-and-white photographs,الحاجة في احدى زيارات الآثار نابلس,Al-Hajja (an old woman) on her visit to the archaeology sites of Nablus,
ark:/13030/m5cs38f0,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0003|~|45741|~|30183_ca_object_representations_media_31223_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,الملك حسين أثناء زيارته لجمعية الاتحاد النسائي العربي في نابلس,King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus|~|صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس الحاجة عندليب العمد والملك حسين وأشخاص آخرين أثناء زيارة الملك حسين للجمعية.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,25 October 1964,1964-10-25,,"[32.2226678,35.2621461]",,صورة مع الملك حسين|~|A photo with King Hussein of Jordan,image/jpeg,4089,5583,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/26819_ca_object_representations_media_31223_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/30183_ca_object_representations_media_31223_original.jpg,https://palarchive.org/index.php/Detail/objects/45741/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:35,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus",صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس الحاجة عندليب العمد والملك حسين وأشخاص آخرين أثناء زيارة الملك حسين للجمعية.,black-and-white photographs,صورة مع الملك حسين,A photo with King Hussein of Jordan,
ark:/13030/m5481rzd,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0004|~|45742|~|32014_ca_object_representations_media_31225_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,من زيارة الملك حسين لجمعية الإتحاد النسائي العربي,King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus|~|صورة غير ملونة، تظهر فيها رئيسة الجمعية الحاجة عندليب العمد والملك حسين وأشخاص آخرين، أثناء زيارة الملك للجمعية الاتحاد النسائي العربي في نابلس.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1964,1964,,"[32.2226678,35.2621461]",,زيارة الملك حسين للجمعية عام 64|~|King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus in 1964,image/jpeg,4103,5630,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/65195_ca_object_representations_media_31225_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/32014_ca_object_representations_media_31225_original.jpg,https://palarchive.org/index.php/Detail/objects/45742/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:35,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus",صورة غير ملونة، تظهر فيها رئيسة الجمعية الحاجة عندليب العمد والملك حسين وأشخاص آخرين، أثناء زيارة الملك للجمعية الاتحاد النسائي العربي في نابلس.,black-and-white photographs,زيارة الملك حسين للجمعية عام 64,King Hussein of Jordan on his visit to the Arab Women Union Society in Nablus in 1964,
ark:/13030/m5578t26,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0005|~|45743|~|55372_ca_object_representations_media_31227_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,عندليب ونساء على مائدة طعام,Andaleib with other women during lunch,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with other women while sitting on a dining table.|~|صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد ونساء أخريات على مائدة طعام.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,ام عباس|~|Um Abbas,image/jpeg,4003,5552,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/97147_ca_object_representations_media_31227_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/55372_ca_object_representations_media_31227_original.jpg,https://palarchive.org/index.php/Detail/objects/45743/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:35,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with other women while sitting on a dining table.",صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد ونساء أخريات على مائدة طعام.,black-and-white photographs,ام عباس,Um Abbas,
ark:/13030/m58x0vdw,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0006|~|45744|~|9119_ca_object_representations_media_31229_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,مجموعة نساء من جمعية الإتحاد النسائي العربي,Women from the Arab Women Union Society,A black-and-white photo of women from the Arab Women Union Society|~|صورة غير ملونة، تظهر فيها مجموعة من النساء من جمعية الإتحاد النسائي العربي.,"Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,ام عباس|~|Um Abbas,image/jpeg,4097,5638,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/83513_ca_object_representations_media_31229_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/9119_ca_object_representations_media_31229_original.jpg,https://palarchive.org/index.php/Detail/objects/45744/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:36,9 March 2021 at 19:22:35,A black-and-white photo of women from the Arab Women Union Society,صورة غير ملونة، تظهر فيها مجموعة من النساء من جمعية الإتحاد النسائي العربي.,black-and-white photographs,ام عباس,Um Abbas,
ark:/13030/m5bs6785,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0007|~|45745|~|14989_ca_object_representations_media_31231_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,عندليب ونساء أثناء تناولهن الطعام,Andaleib with other women during lunch,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with other women during lunch|~|صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد ونساء أخريات على مائدة طعام.","Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,ام عباس|~|Um Abbas,image/jpeg,3973,5552,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/8643_ca_object_representations_media_31231_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/14989_ca_object_representations_media_31231_original.jpg,https://palarchive.org/index.php/Detail/objects/45745/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:36,9 March 2021 at 19:22:35,"A black-and-white photo of Andaleib al-Amad; Head of the Arab Women Union Society in Nablus, with other women during lunch",صورة غير ملونة، تظهر فيها رئيسة جمعية الاتحاد النسائي العربي في نابلس عندليب العمد ونساء أخريات على مائدة طعام.,black-and-white photographs,ام عباس,Um Abbas,
ark:/13030/m5wm8vj6,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0008|~|45746|~|41401_ca_object_representations_media_31233_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,نساء يتناولن الطعام,Women having lunch,A black-and-white photo of women having lunch|~|صورة غير ملونة، تظهر مجموعة من النساء على مائدة طعام.,"Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,ام عباس|~|Um Abbas,image/jpeg,4096,5756,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/4429_ca_object_representations_media_31233_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/41401_ca_object_representations_media_31233_original.jpg,https://palarchive.org/index.php/Detail/objects/45746/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:36,9 March 2021 at 19:22:35,A black-and-white photo of women having lunch,صورة غير ملونة، تظهر مجموعة من النساء على مائدة طعام.,black-and-white photographs,ام عباس,Um Abbas,
ark:/13030/m5cp4k1p,ark:/21198/z1hx6z7v,,Work,68.0,0068.01.0009|~|45747|~|63137_ca_object_representations_media_31235_original.jpg,The Nablus Arab Women Union Society (AWUS) Collection,Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,مبنى مستشفى جمعية الاتحاد النسائي العربي في نابلس,The Hospital of the Arab Women Union Society - Nablus,A black-and-white photo of the Hospital of the Arab Women Union Society - Nablus|~|صورة غير ملونة، يظهر فيها مبنى جمعية الإتحاد النسائي العربي، نابلس.,"Ozrail, Samar, ""The Arab Women's Union Society - Nablus Collection,"" archival inventory, 27 July 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,"[32.2226678,35.2621461]",,مبنى مستشفى الاتحاد النسائي الجديد|~|The Hospital of the Arab Women Union Society - Nablus,image/jpeg,4395,6004,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/99760_ca_object_representations_media_31235_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/1/2/63137_ca_object_representations_media_31235_original.jpg,https://palarchive.org/index.php/Detail/objects/45747/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Nablus Arab Women Union Society (AWUS) Collection  | Nablus Arab Women Union Society (AWUS) Sub-collection 1: Photographs,9 October 2018 at 11:13:36,9 March 2021 at 19:22:35,A black-and-white photo of the Hospital of the Arab Women Union Society - Nablus,صورة غير ملونة، يظهر فيها مبنى جمعية الإتحاد النسائي العربي، نابلس.,black-and-white photographs,مبنى مستشفى الاتحاد النسائي الجديد,The Hospital of the Arab Women Union Society - Nablus,
