Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z15n1rbz,,,Collection,,,,,The Nabil Amr Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5hr1f0c,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0001|~|42666|~|67981_ca_object_representations_media_25450_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,سفير فلسطين في الإتحاد السوفيتي مع الرئيس السوفيتي غورباتشوف,Ambassador of Palestine in the Soviet Union with Soviet President Gorbachev,Ambassador of Palestine in the Soviet Union Nabil Amr with Soviet President Gorbachev during the President speech; in which he clarified his stand on the Middle East peace process|~|سفير فلسطين لدى الإتحاد السوفيتي نبيل عمرو برفقة الرئيس السوفيتي غورباتشوف وذلك أثناء خطاب الرئيس الذي وضح فيه موقفه اتجاه قضية السلام في الشرق الأوسط,,,,still image,1989; Date created,1989,,,,,image/jpeg,4478,6085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/93321_ca_object_representations_media_25450_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/67981_ca_object_representations_media_25450_original.jpg,https://palarchive.org/index.php/Detail/objects/42666/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:54,9 March 2021 at 19:23:01,Ambassador of Palestine in the Soviet Union Nabil Amr with Soviet President Gorbachev during the President speech; in which he clarified his stand on the Middle East peace process,سفير فلسطين لدى الإتحاد السوفيتي نبيل عمرو برفقة الرئيس السوفيتي غورباتشوف وذلك أثناء خطاب الرئيس الذي وضح فيه موقفه اتجاه قضية السلام في الشرق الأوسط,,,,
ark:/13030/m56b4jnb,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0002|~|42667|~|35746_ca_object_representations_media_25451_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,وفد فلسطيني مع القيادة السوفيتية في الكرملين,A Palestinian delegation with the Soviet Leadership in the Kremlin,A Palestinian Delegation headed by Prof. Ibrahim Abu al-Ghad in talks with the Soviet leadership at the time in Kremlin city. The Delegation was welcomed by Lishanov; Head of the Council of Nationalities in the Soviet Union|~|وفد فلسطيني برئاسة البروفسور إبراهيم أبو الغد في محادثات داخل مدينة الكرملين مع القيادة السوفيتية آنذاك حيث قام باستقبالهم رئيس مجلس القوميات في الإتحاد السوفيتي ليشانوف,,,,still image,1990; Date created,1990,,,,,image/jpeg,6345,8823,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/8565_ca_object_representations_media_25451_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/35746_ca_object_representations_media_25451_original.jpg,https://palarchive.org/index.php/Detail/objects/42667/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:54,9 March 2021 at 19:23:01,A Palestinian Delegation headed by Prof. Ibrahim Abu al-Ghad in talks with the Soviet leadership at the time in Kremlin city. The Delegation was welcomed by Lishanov; Head of the Council of Nationalities in the Soviet Union,وفد فلسطيني برئاسة البروفسور إبراهيم أبو الغد في محادثات داخل مدينة الكرملين مع القيادة السوفيتية آنذاك حيث قام باستقبالهم رئيس مجلس القوميات في الإتحاد السوفيتي ليشانوف,,,,
ark:/13030/m5b359bm,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0003|~|42668|~|60654_ca_object_representations_media_25452_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,ثلاثة رجال وزراء إعلام,Three Ministers of Information,"Nabil Amr; Minister of Information in Palestine, Saleh al-Jalab and Taher al-Edwan; Ministers of Information in Jordan. They became Ministers of Information after their work at the Voice of Palestine Radio in Lebanon|~|نبيل عمر وزير الإعلام في فلسطين وصالح الجلاب وزير الإعلام في الأردن وأيضا طاهر العدوان وزير الإعلام في الأردن أصبحوا وزراء للإعلام بعد عملهم في إذاعة صوت فلسطين في لبنان",,,,still image,1994; Date created,1994,,,,,image/jpeg,6345,8822,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/72553_ca_object_representations_media_25452_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/60654_ca_object_representations_media_25452_original.jpg,https://palarchive.org/index.php/Detail/objects/42668/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:55,9 March 2021 at 19:23:01,"Nabil Amr; Minister of Information in Palestine, Saleh al-Jalab and Taher al-Edwan; Ministers of Information in Jordan. They became Ministers of Information after their work at the Voice of Palestine Radio in Lebanon",نبيل عمر وزير الإعلام في فلسطين وصالح الجلاب وزير الإعلام في الأردن وأيضا طاهر العدوان وزير الإعلام في الأردن أصبحوا وزراء للإعلام بعد عملهم في إذاعة صوت فلسطين في لبنان,,,,
ark:/13030/m56474s7,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0004|~|42669|~|48980_ca_object_representations_media_25453_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,موظف في إذاعة صوت فلسطين في بيروت,An employee of the Voice of Palestine Radio in Beirut,Nabil Amr during his work at the Voice of Palestine Radio in Beirut during the Civil War|~|نبيل عمرو أثناء عمله في إذاعة صوت فلسطين في بيروت خلال الحرب الأهلية,,,,still image,1979; Date created,1979,,,,,image/jpeg,6443,9052,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/92709_ca_object_representations_media_25453_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/48980_ca_object_representations_media_25453_original.jpg,https://palarchive.org/index.php/Detail/objects/42669/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:55,9 March 2021 at 19:23:01,Nabil Amr during his work at the Voice of Palestine Radio in Beirut during the Civil War,نبيل عمرو أثناء عمله في إذاعة صوت فلسطين في بيروت خلال الحرب الأهلية,,,,
ark:/13030/m5p633m3,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0005|~|42670|~|67760_ca_object_representations_media_25454_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,ممثل فلسطين لدى الأمم المتحدة وعضو الكنيست لدى حزب مريتس الإسرائيلي خلال ندوة الأمم المتحدة حول فلسطين عام 1995,The Representative of Palestine to the United Nations with a member of the Knesset for the Israeli Meretz Party during the United Nations Seminar on Palestine in 1995,"Right to left, Nabil Amr; Representative of Palestine to the United Nations, with Ran Cohen; Knesset member for Meretz, during the United Nations Seminar on Palestine in the State of Rio de Janeiro|~|من اليمين في الصورة ممثل فلسطين في الأمم المتحدة نبيل عمرو مع رانكوهن عضو كنيست حزب مريتس الإسرائيلي في ندوة الأمم المتحدة حول فلسطين في ولاية ريو دي جانيرو",,,,still image,1995; Date created,1995,,,,,image/jpeg,6411,10337,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/23559_ca_object_representations_media_25454_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/67760_ca_object_representations_media_25454_original.jpg,https://palarchive.org/index.php/Detail/objects/42670/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:56,9 March 2021 at 19:23:01,"Right to left, Nabil Amr; Representative of Palestine to the United Nations, with Ran Cohen; Knesset member for Meretz, during the United Nations Seminar on Palestine in the State of Rio de Janeiro",من اليمين في الصورة ممثل فلسطين في الأمم المتحدة نبيل عمرو مع رانكوهن عضو كنيست حزب مريتس الإسرائيلي في ندوة الأمم المتحدة حول فلسطين في ولاية ريو دي جانيرو,,,,
ark:/13030/m5x13p3v,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0006|~|42671|~|26711_ca_object_representations_media_25455_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,سفراء عرب لدى الإتحاد السوفيتي مع الكاتب الروائي السوفيتي رسول حمزاتوف,Arab Ambassadors to the Soviet Union with the Soviet novelist Rasul Hamzatov,Nabil Amr with the Soviet novelist Rasul Hamzatov and Mohammad Ye'li; Ambassador of Algeria to the Soviet Union|~|نبيل عمرو مع الروائي السوفيتي رسول حمزاتوف وسفير الجزائر لدى الإتحاد السوفيتي محمد يعلى,,,,still image,1980 to 1985; Date created,1980/1985,,,,,image/jpeg,4669,6692,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/50162_ca_object_representations_media_25455_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/26711_ca_object_representations_media_25455_original.jpg,https://palarchive.org/index.php/Detail/objects/42671/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:56,9 March 2021 at 19:23,Nabil Amr with the Soviet novelist Rasul Hamzatov and Mohammad Ye'li; Ambassador of Algeria to the Soviet Union,نبيل عمرو مع الروائي السوفيتي رسول حمزاتوف وسفير الجزائر لدى الإتحاد السوفيتي محمد يعلى,,,,
ark:/13030/m50s74hb,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0007|~|42672|~|62002_ca_object_representations_media_25456_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,سفراء عرب لدى الإتحاد السوفيتي أثناء حضورهم الاحتفال بالعيد الوطني الروسي,Arab Ambassadors to the Soviet Union attending the celebration of the Russian National Day,Arab Ambassadors to the Soviet Union in the Red Square to see a military parade on in celebration of the National Day of the Soviet Union|~|سفراء عرب لدى الإتحاد السوفيتي أثناء تجمعهم في الساحة الحمراء لمشاهدة استعراض عسكري بمناسبة العيد الوطني لدى الإتحاد السوفيتي,,,,still image,,,,,,,image/jpeg,6340,9638,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/3140_ca_object_representations_media_25456_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/62002_ca_object_representations_media_25456_original.jpg,https://palarchive.org/index.php/Detail/objects/42672/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:56,9 March 2021 at 19:23,Arab Ambassadors to the Soviet Union in the Red Square to see a military parade on in celebration of the National Day of the Soviet Union,سفراء عرب لدى الإتحاد السوفيتي أثناء تجمعهم في الساحة الحمراء لمشاهدة استعراض عسكري بمناسبة العيد الوطني لدى الإتحاد السوفيتي,,,,
ark:/13030/m5s82xdk,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0008|~|42673|~|6890_ca_object_representations_media_25457_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,اتفاق مكة بين الفصائل الفلسطينية عام 2007,The Mecca Agreement between the Palestinian Parties in 2007,Palestinian Ambassador Nabil Amr with the Palestinian President Mahmoud Abbas during the Mecca Agreement; for national reconciliation between Hamas and Fateh in 2007|~|السفير الفلسطيني نبيل عمرو مع رئيس دولة فلسطين محمود عباس في اتفاق مكة للمصالحة الوطنية بين حماس وفتح عام 2007,,,,still image,2007; Date created,2007,,,,,image/jpeg,6591,9167,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/7946_ca_object_representations_media_25457_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/6890_ca_object_representations_media_25457_original.jpg,https://palarchive.org/index.php/Detail/objects/42673/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:57,9 March 2021 at 19:23,Palestinian Ambassador Nabil Amr with the Palestinian President Mahmoud Abbas during the Mecca Agreement; for national reconciliation between Hamas and Fateh in 2007,السفير الفلسطيني نبيل عمرو مع رئيس دولة فلسطين محمود عباس في اتفاق مكة للمصالحة الوطنية بين حماس وفتح عام 2007,,,,
ark:/13030/m5sz3v9p,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0009|~|42674|~|11922_ca_object_representations_media_25458_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,رجلان في مقر إذاعة صوت فلسطين في بيروت,Two employee of the Voice of Palestine Radio in Beirut,"Nabil Amr and writer Yahya Rabah; in his office, at the Voice of Palestine Radio Station in Beirut|~|نبيل عمرو والكاتب يحيى رباح داخل مكتبه بمقر إذاعة صوت فلسطين في بيروت",,,,still image,1979; Date created,1979,,,,,image/jpeg,6587,5280,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/19819_ca_object_representations_media_25458_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/11922_ca_object_representations_media_25458_original.jpg,https://palarchive.org/index.php/Detail/objects/42674/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:57,9 March 2021 at 19:23,"Nabil Amr and writer Yahya Rabah; in his office, at the Voice of Palestine Radio Station in Beirut",نبيل عمرو والكاتب يحيى رباح داخل مكتبه بمقر إذاعة صوت فلسطين في بيروت,,,,
ark:/13030/m5869xh7,ark:/21198/z15n1rbz,,Work,63.0,0063.01.0010|~|42675|~|32404_ca_object_representations_media_25459_original.jpg,The Nabil Amr Collection,Nabil Amr Sub-collection 1: From Amr's Photo Album,لقاء يجمع مابين الرئيس الفلسطيني الراحل و ولي عهد دولة الإمارات العربية,A meeting between the Late Palestinian President and the Crown Prince of the United Arab Emirates,Late Palestinian President Yaser ʿarafat and Nabil Amr in a meeting with Sheikh Khalifa bin Zayed Al Nahyan; Former Crown Prince and Current President of the UAE|~|الرئيس الفلسطيني الراحل ياسر عرفات ونبيل عمرو في لقاء مع الشيخ خليفة بن زايد آل نهيان الذي كان ولي عهد حينها والآن هو رئيس دولة الإمارات,,,,still image,,,,,,,image/jpeg,6551,9109,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/71355_ca_object_representations_media_25459_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/5/4/32404_ca_object_representations_media_25459_original.jpg,https://palarchive.org/index.php/Detail/objects/42675/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Nabil Amr Collection | Nabil Amr Sub-collection 1: From Amr's Photo Album,24 September 2018 at 10:26:57,9 March 2021 at 19:23,Late Palestinian President Yaser ʿarafat and Nabil Amr in a meeting with Sheikh Khalifa bin Zayed Al Nahyan; Former Crown Prince and Current President of the UAE,الرئيس الفلسطيني الراحل ياسر عرفات ونبيل عمرو في لقاء مع الشيخ خليفة بن زايد آل نهيان الذي كان ولي عهد حينها والآن هو رئيس دولة الإمارات,,,,
