Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1w725f1,,,Collection,,,,,The Abdel-Jawad Saleh Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5np9kq1,ark:/21198/z1w725f1,,Work,73.0,0073.01.0001|~|48170|~|72064_ca_object_representations_media_53121_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,معرض جمعية إنعاش الأسرة,Society of Inash al Usra's Exhibition,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1970; Date created,1970,,,,,image/jpeg,3558,5382,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/23698_ca_object_representations_media_53121_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/72064_ca_object_representations_media_53121_original.jpg,https://palarchive.org/index.php/Detail/objects/48170/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:44,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m5hx8v0q,ark:/21198/z1w725f1,,Work,73.0,0073.01.0002|~|48171|~|7658_ca_object_representations_media_53122_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,معرض جمعية إنعاش الأسرة,Society of Inash al Usra's Exhibition,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1970; Date created,1970,,,,,image/jpeg,3642,5371,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/51842_ca_object_representations_media_53122_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/7658_ca_object_representations_media_53122_original.jpg,https://palarchive.org/index.php/Detail/objects/48171/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:44,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m5zt0bt7,ark:/21198/z1w725f1,,Work,73.0,0073.01.0003|~|48172|~|39753_ca_object_representations_media_53123_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عبد الجواد صالح في معرض إنعاش الأسرة,ʿabd al-Jawad Ṣaleh at the Exhibition of the Society of Inash al Usra,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1970; Date created,1970,,,,,image/jpeg,3754,5366,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/56749_ca_object_representations_media_53123_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/39753_ca_object_representations_media_53123_original.jpg,https://palarchive.org/index.php/Detail/objects/48172/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:45,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m5q88vbh,ark:/21198/z1w725f1,,Work,73.0,0073.01.0004|~|48173|~|32124_ca_object_representations_media_53125_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عبد الجواد صالح صالح في افتتاح معرض إنعاش الأسرة,ʿabd al-Jawad Ṣaleh Ṣaleh During the Opining of the Society of Inash al Usra's Exhibition,"A colour photograph featuring ʿabd al-Jawad Ṣaleh, Mahira ad-Dajjany, Samiha Khalil, ʿarif el-ʿarif, and Hind al-Husayny during the opening of the Society of Inash al Usra's exhibition in 1970.              |~|صورة ملونة يظهر فيها كل من عبد الجواد صالح وماهرة الدجاني وسميحة خليل وعارف العارف وهند الحسيني خلال افتتاح معرض جمعية إنعاش الأسرة عام 1970","Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1970; Date created,1970,,,,,image/jpeg,3616,5378,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/90001_ca_object_representations_media_53125_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/32124_ca_object_representations_media_53125_original.jpg,https://palarchive.org/index.php/Detail/objects/48173/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:45,9 March 2021 at 19:22:15,"A colour photograph featuring ʿabd al-Jawad Ṣaleh, Mahira ad-Dajjany, Samiha Khalil, ʿarif el-ʿarif, and Hind al-Husayny during the opening of the Society of Inash al Usra's exhibition in 1970.",صورة ملونة يظهر فيها كل من عبد الجواد صالح وماهرة الدجاني وسميحة خليل وعارف العارف وهند الحسيني خلال افتتاح معرض جمعية إنعاش الأسرة عام 1970,color photographs,,,
ark:/13030/m50w5v3x,ark:/21198/z1w725f1,,Work,73.0,0073.01.0005|~|48174|~|14227_ca_object_representations_media_53127_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عبد الجواد صالح يكرّم طالبات جمعية إنعاش الأسرة,ʿabd al-Jawad Ṣaleh Honoring the Students of the Society of Inash al Usra,A black-and-white photograph featuring ʿabd al-Jawad Ṣaleh and Samiha Khalil during the honoring ceremony that was held for the students of the Society of Inash al Usra.|~|صورة غير ملونة يظهر فيها كل من عبد الجواد صالح وسميحة خليل في حفل تكريم طالبات جمعية إنعاش الأسرة.,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,3753,5335,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/28460_ca_object_representations_media_53127_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/14227_ca_object_representations_media_53127_original.jpg,https://palarchive.org/index.php/Detail/objects/48174/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:45,9 March 2021 at 19:22:15,A black-and-white photograph featuring ʿabd al-Jawad Ṣaleh and Samiha Khalil during the honoring ceremony that was held for the students of the Society of Inash al Usra.,صورة غير ملونة يظهر فيها كل من عبد الجواد صالح وسميحة خليل في حفل تكريم طالبات جمعية إنعاش الأسرة.,black-and-white photographs,,,
ark:/13030/m5d5838p,ark:/21198/z1w725f1,,Work,73.0,0073.01.0006|~|48175|~|38697_ca_object_representations_media_53129_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عودة عبد الجواد صالح إلى فلسطين بعد الإبعاد,The Return of the Deportedʿabd al-Jawad Ṣaleh to Palestine,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,30 April 1993; Date created,1993-04-30,,,,,image/jpeg,4377,6376,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/14472_ca_object_representations_media_53129_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/38697_ca_object_representations_media_53129_original.jpg,https://palarchive.org/index.php/Detail/objects/48175/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:45,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m52k3t4q,ark:/21198/z1w725f1,,Work,73.0,0073.01.0007|~|48176|~|27735_ca_object_representations_media_53131_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عودة عبد الجواد صالح إلى فلسطين بعد الإبعاد,The Return of the Deportedʿabd al-Jawad Ṣaleh to Palestine,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,30 April 1993; Date created,1993-04-30,,,,,image/jpeg,4361,6392,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/63709_ca_object_representations_media_53131_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/27735_ca_object_representations_media_53131_original.jpg,https://palarchive.org/index.php/Detail/objects/48176/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:45,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m5gz1swx,ark:/21198/z1w725f1,,Work,73.0,0073.01.0008|~|48177|~|33338_ca_object_representations_media_53132_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عبد الجواد صالح في زيارة ميدانية أثناء عمله وزيراً للزراعة,ʿabd al-Jawad Ṣaleh During his Feild Visit while he served as the Minister of Agriculture,,"Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",color photographs,ara,still image,8 May 1997; Date created,1997-05-08,,,,,image/jpeg,5678,3895,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/51637_ca_object_representations_media_53132_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/33338_ca_object_representations_media_53132_original.jpg,https://palarchive.org/index.php/Detail/objects/48177/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:46,9 March 2021 at 19:22:15,,,color photographs,,,
ark:/13030/m58d7bkd,ark:/21198/z1w725f1,,Work,73.0,0073.01.0009|~|48178|~|99924_ca_object_representations_media_53134_original.jpg,The Abdel-Jawad Saleh Collection,Abdel-Jawad Saleh Sub-collection 1: Photographs,عبد الجواد صالح في لقاء أثناء عمله رئيساً لبلدية البيرة,ʿabd al-Jawad Ṣaleh During a Meeting While he Served as Al-Bireh's Municipality President,"A black-and-white photograph featuring ʿabd al-Jawad Ṣaleh while serving as Al-Bireh's Municipality president in 1972, and behind him appears Hasan al-Masry ""Abu Zaky"". |~|صورة غير ملونة يظهر فيها عبد الجواد صالح أثناء شغله منصب رئيس بلدية البيرة عام 1972، ويظهر في الخلف حسن المصري ""أبو زكي"".","Ozrail, Samar, ""The Abdul Jawad Saleh Collection"", archival inventory, October 2018 – January 2019, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,28 July 1972; Date created,1972-07-28,,,,,image/jpeg,3473,5287,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/89020_ca_object_representations_media_53134_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/1/99924_ca_object_representations_media_53134_original.jpg,https://palarchive.org/index.php/Detail/objects/48178/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Jawad Saleh Collection  | Abdel-Jawad Saleh Sub-collection 1: Photographs,6 November 2018 at 15:08:46,9 March 2021 at 19:22:15,"A black-and-white photograph featuring ʿabd al-Jawad Ṣaleh while serving as Al-Bireh's Municipality president in 1972, and behind him appears Hasan al-Masry ""Abu Zaky"".","صورة غير ملونة يظهر فيها عبد الجواد صالح أثناء شغله منصب رئيس بلدية البيرة عام 1972، ويظهر في الخلف حسن المصري ""أبو زكي"".",black-and-white photographs,,,
