Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
0,ark:/21198/z1mq0nvs,,,Collection,,,,,The Abdel-Aziz al-Masry Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
1,ark:/13030/m5n37c83,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0001|~|48713|~|30269_ca_object_representations_media_55595_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,وصل مالي ضريبي من عبد الحميد سلامة عن سنة 1932,"Tax Receipt from Abdel-Hameed Salameh, 1932",A tax receipt from Abdel-Hameed Salameh with the amount of 176 ml.|~|وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 176 مل.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,11 December 1932,1932-12-11,,"[32.085094,35.180832]",,,image/jpeg,5778,3696,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/30987_ca_object_representations_media_55595_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/30269_ca_object_representations_media_55595_original.jpg,https://palarchive.org/index.php/Detail/objects/48713/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,A tax receipt from Abdel-Hameed Salameh with the amount of 176 ml.,وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 176 مل.,,,,
2,ark:/13030/m5hb6mjc,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0002|~|48714|~|87407_ca_object_representations_media_55596_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,وصل مالي ضريبي من عبد الحميد سلامة عن سنة 1934,"Tax Receipt from Abdel-Hameed Salameh, 1932",A tax receipt from Abdel-Hameed Salameh with the amount of 176 ml.|~|وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 176 مل.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,11 February 1934,1934-02-11,,"[32.085094,35.180832]",,,image/jpeg,5804,3721,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/53395_ca_object_representations_media_55596_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/87407_ca_object_representations_media_55596_original.jpg,https://palarchive.org/index.php/Detail/objects/48714/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,A tax receipt from Abdel-Hameed Salameh with the amount of 176 ml.,وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 176 مل.,,,,
3,ark:/13030/m57x3tj3,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0003|~|48715|~|2167_ca_object_representations_media_55597_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,وصل مالي ضريبي من عبد الحميد سلامة,Tax Receipt from Abdel-Hameed Salameh,A tax receipt from Abdel-Hameed Salameh with the amount of 50 Piastres.|~|وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 50 غروش.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,,,,"[32.085094,35.180832]",,,image/jpeg,4387,3999,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/94533_ca_object_representations_media_55597_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/2167_ca_object_representations_media_55597_original.jpg,https://palarchive.org/index.php/Detail/objects/48715/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,A tax receipt from Abdel-Hameed Salameh with the amount of 50 Piastres.,وثيقة لوصل مالي ضريبي من عبد الحميد سلامة بقيمة 50 غروش.,,,,
4,ark:/13030/m53n9jrr,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0004|~|48716|~|30267_ca_object_representations_media_55598_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,فاتورة من مصلحة البرق والبريد والهاتف,"Invoice from the Telegraph, Post, and Telephone Service","An invoice from the Telegraph, Post, and Telephone Service to Mustafa al-Masry.|~|فاتورة من مصلحة البرق والبريد والهاتف لحساب مصطفى المصري.","Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1966,1966,,"[32.085094,35.180832]",,,image/jpeg,3649,4030,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/88617_ca_object_representations_media_55598_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/30267_ca_object_representations_media_55598_original.jpg,https://palarchive.org/index.php/Detail/objects/48716/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,"An invoice from the Telegraph, Post, and Telephone Service to Mustafa al-Masry.",فاتورة من مصلحة البرق والبريد والهاتف لحساب مصطفى المصري.,,,,
5,ark:/13030/m5v489jf,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0005|~|48717|~|19888_ca_object_representations_media_55599_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,سند دين عثماني بين شخصين في منطقة محافظة سلفيت,Ottoman Proof of Debt Between Two Individuals in Salfit,Ottoman proof of debt between two individuals from Salfit in the early 18th century.|~|وثيقة لسند دين عثماني بين شخصين في منطقة محافظة سلفيت في بدايات القرن الثامن عشر.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1900s,1900/1909,,"[32.085094,35.180832]",,,image/jpeg,3895,6128,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/82086_ca_object_representations_media_55599_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/5/19888_ca_object_representations_media_55599_original.jpg,https://palarchive.org/index.php/Detail/objects/48717/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,Ottoman proof of debt between two individuals from Salfit in the early 18th century.,وثيقة لسند دين عثماني بين شخصين في منطقة محافظة سلفيت في بدايات القرن الثامن عشر.,,,,
6,ark:/13030/m5b359m6,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0006|~|48718|~|40010_ca_object_representations_media_55601_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,شهادة ملك أرض في سلفيت في الفترة العثمانية,Ownership Certificate of a Land in Salfit During the Ottoman Rule,Ownership certificate of a land in Salfit during the Ottoman Rule.|~|وثيقة لشهادة ملك أرض في سلفيت في الفترة العثمانية.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1870s,1870/1879,,"[32.085094,35.180832]",,,image/jpeg,5742,3705,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/71888_ca_object_representations_media_55601_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/40010_ca_object_representations_media_55601_original.jpg,https://palarchive.org/index.php/Detail/objects/48718/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,Ownership certificate of a land in Salfit during the Ottoman Rule.,وثيقة لشهادة ملك أرض في سلفيت في الفترة العثمانية.,,,,
7,ark:/13030/m5rc4kz3,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0007|~|48719|~|13347_ca_object_representations_media_55603_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,شهادة ميلاد أصدرها سجل النفوس العثماني,A Birth Certificate Issued by the Ottoman Citizens' Registration Office,"The birth certificate of Mohammad Tawfiq al-Masry from Salfit, issued by the Ottoman Citizens' Registration Office.|~|وثيقة لشهادة ميلاد أصدرها سجل النفوس العثماني تعود لشخص يدعى محمد توفيق المصري من سكان سلفيت.","Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1890s,1890/1899,,"[32.085094,35.180832]",,,image/jpeg,5637,3510,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/45085_ca_object_representations_media_55603_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/13347_ca_object_representations_media_55603_original.jpg,https://palarchive.org/index.php/Detail/objects/48719/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,"The birth certificate of Mohammad Tawfiq al-Masry from Salfit, issued by the Ottoman Citizens' Registration Office.",وثيقة لشهادة ميلاد أصدرها سجل النفوس العثماني تعود لشخص يدعى محمد توفيق المصري من سكان سلفيت.,,,,
8,ark:/13030/m5qw12tt,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0008|~|48720|~|96321_ca_object_representations_media_55605_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,سند خاقاني عثماني لملكية أرض (ورقة طابو),Ottoman Permanent Lease of State-Owned Arable (Tapu),An Ottoman permanent lease of state-owned arable (Tapu) in Salfit.|~|وثيقة تحوي سند خاقاني عثماني لملكية أرض (ورقة طابو) لملكية قطعة أرض في منطقة سلفيت.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1890s,1890/1899,,"[32.085094,35.180832]",,,image/jpeg,7098,3418,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/22355_ca_object_representations_media_55605_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/96321_ca_object_representations_media_55605_original.jpg,https://palarchive.org/index.php/Detail/objects/48720/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:03,9 March 2021 at 19:22:09,An Ottoman permanent lease of state-owned arable (Tapu) in Salfit.,وثيقة تحوي سند خاقاني عثماني لملكية أرض (ورقة طابو) لملكية قطعة أرض في منطقة سلفيت.,,,,
9,ark:/13030/m5zw928v,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0009|~|48721|~|34477_ca_object_representations_media_55607_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,سند خاقاني عثماني لملكية أرض (ورقة طابو),Ottoman Permanent Lease of State-Owned Arable (Tapu),An Ottoman permanent lease of state-owned arable (Tapu) in Salfit.|~|وثيقة تحوي سند خاقاني عثماني لملكية أرض (ورقة طابو) لملكية قطعة أرض في منطقة سلفيت.,"Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1890s,1890/1899,,"[32.085094,35.180832]",,,image/jpeg,7139,3438,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/94522_ca_object_representations_media_55607_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/34477_ca_object_representations_media_55607_original.jpg,https://palarchive.org/index.php/Detail/objects/48721/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:04,9 March 2021 at 19:22:09,An Ottoman permanent lease of state-owned arable (Tapu) in Salfit.,وثيقة تحوي سند خاقاني عثماني لملكية أرض (ورقة طابو) لملكية قطعة أرض في منطقة سلفيت.,,,,
10,ark:/13030/m5m40b48,ark:/21198/z1mq0nvs,,Work,75.0,0075.01.0010|~|48722|~|38964_ca_object_representations_media_55609_original.jpg,The Abdel-Aziz al-Masry Collection,Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,شهادة ميلاد أصدرها سجل النفوس العثماني,A Birth Certificate Issued by the Ottoman Citizens' Registration Office,"The birth certificate of Latefa Abdel-Ghani from Salfit, issued by the Ottoman Citizens' Registration Office.|~|وثيقة لشهادة ميلاد أصدرها سجل النفوس العثماني تعود لإمرأة تدعى لطيفة عبد الغني من منطقة سلفيت.","Ozrail, Samar, ""Abd al-Azeez al-Masre Collection"", archival inventory, August 2018, the Palestinian Museum Digital Archive.",,,text,1900s,1900/1909,,"[32.085094,35.180832]",,,image/jpeg,6533,4841,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/18827_ca_object_representations_media_55609_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/38964_ca_object_representations_media_55609_original.jpg,https://palarchive.org/index.php/Detail/objects/48722/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,acceptable; 226,,The Abdel-Aziz al-Masry Collection | Abdel-Aziz al-Masry Sub-collection 1: Miscellaneous Documents,12 November 2018 at 14:59:04,9 March 2021 at 19:22:09,"The birth certificate of Latefa Abdel-Ghani from Salfit, issued by the Ottoman Citizens' Registration Office.",وثيقة لشهادة ميلاد أصدرها سجل النفوس العثماني تعود لإمرأة تدعى لطيفة عبد الغني من منطقة سلفيت.,,,,
