Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z19d2h0s,,,Collection,,,,,The Adnan Dagher Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5nd3g61,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0001|~|42375|~|13038_ca_object_representations_media_24415_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل من عائلة داغر من قرية مزارع النوباني,A member from the Dagher Family from Mazari' al-Nubani - Ramallah,"A photograph of Mahmoud Abdel-Fattah Issa Dagher, from Mazari' al-Nubani; northwest of Ramallah. He was born in the 1940s, lived in Jaffa and worked in the British Camps in the 1960s in Jaffa|~|صورة لمحمود عبدالفتاح عيسى داغر، من قرية مزارع النوباني شمال غرب مدينة رام الله، وهو من مواليد الأربعينيات، عاش طفولته في مدينة يافا، وعمل في معسكرات الإنجليز فترة الستينيات في يافا",,,,still image,1960s; Date created,1960/1969,,,,,image/jpeg,2974,1964,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/87664_ca_object_representations_media_24415_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/13038_ca_object_representations_media_24415_original.jpg,https://palarchive.org/index.php/Detail/objects/42375/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:47,9 March 2021 at 19:23:05,"A photograph of Mahmoud Abdel-Fattah Issa Dagher, from Mazari' al-Nubani; northwest of Ramallah. He was born in the 1940s, lived in Jaffa and worked in the British Camps in the 1960s in Jaffa",صورة لمحمود عبدالفتاح عيسى داغر، من قرية مزارع النوباني شمال غرب مدينة رام الله، وهو من مواليد الأربعينيات، عاش طفولته في مدينة يافا، وعمل في معسكرات الإنجليز فترة الستينيات في يافا,,,,
ark:/13030/m5s54713,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0002|~|42376|~|96637_ca_object_representations_media_24417_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل من عائلة الطويل من مدينة البيرة,A member of at-Taweel Family from al-Bireh - Ramallah,A photograph of Hasan Farah at-Taweel; from al-Bireh|~|صورة لحسين فرح الطويل، من مدينة البيرة,,,,still image,1970s; Date created,1970/1979,,,,,image/jpeg,3299,2186,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/14399_ca_object_representations_media_24417_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/96637_ca_object_representations_media_24417_original.jpg,https://palarchive.org/index.php/Detail/objects/42376/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:47,9 March 2021 at 19:23:05,A photograph of Hasan Farah at-Taweel; from al-Bireh,صورة لحسين فرح الطويل، من مدينة البيرة,,,,
ark:/13030/m5cw1zs1,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0003|~|42377|~|31049_ca_object_representations_media_24418_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,طفل من عائلة داغر بلباس عسكري التقطت الصورة فترة الخمسينيات,"A photograph of a child; from the Dagher Family, in a military uniform taken during the 1950s","A photograph of Adnan Mohammad Abdel-Fattah Dagher; aged 4, in a military uniform. The photo was taken in the mid-fifties on Eid|~|صورة لعدنان محمد عبدالفتاح داغر وهو في سن الأربع سنوات بلباس الضابط، التقطت الصورة فترة منتصف الخمسينيات بمناسبة العيد",,,,still image,1956 to 1957; Date created,1956/1957,,,,,image/jpeg,4284,3291,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/55723_ca_object_representations_media_24418_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/31049_ca_object_representations_media_24418_original.jpg,https://palarchive.org/index.php/Detail/objects/42377/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:47,9 March 2021 at 19:23:05,"A photograph of Adnan Mohammad Abdel-Fattah Dagher; aged 4, in a military uniform. The photo was taken in the mid-fifties on Eid",صورة لعدنان محمد عبدالفتاح داغر وهو في سن الأربع سنوات بلباس الضابط، التقطت الصورة فترة منتصف الخمسينيات بمناسبة العيد,,,,
ark:/13030/m54f95sw,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0004|~|42378|~|81669_ca_object_representations_media_24419_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,شاب من عائلة داغر في بورتريه داخل أستوديو,A studio portrait of a young man from the Dagher Family,"A studio portrait taken in the 1970s of Adnan Mohammad Abdel-Fattah Dagher; from Mazari' al-Nubani, northwest of Ramallah; where he lives now.|~|عدنان محمد عبد الفتاح داغر في بورتريه داخل أستوديو في رام الله، التقطت الصورة فترة السبعينيات وهو (من قرية مزارع النوباني) ومن سكان مدينة رام الله في الوقت الحالي",,,,still image,1975 to 1979; Date created,1975/1979,,,,,image/jpeg,3209,2096,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/41730_ca_object_representations_media_24419_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/81669_ca_object_representations_media_24419_original.jpg,https://palarchive.org/index.php/Detail/objects/42378/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:47,9 March 2021 at 19:23:05,"A studio portrait taken in the 1970s of Adnan Mohammad Abdel-Fattah Dagher; from Mazari' al-Nubani, northwest of Ramallah; where he lives now.",عدنان محمد عبد الفتاح داغر في بورتريه داخل أستوديو في رام الله، التقطت الصورة فترة السبعينيات وهو (من قرية مزارع النوباني) ومن سكان مدينة رام الله في الوقت الحالي,,,,
ark:/13030/m5869xgs,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0005|~|42379|~|76890_ca_object_representations_media_24420_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل شاب من عائلة داغر,A young man from the Dagher Family,A photograph of Mahmoud Abdel-Fattah Dagher in Syria. The photo was taken for a Visa application to Cuba|~|عدنان محمد عبدالفتاح داغر، التقطت الصورة في سوريا بحيث أخذت للحصول على تأشيرة سفر الى كوبا,,,,still image,23 July 1978 at 2:00; Date created,1978-07-23,,,,,image/jpeg,4323,3319,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/74271_ca_object_representations_media_24420_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/76890_ca_object_representations_media_24420_original.jpg,https://palarchive.org/index.php/Detail/objects/42379/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:47,9 March 2021 at 19:23:05,A photograph of Mahmoud Abdel-Fattah Dagher in Syria. The photo was taken for a Visa application to Cuba,عدنان محمد عبدالفتاح داغر، التقطت الصورة في سوريا بحيث أخذت للحصول على تأشيرة سفر الى كوبا,,,,
ark:/13030/m50p8f2k,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0006|~|42380|~|41195_ca_object_representations_media_24422_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل شاب من عائلة داغر، داخل أستوديو في رام الله,A studio portrait of a member from the Dagher Family in Ramallah,Mahmoud Abdel-Fattah Dagher in a studio in Ramallah|~|عدنان محمد عبد الفتاح داغر داخل أستوديو في رام الله,,,,still image,1972 to 1973; Date created,1972/1973,,,,,image/jpeg,4455,4422,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/40129_ca_object_representations_media_24422_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/41195_ca_object_representations_media_24422_original.jpg,https://palarchive.org/index.php/Detail/objects/42380/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:48,9 March 2021 at 19:23:05,Mahmoud Abdel-Fattah Dagher in a studio in Ramallah,عدنان محمد عبد الفتاح داغر داخل أستوديو في رام الله,,,,
ark:/13030/m5hn2qg9,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0007|~|42381|~|22908_ca_object_representations_media_24423_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل شاب من عائلة داغر في الشارع أمام مبنى مكتبة شروق في رام الله,A young man from the Dagher Family in front of Shorouk Bookstores in Ramallah,A photograph of Adnan Mohammad Abdel-Fattah Dagher in front of Shorouk Bookstores in Ramallah; next to Studio Havana. The photo was taken during the 1970s|~|عدنان محمد عبد الفتاح واقف أمام مكتبة شروق في رام الله الواقعة بجانب أستوديو هافنا آنذاك، التقطت الصورة فترة السبعينيات,,,,still image,1979; Date created,1979,,,,,image/jpeg,4422,4430,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/8388_ca_object_representations_media_24423_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/22908_ca_object_representations_media_24423_original.jpg,https://palarchive.org/index.php/Detail/objects/42381/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:48,9 March 2021 at 19:23:05,A photograph of Adnan Mohammad Abdel-Fattah Dagher in front of Shorouk Bookstores in Ramallah; next to Studio Havana. The photo was taken during the 1970s,عدنان محمد عبد الفتاح واقف أمام مكتبة شروق في رام الله الواقعة بجانب أستوديو هافنا آنذاك، التقطت الصورة فترة السبعينيات,,,,
ark:/13030/m5md6dzw,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0008|~|42382|~|54819_ca_object_representations_media_24424_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل شاب من عائلة داغر في رام الله,A young man from the Dagher Family,A photograph of Adnan Mohammad Abdel-Fattah Dagher in front of Studio Havana. The photo was taken during the 1970s or the 1980s|~|عدنان محمد عبد الفتاح داغر، يظهر خلفه في الصورة جزء من فاترينا أستوديو هافانا في رام الله، التقطت الصور فترة أواخر السبعينيات اوائل الثمانينيات,,,,still image,1979 to 1982; Date created,1979/1982,,,,,image/jpeg,3679,5107,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/68340_ca_object_representations_media_24424_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/54819_ca_object_representations_media_24424_original.jpg,https://palarchive.org/index.php/Detail/objects/42382/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:48,9 March 2021 at 19:23:05,A photograph of Adnan Mohammad Abdel-Fattah Dagher in front of Studio Havana. The photo was taken during the 1970s or the 1980s,عدنان محمد عبد الفتاح داغر، يظهر خلفه في الصورة جزء من فاترينا أستوديو هافانا في رام الله، التقطت الصور فترة أواخر السبعينيات اوائل الثمانينيات,,,,
ark:/13030/m5vx7xh0,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0009|~|42383|~|76375_ca_object_representations_media_24425_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل من عائلة داغر يلقي قصيدة من ديوان الكاتب خليل توما بمناسبة الأول من أيار لنقابة العمال,A young man from the Dagher Family reciting a poem from Khalil Touma's poetry on the 1st of May,"Adnan Mohammad Abdel-Fattah Dagher reciting a poem from Khalil Touma's poetry on the 1st of May at the Catholic Community Hall in 1976|~|عدنان محمد عبد الفتاح داغر يلقي قصيدة من ديوان الشاعر ""خليل توما"" وذلك بمناسبة الإحتفال بالأول من أيار لنقابة العمال في قاعة الكاثوليك في رام الله عام 1976",,,,still image,1976; Date created,1976,,,,,image/jpeg,4448,4354,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/87322_ca_object_representations_media_24425_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/76375_ca_object_representations_media_24425_original.jpg,https://palarchive.org/index.php/Detail/objects/42383/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:48,9 March 2021 at 19:23:05,Adnan Mohammad Abdel-Fattah Dagher reciting a poem from Khalil Touma's poetry on the 1st of May at the Catholic Community Hall in 1976,"عدنان محمد عبد الفتاح داغر يلقي قصيدة من ديوان الشاعر ""خليل توما"" وذلك بمناسبة الإحتفال بالأول من أيار لنقابة العمال في قاعة الكاثوليك في رام الله عام 1976",,,,
ark:/13030/m5c03n2p,ark:/21198/z19d2h0s,,Work,62.0,0062.01.0010|~|42384|~|14014_ca_object_representations_media_24426_original.jpg,The Adnan Dagher Collection,Adnan Dagher Sub-collection 1: From Dagher's Photo Album,رجل شاب من عائلة داغر يحمل بين يديه مجموعة من الكتب في الشارع في رام الله,A young man from the Dagher Family carrying books in the streets of Ramallah,"Adnan Mohammad Abdel-Fattah Dagher carrying books in the streets of Ramallah, next to Shorouk Bookstores in 1979|~|عدنان محمد عبد الفتاح اغر يحمل بين يديه مجموعة كتب، التقطت الصورة في الشارع بجانب مكتبة شروق في رام الله وذلك عام 1979",,,,still image,1979; Date created,1979,,,,,image/jpeg,4450,4376,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/97574_ca_object_representations_media_24426_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/2/4/4/14014_ca_object_representations_media_24426_original.jpg,https://palarchive.org/index.php/Detail/objects/42384/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,Adnan Dagher Sub-collection 1: From Dagher's Photo Album | The Adnan Dagher Collection,23 September 2018 at 14:53:48,9 March 2021 at 19:23:05,"Adnan Mohammad Abdel-Fattah Dagher carrying books in the streets of Ramallah, next to Shorouk Bookstores in 1979",عدنان محمد عبد الفتاح اغر يحمل بين يديه مجموعة كتب، التقطت الصورة في الشارع بجانب مكتبة شروق في رام الله وذلك عام 1979,,,,
