Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z14r3dkf,,,Collection,,,,,The Union of Charitable Societies - Hebron Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5g23g5k,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0001|~|79918|~|96032_ca_object_representations_media_52884_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,3684,5085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/12115_ca_object_representations_media_52884_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/96032_ca_object_representations_media_52884_original.jpg,https://palarchive.org/index.php/Detail/objects/79918/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:32,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5qg6860,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0002|~|79919|~|70927_ca_object_representations_media_52886_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,3684,5085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/67993_ca_object_representations_media_52886_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/70927_ca_object_representations_media_52886_original.jpg,https://palarchive.org/index.php/Detail/objects/79919/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5v770wv,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0003|~|79920|~|39185_ca_object_representations_media_52888_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4360,5994,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/12171_ca_object_representations_media_52888_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/39185_ca_object_representations_media_52888_original.jpg,https://palarchive.org/index.php/Detail/objects/79920/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5kt46tp,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0004|~|79921|~|87980_ca_object_representations_media_52889_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,3684,5085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/3286_ca_object_representations_media_52889_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/87980_ca_object_representations_media_52889_original.jpg,https://palarchive.org/index.php/Detail/objects/79921/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5b92qfv,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0005|~|79922|~|6381_ca_object_representations_media_52891_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"A colour photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4330,6022,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/62705_ca_object_representations_media_52891_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/6381_ca_object_representations_media_52891_original.jpg,https://palarchive.org/index.php/Detail/objects/79922/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"A colour photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m56j1zrk,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0006|~|79923|~|42207_ca_object_representations_media_52892_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"A colour photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4335,6068,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/55932_ca_object_representations_media_52892_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/42207_ca_object_representations_media_52892_original.jpg,https://palarchive.org/index.php/Detail/objects/79923/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"A colour photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m52s16zb,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0007|~|79924|~|88452_ca_object_representations_media_52893_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4330,6022,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/3227_ca_object_representations_media_52893_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/88452_ca_object_representations_media_52893_original.jpg,https://palarchive.org/index.php/Detail/objects/79924/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:39,9 March 2021 at 11:54:31,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5pk7xf3,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0008|~|79925|~|48419_ca_object_representations_media_52894_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4350,5970,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/89905_ca_object_representations_media_52894_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/48419_ca_object_representations_media_52894_original.jpg,https://palarchive.org/index.php/Detail/objects/79925/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:40,9 March 2021 at 11:54:31,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m5z10qfx,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0009|~|79926|~|11536_ca_object_representations_media_52895_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4356,6048,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/35023_ca_object_representations_media_52895_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/11536_ca_object_representations_media_52895_original.jpg,https://palarchive.org/index.php/Detail/objects/79926/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:40,9 March 2021 at 11:54:30,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
ark:/13030/m55j4xj9,ark:/21198/z14r3dkf,,Work,71.0,0071.01.0010|~|79927|~|80772_ca_object_representations_media_52896_original.jpg,The Union of Charitable Societies - Hebron Collection,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album,حفل تكريم طالبات برنامج محو الأمية والطالبات المكفوفات في جمعية بني نعيم الخيرية,A Ceremony Honoring Students from the Literacy Program and Blind Students in Bani Na'im Charitable Association,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.|~|صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل","Ozrail, Samar, ""The Union of Charitable Societies - Hebron Collection,"" archival description, 21 October 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,19 January 1979; Date created,1979-01-19,,"[31.514866,35.16534]",,,image/jpeg,4340,6038,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/12241_ca_object_representations_media_52896_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/2/8/80772_ca_object_representations_media_52896_original.jpg,https://palarchive.org/index.php/Detail/objects/79927/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,Union of Charitable Societies - Hebron Sub-collection 1: Photo Album | The Union of Charitable Societies - Hebron Collection,13 December 2018 at 10:52:40,9 March 2021 at 11:54:30,"Colored photograph of a ceremony honoring students from the literacy program and blind students, in Bani Na'im Charitable Association in Hebron.",صورة ملونة لحفل تكريم الطالبات المكفوفات والطالبات المتفوقات في برنامج محوالأمية في جمعية بني نعيم الخيرية، نظم الحفل بحضور ممثلين عن اتحاد الجمعيات الخيرية في محافظة الخليل,color photographs,,,
