Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1gx9x4x,,,Collection,,,,,The Zalikha Shehabi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5t518dm,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0001|~|67164|~|81966_ca_object_representations_media_55660_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,مجموعة من السيدات الناشطات في العمل المجتمعي والسياسي,A group of activists in community and political work,A black and white photo of activists in community and political work; sitting at the dining table|~|صورة بالأبيض والأسود تظهر فيها مجموعة من النساء الناشطات في العمل السياسي والمجتمعي يجلسن في وضعية الجهوزية لتناول الطعام .,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,eng|~|ara,still image,1945; Date created,1945,,"[31.768319,35.21371]",,سنة 45|~|1945,image/jpeg,2531,2924,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/95955_ca_object_representations_media_55660_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/81966_ca_object_representations_media_55660_original.jpg,https://palarchive.org/index.php/Detail/objects/67164/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:54,9 March 2021 at 19:20:22,A black and white photo of activists in community and political work; sitting at the dining table,صورة بالأبيض والأسود تظهر فيها مجموعة من النساء الناشطات في العمل السياسي والمجتمعي يجلسن في وضعية الجهوزية لتناول الطعام .,black-and-white photographs,سنة 45,1945,
ark:/13030/m5zd5j6d,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0002|~|67165|~|4280_ca_object_representations_media_55699_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,مجموعة من النساء برفقة أطفالهن في المستوصف التابع للاتحاد النسائي العربي في مدينة القدس بالخمسينات,Women with their children at the medical clinic of the Arab Women Union Society in Jerusalem in the 1950s,"A black and white photo of women with their babies at the medical clinic for prenatal and childcare affiliated with the Arab Women Union Society in Jerusalem in the 1950s. Later on, a kindergarten headed by Zalekha Shuhabi was founded|~|صورة بالأبيض والأسود تظهر فيها مجموعة من النساء برفقة أطفالهن الرضع وهن يجلسن في مستوصف الاتحاد النسائي الطبي للعناية بالحوامل ومركزاً لرعاية الأطفال وتبع ذلك إنشاء   روضة أطفال بقيادة زليخة شهابي .","Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,eng|~|ara,still image,1950s; Date created,1950/1959,,"[31.768319,35.21371]",,,image/jpeg,2531,3546,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/23946_ca_object_representations_media_55699_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/4280_ca_object_representations_media_55699_original.jpg,https://palarchive.org/index.php/Detail/objects/67165/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:54,9 March 2021 at 19:20:22,"A black and white photo of women with their babies at the medical clinic for prenatal and childcare affiliated with the Arab Women Union Society in Jerusalem in the 1950s. Later on, a kindergarten headed by Zalekha Shuhabi was founded",صورة بالأبيض والأسود تظهر فيها مجموعة من النساء برفقة أطفالهن الرضع وهن يجلسن في مستوصف الاتحاد النسائي الطبي للعناية بالحوامل ومركزاً لرعاية الأطفال وتبع ذلك إنشاء   روضة أطفال بقيادة زليخة شهابي .,black-and-white photographs,,,
ark:/13030/m5k720fn,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0003|~|67166|~|15916_ca_object_representations_media_55662_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,زليخة شهابي وهي تلقي كلمة في حفل تأبين خليل السكاكيني,Zalekha Shuhabi giving a speech during the memorial service of Khalil al-Sakakini,A black and white photo of Zalekha Shuhabi giving a speech during the second memorial service of Khalil al-Sakakini|~|صورة بالأبيض والأسود تظهر فيها زليخة شهابي وهي تلقي كلمة خاصة في حفل تأبين خليل السكاكيني في القدس بعد وفاته بسنتين .,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1955; Date created,1955,,"[31.768319,35.21371]",,الاحتفال بتأبين السكاكيني  الجمعة في 9955|~|The second memorial service of Khalil al-Sakakini / on Friday 1955,image/jpeg,2262,3472,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/17132_ca_object_representations_media_55662_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/15916_ca_object_representations_media_55662_original.jpg,https://palarchive.org/index.php/Detail/objects/67166/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:54,9 March 2021 at 19:20:22,A black and white photo of Zalekha Shuhabi giving a speech during the second memorial service of Khalil al-Sakakini,صورة بالأبيض والأسود تظهر فيها زليخة شهابي وهي تلقي كلمة خاصة في حفل تأبين خليل السكاكيني في القدس بعد وفاته بسنتين .,black-and-white photographs,الاحتفال بتأبين السكاكيني  الجمعة في 9955,The second memorial service of Khalil al-Sakakini / on Friday 1955,
ark:/13030/m55f677q,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0004|~|67167|~|39644_ca_object_representations_media_55664_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,مجموعة من السيدات الناشطات في العمل المجتمعي والسياسي,A group of activists in community and political work,A black and white photo of activists in community and political work in Bethlehem|~|صورة بالأبيض والأسود تظهر فيها مجموعة من السيدات الناشطات في العمل المجتمعي والسياسي في بيت لحم,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,eng|~|ara,still image,1960; Date created,1960,,"[31.7053821,35.2024425]",,,image/jpeg,2988,4158,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/42935_ca_object_representations_media_55664_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/39644_ca_object_representations_media_55664_original.jpg,https://palarchive.org/index.php/Detail/objects/67167/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:54,9 March 2021 at 19:20:22,A black and white photo of activists in community and political work in Bethlehem,صورة بالأبيض والأسود تظهر فيها مجموعة من السيدات الناشطات في العمل المجتمعي والسياسي في بيت لحم,black-and-white photographs,,,
ark:/13030/m5pw41pf,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0005|~|67168|~|33101_ca_object_representations_media_55666_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,الاتحاد النسائي العربي العام,Arab Women Union Society,A black-and-white photograph of women from the Arab Women Union Society at Mr. Jamal al-Khudari's palace in Cairo|~|صورة بالأبيض والأسود تظهر فيها مجموعة كبيرة من النساء التابعات للاتحاد النسائي العربي العام في قصر السيد ناجي الخضري في القاهرة,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1963; Date created,1963,,"[30.0444196,31.2357116]",,الاتحاد النسائي العربي العام في قصر السيد ناجي الخضري  53|~|The Arab Women Union Society at Mr. Jamal al-Khudari's palace in 1953,image/jpeg,3157,4704,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/10327_ca_object_representations_media_55666_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/33101_ca_object_representations_media_55666_original.jpg,https://palarchive.org/index.php/Detail/objects/67168/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:54,9 March 2021 at 19:20:22,A black-and-white photograph of women from the Arab Women Union Society at Mr. Jamal al-Khudari's palace in Cairo,صورة بالأبيض والأسود تظهر فيها مجموعة كبيرة من النساء التابعات للاتحاد النسائي العربي العام في قصر السيد ناجي الخضري في القاهرة,black-and-white photographs,الاتحاد النسائي العربي العام في قصر السيد ناجي الخضري  53,The Arab Women Union Society at Mr. Jamal al-Khudari's palace in 1953,
ark:/13030/m5pd0hpw,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0006|~|67901|~|52943_ca_object_representations_media_55668_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,الاتحاد النسائي العربي العام,Arab Women Union Society,A black and white photo of women from the Arab Women Union Society at Mr. Jamal al-Khudari's palace in Cairo|~|صورة بالأبيض والأسود تظهر فيها مجموعة كبيرة من النساء التابعات للاتحاد النسائي العربي العام في قصر السيد ناجي الخضري في القاهرة,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1963; Date created,1963,,"[30.0444196,31.2357116]",,الاتحاد النسائي العربي العام في قصر السيد ناجي الخضري  53|~|The Arab Women Union Society at Mr. Jamal al-Khudari's palace in 1953,image/jpeg,3362,5207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/51239_ca_object_representations_media_55668_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/52943_ca_object_representations_media_55668_original.jpg,https://palarchive.org/index.php/Detail/objects/67901/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 12:19:12,9 March 2021 at 19:20:19,A black and white photo of women from the Arab Women Union Society at Mr. Jamal al-Khudari's palace in Cairo,صورة بالأبيض والأسود تظهر فيها مجموعة كبيرة من النساء التابعات للاتحاد النسائي العربي العام في قصر السيد ناجي الخضري في القاهرة,black-and-white photographs,الاتحاد النسائي العربي العام في قصر السيد ناجي الخضري  53,The Arab Women Union Society at Mr. Jamal al-Khudari's palace in 1953,
ark:/13030/m5s5479p,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0007|~|67170|~|77285_ca_object_representations_media_55670_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,صورة شخصية لزليخة شهابي,Portrait of Zalekha Shuhabi,A black and white portrait of Zalekha Shuhabi in Jordan|~|صورة بالابيض والاسود تظهر فيها الانسة زليخة شهابي في الأردن,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,eng|~|ara,still image,1958; Date created,1958,,"[30.585164,36.238414]",,ستوديو الاردن|~|Studio of Jordan,image/jpeg,3714,4563,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/36056_ca_object_representations_media_55670_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/77285_ca_object_representations_media_55670_original.jpg,https://palarchive.org/index.php/Detail/objects/67170/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:55,9 March 2021 at 19:20:22,A black and white portrait of Zalekha Shuhabi in Jordan,صورة بالابيض والاسود تظهر فيها الانسة زليخة شهابي في الأردن,black-and-white photographs,ستوديو الاردن,Studio of Jordan,
ark:/13030/m5nd3gh2,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0008|~|67171|~|11664_ca_object_representations_media_55672_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,محطة اللد-فلسطين,Lod Airport - Palestine,A black and white photo of women with suitcases at Lod Airport heading to attend the Arab Women Union Society conference held in Cairo|~|صورة بالابيض والاسود يظهر فيها مجموعة من النساء اللواتي يحملن حقائبهن في مطار اللد استعدادا للانطلاق للقاهرة لحضور مؤتمر الاتحاد النسائي العربي العام هناك .,"Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1938; Date created,1938,,"[31.951014,34.888075]",,في محطة اللد سنة 38 للذهاب للقاهرة لحضور المؤتمر,image/jpeg,3556,5010,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/46812_ca_object_representations_media_55672_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/11664_ca_object_representations_media_55672_original.jpg,https://palarchive.org/index.php/Detail/objects/67171/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:55,9 March 2021 at 19:20:22,A black and white photo of women with suitcases at Lod Airport heading to attend the Arab Women Union Society conference held in Cairo,صورة بالابيض والاسود يظهر فيها مجموعة من النساء اللواتي يحملن حقائبهن في مطار اللد استعدادا للانطلاق للقاهرة لحضور مؤتمر الاتحاد النسائي العربي العام هناك .,black-and-white photographs,في محطة اللد سنة 38 للذهاب للقاهرة لحضور المؤتمر,,
ark:/13030/m5d00ph3,ark:/21198/z1gx9x4x,,Work,76.0,0076.01.0009|~|67172|~|52389_ca_object_representations_media_55674_original.jpg,The Zalikha Shehabi Collection,Zalikha Shehabi Sub-collection 1: Photographs,هدى شعراوي  برفقة أعضاء الاتحاد النسائي العربي في القدس,Huda Sha'rawi with the members of the Arab Women Union Society in Jerusalem,"A black and white photo of Huda Sha'rawi; Head of the Egyptian and Arab Women Union, accompanied by members of the Arab Women Union Society in Jerusalem|~|صورة بالأبيض والأسود تظهر فيها هدى شعراوي رئيسة الاتحاد النسائي المصري والعربي العام برفقة عضوات الاتحاد النسائي في القدس","Sirin Shehabi (Collection holder), interview with PMDA researcher Lama Ghosheh, December 2018, documents, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1945; Date created,1945,,"[31.768319,35.21371]",,"السيدة هدى شعراوي مع لفيف من أعضاء الاتحاد النسائي بالقدس  من أعضاء الجمعيات الفلسطينية  1945 تصوير ابراهيم رصاص  القدس، شارع يافا|~|Mrs. Huda Sha'rawi with the members of the Arab Women Union Society in Jerusalem.    1945                      Photo taken by: Ibrahim Rasas Jaffa St., Jerusalem",image/jpeg,3636,5395,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/59492_ca_object_representations_media_55674_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/5/6/52389_ca_object_representations_media_55674_original.jpg,https://palarchive.org/index.php/Detail/objects/67172/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Zalikha Shehabi Collection | Zalikha Shehabi Sub-collection 1: Photographs,4 December 2018 at 9:57:55,9 March 2021 at 19:20:22,"A black and white photo of Huda Sha'rawi; Head of the Egyptian and Arab Women Union, accompanied by members of the Arab Women Union Society in Jerusalem",صورة بالأبيض والأسود تظهر فيها هدى شعراوي رئيسة الاتحاد النسائي المصري والعربي العام برفقة عضوات الاتحاد النسائي في القدس,black-and-white photographs,السيدة هدى شعراوي مع لفيف من أعضاء الاتحاد النسائي بالقدس  من أعضاء الجمعيات الفلسطينية  1945 تصوير ابراهيم رصاص  القدس، شارع يافا,"Mrs. Huda Sha'rawi with the members of the Arab Women Union Society in Jerusalem.    1945                      Photo taken by: Ibrahim Rasas Jaffa St., Jerusalem",
