Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1sf8fv4,,,Collection,,,,,The Jamil al-Husseini Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5v770p5,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0001|~|44772|~|38748_ca_object_representations_media_30381_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,جميل الحسيني وهو في العاشرة من عمره,Jamil al-Husayni when he was ten years old,,,,,still image,1960; Date created,1960,,"[31.9037641,35.2034184]",,,image/jpeg,3869,2746,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/31834_ca_object_representations_media_30381_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/38748_ca_object_representations_media_30381_original.jpg,https://palarchive.org/index.php/Detail/objects/44772/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:07,9 March 2021 at 19:22:47,,,,,,
ark:/13030/m5d86shc,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0002|~|44773|~|92354_ca_object_representations_media_30383_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,المهندس الزراعي تاج الدين,Agricultural engineer Taj ad-Din,Taj ad-Din: he was an agricultural engineer and he was in charge of the gardens of al-Haram ash-Sharif of al-Quds. He died in 1963|~|تاج الدين الحسيني، كان يعمل مهندساً زراعياً وهو الذي اشرف على الحدائق في الحرم القدسي الشريف، توفي عام 1963,,,,still image,1960s; Date created,1960/1969,,"[31.9037641,35.2034184]",,,image/jpeg,3650,2704,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/88694_ca_object_representations_media_30383_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/92354_ca_object_representations_media_30383_original.jpg,https://palarchive.org/index.php/Detail/objects/44773/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:22,9 March 2021 at 19:22:47,Taj ad-Din: he was an agricultural engineer and he was in charge of the gardens of al-Haram ash-Sharif of al-Quds. He died in 1963,تاج الدين الحسيني، كان يعمل مهندساً زراعياً وهو الذي اشرف على الحدائق في الحرم القدسي الشريف، توفي عام 1963,,,,
ark:/13030/m54r592q,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0003|~|44774|~|86143_ca_object_representations_media_30385_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,أفراد من عالتي الدجاني والحسيني,Members from al-Dajjany and al-Husayni family,"Right to left, Rabiha al-Husayni, Um Omar, Fatima, Zlekha, and Da'odeya Dajani (in the middle) with her grandson Farouq al-Husayni|~|من يمين اللقطة ربيحة الحسيني، ام عمر، فاطمة، زليخة، تتوسطهم الجدة داهودية الدجاني وحفيدها فاروق الحسيني",,,,still image,1936; Date created,1936,,"[32.049357,34.758355]",,,image/jpeg,3269,4662,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/34645_ca_object_representations_media_30385_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/86143_ca_object_representations_media_30385_original.jpg,https://palarchive.org/index.php/Detail/objects/44774/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:24,9 March 2021 at 19:22:47,"Right to left, Rabiha al-Husayni, Um Omar, Fatima, Zlekha, and Da'odeya Dajani (in the middle) with her grandson Farouq al-Husayni",من يمين اللقطة ربيحة الحسيني، ام عمر، فاطمة، زليخة، تتوسطهم الجدة داهودية الدجاني وحفيدها فاروق الحسيني,,,,
ark:/13030/m5qg6809,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0004|~|44775|~|40818_ca_object_representations_media_30386_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,تاج الدين الحسيني مع ابنه وابنته,Taj ad-Din with his son and daughter,"A photo of Jamil al-Husayni with his father and sister; right to left, Jamil al-Husayni, Taj al-Husainy, and Lam'a al-Husayni|~|جميل الحسيني مع والده وشقيقته، من يمين اللقطة جميل الحسني، تاج الحسيني، لمعة الحسيني",,,,still image,1950; Date created,1950,,"[34.802709299811,38.996815;33.5138073,36.2765279]",,,image/jpeg,5032,3412,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/91901_ca_object_representations_media_30386_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/40818_ca_object_representations_media_30386_original.jpg,https://palarchive.org/index.php/Detail/objects/44775/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:25,9 March 2021 at 19:22:47,"A photo of Jamil al-Husayni with his father and sister; right to left, Jamil al-Husayni, Taj al-Husainy, and Lam'a al-Husayni",جميل الحسيني مع والده وشقيقته، من يمين اللقطة جميل الحسني، تاج الحسيني، لمعة الحسيني,,,,
ark:/13030/m58h61tg,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0005|~|44776|~|230_ca_object_representations_media_30387_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,هند الحسيني مع ابن شقيقها جميل الحسيني,Hind al-Husayni with her nephew Jamil al-Husayni,,,,,still image,1975; Date created,1975,,"[31.8611058,35.4617583]",,,image/jpeg,3838,5315,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/79321_ca_object_representations_media_30387_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/230_ca_object_representations_media_30387_original.jpg,https://palarchive.org/index.php/Detail/objects/44776/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:25,9 March 2021 at 19:22:47,,,,,,
ark:/13030/m5h20h38,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0006|~|44777|~|65274_ca_object_representations_media_30388_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,جميل وطارق الحسيني في مؤتمر بالاسكندرية,Jamil and Tareq al-Husayni at a conference in Alexandria,Jamil al-Husayni (second on the right) during his paticipation at Abu Bakr al-Seddeq conference in Alexandria; Tareq al-Husayni (second on the left) is seen in the photo|~|خلال مشاركة جميل الحسيني (الثاني من اليمين) في مؤتمر ابو بكر الصديق في الإسكندرية، ويظهر في الصورة ايضاً طارق الحسيني (الثاني من اليسار),,,,still image,1971; Date created,1971,,"[31.2000924,29.9187387]",,,image/jpeg,4131,5637,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/66136_ca_object_representations_media_30388_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/65274_ca_object_representations_media_30388_original.jpg,https://palarchive.org/index.php/Detail/objects/44777/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:26,9 March 2021 at 19:22:47,Jamil al-Husayni (second on the right) during his paticipation at Abu Bakr al-Seddeq conference in Alexandria; Tareq al-Husayni (second on the left) is seen in the photo,خلال مشاركة جميل الحسيني (الثاني من اليمين) في مؤتمر ابو بكر الصديق في الإسكندرية، ويظهر في الصورة ايضاً طارق الحسيني (الثاني من اليسار),,,,
ark:/13030/m56j1zhf,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0007|~|44778|~|18532_ca_object_representations_media_30390_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,جميل الحسيني في قرية عين سينيا,Jamil al-Husayni in Ein Siniya village,,,,,still image,1969; Date created,1969,,"[31.9037641,35.2034184]",,,image/jpeg,3953,5542,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/59854_ca_object_representations_media_30390_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/18532_ca_object_representations_media_30390_original.jpg,https://palarchive.org/index.php/Detail/objects/44778/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:26,9 March 2021 at 19:22:47,,,,,,
ark:/13030/m53r87xx,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0008|~|44779|~|4325_ca_object_representations_media_30392_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,حفل زفاف جميل الحسيني في فندق الإنتركونتننتل,Jamil al-Husayni's wedding ceremony at the InterContinental Hotel,"Jamil al-Husayni and Mai Nasibi wedding ceremony at the InterContinental Hotel. Right to left; Nabeel al-Husayni, Rabiha al-Husayni, Mai Nasibi, Jamil al-Husyani, Mahera Dajani, and Ahmad Fo'ad Nasibi|~|حفل زفاف جميل الحسيني وزوجته مي نسيبي في فندق الإنتركونتيننتل، من يمين اللقطة نبيل الحسيني، ربيحة الحسيني، مي نسيبي، جميل الحسيني، ماهرة الدجاني، وأحمد فؤاد نسيبي",,,,still image,1979; Date created,1979,,"[31.768319,35.21371]",,,image/jpeg,5799,7675,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/27180_ca_object_representations_media_30392_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/4325_ca_object_representations_media_30392_original.jpg,https://palarchive.org/index.php/Detail/objects/44779/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:27,9 March 2021 at 19:22:47,"Jamil al-Husayni and Mai Nasibi wedding ceremony at the InterContinental Hotel. Right to left; Nabeel al-Husayni, Rabiha al-Husayni, Mai Nasibi, Jamil al-Husyani, Mahera Dajani, and Ahmad Fo'ad Nasibi",حفل زفاف جميل الحسيني وزوجته مي نسيبي في فندق الإنتركونتيننتل، من يمين اللقطة نبيل الحسيني، ربيحة الحسيني، مي نسيبي، جميل الحسيني، ماهرة الدجاني، وأحمد فؤاد نسيبي,,,,
ark:/13030/m5jt75h2,ark:/21198/z1sf8fv4,,Work,66.0,0066.01.0009|~|44780|~|20257_ca_object_representations_media_30393_original.jpg,The Jamil al-Husseini Collection,Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,جميل الحسيني في قرية عين سينيا,Jamil al-Husayni in Ein Siniya village,,,,,still image,1968; Date created,1968,,"[31.9037641,35.2034184]",,,image/jpeg,4719,4804,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/41019_ca_object_representations_media_30393_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/0/3/20257_ca_object_representations_media_30393_original.jpg,https://palarchive.org/index.php/Detail/objects/44780/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Jamil al-Husseini Collection  | Jamil al-Husseini Sub-collection 1: From al-Husseini's Photo Album,30 September 2018 at 10:15:27,9 March 2021 at 19:22:47,,,,,,
