Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z11p3kp7,,,Collection,,,,,The Palestine Red Crescent Society-Tulkarm Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5842wwd,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0001|~|125827|~|72706_ca_object_representations_media_83565_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر/ طولكرم,Members of the Red Crescent Society/Tulkarm,A black-and-white photograph showing the mayor of Tulkarem Hilmi Hanoun and the secretary of the Red Crescent Society during the opening of the Red Crescent exhibition in Tulkarem in the late 1970s|~|.صورة غير ملونة، يظهر فيها رئيس بلدية طولكرم حلمي حنون وبجانبه أمينة سر جمعية الهلال الاحمر إثناء افتتاح معرض الهلال الاحمر طولكرم في اواخر السبعينات,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/30317_ca_object_representations_media_83565_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/72706_ca_object_representations_media_83565_original.jpg,https://palarchive.org/index.php/Detail/objects/125827/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:55,9 March 2021 at 11:26:32,A black-and-white photograph showing the mayor of Tulkarem Hilmi Hanoun and the secretary of the Red Crescent Society during the opening of the Red Crescent exhibition in Tulkarem in the late 1970s,.صورة غير ملونة، يظهر فيها رئيس بلدية طولكرم حلمي حنون وبجانبه أمينة سر جمعية الهلال الاحمر إثناء افتتاح معرض الهلال الاحمر طولكرم في اواخر السبعينات,black-and-white photographs,,,
ark:/13030/m5xf05jg,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0002|~|125828|~|2236_ca_object_representations_media_83567_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,A black-and-white photograph showing Kamla Baraka and Nada Hanoun and other members of the administrative body of the Red Crescent Society Tulkarem|~|.صورة غير ملونة، تظهر فيها كاملة بركة و ندى حنون و شخصيات اخر من اعضاء الهيئة الادارية لجمعية الهلال الاحمر طولكرم,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/79580_ca_object_representations_media_83567_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/2236_ca_object_representations_media_83567_original.jpg,https://palarchive.org/index.php/Detail/objects/125828/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:55,9 March 2021 at 11:26:32,A black-and-white photograph showing Kamla Baraka and Nada Hanoun and other members of the administrative body of the Red Crescent Society Tulkarem,.صورة غير ملونة، تظهر فيها كاملة بركة و ندى حنون و شخصيات اخر من اعضاء الهيئة الادارية لجمعية الهلال الاحمر طولكرم,black-and-white photographs,,,
ark:/13030/m5sn9dr9,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0003|~|125829|~|16168_ca_object_representations_media_83569_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,ندى حنون وأمال أبو شقرة  في معرض جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,Nada Hanoun talking with Amal Abu Shakra during a visit to the Red Crescent in Tulkarm|~|.صورة غير ملونة، تظهر فيها ندى حنون تتحدث مع أمال أبو شقرة وطفلان ومجموعة من الاشخاص خلال زيارة معرض الهلال الأحمر في طولكرم,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/75250_ca_object_representations_media_83569_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/16168_ca_object_representations_media_83569_original.jpg,https://palarchive.org/index.php/Detail/objects/125829/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:55,9 March 2021 at 11:26:32,Nada Hanoun talking with Amal Abu Shakra during a visit to the Red Crescent in Tulkarm,.صورة غير ملونة، تظهر فيها ندى حنون تتحدث مع أمال أبو شقرة وطفلان ومجموعة من الاشخاص خلال زيارة معرض الهلال الأحمر في طولكرم,black-and-white photographs,,,
ark:/13030/m5nw8p2f,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0004|~|125830|~|12106_ca_object_representations_media_83571_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,"A black-and-white photograph showing Naima Habib, NadaHanoun and Fathi Shadid during a meeting of charities in the 1960s|~|.صورة غير ملونة، تظهر فيها السيدة نعيمة حبيب وندى حنون وفتحي شديد خلال اجتماع للجمعيات الخيرية في الستينات","Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/63065_ca_object_representations_media_83571_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/12106_ca_object_representations_media_83571_original.jpg,https://palarchive.org/index.php/Detail/objects/125830/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:55,9 March 2021 at 11:26:32,"A black-and-white photograph showing Naima Habib, NadaHanoun and Fathi Shadid during a meeting of charities in the 1960s",.صورة غير ملونة، تظهر فيها السيدة نعيمة حبيب وندى حنون وفتحي شديد خلال اجتماع للجمعيات الخيرية في الستينات,black-and-white photographs,,,
ark:/13030/m5j47xdx,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0005|~|125831|~|91018_ca_object_representations_media_83573_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,A black-and-white photograph featuring Hannan Hanoun participating in the sale of the products of the Red Crescent exhibition in Tulkarm|~|.صورة غير ملونة، تظهر فيها حنان حنون وهي تشارك في بيع منتجات معرض الهلال الاحمر في طولكرم,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/54999_ca_object_representations_media_83573_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/91018_ca_object_representations_media_83573_original.jpg,https://palarchive.org/index.php/Detail/objects/125831/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:55,9 March 2021 at 11:26:32,A black-and-white photograph featuring Hannan Hanoun participating in the sale of the products of the Red Crescent exhibition in Tulkarm,.صورة غير ملونة، تظهر فيها حنان حنون وهي تشارك في بيع منتجات معرض الهلال الاحمر في طولكرم,black-and-white photographs,,,
ark:/13030/m58q54d1,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0006|~|125832|~|3086_ca_object_representations_media_83575_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,"A black-and-white photograph showing Anam Abdel-Jabbar, a member of the Administrative Committee of the Red Crescent Society / Tulkarem, during her participation in the Red Crescent Society exhibition in Tulkarem in the 1970s.|~|صورة غير ملونة، تظهر فيها إنعام عبد الجبار احدى اعضاء الهئية الادارية في جمعبة الهلال الاحمر/ طولكرم خلال مشاركتها في معرض جمعية الهلال الاحمر في طولكرم في .السبعينات","Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/55366_ca_object_representations_media_83575_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/3086_ca_object_representations_media_83575_original.jpg,https://palarchive.org/index.php/Detail/objects/125832/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:56,9 March 2021 at 11:26:32,"A black-and-white photograph showing Anam Abdel-Jabbar, a member of the Administrative Committee of the Red Crescent Society / Tulkarem, during her participation in the Red Crescent Society exhibition in Tulkarem in the 1970s.",صورة غير ملونة، تظهر فيها إنعام عبد الجبار احدى اعضاء الهئية الادارية في جمعبة الهلال الاحمر/ طولكرم خلال مشاركتها في معرض جمعية الهلال الاحمر في طولكرم في .السبعينات,black-and-white photographs,,,
ark:/13030/m54z4cqr,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0007|~|125833|~|27292_ca_object_representations_media_83577_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,Nayema ​​Habib and Fathi and new members appear during a meeting of the Federation of Charitable Associations in the 1970s|~|.صورة غير ملونة، يظهر نعيمة حبيب وفتحي جديد واعضاء اخرى خلال المشاركه في اجتماع اتحاد الجمعيات الخيرية في السبعينات,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/83992_ca_object_representations_media_83577_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/27292_ca_object_representations_media_83577_original.jpg,https://palarchive.org/index.php/Detail/objects/125833/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:56,9 March 2021 at 11:26:32,Nayema ​​Habib and Fathi and new members appear during a meeting of the Federation of Charitable Associations in the 1970s,.صورة غير ملونة، يظهر نعيمة حبيب وفتحي جديد واعضاء اخرى خلال المشاركه في اجتماع اتحاد الجمعيات الخيرية في السبعينات,black-and-white photographs,,,
ark:/13030/m5dg5w0k,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0008|~|125834|~|95633_ca_object_representations_media_83579_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,A colour photograph of Sarah Hanoun and Samira and others of the heads of the Red Crescent Society during the first conference of the Red Crescent Societies in Jerusalem in 1989|~|صورة ملونة، يظهر فيها ساره حنون و سميرة واخرون لرؤساء جمعية الهلال الاحمر خلال المؤتمر الاول لجمعيات الهلال الاحمر في القدس عام 1989,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1989; Date created,1989.0,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/20127_ca_object_representations_media_83579_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/95633_ca_object_representations_media_83579_original.jpg,https://palarchive.org/index.php/Detail/objects/125834/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:56,9 March 2021 at 11:26:32,A colour photograph of Sarah Hanoun and Samira and others of the heads of the Red Crescent Society during the first conference of the Red Crescent Societies in Jerusalem in 1989,صورة ملونة، يظهر فيها ساره حنون و سميرة واخرون لرؤساء جمعية الهلال الاحمر خلال المؤتمر الاول لجمعيات الهلال الاحمر في القدس عام 1989,color photographs,,,
ark:/13030/m5163mxf,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0009|~|125835|~|15110_ca_object_representations_media_83580_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,A black-and-white photograph showing Amal Abu Ali and Najla Al-Muhsin at the Red Crescent exhibition in Tulkarem|~|.صورة غير ملونة، يظهر فيها امل ابو علي ونجلاء المحسن خلال معرض الهلال الاحمر في طولكرم,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/32129_ca_object_representations_media_83580_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/15110_ca_object_representations_media_83580_original.jpg,https://palarchive.org/index.php/Detail/objects/125835/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:56,9 March 2021 at 11:26:32,A black-and-white photograph showing Amal Abu Ali and Najla Al-Muhsin at the Red Crescent exhibition in Tulkarem,.صورة غير ملونة، يظهر فيها امل ابو علي ونجلاء المحسن خلال معرض الهلال الاحمر في طولكرم,black-and-white photographs,,,
ark:/13030/m5wf34d3,ark:/21198/z11p3kp7,,Work,128.0,0128.01.0010|~|125836|~|84910_ca_object_representations_media_83582_original.jpg,The Palestine Red Crescent Society-Tulkarm Collection,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs,اعضاء من جمعية الهلال الاحمر / طولكرم,Members of the Red Crescent Society/Tulkarm,A black-and-white photograph showing the members of the Tulkarm Red Crescent Society participating in the sale of the products in Bazar|~|.صورة غير ملونة، يظهر فيها اعضاء جمعية الهلال الاحمر طولكرم خلال المشاركة في بيع المعروضات في البزار,"Ozrail, Samar, ""The Tulkarm Red Crescent Society Collection,"" archival inventory, November – December 2018, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/62909_ca_object_representations_media_83582_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/5/84910_ca_object_representations_media_83582_original.jpg,https://palarchive.org/index.php/Detail/objects/125836/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Palestine Red Crescent Society-Tulkarm Sub-collection 1: Photographs | The Palestine Red Crescent Society-Tulkarm Collection,10 June 2019 at 12:39:56,9 March 2021 at 11:26:31,A black-and-white photograph showing the members of the Tulkarm Red Crescent Society participating in the sale of the products in Bazar,.صورة غير ملونة، يظهر فيها اعضاء جمعية الهلال الاحمر طولكرم خلال المشاركة في بيع المعروضات في البزار,black-and-white photographs,,,
