Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1dv74h8,,,Collection,,,,,The Adel Zawati Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m59q0pjv,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0001|~|121981|~|5539_ca_object_representations_media_83606_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية تحتوي على عناوين,"Showing Multiple Headings, a Paper Clipping","A hand-written paper clipping in Arabic, displaying multiple headings on the topics of citizens, Immigrants, and Smuggling.|~|صورة ملونة لقصاصة ورقية كتب عليها عناوين بخط اليد وباللغة العربية عن السكان و الهجرة والتهريب.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/18991_ca_object_representations_media_83606_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/5539_ca_object_representations_media_83606_original.jpg,https://palarchive.org/index.php/Detail/objects/121981/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, displaying multiple headings on the topics of citizens, Immigrants, and Smuggling.",صورة ملونة لقصاصة ورقية كتب عليها عناوين بخط اليد وباللغة العربية عن السكان و الهجرة والتهريب.,color photographs,,,
ark:/13030/m5fg1f8k,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0002|~|121982|~|93821_ca_object_representations_media_83615_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية كتب عليها الفلسطينيون,"A paper Clipping Displaying the Word ""Palestinians""","A hand-written paper clipping in Arabic, as it displays the word ""Palestinians""|~|صورة ملونة لقصاصة ورقية كتب عليها باللغة العربية وبخط اليد الفلسطينيون.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/28962_ca_object_representations_media_83615_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/93821_ca_object_representations_media_83615_original.jpg,https://palarchive.org/index.php/Detail/objects/121982/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, as it displays the word ""Palestinians""",صورة ملونة لقصاصة ورقية كتب عليها باللغة العربية وبخط اليد الفلسطينيون.,color photographs,,,
ark:/13030/m525962h,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0003|~|121983|~|10261_ca_object_representations_media_83624_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية مكتوب عليها اسم خربة فلسطينية,"Displaying the Name of a Palestinian ""Khirbih"", a Paper Clipping","A hand-written paper clipping in Arabic, English, and Hebrew of a Palestinian Khirbih named "" Barraneh"".|~|صورة ملونة لقصاصة ورقية مكتوب عليها باللغتين العربية والانجليزية الاسم العبري لخربة برانة الفلسطينية.",,color photographs,eng|~|ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/10108_ca_object_representations_media_83624_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/10261_ca_object_representations_media_83624_original.jpg,https://palarchive.org/index.php/Detail/objects/121983/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, English, and Hebrew of a Palestinian Khirbih named "" Barraneh"".",صورة ملونة لقصاصة ورقية مكتوب عليها باللغتين العربية والانجليزية الاسم العبري لخربة برانة الفلسطينية.,color photographs,,,
ark:/13030/m5xh7d10,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0004|~|121984|~|6651_ca_object_representations_media_83626_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية مكتوب عليها الكنعانيون,"Displaying the Word ""Canaanites"", a Paper Clipping","A hand-written paper clipping, in Arabic, displaying the word ""Canaanites"".|~|صورة ملونة لقصاصة ورقية مكتوب عليها باللغة العربية وبخط اليد الكنعانيون.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/60570_ca_object_representations_media_83626_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/6651_ca_object_representations_media_83626_original.jpg,https://palarchive.org/index.php/Detail/objects/121984/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping, in Arabic, displaying the word ""Canaanites"".",صورة ملونة لقصاصة ورقية مكتوب عليها باللغة العربية وبخط اليد الكنعانيون.,color photographs,,,
ark:/13030/m5p05wjd,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0005|~|121985|~|31901_ca_object_representations_media_83634_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية عن الحضارات التي عاشت في فلسطين,"On the ""Civilizations that Inhabited Palestine"", a Paper Clipping","A hand-written paper clipping in Arabic, displaying the names of the civilizations that have inhabited Palestine, or the Nations that have lived in Palestine throughout early history.|~|صورة ملونة لقصاصة ورقية كتب عليها باللغة العربية وبخط اليد أسماء الحضارات أو الشعوب التي عاشت في فلسطين في أوائل التاريخ.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/51086_ca_object_representations_media_83634_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/31901_ca_object_representations_media_83634_original.jpg,https://palarchive.org/index.php/Detail/objects/121985/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, displaying the names of the civilizations that have inhabited Palestine, or the Nations that have lived in Palestine throughout early history.",صورة ملونة لقصاصة ورقية كتب عليها باللغة العربية وبخط اليد أسماء الحضارات أو الشعوب التي عاشت في فلسطين في أوائل التاريخ.,color photographs,,,
ark:/13030/m55x9xs4,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0006|~|121986|~|4745_ca_object_representations_media_83636_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية لبعض عصور ما قبل التاريخ,"Some of the Ages Pre-History, a Paper Clipping","A hand-written paper clipping in Arabic, displaying some of the names of the pre-history ages.|~|صورةملونة لقصاصة ورقية مكتوبة بخط اليد وباللغة العربية وتحتوي أسماء بعض عصور ما قبل التاريخ.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/6896_ca_object_representations_media_83636_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/4745_ca_object_representations_media_83636_original.jpg,https://palarchive.org/index.php/Detail/objects/121986/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, displaying some of the names of the pre-history ages.",صورةملونة لقصاصة ورقية مكتوبة بخط اليد وباللغة العربية وتحتوي أسماء بعض عصور ما قبل التاريخ.,color photographs,,,
ark:/13030/m5sr6n7c,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0007|~|121987|~|68630_ca_object_representations_media_83646_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية مكتوب عليها ملاحظات,"Displaying Multiple Notes, a Paper Clipping",A colour photograph of a handwritten paper clip. It is a paper on which the historian wrote his remarks about the mistakes of history and the study of history by the Palestinians.|~|صورة ملونة لقصاصة ورقية مكتوبة بخط اليد وهي عبارة عن ورقة كتب عليها المؤرخ ملاحظاته عنأخطاء التأريخ ودراسة التاريخ من قبل الفلسطينيين.,,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/57268_ca_object_representations_media_83646_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/68630_ca_object_representations_media_83646_original.jpg,https://palarchive.org/index.php/Detail/objects/121987/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,A colour photograph of a handwritten paper clip. It is a paper on which the historian wrote his remarks about the mistakes of history and the study of history by the Palestinians.,صورة ملونة لقصاصة ورقية مكتوبة بخط اليد وهي عبارة عن ورقة كتب عليها المؤرخ ملاحظاته عنأخطاء التأريخ ودراسة التاريخ من قبل الفلسطينيين.,color photographs,,,
ark:/13030/m5j754t2,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0008|~|121988|~|24768_ca_object_representations_media_83647_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية عليها أسماء وتواريخ,"Displaying Multiple Names and Histories, a Paper Clipping","A hand-written paper clipping in Arabic, displaying names of known English figures, and they are the ones who helped the Jewish people in Palestine, in addition to the names, this clipping also features multiple histories.|~|صورة ملونة لقصاصة ورقية مسطرة ومكتوبة بخط اليد ،عليها أسماء لشخصيات انجليزية ساعدت اليهود في فلسطين، اضافة الى تواريخ.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/85055_ca_object_representations_media_83647_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/24768_ca_object_representations_media_83647_original.jpg,https://palarchive.org/index.php/Detail/objects/121988/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, displaying names of known English figures, and they are the ones who helped the Jewish people in Palestine, in addition to the names, this clipping also features multiple histories.",صورة ملونة لقصاصة ورقية مسطرة ومكتوبة بخط اليد ،عليها أسماء لشخصيات انجليزية ساعدت اليهود في فلسطين، اضافة الى تواريخ.,color photographs,,,
ark:/13030/m54z2wpr,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0009|~|121989|~|32634_ca_object_representations_media_83649_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية لأسماء مؤتمرات ضم الضفة,"Displaying Multiple Conference Names Regarding the Annexation of the West Bank,  A Paper Clipping","A hand-written paper clipping in Arabic, displaying multiple conference names regarding the annexation of the Westbank.|~|صورة ملونة لقصاصة ورقية مكتوبة بخط اليد مكتوب عليها أسماء مؤتمرات ضم الضفة الضفتين.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/11895_ca_object_representations_media_83649_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/32634_ca_object_representations_media_83649_original.jpg,https://palarchive.org/index.php/Detail/objects/121989/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, displaying multiple conference names regarding the annexation of the Westbank.",صورة ملونة لقصاصة ورقية مكتوبة بخط اليد مكتوب عليها أسماء مؤتمرات ضم الضفة الضفتين.,color photographs,,,
ark:/13030/m5cg7bzz,ark:/21198/z1dv74h8,,Work,125.0,0125.01.0010|~|121990|~|31774_ca_object_representations_media_83650_original.jpg,The Adel Zawati Collection,The Adel Zawati Sub-collection 1: Notes,قصاصة ورقية مكتوب عليها أسباب كارثة 1948,"""Reasons of 1948 Catastrophe"", a Paper Clipping","A hand-written paper clipping in Arabic, it displays the reasons of the 1948 catastrophe which shed it's ravages on the Palestinians, the clipping also features some of the English letters.|~|صورة ملونة لقصاصة ورقية مكتوبة بخط اليد وبالعربية وتحتوي عدة نقاط لأسباب كارثة عام 1948 التي حلت بالشعب الفلسطيني،وتحتوي على بعض الحروف الانجليزية.",,color photographs,ara,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/118_ca_object_representations_media_83650_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/3/6/31774_ca_object_representations_media_83650_original.jpg,https://palarchive.org/index.php/Detail/objects/121990/lang/en_US,The Palestinian Museum ,info@palarchive.org,,good; 224,,The Adel Zawati Sub-collection 1: Notes | The Adel Zawati Collection,13 May 2019 at 9:55:27,9 March 2021 at 11:27:56,"A hand-written paper clipping in Arabic, it displays the reasons of the 1948 catastrophe which shed it's ravages on the Palestinians, the clipping also features some of the English letters.",صورة ملونة لقصاصة ورقية مكتوبة بخط اليد وبالعربية وتحتوي عدة نقاط لأسباب كارثة عام 1948 التي حلت بالشعب الفلسطيني،وتحتوي على بعض الحروف الانجليزية.,color photographs,,,
