Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1pc8n2p,,,Collection,,,,,The Ibrahim Hijazi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5m69727,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0001|~|120708|~|28703_ca_object_representations_media_78568_original.jpg,The Ibrahim Hijazi Collection,,محمد وحسن حجازي يجلسون في ديوان آل حجازي,Mohammed and Hassan Hijazi sit in the office of Al Hijazi,Haj Mohammed Hassan Taha Hijazi and Hassan Tawfiq Hijazi in the Diwan of Abu Ahmed Hijazi|~|الحاج محمد حسن طه حجازي وحسن توفيق حجازي في ديوان آل أبو أحمد حجازي,,color photographs,,still image,15 May 1964,1964-05-15,ديوان، مضافة، دلة قهوة، رجلين، قمباز,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/32232_ca_object_representations_media_78568_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/28703_ca_object_representations_media_78568_original.jpg,https://palarchive.org/index.php/Detail/objects/120708/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:39,9 March 2021 at 11:28:29,Haj Mohammed Hassan Taha Hijazi and Hassan Tawfiq Hijazi in the Diwan of Abu Ahmed Hijazi,الحاج محمد حسن طه حجازي وحسن توفيق حجازي في ديوان آل أبو أحمد حجازي,color photographs,,,
ark:/13030/m5715p93,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0002|~|120709|~|24572_ca_object_representations_media_78570_original.jpg,The Ibrahim Hijazi Collection,,كامل عبود أبو الهيجا,Kamel Aboud Abu Al - Higa,"Kamel Aboud Abu al-Hija, a friend of the Hijazi family, in a shot on the beach in Haifa|~|كامل عبود أبو الهيجا، أحد أصدقاء عائلة حجازي، في لقطة على الشاطئ في حيفا",,color photographs,,still image,1963,1963,رجل، صورة طبيعة، شاطئ بحر، اشجار,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/71224_ca_object_representations_media_78570_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/24572_ca_object_representations_media_78570_original.jpg,https://palarchive.org/index.php/Detail/objects/120709/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:39,9 March 2021 at 11:28:29,"Kamel Aboud Abu al-Hija, a friend of the Hijazi family, in a shot on the beach in Haifa",كامل عبود أبو الهيجا، أحد أصدقاء عائلة حجازي، في لقطة على الشاطئ في حيفا,color photographs,,,
ark:/13030/m5gf8gbh,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0003|~|120710|~|93334_ca_object_representations_media_78571_original.jpg,The Ibrahim Hijazi Collection,,إبراهيم  حجازي مع أصدقائه,Ibrahim Hijazi with his friends,The man from the left Ibrahim Hijazi and his friends are unknown|~|الرجل من أقصى الشمال إبراهيم حجازي وأصدقاؤه غير معروفين,,color photographs,,still image,1960s,1960/1969,صورة طبيعية، سيارة، رجلين، امرأتين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/57578_ca_object_representations_media_78571_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/93334_ca_object_representations_media_78571_original.jpg,https://palarchive.org/index.php/Detail/objects/120710/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:39,9 March 2021 at 11:28:29,The man from the left Ibrahim Hijazi and his friends are unknown,الرجل من أقصى الشمال إبراهيم حجازي وأصدقاؤه غير معروفين,color photographs,,,
ark:/13030/m5384xjx,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0004|~|120711|~|58147_ca_object_representations_media_78572_original.jpg,The Ibrahim Hijazi Collection,,إبراهيم  حجازي في عكا,Ibrahim Hijazi in Acre,Ibrahim Hijazi and two women in the city of Acre sitting on the cannon|~|إبراهيم حجازي وامرأتان في مدينة عكا جالسون على المدفع,,color photographs,,still image,1960s,1960/1969,صورة طبيعية، مدفع، رجل، امرأتين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/67159_ca_object_representations_media_78572_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/58147_ca_object_representations_media_78572_original.jpg,https://palarchive.org/index.php/Detail/objects/120711/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:39,9 March 2021 at 11:28:29,Ibrahim Hijazi and two women in the city of Acre sitting on the cannon,إبراهيم حجازي وامرأتان في مدينة عكا جالسون على المدفع,color photographs,,,
ark:/13030/m5tr3pd6,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0005|~|120712|~|91833_ca_object_representations_media_78573_original.jpg,The Ibrahim Hijazi Collection,,إبراهيم  حجازي مع صديقه,Ibrahim Hijazi with his friend,Ibrahim Hijazi and his friend sit on the ground|~|إبراهيم حجازي وصديقه يجلسون على الأرض,,color photographs,,still image,1960 to 1996,1960/1996,صورة طبيعية، اشجار، رجلين,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/52996_ca_object_representations_media_78573_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/91833_ca_object_representations_media_78573_original.jpg,https://palarchive.org/index.php/Detail/objects/120712/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,Ibrahim Hijazi and his friend sit on the ground,إبراهيم حجازي وصديقه يجلسون على الأرض,color photographs,,,
ark:/13030/m5bs6f1h,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0006|~|120713|~|77314_ca_object_representations_media_78574_original.jpg,The Ibrahim Hijazi Collection,,إبراهيم  حجازي وصديقته على شاطئ حيفا,Ibrahim Hijazi and his girlfriend on Haifa beach,A man from the Hijazi family and his girlfriend on the beach in Haifa|~|رجل من عائلة حجازي وصديقته على الشاطئ في مدينة حيفا,,color photographs,,still image,1960s,1960/1969,صورة طبيعية، شاطئ، اشجار نخيل، رجل، امرأة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/3276_ca_object_representations_media_78574_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/77314_ca_object_representations_media_78574_original.jpg,https://palarchive.org/index.php/Detail/objects/120713/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,A man from the Hijazi family and his girlfriend on the beach in Haifa,رجل من عائلة حجازي وصديقته على الشاطئ في مدينة حيفا,color photographs,,,
ark:/13030/m5zh4f3g,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0007|~|120714|~|10359_ca_object_representations_media_78575_original.jpg,The Ibrahim Hijazi Collection,,رجل من مدينة طمرة,A man from the city of Tamra,A man from the city of Tamra|~|رجل من مدينة طمرة,,color photographs,,still image,1960s,1960/1969,صورة طبيعية، بيوت قديمة، نباتات، رجل,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/97690_ca_object_representations_media_78575_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/10359_ca_object_representations_media_78575_original.jpg,https://palarchive.org/index.php/Detail/objects/120714/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,A man from the city of Tamra,رجل من مدينة طمرة,color photographs,,,
ark:/13030/m5fk04kj,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0008|~|120715|~|88479_ca_object_representations_media_78576_original.jpg,The Ibrahim Hijazi Collection,,عادل محمود ذياب وإبراهيم  أبو أحمد حجازي، عدنان محمود ذياب في منزل إبراهيم  حجازي في مدينة طمرة,Mahmoud Diab in the house of Ibrahim Hijazi in the city of Tamra,"Adel Mahmoud Dhiab and Ibrahim Abu Ahmed Hijazi, Adnan Mahmoud Diab in the house of Ibrahim Hijazi in the city of Tamra|~|عادل محمود ذياب وإبراهيم أبو أحمد حجازي، عدنان محمود ذياب في منزل إبراهيم حجازي في مدينة طمرة",,color photographs,,still image,1964,1964,منزل، ثلاثة رجال,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/2558_ca_object_representations_media_78576_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/88479_ca_object_representations_media_78576_original.jpg,https://palarchive.org/index.php/Detail/objects/120715/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,"Adel Mahmoud Dhiab and Ibrahim Abu Ahmed Hijazi, Adnan Mahmoud Diab in the house of Ibrahim Hijazi in the city of Tamra",عادل محمود ذياب وإبراهيم أبو أحمد حجازي، عدنان محمود ذياب في منزل إبراهيم حجازي في مدينة طمرة,color photographs,,,
ark:/13030/m5xh7d0j,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0009|~|120716|~|70052_ca_object_representations_media_78578_original.jpg,The Ibrahim Hijazi Collection,,عدنان محمود ذياب وإبراهيم حجازي وعادل محمود,"Adnan Mahmoud Thiab, Ibrahim Hijazi and Adel Mahmoud","Adnan Mahmoud Thiab, Ibrahim Hijazi and Adel Mahmoud|~|عدنان محمود ذياب وإبراهيم حجازي وعادل محمود",,color photographs,,still image,1964,1964,منزل، ثلاثة رجال,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/87539_ca_object_representations_media_78578_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/70052_ca_object_representations_media_78578_original.jpg,https://palarchive.org/index.php/Detail/objects/120716/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,"Adnan Mahmoud Thiab, Ibrahim Hijazi and Adel Mahmoud",عدنان محمود ذياب وإبراهيم حجازي وعادل محمود,color photographs,,,
ark:/13030/m5287wgf,ark:/21198/z1pc8n2p,,Work,123.0,0123.01.0010|~|120717|~|3452_ca_object_representations_media_78580_original.jpg,The Ibrahim Hijazi Collection,,إبراهيم حجازي برفقة آخرين في ديوان آل أبو أحمد,Ibrahim Hijazi accompanied by others in the Diwan of Abu Ahmed,"Hassan al-Tawfiq and the child Saada Hijazi, Ibrahim Hijazi, and the child Tayseer Hijazi in the Diwan of Abu Ahmad|~|حسن التوفيق والطفلة سعدة حجازي، إبراهيم حجازي، والطفل تيسير حجازي في ديوان آل أبو أحمد",,color photographs,,still image,15 May 1964,1964-05-15,عائلة حجازي، ديوان، مضافة، دلة قهوة، رجلين، قمباز، طفل، طفلة,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/53310_ca_object_representations_media_78580_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/8/5/3452_ca_object_representations_media_78580_original.jpg,https://palarchive.org/index.php/Detail/objects/120717/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Ibrahim Hijazi Collection,8 May 2019 at 12:16:40,9 March 2021 at 11:28:29,"Hassan al-Tawfiq and the child Saada Hijazi, Ibrahim Hijazi, and the child Tayseer Hijazi in the Diwan of Abu Ahmad",حسن التوفيق والطفلة سعدة حجازي، إبراهيم حجازي، والطفل تيسير حجازي في ديوان آل أبو أحمد,color photographs,,,
