"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1bk6xxd","","","Collection","","","","","The Mahira al-Dijani Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1bk6xxd"
"ark:/13030/m5sc1hmz","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0001|~|19127|~|44338_ca_object_representations_media_11101_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني في تدريب بمنطقة هرتسيليا","Mahira Dajani at a Training in Herzliya","A black-and-white photograph of Mahira Dajani at a training in the summer recreational center in Herzliya.|~|صورة غير ملونة لتدريب بمركز الترويح الصيفي في منطقة هرتسيليا بوجود الانسة ماهرة الدجاني.","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","","","تدريب","[31.952162,35.233154;32.162413,34.844675]","Social History|~|Women","","image/jpeg","4800","6705","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/51047_ca_object_representations_media_11101_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/44338_ca_object_representations_media_11101_original.jpg","https://palarchive.org/index.php/Detail/objects/19127/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:17:14","9 March 2021 at 19:26:50","A black-and-white photograph of Mahira Dajani at a training in the summer recreational center in Herzliya.","صورة غير ملونة لتدريب بمركز الترويح الصيفي في منطقة هرتسيليا بوجود الانسة ماهرة الدجاني.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sc1hmz/manifest"
"ark:/13030/m58d773w","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0002|~|19128|~|94787_ca_object_representations_media_11103_original.jpg","The Mahira al-Dijani Collection","","حفل لوفد كويتي في مدرسة بنات رام الله","A Ceremony for a Kuwaiti Delegation at Ramallah Secondary Girl's School","","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1962; Date created","1962","","[31.952162,35.233154;31.9037641,35.2034184]","Social History|~|Women","","image/jpeg","4377","6741","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/76160_ca_object_representations_media_11103_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/94787_ca_object_representations_media_11103_original.jpg","https://palarchive.org/index.php/Detail/objects/19128/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Mahira al-Dijani Collection","17 July 2018 at 11:17:26","9 March 2021 at 19:26:50","","","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58d773w/manifest"
"ark:/13030/m5nm0rw7","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0003|~|19129|~|6017_ca_object_representations_media_11105_original.jpg","The Mahira al-Dijani Collection","","حفلة سمر برفقة مرشدات فرنسيات","A Bonfire Party with French Social Workers","A black-and-white photograph of a bonfire party with French social workers and social workers from Ramallah Secondary Girl's School, at the Palestinian museum, known today as ""Rockefeller"" and seized by the Zionists.  Bonfire parties are special parties where a fire would be lit, they were known to happen in summer camps for social workers, a scout presentation would occur, along with Arab and Andalusian dances.|~|صورة غير ملونة لحفل سمر برفقة مرشدات من فرنسا مع مرشدات بنات رام الله في المتحف الفلسطيني المعروف اليوم باسم ""روكفلر"" والمستولى عليه من قبل الصهاينة. ""حفلات السمر "" :- حفلات خاصة كانت تشعل فيها النيران وكانت معروفة بالمخيمات الصيفية الخاصة بالمرشدات قديما، يقدم فيها عرض كشفي وكشافة ورقصات عربية واندلسية.","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","","","حفلات السمر مرشدات","[31.952162,35.233154;31.9037641,35.2034184;31.7843694,35.2357785]","Social History|~|Women","","image/jpeg","4353","6720","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/68254_ca_object_representations_media_11105_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/6017_ca_object_representations_media_11105_original.jpg","https://palarchive.org/index.php/Detail/objects/19129/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:17:43","9 March 2021 at 19:26:50","A black-and-white photograph of a bonfire party with French social workers and social workers from Ramallah Secondary Girl's School, at the Palestinian museum, known today as ""Rockefeller"" and seized by the Zionists.  Bonfire parties are special parties where a fire would be lit, they were known to happen in summer camps for social workers, a scout presentation would occur, along with Arab and Andalusian dances.","صورة غير ملونة لحفل سمر برفقة مرشدات من فرنسا مع مرشدات بنات رام الله في المتحف الفلسطيني المعروف اليوم باسم ""روكفلر"" والمستولى عليه من قبل الصهاينة. ""حفلات السمر "" :- حفلات خاصة كانت تشعل فيها النيران وكانت معروفة بالمخيمات الصيفية الخاصة بالمرشدات قديما، يقدم فيها عرض كشفي وكشافة ورقصات عربية واندلسية.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nm0rw7/manifest"
"ark:/13030/m50w5qnf","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0004|~|19130|~|83226_ca_object_representations_media_11107_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني في حفل تخرج برام الله","Mahira Dajani at a Graduation in Ramallah","A black-and-white photograph of Mahira Dajani with her friends and students at a graduation in Ramallah, during the 60's.|~|صورة غير ملونة لماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1960s; Date created","1960/1969","تخرج طالبات  صديقة مدرسة ثانوية","[31.952162,35.233154;31.9037641,35.2034184]","Social History|~|Women","ستوديو الحمراء رام الله _ تلفون 90|~|Hamra Studio / Ramallah - Telephone 90","image/jpeg","4806","6879","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/91254_ca_object_representations_media_11107_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/83226_ca_object_representations_media_11107_original.jpg","https://palarchive.org/index.php/Detail/objects/19130/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","","No","The Mahira al-Dijani Collection","17 July 2018 at 11:17:57","9 March 2021 at 19:26:50","A black-and-white photograph of Mahira Dajani with her friends and students at a graduation in Ramallah, during the 60's.","صورة غير ملونة لماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","black-and-white photographs","ستوديو الحمراء رام الله _ تلفون 90","Hamra Studio / Ramallah - Telephone 90","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm50w5qnf/manifest"
"ark:/13030/m5d298gs","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0005|~|19131|~|69368_ca_object_representations_media_11109_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني في حفل تخرج برام الله","Mahira Dajani at a Graduation in Ramallah","A black-and-white photograph of Mahira Dajani with her friends and her student during a graduation in Ramallah, during the 60's.|~|صورة غير ملونة لالانسة ماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","ara","still image","1960s; Date created","1960/1969","طالبات رام الله خريجات مدرسة ثانوية","[31.952162,35.233154;31.9037641,35.2034184]","Social History|~|Women","ستوديو الحمراء رام الله _ تلفون 90","image/jpeg","6910","4850","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/73106_ca_object_representations_media_11109_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/69368_ca_object_representations_media_11109_original.jpg","https://palarchive.org/index.php/Detail/objects/19131/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:18:13","9 March 2021 at 19:26:50","A black-and-white photograph of Mahira Dajani with her friends and her student during a graduation in Ramallah, during the 60's.","صورة غير ملونة لالانسة ماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","black-and-white photographs","ستوديو الحمراء رام الله _ تلفون 90","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d298gs/manifest"
"ark:/13030/m5rc4gf4","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0006|~|19133|~|11023_ca_object_representations_media_11111_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني في حفل تخرج برام الله","Mahira Dajani at a Graduation Ceremony in Ramallah","A black-and-white photograph of Mahira Dajani with her friends and student at a graduation ceremony in Ramallah, during the 60's.|~|صورة غير ملونة لماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1960s; Date created","1960/1969","طالبات رام الله خريجات مدرسة ثانوية","[31.952162,35.233154;31.9037641,35.2034184]","Social History|~|Women","","image/jpeg","4758","6804","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/79053_ca_object_representations_media_11111_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/11023_ca_object_representations_media_11111_original.jpg","https://palarchive.org/index.php/Detail/objects/19133/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:18:55","6 July 2022 at 12:56:02","A black-and-white photograph of Mahira Dajani with her friends and student at a graduation ceremony in Ramallah, during the 60's.","صورة غير ملونة لماهرة الدجاني برفقة صديقتها وطالباتها في حفل تخرج برامالله بالستينات.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rc4gf4/manifest"
"ark:/13030/m5gv303t","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0007|~|19132|~|77685_ca_object_representations_media_11113_original.jpg","The Mahira al-Dijani Collection","","الانسة ماهرة الدجاني برفقة شقيقتها باسمة الدجاني","Mahira Dajani with her Sister Basima Dajani","","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1960s","1960/1969","حفل احتفال تخرج","[31.952162,35.233154]","Social History|~|Women","","image/jpeg","6823","4893","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/99126_ca_object_representations_media_11113_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/77685_ca_object_representations_media_11113_original.jpg","https://palarchive.org/index.php/Detail/objects/19132/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:18:43","9 March 2021 at 19:26:50","","","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gv303t/manifest"
"ark:/13030/m5w45769","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0008|~|19134|~|64383_ca_object_representations_media_11115_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني برفقة وفد كويتي في زيارة لكنيسة المهد","Mahira Dajani with a Kuwaiti Delegation on a Visit to the Church of Nativity","","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1962; Date created","1962","زيارة وفود وفد كنائس كنيسة","[31.7043034,35.2075288]","Social History|~|Women","","image/jpeg","4511","6255","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/92613_ca_object_representations_media_11115_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/64383_ca_object_representations_media_11115_original.jpg","https://palarchive.org/index.php/Detail/objects/19134/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","The Mahira al-Dijani Collection","17 July 2018 at 11:19:08","9 March 2021 at 19:26:50","","","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5w45769/manifest"
"ark:/13030/m54n6gdm","ark:/21198/z1bk6xxd","","Work","17.0","0017.01.0009|~|19135|~|69941_ca_object_representations_media_11117_original.jpg","The Mahira al-Dijani Collection","","ماهرة الدجاني في رحلة الى الدنمارك","Mahira Dajani on a Trip to Denmark","","Mahira Dajani (Chairperson of Dar al-Tifl al-Arabi Society), interview by PMDA researcher Lama Ghosheh, July 2018. The Palestinian Museum Digital Archive.","black-and-white photographs","","still image","1963; Date created","1963","كوبنهاجن رحلة سياحة","[56.26392,9.501785;55.6760968,12.5683372]","Social History|~|Women","","image/jpeg","4395","6256","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/99780_ca_object_representations_media_11117_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/1/1/69941_ca_object_representations_media_11117_original.jpg","https://palarchive.org/index.php/Detail/objects/19135/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","acceptable; 226","No","The Mahira al-Dijani Collection","17 July 2018 at 11:19:22","9 March 2021 at 19:26:50","","","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54n6gdm/manifest"
