"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1h761b4","","","Collection","","","","","The Arab Women Union in Jerusalem (AWUJ) Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1h761b4"
"ark:/13030/m5bp7dbg","ark:/21198/z1h761b4","","Work","3.0","0003.01.0001|~|764|~|20681_ca_object_representations_media_3688_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","مجموعة من النساء في مشغل جمعية الاتحاد النسائي العربي، القدس، ثمانينيات القرن العشرين","A Group of Women at the Workshop of the Arab Women's Union- Jerusalem, the 1980s","Taken in the 1980s, this photograph shows a group of women at the workshop of the Arab Women's Union in Jerusalem.|~|صورة التقطت لمجموعة من النساء في المشغل التابع لجمعية الاتحاد النسائي العربي في القدس، ثمانينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","","still image","1982; Date created","1982","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","","image/jpeg","2932","4107","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/30044_ca_object_representations_media_3688_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/20681_ca_object_representations_media_3688_original.jpg","https://palarchive.org/index.php/Detail/objects/764/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","acceptable; 226","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:47:12","16 October 2022 at 9:17:49","Taken in the 1980s, this photograph shows a group of women at the workshop of the Arab Women's Union in Jerusalem.","صورة التقطت لمجموعة من النساء في المشغل التابع لجمعية الاتحاد النسائي العربي في القدس، ثمانينيات القرن العشرين.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bp7dbg/manifest"
"ark:/13030/m5zd5dhs","ark:/21198/z1h761b4","","Work","3.0","0003.01.0002|~|765|~|55096_ca_object_representations_media_3689_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","امرأة  في مشغل تابع لجمعية الاتحاد النسائي العربي، القدس، ثمانينيات القرن العشرين","A Woman at the Workshop of the Arab Women's Union Society, Jerusalem, the 1980s","Taken in the 1980s, this photograph shows a woman sewing clothes at the workshop of the Arab Women's Union Society in Jerusalem.|~|صورة إمراة تخيط الملابس في مشغل تابع لجمعية الاتحاد النسائي العربي في القدس، وذلك في ثمانينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","","still image","1980; Date created","1980","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","","Culture and Arts|~|Economy|~|Education and Extracurricular Activities|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","","image/jpeg","2454","3436","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/92535_ca_object_representations_media_3689_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/55096_ca_object_representations_media_3689_original.jpg","https://palarchive.org/index.php/Detail/objects/765/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:48:50","16 October 2022 at 9:17:49","Taken in the 1980s, this photograph shows a woman sewing clothes at the workshop of the Arab Women's Union Society in Jerusalem.","صورة إمراة تخيط الملابس في مشغل تابع لجمعية الاتحاد النسائي العربي في القدس، وذلك في ثمانينيات القرن العشرين.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zd5dhs/manifest"
"ark:/13030/m5q02mc1","ark:/21198/z1h761b4","","Work","3.0","0003.01.0003|~|766|~|35660_ca_object_representations_media_3690_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","عدد من السيدات الممثلات لفروع جمعية الاتحاد النسائي العربي، خمسينيات القرن العشرين","A Group of Women Representing the Branches of the Arab Women's Union Society, the 1950s","Taken in the 1950s, this photograph shows a group of women representing the branches of the Arab Women's Union Society including Zalikha Shehabi, the founder and chairwoman of the Arab Women's Union Society in Jerusalem, (second from the right) and Andalib al-Umad, chairwoman of the Arab Women's Union Society in Nablus, (third from the left). |~|مجموعة من السيدات الممثلات لفروع جمعية الاتحاد النسائي العربي، عرف منهن: زليخة الشهابي (الثانية من جهة  اليمين) مؤسسة ورئيسة جمعية الاتحاد النسائي العربي في القدس، وعندليب العمد رئيسة جمعية الاتحاد النسائي العربي في نابلس (الثالثة من جهة اليسار)، وذلك في خمسينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","","still image","1950; Date created","1950","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","","image/jpeg","3837","5570","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/47089_ca_object_representations_media_3690_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/35660_ca_object_representations_media_3690_original.jpg","https://palarchive.org/index.php/Detail/objects/766/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:50:11","16 October 2022 at 9:17:49","Taken in the 1950s, this photograph shows a group of women representing the branches of the Arab Women's Union Society including Zalikha Shehabi, the founder and chairwoman of the Arab Women's Union Society in Jerusalem, (second from the right) and Andalib al-Umad, chairwoman of the Arab Women's Union Society in Nablus, (third from the left).","مجموعة من السيدات الممثلات لفروع جمعية الاتحاد النسائي العربي، عرف منهن: زليخة الشهابي (الثانية من جهة  اليمين) مؤسسة ورئيسة جمعية الاتحاد النسائي العربي في القدس، وعندليب العمد رئيسة جمعية الاتحاد النسائي العربي في نابلس (الثالثة من جهة اليسار)، وذلك في خمسينيات القرن العشرين.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5q02mc1/manifest"
"ark:/13030/m56x6npn","ark:/21198/z1h761b4","","Work","3.0","0003.01.0004|~|767|~|89355_ca_object_representations_media_450808_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","رئيسة جمعية الاتحاد النسائي العربي وعدد من عضواته برفقة الملك الحسين بن طلال، القدس، ستينيات القرن العشرين","The Chairwoman and Members of the AWUS with King Hussein bin Talal, Jerusalem, the 1960s","Taken in the 1960s, this photograph shows Zalikha Shehabi, the chairwoman of the Arab Women's Union Society, and some members with King Hussein bin Talal during his visit to the Soceity. |~| ""زليخة الشهابي"" رئيسة جمعية الاتحاد النسائي العربي في القدس، وعدد من عضوات الجمعية، برفقة الملك حسين بن طلال عند زيارته للجمعية، وذلك في ستينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","","still image","1960; Date created","1960","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Social History|~|Women|~|Other|~|Social and Institutional Activism|~|Social Groups and Population","","image/jpeg","4135","5873","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/5/0/8/12031_ca_object_representations_media_450808_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/5/0/8/89355_ca_object_representations_media_450808_original.jpg","https://palarchive.org/index.php/Detail/objects/767/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:50:58","16 October 2022 at 9:17:49","Taken in the 1960s, this photograph shows Zalikha Shehabi, the chairwoman of the Arab Women's Union Society, and some members with King Hussein bin Talal during his visit to the Soceity.","""زليخة الشهابي"" رئيسة جمعية الاتحاد النسائي العربي في القدس، وعدد من عضوات الجمعية، برفقة الملك حسين بن طلال عند زيارته للجمعية، وذلك في ستينيات القرن العشرين.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56x6npn/manifest"
"ark:/13030/m5355wz7","ark:/21198/z1h761b4","","Work","3.0","0003.01.0005|~|768|~|60745_ca_object_representations_media_3692_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","عدد من طالبات صف الخياطة في  جمعية الاتحاد النسائي العربي، القدس، ثمانينات القرن العشرين","A Group of Girls Learning to Sew at the Arab Women's Union Society, Jerusalem, the 1980s","Taken in the 1980s, this photograph shows girls in a sewing class at the Arab Women's Union Society in Jerusalem, where they learn to use sewing machines.|~|صورة لمجموعة من طالبات صف الخياطة في المشغل التابع لجمعية الاتحاد النسائي العربي في القدس، يتدربن على استخدام مكانات الخياطة، وذلك في ثمانينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","","still image","1980; Date created","1980","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Education and Extracurricular Activities|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","","image/jpeg","4061","5773","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/55877_ca_object_representations_media_3692_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/60745_ca_object_representations_media_3692_original.jpg","https://palarchive.org/index.php/Detail/objects/768/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:51:50","16 October 2022 at 9:17:50","Taken in the 1980s, this photograph shows girls in a sewing class at the Arab Women's Union Society in Jerusalem, where they learn to use sewing machines.","صورة لمجموعة من طالبات صف الخياطة في المشغل التابع لجمعية الاتحاد النسائي العربي في القدس، يتدربن على استخدام مكانات الخياطة، وذلك في ثمانينيات القرن العشرين.","black-and-white photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5355wz7/manifest"
"ark:/13030/m5k71vq6","ark:/21198/z1h761b4","","Work","3.0","0003.01.0006|~|769|~|80296_ca_object_representations_media_3693_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","الملك الحسين بن طلال مع رئيسة جمعية الاتحاد النسائي العربي وعدد من عضواته، القدس، ستينيات القرن العشرين","King Hussein bin Talal with the Chairwoman of AWUS and Members, Jerusalem, the 1960s","Taken in the 1960s, this photograph shows Zalikha Shehabi, chairwoman of the Arab Women's Union Society (AWUS) in Jerusalem, and members of the Society with King Hussein bin Talal during his visit to the Society. |~| ""زليخة الشهابي"" رئيسة جمعية الاتحاد النسائي العربي في القدس، وعدد من عضوات الجمعية، برفقة الملك حسين بن طلال عند زيارته للجمعية، وذلك في ستينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","ara","still image","1960; Date created","1960","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Family Records|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","مع رئيسة الجمعية والعضوات|~|With the Society's chairperson and members","image/jpeg","4120","5853","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/303_ca_object_representations_media_3693_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/80296_ca_object_representations_media_3693_original.jpg","https://palarchive.org/index.php/Detail/objects/769/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","acceptable; 226","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:52:39","16 October 2022 at 9:17:50","Taken in the 1960s, this photograph shows Zalikha Shehabi, chairwoman of the Arab Women's Union Society (AWUS) in Jerusalem, and members of the Society with King Hussein bin Talal during his visit to the Society.","""زليخة الشهابي"" رئيسة جمعية الاتحاد النسائي العربي في القدس، وعدد من عضوات الجمعية، برفقة الملك حسين بن طلال عند زيارته للجمعية، وذلك في ستينيات القرن العشرين.","black-and-white photographs","مع رئيسة الجمعية والعضوات","With the Society's chairperson and members","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5k71vq6/manifest"
"ark:/13030/m55x9mht","ark:/21198/z1h761b4","","Work","3.0","0003.01.0007|~|771|~|29880_ca_object_representations_media_3695_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","الملك الحسين يشارك في وضع حجر الأساس لمبنى جمعية الاتحاد النسائي، القدس، خمسينيات وستينيات القرن العشرين","King Hussein Laying the Foundation Stone of the AWUS's Building, Jerusalem, the 1950s and 1960s","Taken by Alber Falouti, the King's photographer, between the 1950s and 1960s, this photograph shows King Hussein bin Talal of Jordan laying the foundation stone of the Arab Women's Union Society's building in Jerusalem. |~|الملك الحسين بن طلال، ملك الأردن، وهو يشارك في وضع حجر الأساس لمبنى جمعية الاتحاد النسائي العربي في القدس، التقط الصورة البير فلوطي المصور الخاص بالملك، وذلك ما بين خمسينيات وستينيات القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","ara","still image","1950; Date created","1950","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","","Culture and Arts|~|Education and Extracurricular Activities|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","الملك يضع الحجر الاساسي للإتحاد النسائي العربي بالقدس|~|The King laying the foundation stone of the Arab Women's Union premises in Jerusalem","image/jpeg","5915","4000","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/3287_ca_object_representations_media_3695_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/29880_ca_object_representations_media_3695_original.jpg","https://palarchive.org/index.php/Detail/objects/771/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:53:42","16 October 2022 at 9:17:50","Taken by Alber Falouti, the King's photographer, between the 1950s and 1960s, this photograph shows King Hussein bin Talal of Jordan laying the foundation stone of the Arab Women's Union Society's building in Jerusalem.","الملك الحسين بن طلال، ملك الأردن، وهو يشارك في وضع حجر الأساس لمبنى جمعية الاتحاد النسائي العربي في القدس، التقط الصورة البير فلوطي المصور الخاص بالملك، وذلك ما بين خمسينيات وستينيات القرن العشرين.","black-and-white photographs","الملك يضع الحجر الاساسي للإتحاد النسائي العربي بالقدس","The King laying the foundation stone of the Arab Women's Union premises in Jerusalem","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55x9mht/manifest"
"ark:/13030/m59q0c8j","ark:/21198/z1h761b4","","Work","3.0","0003.01.0008|~|773|~|65228_ca_object_representations_media_3697_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","أمينة الكاظمي تشارك في حفل تخريج طلاب مدرسة الدوحة الثانوية، بيت لحم، أواخر القرن العشرين","Amina al-Kathimi at Participating at the al-Dawha Secondary School Graduation, Bethlehem, the Late 20th Century","Taken in the late 20th century, this document shows Amina al-Kathimi, the chairwoman of the Arab Women's Union Society (AWUS) in Jerusalem, participating in graduation at al-Dawha Secondary School, affiliated with AWUS in Bethlehem. |~| أمينة الكاظمي، رئيسة جمعية الإتحاد النسائي العربي في القدس، تشارك في حفل تخريج الطلاب من مدرسة الدوحة الثانوية التابعة، للجمعية في بيت لحم، وذلك في أواخر القرن العشرين.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","color photographs","ara","still image","late 20th century; Date created","1950/1999","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","امينة الكاظمي الاتحاد النسائي|~|Amina al-Kathimi- Women Union","image/jpeg","4203","5838","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/78892_ca_object_representations_media_3697_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/65228_ca_object_representations_media_3697_original.jpg","https://palarchive.org/index.php/Detail/objects/773/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:55:23","16 October 2022 at 9:17:50","Taken in the late 20th century, this document shows Amina al-Kathimi, the chairwoman of the Arab Women's Union Society (AWUS) in Jerusalem, participating in graduation at al-Dawha Secondary School, affiliated with AWUS in Bethlehem.","أمينة الكاظمي، رئيسة جمعية الإتحاد النسائي العربي في القدس، تشارك في حفل تخريج الطلاب من مدرسة الدوحة الثانوية التابعة، للجمعية في بيت لحم، وذلك في أواخر القرن العشرين.","color photographs","امينة الكاظمي الاتحاد النسائي","Amina al-Kathimi- Women Union","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59q0c8j/manifest"
"ark:/13030/m5tr3c3f","ark:/21198/z1h761b4","","Work","3.0","0003.01.0009|~|774|~|82128_ca_object_representations_media_3699_original.jpg","The Arab Women Union in Jerusalem (AWUJ) Collection","AWUJ Sub-collection 1: From the AWUJ Photo Album","هيئة لجنة الإسعاف التابعة لجمعية الاتحاد النسائي العربي، القدس، 1945","Members of the AWUS Relief Committee, Jerusalem, 1945","Taken in 1945, this photograph shows the Arab Women's Union Society (AWUS) relief committee in Jerusalem, which shows Zalihka Shehabi, the founder and chairwoman of AWUS (third from the right). |~|هيئة لجنة الإسعاف التابعة لجمعية الاتحاد النسائي العربي في القدس، تظهر فيها زليخة الشهابي، مؤسسة ورئيسة الجمعية (الثالثة من اليسار)، وذلك في عام 1945.","البديري، هداية. ""مجموعة جمعية الاتحاد النسائي العربي - القدس"". مقابلة مسجلة مع الباحثة في الأرشيف لمى غوشة. أيار 2018. أرشيف المتحف الفلسطيني الرقمي.","black-and-white photographs","ara","still image","1945; Date created","1945","Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi; Arab Women's Union Society جمعية الاتحاد النسائي العربي زليخة الشهابي Jam'iyyat al-Itthad al-Nisa'i al-Arabi","[31.768319,35.21371]","Culture and Arts|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women","هيئة لجنة الاسعاف التابعة للاتحاد النسائي العربي في القدس سنة 1945م سعد الدين الشرفاء 24392|~|Commission of The Arab Women's Union Relief Committee in Jerusalem in 1945 Saad ad-Din Shurafaʿ 24/3/92","image/jpeg","4232","5773","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/47881_ca_object_representations_media_3699_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/3/6/82128_ca_object_representations_media_3699_original.jpg","https://palarchive.org/index.php/Detail/objects/774/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","No","AWUJ Sub-collection 1: From the AWUJ Photo Album | The Arab Women Union in Jerusalem (AWUJ) Collection","20 May 2018 at 10:56:05","16 October 2022 at 9:17:50","Taken in 1945, this photograph shows the Arab Women's Union Society (AWUS) relief committee in Jerusalem, which shows Zalihka Shehabi, the founder and chairwoman of AWUS (third from the right).","هيئة لجنة الإسعاف التابعة لجمعية الاتحاد النسائي العربي في القدس، تظهر فيها زليخة الشهابي، مؤسسة ورئيسة الجمعية (الثالثة من اليسار)، وذلك في عام 1945.","black-and-white photographs","هيئة لجنة الاسعاف التابعة للاتحاد النسائي العربي في القدس سنة 1945م سعد الدين الشرفاء 24392","Commission of The Arab Women's Union Relief Committee in Jerusalem in 1945 Saad ad-Din Shurafaʿ 24/3/92","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tr3c3f/manifest"
