Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1f24j9s,,,Collection,,,,,The Taybeh Youth and Guides Union Scouts Troop Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5q607xz,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0001|~|92445|~|71026_ca_object_representations_media_64698_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3126,2277,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/6/14918_ca_object_representations_media_64698_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/6/71026_ca_object_representations_media_64698_original.jpg,https://palarchive.org/index.php/Detail/objects/92445/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:20,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m5kd9h63,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0002|~|92446|~|73191_ca_object_representations_media_64699_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3106,2252,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/6/66204_ca_object_representations_media_64699_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/6/73191_ca_object_representations_media_64699_original.jpg,https://palarchive.org/index.php/Detail/objects/92446/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:20,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m5zq1rd5,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0003|~|92447|~|38728_ca_object_representations_media_64700_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3111,2262,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/73102_ca_object_representations_media_64700_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/38728_ca_object_representations_media_64700_original.jpg,https://palarchive.org/index.php/Detail/objects/92447/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:20,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m5tz10nc,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0004|~|92448|~|51109_ca_object_representations_media_64701_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3126,2277,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/45335_ca_object_representations_media_64701_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/51109_ca_object_representations_media_64701_original.jpg,https://palarchive.org/index.php/Detail/objects/92448/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m5fn8rfx,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0005|~|92449|~|64165_ca_object_representations_media_64702_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3178,2200,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/19485_ca_object_representations_media_64702_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/64165_ca_object_representations_media_64702_original.jpg,https://palarchive.org/index.php/Detail/objects/92449/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m5xq4q7b,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0006|~|92450|~|1221_ca_object_representations_media_64703_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3126,2267,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/59360_ca_object_representations_media_64703_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/1221_ca_object_representations_media_64703_original.jpg,https://palarchive.org/index.php/Detail/objects/92450/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m52g56sh,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0007|~|92451|~|24108_ca_object_representations_media_64704_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3178,2247,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/47599_ca_object_representations_media_64704_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/24108_ca_object_representations_media_64704_original.jpg,https://palarchive.org/index.php/Detail/objects/92451/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبان الطيبة.,black-and-white photographs,,,
ark:/13030/m59w80sg,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0008|~|92452|~|61190_ca_object_representations_media_64705_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبّان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3199,2282,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/90504_ca_object_representations_media_64705_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/61190_ca_object_representations_media_64705_original.jpg,https://palarchive.org/index.php/Detail/objects/92452/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,black-and-white photographs,,,
ark:/13030/m5675zhv,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0009|~|92453|~|98057_ca_object_representations_media_64706_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبّان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3131,2277,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/17261_ca_object_representations_media_64706_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/98057_ca_object_representations_media_64706_original.jpg,https://palarchive.org/index.php/Detail/objects/92453/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,black-and-white photographs,,,
ark:/13030/m5p636sk,ark:/21198/z1f24j9s,,Work,92.0,0092.01.0010|~|92454|~|57285_ca_object_representations_media_64707_original.jpg,The Taybeh Youth and Guides Union Scouts Troop Collection,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs,أحد أعضاء اتحاد شبّان الطيبة,A Member of Al-Taybeh Youth Union,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.|~|صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,"""The Taybeh Youth and Guides Union Scouts Troop Collection"", private collection, 1939 – 1999, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.958114,35.298483]",,,image/jpeg,3111,2282,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/15257_ca_object_representations_media_64707_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/4/7/57285_ca_object_representations_media_64707_original.jpg,https://palarchive.org/index.php/Detail/objects/92454/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,Taybeh Youth and Guides Union Scouts Troop Sub-collection 1: Photographs | The Taybeh Youth and Guides Union Scouts Troop Collection,26 February 2019 at 9:53:21,9 March 2021 at 11:41:50,A black-and-white photograph shows one of the members of al-Taybeh Youth Union.,صورة غير ملونة لأحد أعضاء اتحاد شبّان الطيبة.,black-and-white photographs,,,
