Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1993snz,,,Collection,,,,,The Subhy Family Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5d29h0d,ark:/21198/z1993snz,,Work,93.0,0093.01.0001|~|83312|~|45993_ca_object_representations_media_50469_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة على شاطئ بحر رملية/ شواطئ يافا,A photograph taken on Jaffa Beach,A photograph of a football stadium in Jaffa Beach|~|صورة لملعب كرة قدم على الشاطئ,,,,text,1960 to 1965,1960/1965,,"[32.049357,34.758355]",,,image/jpeg,3153,4158,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/75801_ca_object_representations_media_50469_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/45993_ca_object_representations_media_50469_original.jpg,https://palarchive.org/index.php/Detail/objects/83312/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:39,9 March 2021 at 11:50:31,A photograph of a football stadium in Jaffa Beach,صورة لملعب كرة قدم على الشاطئ,,,,
ark:/13030/m5hv07rd,ark:/21198/z1993snz,,Work,93.0,0093.01.0002|~|83313|~|43376_ca_object_representations_media_50470_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة لخليل عبد الحافظ صبحي مع اصدقائه في بانياس,A photograph of Khalil Abdel-Hafez Subhi with his friends in Banias,"A photograph of Khalil Abdel-Hafez Subhi; on the right, with his friends in Banias.|~|صورة لخليل عبد الحافظ صبحي مع أصدقائه في بانياس ، صديقيه على اليمين و خليل عبى اليسار",,,,text,23 May 1990,1990-05-23,,,,,image/jpeg,3540,4968,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/20670_ca_object_representations_media_50470_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/43376_ca_object_representations_media_50470_original.jpg,https://palarchive.org/index.php/Detail/objects/83313/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:40,9 March 2021 at 11:50:31,"A photograph of Khalil Abdel-Hafez Subhi; on the right, with his friends in Banias.",صورة لخليل عبد الحافظ صبحي مع أصدقائه في بانياس ، صديقيه على اليمين و خليل عبى اليسار,,,,
ark:/13030/m5898r8p,ark:/21198/z1993snz,,Work,93.0,0093.01.0003|~|83314|~|11407_ca_object_representations_media_50471_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة لخليل سعادات,A photograph of Khalil Sa'adat,"A photograph of Khalil Sa'adat; gifted to, Khalil Abdel-Hafez Subhi. He wrote on the back ""A photograph of Khalil Sa'adat which he gifted to me as a gesture in appreciation of our friendship""|~|صورة لخليل سعادات أهداها لخليل عبد الحافظ صبح كتب على ظهر الصورة ""صورة خليل سعادات اهداني اياها كتعبير عن المحبة والصداقة بيننا""",,,,text,9 February 1953,1953-02-09,,,,,image/jpeg,4346,3109,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/2778_ca_object_representations_media_50471_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/11407_ca_object_representations_media_50471_original.jpg,https://palarchive.org/index.php/Detail/objects/83314/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:40,9 March 2021 at 11:50:31,"A photograph of Khalil Sa'adat; gifted to, Khalil Abdel-Hafez Subhi. He wrote on the back ""A photograph of Khalil Sa'adat which he gifted to me as a gesture in appreciation of our friendship""","صورة لخليل سعادات أهداها لخليل عبد الحافظ صبح كتب على ظهر الصورة ""صورة خليل سعادات اهداني اياها كتعبير عن المحبة والصداقة بيننا""",,,,
ark:/13030/m54j80hw,ark:/21198/z1993snz,,Work,93.0,0093.01.0004|~|83315|~|70110_ca_object_representations_media_50473_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة لعبد السلام صبحي بزي الفتوات,A photograph of Abdel-Salam Subhi in a military uniform,"A photograph; taken before 1948, of Abdel-Salam Subhi in the military uniform of the Najjadat Squad. Abdel-Salam was imprisoned in Acre Prison with Mohammad Jamjoum, Ata Az-Zeir and Fo'ad Hijazi|~|صورة للسيد عبد السلام صبحي قبل 1948 ، يرتدي زي عسكري وهو زي الفتوات والنجادة ، كان احد الثوار وسجن مع محمد جمجوم وعطا الزير وفؤاد حجازي في سجن عكا",,,,text,1940 to 1948,1940/1948,,,,,image/jpeg,2615,1968,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/40385_ca_object_representations_media_50473_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/70110_ca_object_representations_media_50473_original.jpg,https://palarchive.org/index.php/Detail/objects/83315/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:40,9 March 2021 at 11:50:30,"A photograph; taken before 1948, of Abdel-Salam Subhi in the military uniform of the Najjadat Squad. Abdel-Salam was imprisoned in Acre Prison with Mohammad Jamjoum, Ata Az-Zeir and Fo'ad Hijazi",صورة للسيد عبد السلام صبحي قبل 1948 ، يرتدي زي عسكري وهو زي الفتوات والنجادة ، كان احد الثوار وسجن مع محمد جمجوم وعطا الزير وفؤاد حجازي في سجن عكا,,,,
ark:/13030/m50s77tm,ark:/21198/z1993snz,,Work,93.0,0093.01.0005|~|83316|~|49672_ca_object_representations_media_50474_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,فريق كرة قدم,Football Team,,,,,text,,,,,,,image/jpeg,4171,3149,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/67793_ca_object_representations_media_50474_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/49672_ca_object_representations_media_50474_original.jpg,https://palarchive.org/index.php/Detail/objects/83316/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:40,9 March 2021 at 11:50:30,,,,,,
ark:/13030/m5rc4q1n,ark:/21198/z1993snz,,Work,93.0,0093.01.0006|~|83317|~|32891_ca_object_representations_media_50475_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة شخصية لسميحة صبحي,A portrait of Sameeha Subhi,"A portrait of Sameeha Subhi; on the back of which, she wrote ""To my dear uncle Abu Kamal, I sent you this photo with the kindest of wishes""|~|صورة السيدة سميحة صبحي كتب على ظهر الصورة"" العم الغزيز ابو كمال مع اجمل المنى والاماني اهديك صورتي هذه للذكرى المخلصة سميحة صبحي""",,,,text,1968,1968,,,,,image/jpeg,3225,2225,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/7662_ca_object_representations_media_50475_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/32891_ca_object_representations_media_50475_original.jpg,https://palarchive.org/index.php/Detail/objects/83317/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:41,9 March 2021 at 11:50:30,"A portrait of Sameeha Subhi; on the back of which, she wrote ""To my dear uncle Abu Kamal, I sent you this photo with the kindest of wishes""","صورة السيدة سميحة صبحي كتب على ظهر الصورة"" العم الغزيز ابو كمال مع اجمل المنى والاماني اهديك صورتي هذه للذكرى المخلصة سميحة صبحي""",,,,
ark:/13030/m5gv36m1,ark:/21198/z1993snz,,Work,93.0,0093.01.0007|~|83318|~|75867_ca_object_representations_media_50477_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة شخصية لخليل عبد الحافظ صبحي,A photograph of Khalil Abdel-Hafez Subhi,,,,,text,1954 to 1955,1954/1955,,,,,image/jpeg,3225,2129,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/83836_ca_object_representations_media_50477_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/75867_ca_object_representations_media_50477_original.jpg,https://palarchive.org/index.php/Detail/objects/83318/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:41,9 March 2021 at 11:50:30,,,,,,
ark:/13030/m5w45frz,ark:/21198/z1993snz,,Work,93.0,0093.01.0008|~|83319|~|61956_ca_object_representations_media_50478_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة شخصية لدلال صبحي,A portrait of Dalal Subhi,A portrait of Dalal Subhi; aged 17|~|صورة للسيدة دلال صبحي عندما كانت عمرها 17 سنة,,,,text,1969 to 1970,1969/1970,,,,,image/jpeg,3890,2779,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/262_ca_object_representations_media_50478_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/61956_ca_object_representations_media_50478_original.jpg,https://palarchive.org/index.php/Detail/objects/83319/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:41,9 March 2021 at 11:50:30,A portrait of Dalal Subhi; aged 17,صورة للسيدة دلال صبحي عندما كانت عمرها 17 سنة,,,,
ark:/13030/m5v48dmk,ark:/21198/z1993snz,,Work,93.0,0093.01.0009|~|83320|~|29288_ca_object_representations_media_50479_original.jpg,The Subhy Family Collection,The Subhy Family Sub-collection 1: Family Album,صورة السيد اسماعيل صبحي,A photograph of Ismail Subhi,,,,,text,1950 to 1955,1950/1955,,,,,image/jpeg,3171,4173,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/89701_ca_object_representations_media_50479_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/0/4/29288_ca_object_representations_media_50479_original.jpg,https://palarchive.org/index.php/Detail/objects/83320/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Subhy Family Sub-collection 1: Family Album | The Subhy Family Collection,18 December 2018 at 9:28:42,9 March 2021 at 11:50:29,,,,,,
