Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z15j31xm,,,Collection,,,,,The William Farah Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5tj664w,ark:/21198/z15j31xm,,Work,94.0,0094.01.0001|~|83647|~|34744_ca_object_representations_media_191007_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,حفل زفاف وليام فرح عبد الله وعدلة زايد بطرس في بلدة الطيبة,William Farah and Adla Burtus' Wedding in al-Taybeh,,,,,text,15 August 1965,1965-08-15,مجموعة، رجل، امراة، حشد، عرس، غطاء راس، الطيبة، فلسطين، صورة قديمة,,,,image/jpeg,2173,3337,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/71469_ca_object_representations_media_191007_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/34744_ca_object_representations_media_191007_original.jpg,https://palarchive.org/index.php/Detail/objects/83647/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:16,9 March 2021 at 11:50:04,,,,,,
ark:/13030/m5ps5fd5,ark:/21198/z15j31xm,,Work,94.0,0094.01.0002|~|83648|~|57847_ca_object_representations_media_191009_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,نصرة متري زايد وزوجها فرح عبد الله عيسى عودة,Nusra Zayed and her Husband Abdullah Issa Odeh,,,,,text,1930,1930,"الطيبة، فلسطين، صورة قديمة، امراة، رجل، واقف، ثوب فلسطيني، خارجي، طبيعة، رداء, عباية، حطة، عقال",,,,image/jpeg,4131,3012,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/68160_ca_object_representations_media_191009_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/57847_ca_object_representations_media_191009_original.jpg,https://palarchive.org/index.php/Detail/objects/83648/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:17,9 March 2021 at 11:50:03,,,,,,
ark:/13030/m5k14ppr,ark:/21198/z15j31xm,,Work,94.0,0094.01.0003|~|83649|~|27754_ca_object_representations_media_191011_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,عائلة زايد بطرس أثناء غداء في منزل العائلة,Zayed Burtus' Family at a Family Dinner,"Zayed Burtus' family at a dinner party at the family's house; shown right to left, Abdullah, Butrus, Salma, Hamamh, Melada, and Zayed.|~|عائلة زايد أثناء غداء في منزل العائلة، من اليمين عبد الله، بطرس، سلمى، حمامة، ميلادة، زايد",,,,text,1950s,1950/1959,الطيبة، فلسطين، صورة قديمة، خارجي، طبيعة، رجل، امراةأ طاولة، ثوب تقليدي، غطاء رأس، حطة، عقال,,,,image/jpeg,3167,4325,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/44347_ca_object_representations_media_191011_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/27754_ca_object_representations_media_191011_original.jpg,https://palarchive.org/index.php/Detail/objects/83649/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:17,9 March 2021 at 11:50:03,"Zayed Burtus' family at a dinner party at the family's house; shown right to left, Abdullah, Butrus, Salma, Hamamh, Melada, and Zayed.",عائلة زايد أثناء غداء في منزل العائلة، من اليمين عبد الله، بطرس، سلمى، حمامة، ميلادة، زايد,,,,
ark:/13030/m5f83xz1,ark:/21198/z15j31xm,,Work,94.0,0094.01.0004|~|83650|~|11118_ca_object_representations_media_191012_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,شيخة عبد الله,Sheikha Abdullah,Sheikha Abdullah; a cook at Hospice Hospital in Jerusalem.|~|شيخة عبدالله، كانت تعمل طاهية في مستشفى الهوسبيس في القدس,,,,text,1960s,1960/1969,الطيبة، فلسطين، صورة قديمة، بورتريه، امراة، غطاء راس، داخلي، استوديو,,,,image/jpeg,2828,2179,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/85114_ca_object_representations_media_191012_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/11118_ca_object_representations_media_191012_original.jpg,https://palarchive.org/index.php/Detail/objects/83650/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:18,9 March 2021 at 11:50:03,Sheikha Abdullah; a cook at Hospice Hospital in Jerusalem.,شيخة عبدالله، كانت تعمل طاهية في مستشفى الهوسبيس في القدس,,,,
ark:/13030/m5ns8dbp,ark:/21198/z15j31xm,,Work,94.0,0094.01.0005|~|83651|~|36895_ca_object_representations_media_191014_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,شيخة عبد الله,Sheikha Abdullah,Sheikha Abdullah; a cook at Hospice Hospital in Jerusalem.|~|شيخة عبدالله، كانت تعمل طاهية في مستشفى الهوسبيس في القدس,,,,text,1975,1975,الطيبة، فلسطين، صورة قديمة، بورتريه، امراة، غطاء راس، داخلي، استوديو,,,,image/jpeg,3043,2087,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/82507_ca_object_representations_media_191014_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/36895_ca_object_representations_media_191014_original.jpg,https://palarchive.org/index.php/Detail/objects/83651/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:18,9 March 2021 at 11:50:03,Sheikha Abdullah; a cook at Hospice Hospital in Jerusalem.,شيخة عبدالله، كانت تعمل طاهية في مستشفى الهوسبيس في القدس,,,,
ark:/13030/m59h366n,ark:/21198/z15j31xm,,Work,94.0,0094.01.0006|~|83652|~|24734_ca_object_representations_media_191016_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,ميلادة متري زايد,Mélada Matry Zayed,,,,,text,1976,1976,الطيبة، فلسطين، صورة قديمة، بورتريه، امراة، غطاء راس، داخلي، استوديو، ثوب تقليدي,,,,image/jpeg,3216,2043,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/19832_ca_object_representations_media_191016_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/24734_ca_object_representations_media_191016_original.jpg,https://palarchive.org/index.php/Detail/objects/83652/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:18,9 March 2021 at 11:50:03,,,,,,
ark:/13030/m58h6545,ark:/21198/z15j31xm,,Work,94.0,0094.01.0007|~|83653|~|83262_ca_object_representations_media_191017_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,متري سليمان زايد,Matry Soliman Zayed,,,,,text,1970s,1970/1979,"الطيبة، فلسطين، صورة قديمة، بورتريه، رجل, جالس، خارجي، منزل، حطة، عقال",,,,image/jpeg,3138,4300,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/34084_ca_object_representations_media_191017_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/83262_ca_object_representations_media_191017_original.jpg,https://palarchive.org/index.php/Detail/objects/83653/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:18,9 March 2021 at 11:50:03,,,,,,
ark:/13030/m55r2fhc,ark:/21198/z15j31xm,,Work,94.0,0094.01.0008|~|83654|~|76479_ca_object_representations_media_191019_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,أشقاء زايد في منزل العائلة,Zayed's Siblings at the Family's House,"Siblings; shown right to left, Salma, Maher, and Jamal Zayed.|~|من يمين اللقطة الأشقاء سلمى، ماهر، جمال زايد",,,,text,1960s,1960/1969,الطيبة، فلسطين، صورة قديمة، خارجي، طفل، فستان، رضيع، ورد، حطة، عقال,,,,image/jpeg,3351,4747,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/40599_ca_object_representations_media_191019_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/76479_ca_object_representations_media_191019_original.jpg,https://palarchive.org/index.php/Detail/objects/83654/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:19,9 March 2021 at 11:50:02,"Siblings; shown right to left, Salma, Maher, and Jamal Zayed.",من يمين اللقطة الأشقاء سلمى، ماهر، جمال زايد,,,,
ark:/13030/m5d86wtn,ark:/21198/z15j31xm,,Work,94.0,0094.01.0009|~|83655|~|76556_ca_object_representations_media_191021_original.jpg,The William Farah Collection,William Farah Sub-collection 1: Photographs,عادل زايد وابنه وليد,Adel Zayed and his son Waléd,Adel Zayed and his son Waléd.|~|يظهر في اللقطة عادل زايد وابنه وليد زايد,,,,text,,,الطيبة، فلسطين، صورة قديمة، رجل، طفل، واقف، خارجي، منزل، بدلة، ريطة عنق,,,,image/jpeg,3404,4428,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/29458_ca_object_representations_media_191021_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/1/0/76556_ca_object_representations_media_191021_original.jpg,https://palarchive.org/index.php/Detail/objects/83655/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The William Farah Collection | William Farah Sub-collection 1: Photographs,19 December 2018 at 16:37:19,9 March 2021 at 11:50:02,Adel Zayed and his son Waléd.,يظهر في اللقطة عادل زايد وابنه وليد زايد,,,,
