Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1005msj,,,Collection,,,,,The Abu Alaa Mansour Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m55x9r9s,ark:/21198/z1005msj,,Work,80.0,0080.01.0001|~|48583|~|20790_ca_object_representations_media_53276_original.jpg,The Abu Alaa Mansour Collection,,قائمة بأسماء أسرى محكومون بالمؤبد في سجون الاحتلال,List of names of prisoners sentenced for life in the prisons of the Israeli occupation,"List of names of prisoners sentenced for life and others who have spent more than 15 years in the prisons of the Israeli occupation, sent by Abu Alaa Almansour to the Western Sector in the PLO|~|قائمة بأسماء أسرى محكومون بالمؤبد وآخرين قضو أكثر من خسة عشر سنة في سجون الاحتلال كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1 January 1991; Date created,1991-01-01,,,,,image/jpeg,6808,4390,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/9805_ca_object_representations_media_53276_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/20790_ca_object_representations_media_53276_original.jpg,https://palarchive.org/index.php/Detail/objects/48583/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,"List of names of prisoners sentenced for life and others who have spent more than 15 years in the prisons of the Israeli occupation, sent by Abu Alaa Almansour to the Western Sector in the PLO",قائمة بأسماء أسرى محكومون بالمؤبد وآخرين قضو أكثر من خسة عشر سنة في سجون الاحتلال كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية,,,,
ark:/13030/m58q3fw8,ark:/21198/z1005msj,,Work,80.0,0080.01.0002|~|48584|~|57967_ca_object_representations_media_53282_original.jpg,The Abu Alaa Mansour Collection,,قائمة بأسماء أسرى محكومون بمدة تزيد عن سبع سنوات في سجون الاحتلال,List of names of prisoners sentenced to over 7 years in the prisons of the Israeli occupation,"List of names of prisoners sentenced to over 7 years in the prisons of the Israeli occupation since 1991, sent by Abu Alaa Almansour to the Western Sector in the PLO.|~|قائمة بأسماء أسرى محكومون بمدة تزيد عن سبع سنوات في سجون الاحتلال منذ بداية العام 1991، كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية.","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1991; Date issued,1991,,,,,image/jpeg,6808,4390,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/75170_ca_object_representations_media_53282_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/57967_ca_object_representations_media_53282_original.jpg,https://palarchive.org/index.php/Detail/objects/48584/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,"List of names of prisoners sentenced to over 7 years in the prisons of the Israeli occupation since 1991, sent by Abu Alaa Almansour to the Western Sector in the PLO.",قائمة بأسماء أسرى محكومون بمدة تزيد عن سبع سنوات في سجون الاحتلال منذ بداية العام 1991، كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية.,,,,
ark:/13030/m5xh76j7,ark:/21198/z1005msj,,Work,80.0,0080.01.0003|~|48585|~|45132_ca_object_representations_media_53292_original.jpg,The Abu Alaa Mansour Collection,,قائمة بأسماء أسرى محكومون بالمؤبد في سجون الاحتلال,List of names of prisoners sentenced for life in the prisons of the Israeli occupation,"List of names of prisoners sentenced for life and others who have spent more than 15 years in the prisons of the Israeli occupation, sent by Abu Alaa Almansour to the Western Sector in the PLO|~|قائمة بأسماء أسرى محكومون بالمؤبد وآخرين قضو أكثر من خسة عشر سنة في سجون الاحتلال كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1 January 1991; Date created,1991-01-01,,,,,image/jpeg,6737,4376,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/14419_ca_object_representations_media_53292_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/45132_ca_object_representations_media_53292_original.jpg,https://palarchive.org/index.php/Detail/objects/48585/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,"List of names of prisoners sentenced for life and others who have spent more than 15 years in the prisons of the Israeli occupation, sent by Abu Alaa Almansour to the Western Sector in the PLO",قائمة بأسماء أسرى محكومون بالمؤبد وآخرين قضو أكثر من خسة عشر سنة في سجون الاحتلال كان قد أرسلها أبو علاء منصور إلى قيادة القطاع الغربي في منظمة التحرير الفلسطينية,,,,
ark:/13030/m52590kr,ark:/21198/z1005msj,,Work,80.0,0080.01.0004|~|48586|~|92890_ca_object_representations_media_53294_original.jpg,The Abu Alaa Mansour Collection,,إحصائية لجرحى الانتفاضة الاولى,Statistics on the wounded in the First Intifada,"Statistics on the wounded in the First Palestinian Intifada between 8/12/1987 and 31/3/1992, completed by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners of the PLO.|~|إحصائية لجرحى الانتفاضة الفلسطينية الأولى في الفترة الواقعة بين 8/12/1987 - 31/3/1992، عملت على إنجازها مؤسسة الشؤون الاجتماعية ورعاية أسر الشهداء والاسرى التابعة لمنظمة التحرير الفلسطينية.","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1992; Date created,1992,,,,,image/jpeg,6789,4366,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/10723_ca_object_representations_media_53294_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/92890_ca_object_representations_media_53294_original.jpg,https://palarchive.org/index.php/Detail/objects/48586/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,"Statistics on the wounded in the First Palestinian Intifada between 8/12/1987 and 31/3/1992, completed by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners of the PLO.",إحصائية لجرحى الانتفاضة الفلسطينية الأولى في الفترة الواقعة بين 8/12/1987 - 31/3/1992، عملت على إنجازها مؤسسة الشؤون الاجتماعية ورعاية أسر الشهداء والاسرى التابعة لمنظمة التحرير الفلسطينية.,,,,
ark:/13030/m54z2q6d,ark:/21198/z1005msj,,Work,80.0,0080.01.0005|~|48587|~|80306_ca_object_representations_media_53296_original.jpg,The Abu Alaa Mansour Collection,,الرواتب الشهرية المستحقة لعائلات الشهداء والأسرى من منظمة التحرير الفلسطينية,Monthly salaries owed to families of shaheeds and prisoners on the PLO,Monthly salaries owed to the families of shaheeds and prisoners from the branches of the Association for Social Affairs of the PLO beginning 1/1/1994|~|الرواتب الشهرية المستحقة لعوائل الشهداء والأسرى من فروع مؤسسة الشؤون الاجتماعية التاعبة لمنظمة التحرير الفلسطينية اعتباراً من 1/1/1994,"Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1994; Date created,1994,,,,,image/jpeg,4889,4259,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/2744_ca_object_representations_media_53296_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/2/80306_ca_object_representations_media_53296_original.jpg,https://palarchive.org/index.php/Detail/objects/48587/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,Monthly salaries owed to the families of shaheeds and prisoners from the branches of the Association for Social Affairs of the PLO beginning 1/1/1994,الرواتب الشهرية المستحقة لعوائل الشهداء والأسرى من فروع مؤسسة الشؤون الاجتماعية التاعبة لمنظمة التحرير الفلسطينية اعتباراً من 1/1/1994,,,,
ark:/13030/m5p05q22,ark:/21198/z1005msj,,Work,80.0,0080.01.0006|~|48588|~|8039_ca_object_representations_media_53307_original.jpg,The Abu Alaa Mansour Collection,,إحصائيات من وثيقة البنك الدولي حول التنمية في المناطق المحتلة,Statistics from the International Bank's document on development in the occupied territories,,"Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,16 October 1992; Date created,1992-10-16,,,,,image/jpeg,4889,4255,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/82607_ca_object_representations_media_53307_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/8039_ca_object_representations_media_53307_original.jpg,https://palarchive.org/index.php/Detail/objects/48588/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,,,,,,
ark:/13030/m5dg46kj,ark:/21198/z1005msj,,Work,80.0,0080.01.0007|~|48589|~|18957_ca_object_representations_media_53309_original.jpg,The Abu Alaa Mansour Collection,,كشف لحالات اعتقال خلال الانتفاضة الأولى,List of arrests during the First Intifada,"Document consisting of 1 paper that shows the cases of arrest during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners|~|وثيقة من ورقة واحدة تتضمن كشفاً لحالات الاعتقال خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,2 August 1992; Date created,1992-08-02,,,,,image/jpeg,5270,4580,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/50371_ca_object_representations_media_53309_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/18957_ca_object_representations_media_53309_original.jpg,https://palarchive.org/index.php/Detail/objects/48589/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:53,9 March 2021 at 19:22:12,"Document consisting of 1 paper that shows the cases of arrest during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners",وثيقة من ورقة واحدة تتضمن كشفاً لحالات الاعتقال خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى,,,,
ark:/13030/m5sr6frm,ark:/21198/z1005msj,,Work,80.0,0080.01.0008|~|48590|~|1250_ca_object_representations_media_53310_original.jpg,The Abu Alaa Mansour Collection,,كشف لحالات استشهاد خلال الانتفاضة الأولى,List of shaheeds during the First Intifada,"Document consisting of 1 paper that shows the shaheeds during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners|~|وثيقة من ورقة واحدة تتضمن كشفاً لحالات الاستشهاد خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1992; Date created,1992,,,,,image/jpeg,5270,4580,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/22341_ca_object_representations_media_53310_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/1250_ca_object_representations_media_53310_original.jpg,https://palarchive.org/index.php/Detail/objects/48590/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:54,9 March 2021 at 19:22:12,"Document consisting of 1 paper that shows the shaheeds during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners",وثيقة من ورقة واحدة تتضمن كشفاً لحالات الاستشهاد خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى,,,,
ark:/13030/m5j74zbb,ark:/21198/z1005msj,,Work,80.0,0080.01.0009|~|48591|~|27919_ca_object_representations_media_53311_original.jpg,The Abu Alaa Mansour Collection,,كشف لحالات إبعاد خلال الانتفاضة الأولى,List of cases of deportation during the First Intifada,"Document consisting of 1 paper that shows the cases of deportation during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners|~|وثيقة من ورقة واحدة تتضمن كشفاً لحالات الإبعاد خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1992; Date created,1992,,,,,image/jpeg,5218,4555,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/91286_ca_object_representations_media_53311_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/27919_ca_object_representations_media_53311_original.jpg,https://palarchive.org/index.php/Detail/objects/48591/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:54,9 March 2021 at 19:22:12,"Document consisting of 1 paper that shows the cases of deportation during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners",وثيقة من ورقة واحدة تتضمن كشفاً لحالات الإبعاد خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى,,,,
ark:/13030/m5cg75gm,ark:/21198/z1005msj,,Work,80.0,0080.01.0010|~|48592|~|81501_ca_object_representations_media_53312_original.jpg,The Abu Alaa Mansour Collection,,كشف لحالات هدم بيوت خلال الانتفاضة الأولى,List of cases of house demolitions during the First Intifada,"Document consisting of 1 paper that shows the cases of house demolitions during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners|~|وثيقة من ورقة واحدة تتضمن كشفاً لحالات هدم البيوت خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى","Mansour, Abu Alaa, ""Correspondence and Reports,"" private collection, August 2018, the Palestinian Museum Digital Archive.",,ara,text,1992; Date created,1992,,,,,image/jpeg,5235,4601,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/28373_ca_object_representations_media_53312_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/3/3/81501_ca_object_representations_media_53312_original.jpg,https://palarchive.org/index.php/Detail/objects/48592/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abu Alaa Mansour Collection,12 November 2018 at 10:17:54,9 March 2021 at 19:22:12,"Document consisting of 1 paper that shows the cases of house demolitions during December of 1991 and January 1992. This document is part of a detailed report on the violations of the occupation during the First Intifada between 1991 and 1992, prepared by the Association for Social Affairs and Caring for the Families of Shaheeds and Prisoners",وثيقة من ورقة واحدة تتضمن كشفاً لحالات هدم البيوت خلال شهري كانون الأول1991 وكانون الثاني 1992. هذه الوثيقة جزء من تقرير مفصّل حول انتهاكات الاحتلال خلال الانتفاضة الاولى في الفترة الواقعة بين 1991-1992 أعدته مؤسسة الشؤون الاجتماعية لرعاية أسر الشهداء والأسرى,,,,
