Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1x11sk4,,,Collection,,,,,The INAASH Association Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5093qqq,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0001|~|85190|~|87861_ca_object_representations_media_57423_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered bag produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، تظهر فيها حقيبة يد تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1599,1079,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/44102_ca_object_representations_media_57423_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/87861_ca_object_representations_media_57423_original.jpg,https://palarchive.org/index.php/Detail/objects/85190/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:37,9 March 2021 at 11:48:35,A colour photograph showing a Palestinian handmade embroidered bag produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، تظهر فيها حقيبة يد تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5j752cd,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0002|~|85191|~|43110_ca_object_representations_media_57424_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered set of ties produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها عدة ربطات عنق تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1599,1085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/78693_ca_object_representations_media_57424_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/43110_ca_object_representations_media_57424_original.jpg,https://palarchive.org/index.php/Detail/objects/85191/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 March 2021 at 11:48:35,A colour photograph showing a Palestinian handmade embroidered set of ties produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها عدة ربطات عنق تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5xh79kx,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0003|~|85192|~|90265_ca_object_representations_media_57425_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,وسادة مُطرزةٌ من إنتاج جمعية إنعاش المخيم، لبنان، سبعينيات القرن العشرين,A Cushion Embroidered the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة تُظهر وسادة مُطرزة، أنتجتها نساء جمعية إنعاش المخيم الفلسطيني في لبنان خلال سبيعينيات القرن العشرين، وقد تأسست الجمعية عام 1968 على يد هيكات الخوري ابنة بشارة الخوري،رئيس الجمهوريّة اللبنانيّة الأوّل بعد الاستقلال، ومجموعة من اللبنانيات بهدف كسر عزلة المخيمات الفلسطينية، وتمكين اللاجئات وإعانتهن، عقب أن أوصد القانون اللبناني باب سوق العمل في وجه أزواجهن، كما حظيت الجمعية، في مرحلة لاحقة، بدعم سيرين الحسيني وسيدات فلسطينيات أخريات.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1080,1606,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/40708_ca_object_representations_media_57425_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/90265_ca_object_representations_media_57425_original.jpg,https://palarchive.org/index.php/Detail/objects/85192/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 January 2022 at 9:39:58,A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).,صورة تُظهر وسادة مُطرزة، أنتجتها نساء جمعية إنعاش المخيم الفلسطيني في لبنان خلال سبيعينيات القرن العشرين، وقد تأسست الجمعية عام 1968 على يد هيكات الخوري ابنة بشارة الخوري،رئيس الجمهوريّة اللبنانيّة الأوّل بعد الاستقلال، ومجموعة من اللبنانيات بهدف كسر عزلة المخيمات الفلسطينية، وتمكين اللاجئات وإعانتهن، عقب أن أوصد القانون اللبناني باب سوق العمل في وجه أزواجهن، كما حظيت الجمعية، في مرحلة لاحقة، بدعم سيرين الحسيني وسيدات فلسطينيات أخريات.,color slides,,,
ark:/13030/m5521hnq,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0004|~|85193|~|92158_ca_object_representations_media_57426_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1605,1081,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/70169_ca_object_representations_media_57426_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/92158_ca_object_representations_media_57426_original.jpg,https://palarchive.org/index.php/Detail/objects/85193/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 March 2021 at 11:48:35,A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5wj08c6,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0005|~|85194|~|94588_ca_object_representations_media_57427_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1605,1081,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/49040_ca_object_representations_media_57427_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/94588_ca_object_representations_media_57427_original.jpg,https://palarchive.org/index.php/Detail/objects/85194/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 March 2021 at 11:48:34,A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5m40f6d,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0006|~|85195|~|45036_ca_object_representations_media_57428_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1605,1081,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/84790_ca_object_representations_media_57428_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/45036_ca_object_representations_media_57428_original.jpg,https://palarchive.org/index.php/Detail/objects/85195/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 March 2021 at 11:48:34,A colour photograph showing a model clad in a Palestinian handmade embroidered Thobe produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5sr6jrv,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0007|~|85196|~|73943_ca_object_representations_media_57429_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered set of ties produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها ربطات عنق، تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1610,1085,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/11685_ca_object_representations_media_57429_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/73943_ca_object_representations_media_57429_original.jpg,https://palarchive.org/index.php/Detail/objects/85196/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:38,9 March 2021 at 11:48:34,A colour photograph showing a Palestinian handmade embroidered set of ties produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها ربطات عنق، تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5ck5zx7,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0008|~|85197|~|32748_ca_object_representations_media_57430_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a model wearing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1605,1081,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/25588_ca_object_representations_media_57430_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/32748_ca_object_representations_media_57430_original.jpg,https://palarchive.org/index.php/Detail/objects/85197/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:39,9 March 2021 at 11:48:34,A colour photograph showing a model wearing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها عارضة ترتدي تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m5gb9pj1,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0009|~|85198|~|75361_ca_object_representations_media_57431_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها أعمال تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1081,1605,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/32593_ca_object_representations_media_57431_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/75361_ca_object_representations_media_57431_original.jpg,https://palarchive.org/index.php/Detail/objects/85198/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:39,9 March 2021 at 11:48:34,A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها أعمال تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
ark:/13030/m56t864t,ark:/21198/z1x11sk4,,Work,96.0,0096.01.0010|~|85199|~|31035_ca_object_representations_media_57432_original.jpg,The INAASH Association Collection,INAASH Association Sub-collection 1,مطرزات فلسطينية تراثية من انتاج انعاش المخيم,Handmade Embroidery Products by the Association for the Development of Palestinian Camps (INAASH),A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).|~|صورة ملونة، يظهر فيها أعمال تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,,color slides,,still image,,,,"[33.8956088,35.4822313]",,,image/jpeg,1080,1605,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/49697_ca_object_representations_media_57432_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/7/4/31035_ca_object_representations_media_57432_original.jpg,https://palarchive.org/index.php/Detail/objects/85199/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The INAASH Association Collection | INAASH Association Sub-collection 1,17 January 2019 at 10:37:39,9 March 2021 at 11:48:34,A colour photograph showing a Palestinian handmade embroidered products produced by the Association for the Development of Palestinian Camps (INAASH).,صورة ملونة، يظهر فيها أعمال تطريز يدوي فلسطيني من انتاج جمعية انعاش المخيم.,color slides,,,
