Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1fz2w20,,,Collection,,,,,The Aboud Latin Convent Scout Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m58x0vrc,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0001|~|48778|~|32326_ca_object_representations_media_43720_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى موقع دير سمعان الأثري,Aboud Latin Convent Scout Touring a Historical Site,"A colour photograph capturing Aboud Latin Convent Scout touring a historical site; Deir Samaan, which is a confiscated archaeological site located between Deir Ballut and Kafr ad-Dik.|~|صورة ملونة يظهر فيها مجموعة عشيرة الجوالة في كشافة دير اللاتين/ قرية عابود في رحلة إلى أحد المواقع الأثرية، تسمى المنطقة دير سمعان، وهي منطقة أثرية تقع بين قريتي دير بلوط وكفر الديك هذه المنطقة الآن منطقة مصادرة.","Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1990s,1990/1999,,,,,image/jpeg,2940,4320,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/74567_ca_object_representations_media_43720_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/32326_ca_object_representations_media_43720_original.jpg,https://palarchive.org/index.php/Detail/objects/48778/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:55,9 March 2021 at 19:22:09,"A colour photograph capturing Aboud Latin Convent Scout touring a historical site; Deir Samaan, which is a confiscated archaeological site located between Deir Ballut and Kafr ad-Dik.",صورة ملونة يظهر فيها مجموعة عشيرة الجوالة في كشافة دير اللاتين/ قرية عابود في رحلة إلى أحد المواقع الأثرية، تسمى المنطقة دير سمعان، وهي منطقة أثرية تقع بين قريتي دير بلوط وكفر الديك هذه المنطقة الآن منطقة مصادرة.,color photographs,,,
ark:/13030/m5dp1mg3,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0002|~|48779|~|55275_ca_object_representations_media_43721_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية,Aboud Latin Convent Scout Touring a Historical Site,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.|~|صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,1990s,1990/1999,,,,,image/jpeg,2484,3611,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/88743_ca_object_representations_media_43721_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/55275_ca_object_representations_media_43721_original.jpg,https://palarchive.org/index.php/Detail/objects/48779/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:56,9 March 2021 at 19:22:09,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.,صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,color photographs,,,
ark:/13030/m5550426,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0003|~|48780|~|33447_ca_object_representations_media_43722_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية,Aboud Latin Convent Scout Touring a Historical Site,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.|~|صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,1990s,1990/1999,,,,,image/jpeg,2951,4320,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/27689_ca_object_representations_media_43722_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/33447_ca_object_representations_media_43722_original.jpg,https://palarchive.org/index.php/Detail/objects/48780/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:56,9 March 2021 at 19:22:09,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.,صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,color photographs,,,
ark:/13030/m51c9c9g,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0004|~|48781|~|12755_ca_object_representations_media_43723_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية,Aboud Latin Convent Scout Touring a Historical Site,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.|~|صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,1990s,1990/1999,,,,,image/jpeg,2960,4320,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/8095_ca_object_representations_media_43723_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/12755_ca_object_representations_media_43723_original.jpg,https://palarchive.org/index.php/Detail/objects/48781/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:56,9 March 2021 at 19:22:08,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.,صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,color photographs,,,
ark:/13030/m5n662t6,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0005|~|48782|~|2627_ca_object_representations_media_43724_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية,Aboud Latin Convent Scout Touring a Historical Site,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.|~|صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,1990s,1990/1999,,,,,image/jpeg,4347,2981,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/26045_ca_object_representations_media_43724_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/2627_ca_object_representations_media_43724_original.jpg,https://palarchive.org/index.php/Detail/objects/48782/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:56,9 March 2021 at 19:22:08,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.,صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,color photographs,,,
ark:/13030/m5rv843v,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0006|~|48783|~|77877_ca_object_representations_media_43725_original.jpg,The Aboud Latin Convent Scout Collection,,كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية,Aboud Latin Convent Scout Touring a Historical Site,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.|~|صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,1990s,1990/1999,,,,,image/jpeg,2970,4357,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/31652_ca_object_representations_media_43725_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/77877_ca_object_representations_media_43725_original.jpg,https://palarchive.org/index.php/Detail/objects/48783/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:00:57,9 March 2021 at 19:22:08,A colour photograph capturing Aboud Latin Convent Scout touring a historical site.,صورة ملونة يظهر فيها مجموعة من كشافة قرية عابود في زيارة إلى أحد المواقع الأثرية.,color photographs,,,
ark:/13030/m5wm8vv7,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0007|~|48784|~|23036_ca_object_representations_media_43726_original.jpg,The Aboud Latin Convent Scout Collection,,احتفال بمناسبة يوم الأم من تنظيم كشافة عابود,A Celebration on the Mother's Day by Aboud Latin Convent Scout,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.|~|صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,20 March 1993,1993-03-20,,,,,image/jpeg,3102,4392,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/8455_ca_object_representations_media_43726_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/23036_ca_object_representations_media_43726_original.jpg,https://palarchive.org/index.php/Detail/objects/48784/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:01:08,9 March 2021 at 19:22:08,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.,صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,color photographs,,,
ark:/13030/m5cp4kc5,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0008|~|48785|~|89322_ca_object_representations_media_43727_original.jpg,The Aboud Latin Convent Scout Collection,,احتفال بمناسبة يوم الأم من تنظيم كشافة عابود,A Celebration on the Mother's Day by Aboud Latin Convent Scout,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.|~|صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,20 March 1993,1993-03-20,,,,,image/jpeg,3079,4343,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/17464_ca_object_representations_media_43727_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/89322_ca_object_representations_media_43727_original.jpg,https://palarchive.org/index.php/Detail/objects/48785/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:01:08,9 March 2021 at 19:22:08,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.,صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,color photographs,,,
ark:/13030/m5hf5b3w,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0009|~|48786|~|61446_ca_object_representations_media_43728_original.jpg,The Aboud Latin Convent Scout Collection,,احتفال بمناسبة يوم الأم من تنظيم كشافة عابود,A Celebration on the Mother's Day by Aboud Latin Convent Scout,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.|~|صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,20 March 1993,1993-03-20,,,,,image/jpeg,3085,4349,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/96158_ca_object_representations_media_43728_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/61446_ca_object_representations_media_43728_original.jpg,https://palarchive.org/index.php/Detail/objects/48786/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:01:08,9 March 2021 at 19:22:08,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.,صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,color photographs,,,
ark:/13030/m57x3tm0,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0010|~|48787|~|16004_ca_object_representations_media_43729_original.jpg,The Aboud Latin Convent Scout Collection,,احتفال بمناسبة يوم الأم من تنظيم كشافة عابود,A Celebration on the Mother's Day by Aboud Latin Convent Scout,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.|~|صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,20 March 1993,1993-03-20,,,,,image/jpeg,3064,4339,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/19024_ca_object_representations_media_43729_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/16004_ca_object_representations_media_43729_original.jpg,https://palarchive.org/index.php/Detail/objects/48787/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:01:08,9 March 2021 at 19:22:08,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.,صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,color photographs,,,
ark:/13030/m54532wz,ark:/21198/z1fz2w20,,Work,84.0,0084.01.0011|~|48788|~|44699_ca_object_representations_media_43730_original.jpg,The Aboud Latin Convent Scout Collection,,احتفال بمناسبة يوم الأم من تنظيم كشافة عابود,A Celebration on the Mother's Day by Aboud Latin Convent Scout,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.|~|صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,"Ozrail, Samar, ""The Aboud Latin Convent Scout Collection"", archival inventory, 7 November 2018, the Palestinian Museum Digital Archive.",color photographs,,still image,20 March 1993,1993-03-20,,,,,image/jpeg,2956,4330,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/58060_ca_object_representations_media_43730_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/7/44699_ca_object_representations_media_43730_original.jpg,https://palarchive.org/index.php/Detail/objects/48788/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Aboud Latin Convent Scout Collection,13 November 2018 at 15:01:09,9 March 2021 at 19:22:08,A colour photograph of a celebration organised by Aboud Latin Convent Scout on the Mother's Day.,صورة ملونة يظهر فيها احتفال بمناسبة يوم الأم من تنظيم كشافة عابود.,color photographs,,,
